	Metschnikowia_matae_maris	Saccharomyces_cerevisiae
OG0002529	snap_masked-mar-_s515-processed-gene-0.18-mRNA-1_1&gene=snap_masked-mar-_s515-processed-gene-0.18&CDS=1-594	YHR089C
OG0002530	snap_masked-mar-_s515-processed-gene-0.28-mRNA-1_1&gene=snap_masked-mar-_s515-processed-gene-0.28&CDS=1-1200	YDR336W
OG0002531	snap_masked-mar-_s515-processed-gene-0.21-mRNA-1_1&gene=snap_masked-mar-_s515-processed-gene-0.21&CDS=1-5634	YKR031C
OG0002532	snap_masked-mar-_s515-processed-gene-0.22-mRNA-1_1&gene=snap_masked-mar-_s515-processed-gene-0.22&CDS=1-645	YHR181W
OG0002533	snap_masked-mar-_s515-processed-gene-0.31-mRNA-1_1&gene=snap_masked-mar-_s515-processed-gene-0.31&CDS=1-1443	YDL006W
OG0002534	snap_masked-mar-_s515-processed-gene-0.26-mRNA-1_1&gene=snap_masked-mar-_s515-processed-gene-0.26&CDS=1-900	YKL094W
OG0002535	snap_masked-mar-_s516-processed-gene-0.51-mRNA-1_1&gene=snap_masked-mar-_s516-processed-gene-0.51&CDS=1-510	YJL096W
OG0002536	snap_masked-mar-_s516-processed-gene-0.52-mRNA-1_1&gene=snap_masked-mar-_s516-processed-gene-0.52&CDS=1-1083	YNL191W
OG0002537	maker-mar-_s516-snap-gene-0.79-mRNA-1_1&gene=maker-mar-_s516-snap-gene-0.79&CDS=1-1326	YGL169W
OG0002538	snap_masked-mar-_s516-processed-gene-0.56-mRNA-1_1&gene=snap_masked-mar-_s516-processed-gene-0.56&CDS=1-3099	YGL241W
OG0002539	augustus_masked-mar-_s516-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-mar-_s516-processed-gene-0.4&CDS=1-3765	YDR104C
OG0002540	augustus_masked-mar-_s516-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-mar-_s516-processed-gene-0.17&CDS=1-2052	YDR103W
OG0002541	maker-mar-_s516-snap-gene-0.77-mRNA-1_1&gene=maker-mar-_s516-snap-gene-0.77&CDS=1-1269	YJL123C
OG0002542	augustus_masked-mar-_s516-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-mar-_s516-processed-gene-0.19&CDS=1-1104	YJL126W
OG0002543	snap_masked-mar-_s516-processed-gene-0.46-mRNA-1_1&gene=snap_masked-mar-_s516-processed-gene-0.46&CDS=1-1311	YLR191W
OG0002544	augustus_masked-mar-_s516-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-mar-_s516-processed-gene-0.24&CDS=1-1383	YLL002W
OG0002545	augustus_masked-mar-_s516-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-mar-_s516-processed-gene-0.10&CDS=1-936	YGR017W
OG0002546	maker-mar-_s518-snap-gene-0.14-mRNA-1_1&gene=maker-mar-_s518-snap-gene-0.14&CDS=1-1503	YJL013C
OG0002547	snap_masked-mar-_s518-processed-gene-0.8-mRNA-1_1&gene=snap_masked-mar-_s518-processed-gene-0.8&CDS=1-4860	YMR162C
OG0002548	snap_masked-mar-_s518-processed-gene-0.10-mRNA-1_1&gene=snap_masked-mar-_s518-processed-gene-0.10&CDS=1-2145	YJL012C
OG0002549	snap_masked-mar-_s518-processed-gene-0.12-mRNA-1_1&gene=snap_masked-mar-_s518-processed-gene-0.12&CDS=1-948	YDL108W
OG0002550	snap_masked-mar-_s518-processed-gene-0.13-mRNA-1_1&gene=snap_masked-mar-_s518-processed-gene-0.13&CDS=1-2877	YDL117W
OG0002551	snap_masked-mar-_s519-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mar-_s519-processed-gene-0.4&CDS=1-3144	YGR014W
OG0002552	snap_masked-mar-_s52-processed-gene-0.18-mRNA-1_1&gene=snap_masked-mar-_s52-processed-gene-0.18&CDS=1-1302	YHL021C
OG0002553	snap_masked-mar-_s52-processed-gene-0.25-mRNA-1_1&gene=snap_masked-mar-_s52-processed-gene-0.25&CDS=1-4278	YGR116W
OG0002554	augustus_masked-mar-_s52-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-mar-_s52-processed-gene-0.1&CDS=1-1497	YPL069C
OG0002555	snap_masked-mar-_s52-processed-gene-0.20-mRNA-1_1&gene=snap_masked-mar-_s52-processed-gene-0.20&CDS=1-897	YLR172C
OG0002556	snap_masked-mar-_s52-processed-gene-0.30-mRNA-1_1&gene=snap_masked-mar-_s52-processed-gene-0.30&CDS=1-1086	YMR152W
OG0002557	augustus_masked-mar-_s52-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-mar-_s52-processed-gene-0.3&CDS=1-711	YPL002C
OG0002558	augustus_masked-mar-_s52-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-mar-_s52-processed-gene-0.15&CDS=1-1197	YCR044C
OG0002559	augustus_masked-mar-_s520-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-mar-_s520-processed-gene-0.105&CDS=1-768	YMR312W
OG0002560	snap_masked-mar-_s520-processed-gene-0.82-mRNA-1_1&gene=snap_masked-mar-_s520-processed-gene-0.82&CDS=1-1902	YMR313C
OG0002561	snap_masked-mar-_s520-processed-gene-0.51-mRNA-1_1&gene=snap_masked-mar-_s520-processed-gene-0.51&CDS=1-1494	YMR093W
OG0002562	maker-mar-_s520-snap-gene-0.157-mRNA-1_1&gene=maker-mar-_s520-snap-gene-0.157&CDS=1-825	YOR064C
OG0002563	snap_masked-mar-_s520-processed-gene-0.84-mRNA-1_1&gene=snap_masked-mar-_s520-processed-gene-0.84&CDS=1-1164	YOR063W
OG0002564	snap_masked-mar-_s520-processed-gene-0.54-mRNA-1_1&gene=snap_masked-mar-_s520-processed-gene-0.54&CDS=1-1320	YNL280C
OG0002565	maker-mar-_s520-snap-gene-0.154-mRNA-1_1&gene=maker-mar-_s520-snap-gene-0.154&CDS=1-228	YGR105W
OG0002566	snap_masked-mar-_s520-processed-gene-0.56-mRNA-1_1&gene=snap_masked-mar-_s520-processed-gene-0.56&CDS=1-1161	YGR104C
OG0002567	snap_masked-mar-_s520-processed-gene-0.88-mRNA-1_1&gene=snap_masked-mar-_s520-processed-gene-0.88&CDS=1-12498	YKR054C
OG0002568	snap_masked-mar-_s520-processed-gene-0.89-mRNA-1_1&gene=snap_masked-mar-_s520-processed-gene-0.89&CDS=1-3501	YPR010C
OG0002569	snap_masked-mar-_s520-processed-gene-0.60-mRNA-1_1&gene=snap_masked-mar-_s520-processed-gene-0.60&CDS=1-801	YGR024C
OG0002570	snap_masked-mar-_s520-processed-gene-0.90-mRNA-1_1&gene=snap_masked-mar-_s520-processed-gene-0.90&CDS=1-828	YKL024C
OG0002571	snap_masked-mar-_s520-processed-gene-0.61-mRNA-1_1&gene=snap_masked-mar-_s520-processed-gene-0.61&CDS=1-2172	YKL025C
OG0002572	augustus_masked-mar-_s520-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-mar-_s520-processed-gene-0.115&CDS=1-882	YHR071W
OG0002573	maker-mar-_s520-augustus-gene-0.2-mRNA-1_1&gene=maker-mar-_s520-augustus-gene-0.2&CDS=1-3678	YPL147W
OG0002574	snap_masked-mar-_s520-processed-gene-0.95-mRNA-1_1&gene=snap_masked-mar-_s520-processed-gene-0.95&CDS=1-975	YKL120W
OG0002575	snap_masked-mar-_s520-processed-gene-0.63-mRNA-1_1&gene=snap_masked-mar-_s520-processed-gene-0.63&CDS=1-1566	YHR030C
OG0002576	snap_masked-mar-_s520-processed-gene-0.64-mRNA-1_1&gene=snap_masked-mar-_s520-processed-gene-0.64&CDS=1-2862	YFL024C
OG0002577	augustus_masked-mar-_s520-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-mar-_s520-processed-gene-0.120&CDS=1-4749	YMR247C
OG0002578	snap_masked-mar-_s520-processed-gene-0.99-mRNA-1_1&gene=snap_masked-mar-_s520-processed-gene-0.99&CDS=1-1314	YIL153W
OG0002579	augustus_masked-mar-_s520-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-mar-_s520-processed-gene-0.148&CDS=1-2187	YER041W
OG0002580	snap_masked-mar-_s520-processed-gene-0.69-mRNA-1_1&gene=snap_masked-mar-_s520-processed-gene-0.69&CDS=1-1656	YKR097W
OG0002581	snap_masked-mar-_s520-processed-gene-0.102-mRNA-1_1&gene=snap_masked-mar-_s520-processed-gene-0.102&CDS=1-3006	YOR048C
OG0002582	genemark-mar-_s528-processed-gene-0.1-mRNA-1_1&gene=genemark-mar-_s528-processed-gene-0.1&CDS=1-4953	YML103C
OG0002583	snap_masked-mar-_s53-processed-gene-0.0-mRNA-1_1&gene=snap_masked-mar-_s53-processed-gene-0.0&CDS=1-2067	YJR005W
OG0002584	augustus_masked-mar-_s53-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-mar-_s53-processed-gene-0.97&CDS=1-3633	YDR291W
OG0002585	genemark-mar-_s53-processed-gene-0.43-mRNA-1_1&gene=genemark-mar-_s53-processed-gene-0.43&CDS=1-1212	YPL154C
OG0002586	maker-mar-_s53-snap-gene-0.40-mRNA-1_1&gene=maker-mar-_s53-snap-gene-0.40&CDS=1-1257	YOL116W
OG0002587	snap_masked-mar-_s53-processed-gene-0.8-mRNA-1_1&gene=snap_masked-mar-_s53-processed-gene-0.8&CDS=1-1194	YPL165C
OG0002588	augustus_masked-mar-_s53-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-mar-_s53-processed-gene-0.101&CDS=1-1422	YGR093W
OG0002589	snap_masked-mar-_s53-processed-gene-0.11-mRNA-1_1&gene=snap_masked-mar-_s53-processed-gene-0.11&CDS=1-1668	YPR144C
OG0002590	snap_masked-mar-_s53-processed-gene-0.12-mRNA-1_1&gene=snap_masked-mar-_s53-processed-gene-0.12&CDS=1-2481	YEL032W
OG0002591	snap_masked-mar-_s53-processed-gene-0.13-mRNA-1_1&gene=snap_masked-mar-_s53-processed-gene-0.13&CDS=1-759	YPL157W
OG0002592	snap_masked-mar-_s53-processed-gene-0.30-mRNA-1_1&gene=snap_masked-mar-_s53-processed-gene-0.30&CDS=1-2013	YNR038W
OG0002593	augustus_masked-mar-_s53-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-mar-_s53-processed-gene-0.91&CDS=1-273	YNR037C
OG0002594	snap_masked-mar-_s53-processed-gene-0.32-mRNA-1_1&gene=snap_masked-mar-_s53-processed-gene-0.32&CDS=1-1431	YCR079W
OG0002595	snap_masked-mar-_s53-processed-gene-0.34-mRNA-1_1&gene=snap_masked-mar-_s53-processed-gene-0.34&CDS=1-975	YML004C
OG0002596	snap_masked-mar-_s53-processed-gene-0.15-mRNA-1_1&gene=snap_masked-mar-_s53-processed-gene-0.15&CDS=1-888	YBR176W
OG0002597	augustus_masked-mar-_s53-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-mar-_s53-processed-gene-0.93&CDS=1-3375	YGR274C
OG0002598	augustus_masked-mar-_s531-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-mar-_s531-processed-gene-0.22&CDS=1-1086	YER065C
OG0002599	snap_masked-mar-_s531-processed-gene-0.96-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.96&CDS=1-933	YMR010W
OG0002600	snap_masked-mar-_s531-processed-gene-0.97-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.97&CDS=1-648	YPL067C
OG0002601	maker-mar-_s531-snap-gene-0.146-mRNA-1_1&gene=maker-mar-_s531-snap-gene-0.146&CDS=1-1257	YBR004C
OG0002602	snap_masked-mar-_s531-processed-gene-0.125-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.125&CDS=1-1932	YAL005C
OG0002603	snap_masked-mar-_s531-processed-gene-0.126-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.126&CDS=1-822	YLL023C
OG0002604	snap_masked-mar-_s531-processed-gene-0.127-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.127&CDS=1-1254	YLR314C
OG0002605	snap_masked-mar-_s531-processed-gene-0.129-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.129&CDS=1-2472	YGL180W
OG0002606	snap_masked-mar-_s531-processed-gene-0.100-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.100&CDS=1-9333	YLL040C
OG0002607	snap_masked-mar-_s531-processed-gene-0.130-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.130&CDS=1-1026	YBL013W
OG0002608	snap_masked-mar-_s531-processed-gene-0.104-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.104&CDS=1-2103	YGL026C
OG0002609	snap_masked-mar-_s531-processed-gene-0.131-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.131&CDS=1-2565	YBL014C
OG0002610	snap_masked-mar-_s531-processed-gene-0.106-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.106&CDS=1-2841	YDL095W
OG0002611	snap_masked-mar-_s531-processed-gene-0.107-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.107&CDS=1-3510	YIL030C
OG0002612	snap_masked-mar-_s531-processed-gene-0.132-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.132&CDS=1-474	YML098W
OG0002613	augustus_masked-mar-_s531-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-mar-_s531-processed-gene-0.37&CDS=1-621	YGL047W
OG0002614	snap_masked-mar-_s531-processed-gene-0.109-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.109&CDS=1-1416	YML080W
OG0002615	maker-mar-_s531-augustus-gene-0.1-mRNA-1_1&gene=maker-mar-_s531-augustus-gene-0.1&CDS=1-5688	YDR141C
OG0002616	snap_masked-mar-_s531-processed-gene-0.135-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.135&CDS=1-972	YNR054C
OG0002617	snap_masked-mar-_s531-processed-gene-0.136-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.136&CDS=1-357	YFL014W
OG0002618	snap_masked-mar-_s531-processed-gene-0.112-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.112&CDS=1-2457	YLL034C
OG0002619	snap_masked-mar-_s531-processed-gene-0.113-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.113&CDS=1-873	YGR031W
OG0002620	snap_masked-mar-_s531-processed-gene-0.137-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.137&CDS=1-900	YLR351C
OG0002621	snap_masked-mar-_s531-processed-gene-0.115-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.115&CDS=1-1845	YPL222W
OG0002622	maker-mar-_s531-snap-gene-0.147-mRNA-1_1&gene=maker-mar-_s531-snap-gene-0.147&CDS=1-759	YER120W
OG0002623	snap_masked-mar-_s531-processed-gene-0.142-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.142&CDS=1-1263	YBL091C
OG0002624	snap_masked-mar-_s537-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mar-_s537-processed-gene-0.4&CDS=1-1614	YJL069C
OG0002625	augustus_masked-mar-_s538-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-mar-_s538-processed-gene-0.9&CDS=1-2241	YGL022W
OG0002626	snap_masked-mar-_s538-processed-gene-0.19-mRNA-1_1&gene=snap_masked-mar-_s538-processed-gene-0.19&CDS=1-564	YGL010W
OG0002627	snap_masked-mar-_s538-processed-gene-0.23-mRNA-1_1&gene=snap_masked-mar-_s538-processed-gene-0.23&CDS=1-1557	YGL192W
OG0002628	snap_masked-mar-_s538-processed-gene-0.24-mRNA-1_1&gene=snap_masked-mar-_s538-processed-gene-0.24&CDS=1-3828	YBL007C
OG0002629	snap_masked-mar-_s538-processed-gene-0.20-mRNA-1_1&gene=snap_masked-mar-_s538-processed-gene-0.20&CDS=1-1755	YJR016C
OG0002630	snap_masked-mar-_s54-processed-gene-0.21-mRNA-1_1&gene=snap_masked-mar-_s54-processed-gene-0.21&CDS=1-378	YNL113W
OG0002631	maker-mar-_s544-snap-gene-0.2-mRNA-1_1&gene=maker-mar-_s544-snap-gene-0.2&CDS=1-708	YML015C
OG0002632	snap_masked-mar-_s546-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mar-_s546-processed-gene-0.4&CDS=1-897	YOR251C
OG0002633	snap_masked-mar-_s547-processed-gene-0.0-mRNA-1_1&gene=snap_masked-mar-_s547-processed-gene-0.0&CDS=1-606	YBL057C
OG0002634	snap_masked-mar-_s548-processed-gene-0.16-mRNA-1_1&gene=snap_masked-mar-_s548-processed-gene-0.16&CDS=1-1533	YDR539W
OG0002635	snap_masked-mar-_s548-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mar-_s548-processed-gene-0.4&CDS=1-909	YDR538W
OG0002636	snap_masked-mar-_s548-processed-gene-0.5-mRNA-1_1&gene=snap_masked-mar-_s548-processed-gene-0.5&CDS=1-2385	YJR126C
OG0002637	snap_masked-mar-_s548-processed-gene-0.19-mRNA-1_1&gene=snap_masked-mar-_s548-processed-gene-0.19&CDS=1-2451	YGR099W
OG0002638	genemark-mar-_s548-processed-gene-0.49-mRNA-1_1&gene=genemark-mar-_s548-processed-gene-0.49&CDS=1-4086	YKL113C
OG0002639	augustus_masked-mar-_s548-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-mar-_s548-processed-gene-0.39&CDS=1-750	YOL038W
OG0002640	snap_masked-mar-_s548-processed-gene-0.12-mRNA-1_1&gene=snap_masked-mar-_s548-processed-gene-0.12&CDS=1-378	YIR015W
OG0002641	snap_masked-mar-_s548-processed-gene-0.21-mRNA-1_1&gene=snap_masked-mar-_s548-processed-gene-0.21&CDS=1-420	YOL026C
OG0002642	snap_masked-mar-_s548-processed-gene-0.22-mRNA-1_1&gene=snap_masked-mar-_s548-processed-gene-0.22&CDS=1-1449	YGL253W
OG0002643	snap_masked-mar-_s548-processed-gene-0.13-mRNA-1_1&gene=snap_masked-mar-_s548-processed-gene-0.13&CDS=1-825	YPL076W
OG0002644	snap_masked-mar-_s549-processed-gene-0.11-mRNA-1_1&gene=snap_masked-mar-_s549-processed-gene-0.11&CDS=1-864	YDR284C
OG0002645	maker-mar-_s549-snap-gene-0.0-mRNA-1_1&gene=maker-mar-_s549-snap-gene-0.0&CDS=1-1914	YMR004W
OG0002646	snap_masked-mar-_s549-processed-gene-0.12-mRNA-1_1&gene=snap_masked-mar-_s549-processed-gene-0.12&CDS=1-429	YJR067C
OG0002647	augustus_masked-mar-_s549-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-mar-_s549-processed-gene-0.18&CDS=1-1041	YOR043W
OG0002648	snap_masked-mar-_s549-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mar-_s549-processed-gene-0.4&CDS=1-1032	YJR068W
OG0002649	snap_masked-mar-_s549-processed-gene-0.14-mRNA-1_1&gene=snap_masked-mar-_s549-processed-gene-0.14&CDS=1-3315	YBR276C
OG0002650	snap_masked-mar-_s549-processed-gene-0.7-mRNA-1_1&gene=snap_masked-mar-_s549-processed-gene-0.7&CDS=1-2178	YAL043C
OG0002651	augustus_masked-mar-_s549-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-mar-_s549-processed-gene-0.28&CDS=1-258	YJL062W-A
OG0002652	augustus_masked-mar-_s55-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-mar-_s55-processed-gene-0.33&CDS=1-828	YLR290C
OG0002653	augustus_masked-mar-_s55-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-mar-_s55-processed-gene-0.38&CDS=1-2766	YGL167C
OG0002654	snap_masked-mar-_s55-processed-gene-0.22-mRNA-1_1&gene=snap_masked-mar-_s55-processed-gene-0.22&CDS=1-4413	YLL031C
OG0002655	genemark-mar-_s55-processed-gene-0.9-mRNA-1_1&gene=genemark-mar-_s55-processed-gene-0.9&CDS=1-2247	YHR205W
OG0002656	snap_masked-mar-_s55-processed-gene-0.18-mRNA-1_1&gene=snap_masked-mar-_s55-processed-gene-0.18&CDS=1-759	YMR193W
OG0002657	snap_masked-mar-_s55-processed-gene-0.24-mRNA-1_1&gene=snap_masked-mar-_s55-processed-gene-0.24&CDS=1-540	YPL250W-A
OG0002658	augustus_masked-mar-_s55-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-mar-_s55-processed-gene-0.36&CDS=1-228	YPL183W-A
OG0002659	augustus_masked-mar-_s551-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-mar-_s551-processed-gene-0.2&CDS=1-2688	YDR223W
OG0002660	maker-mar-_s553-snap-gene-0.0-mRNA-1_1&gene=maker-mar-_s553-snap-gene-0.0&CDS=1-1419	YJR122W
OG0002661	snap_masked-mar-_s561-processed-gene-0.0-mRNA-1_1&gene=snap_masked-mar-_s561-processed-gene-0.0&CDS=1-1161	YPL151C
OG0002662	snap_masked-mar-_s561-processed-gene-0.1-mRNA-1_1&gene=snap_masked-mar-_s561-processed-gene-0.1&CDS=1-1071	YPL152W
OG0002663	snap_masked-mar-_s561-processed-gene-0.16-mRNA-1_1&gene=snap_masked-mar-_s561-processed-gene-0.16&CDS=1-1461	YOR250C
OG0002664	snap_masked-mar-_s561-processed-gene-0.2-mRNA-1_1&gene=snap_masked-mar-_s561-processed-gene-0.2&CDS=1-1068	YLR019W
OG0002665	snap_masked-mar-_s561-processed-gene-0.5-mRNA-1_1&gene=snap_masked-mar-_s561-processed-gene-0.5&CDS=1-1392	YLL011W
OG0002666	snap_masked-mar-_s561-processed-gene-0.7-mRNA-1_1&gene=snap_masked-mar-_s561-processed-gene-0.7&CDS=1-831	YNL265C
OG0002667	snap_masked-mar-_s561-processed-gene-0.8-mRNA-1_1&gene=snap_masked-mar-_s561-processed-gene-0.8&CDS=1-1614	YOR269W
OG0002668	snap_masked-mar-_s562-processed-gene-0.13-mRNA-1_1&gene=snap_masked-mar-_s562-processed-gene-0.13&CDS=1-2610	YML020W
OG0002669	augustus_masked-mar-_s563-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-mar-_s563-processed-gene-0.4&CDS=1-3540	YML049C
OG0002670	augustus_masked-mar-_s563-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-mar-_s563-processed-gene-0.0&CDS=1-345	YJR034W
OG0002671	snap_masked-mar-_s563-processed-gene-0.10-mRNA-1_1&gene=snap_masked-mar-_s563-processed-gene-0.10&CDS=1-4311	YJR033C
OG0002672	augustus_masked-mar-_s566-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-mar-_s566-processed-gene-0.45&CDS=1-300	YGR215W
OG0002673	snap_masked-mar-_s566-processed-gene-0.20-mRNA-1_1&gene=snap_masked-mar-_s566-processed-gene-0.20&CDS=1-6600	YGR217W
OG0002674	snap_masked-mar-_s566-processed-gene-0.31-mRNA-1_1&gene=snap_masked-mar-_s566-processed-gene-0.31&CDS=1-1497	YGR211W
OG0002675	augustus_masked-mar-_s566-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-mar-_s566-processed-gene-0.40&CDS=1-1989	YIL046W
OG0002676	snap_masked-mar-_s566-processed-gene-0.32-mRNA-1_1&gene=snap_masked-mar-_s566-processed-gene-0.32&CDS=1-1980	YOL141W
OG0002677	snap_masked-mar-_s566-processed-gene-0.34-mRNA-1_1&gene=snap_masked-mar-_s566-processed-gene-0.34&CDS=1-807	YOL142W
OG0002678	augustus_masked-mar-_s566-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-mar-_s566-processed-gene-0.50&CDS=1-846	YLR128W
OG0002679	maker-mar-_s566-snap-gene-0.18-mRNA-1_1&gene=maker-mar-_s566-snap-gene-0.18&CDS=1-1809	YLR127C
OG0002680	maker-mar-_s566-snap-gene-0.19-mRNA-1_1&gene=maker-mar-_s566-snap-gene-0.19&CDS=1-1596	YDR145W
OG0002681	snap_masked-mar-_s566-processed-gene-0.37-mRNA-1_1&gene=snap_masked-mar-_s566-processed-gene-0.37&CDS=1-4497	YLR419W
OG0002682	augustus_masked-mar-_s569-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-mar-_s569-processed-gene-0.3&CDS=1-1494	YAR003W
OG0002683	augustus_masked-mar-_s57-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-mar-_s57-processed-gene-0.0&CDS=1-435	YPL225W
OG0002684	snap_masked-mar-_s57-processed-gene-0.11-mRNA-1_1&gene=snap_masked-mar-_s57-processed-gene-0.11&CDS=1-1086	YMR029C
OG0002685	snap_masked-mar-_s57-processed-gene-0.12-mRNA-1_1&gene=snap_masked-mar-_s57-processed-gene-0.12&CDS=1-3567	YPL226W
OG0002686	maker-mar-_s57-snap-gene-0.20-mRNA-1_1&gene=maker-mar-_s57-snap-gene-0.20&CDS=1-750	YML092C
OG0002687	snap_masked-mar-_s57-processed-gene-0.14-mRNA-1_1&gene=snap_masked-mar-_s57-processed-gene-0.14&CDS=1-2874	YML093W
OG0002688	snap_masked-mar-_s57-processed-gene-0.17-mRNA-1_1&gene=snap_masked-mar-_s57-processed-gene-0.17&CDS=1-1665	YML086C
OG0002689	snap_masked-mar-_s57-processed-gene-0.15-mRNA-1_1&gene=snap_masked-mar-_s57-processed-gene-0.15&CDS=1-1113	YPL181W
OG0002690	snap_masked-mar-_s57-processed-gene-0.18-mRNA-1_1&gene=snap_masked-mar-_s57-processed-gene-0.18&CDS=1-1863	YGL095C
OG0002691	snap_masked-mar-_s57-processed-gene-0.19-mRNA-1_1&gene=snap_masked-mar-_s57-processed-gene-0.19&CDS=1-3138	YLR389C
OG0002692	snap_masked-mar-_s573-processed-gene-0.14-mRNA-1_1&gene=snap_masked-mar-_s573-processed-gene-0.14&CDS=1-1047	YDR322W
OG0002693	snap_masked-mar-_s573-processed-gene-0.10-mRNA-1_1&gene=snap_masked-mar-_s573-processed-gene-0.10&CDS=1-432	YHR051W
OG0002694	snap_masked-mar-_s575-processed-gene-0.5-mRNA-1_1&gene=snap_masked-mar-_s575-processed-gene-0.5&CDS=1-273	YKR095W-A
OG0002695	genemark-mar-_s575-processed-gene-0.2-mRNA-1_1&gene=genemark-mar-_s575-processed-gene-0.2&CDS=1-4014	YOR330C
OG0002696	snap_masked-mar-_s576-processed-gene-0.58-mRNA-1_1&gene=snap_masked-mar-_s576-processed-gene-0.58&CDS=1-1158	YHR002W
OG0002697	snap_masked-mar-_s576-processed-gene-0.72-mRNA-1_1&gene=snap_masked-mar-_s576-processed-gene-0.72&CDS=1-750	YGR147C
OG0002698	snap_masked-mar-_s576-processed-gene-0.73-mRNA-1_1&gene=snap_masked-mar-_s576-processed-gene-0.73&CDS=1-1296	YKL027W
OG0002699	snap_masked-mar-_s576-processed-gene-0.74-mRNA-1_1&gene=snap_masked-mar-_s576-processed-gene-0.74&CDS=1-732	YBR261C
OG0002700	snap_masked-mar-_s576-processed-gene-0.59-mRNA-1_1&gene=snap_masked-mar-_s576-processed-gene-0.59&CDS=1-522	YOL146W
OG0002701	snap_masked-mar-_s576-processed-gene-0.75-mRNA-1_1&gene=snap_masked-mar-_s576-processed-gene-0.75&CDS=1-3150	YOL145C
OG0002702	snap_masked-mar-_s576-processed-gene-0.60-mRNA-1_1&gene=snap_masked-mar-_s576-processed-gene-0.60&CDS=1-1305	YBR143C
OG0002703	snap_masked-mar-_s576-processed-gene-0.79-mRNA-1_1&gene=snap_masked-mar-_s576-processed-gene-0.79&CDS=1-2589	YBR142W
OG0002704	snap_masked-mar-_s576-processed-gene-0.61-mRNA-1_1&gene=snap_masked-mar-_s576-processed-gene-0.61&CDS=1-972	YBR141C
OG0002705	snap_masked-mar-_s576-processed-gene-0.66-mRNA-1_1&gene=snap_masked-mar-_s576-processed-gene-0.66&CDS=1-969	YDR337W
