	Saccharomyces_cerevisiae	yHMPu5000035684_Kloeckera_hatyaiensis
OG0002715	YOR113W	augustus_masked-flattened_line_42-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.39&CDS=1-4005
OG0002716	YOR115C	snap_masked-flattened_line_42-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.68&CDS=1-561
OG0002717	YOR116C	augustus_masked-flattened_line_58-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.97&CDS=1-4431
OG0002718	YOR117W	augustus_masked-flattened_line_58-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.95&CDS=1-1278
OG0002719	YOR119C	maker-flattened_line_58-augustus-gene-0.155-mRNA-1_1&gene=maker-flattened_line_58-augustus-gene-0.155&CDS=1-3480
OG0002720	YOR122C	augustus_masked-flattened_line_58-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.73&CDS=1-378
OG0002721	YOR123C	augustus_masked-flattened_line_58-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.72&CDS=1-1158
OG0002722	YOR124C	augustus_masked-flattened_line_58-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.70&CDS=1-2625
OG0002723	YOR125C	augustus_masked-flattened_line_58-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.69&CDS=1-684
OG0002724	YOR126C	augustus_masked-flattened_line_58-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.67&CDS=1-783
OG0002725	YOR128C	augustus_masked-flattened_line_58-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.88&CDS=1-1665
OG0002726	YOR130C	augustus_masked-flattened_line_58-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.90&CDS=1-864
OG0002727	YOR132W	augustus_masked-flattened_line_58-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.86&CDS=1-2019
OG0002728	YOR136W	augustus_masked-flattened_line_38-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.115&CDS=1-1068
OG0002729	YOR141C	augustus_masked-flattened_line_38-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.113&CDS=1-2607
OG0002730	YOR142W	augustus_masked-flattened_line_38-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.112&CDS=1-972
OG0002731	YOR143C	augustus_masked-flattened_line_38-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.84&CDS=1-1050
OG0002732	YOR144C	augustus_masked-flattened_line_38-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.83&CDS=1-2607
OG0002733	YOR145C	augustus_masked-flattened_line_38-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.82&CDS=1-750
OG0002734	YOR149C	augustus_masked-flattened_line_60-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.79&CDS=1-1605
OG0002735	YOR150W	augustus_masked-flattened_line_38-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.68&CDS=1-549
OG0002736	YOR151C	augustus_masked-flattened_line_38-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.96&CDS=1-3858
OG0002737	YOR154W	augustus_masked-flattened_line_106-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.14&CDS=1-1419
OG0002738	YOR157C	augustus_masked-flattened_line_38-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.73&CDS=1-768
OG0002739	YOR158W	augustus_masked-flattened_line_38-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.98&CDS=1-981
OG0002740	YOR159C	augustus_masked-flattened_line_38-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.72&CDS=1-288
OG0002741	YOR160W	augustus_masked-flattened_line_38-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.97&CDS=1-3162
OG0002742	YOR161C	augustus_masked-flattened_line_38-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.71&CDS=1-1521
OG0002743	YOR163W	augustus_masked-flattened_line_24-processed-gene-0.204-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.204&CDS=1-912
OG0002744	YOR164C	augustus_masked-flattened_line_66-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.70&CDS=1-960
OG0002745	YOR165W	augustus_masked-flattened_line_66-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.48&CDS=1-2412
OG0002746	YOR166C	snap_masked-flattened_line_66-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.19&CDS=1-1857
OG0002747	YOR168W	augustus_masked-flattened_line_112-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.24&CDS=1-2469
OG0002748	YOR175C	augustus_masked-flattened_line_4-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.90&CDS=1-1500
OG0002749	YOR176W	augustus_masked-flattened_line_4-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.128&CDS=1-1167
OG0002750	YOR181W	maker-flattened_line_14-snap-gene-1.51-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-1.51&CDS=1-2067
OG0002751	YOR184W	augustus_masked-flattened_line_14-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.24&CDS=1-1212
OG0002752	YOR187W	augustus_masked-flattened_line_14-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.56&CDS=1-1260
OG0002753	YOR188W	augustus_masked-flattened_line_14-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.53&CDS=1-3348
OG0002754	YOR191W	snap_masked-flattened_line_66-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.38&CDS=1-4167
OG0002755	YOR194C	augustus_masked-flattened_line_92-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.63&CDS=1-666
OG0002756	YOR196C	snap_masked-flattened_line_92-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.82&CDS=1-1155
OG0002757	YOR197W	augustus_masked-flattened_line_36-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.128&CDS=1-1122
OG0002758	YOR198C	augustus_masked-flattened_line_36-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.129&CDS=1-1410
OG0002759	YOR202W	augustus_masked-flattened_line_36-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.102&CDS=1-708
OG0002760	YOR204W	augustus_masked-flattened_line_36-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.103&CDS=1-1902
OG0002761	YOR206W	augustus_masked-flattened_line_92-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.64&CDS=1-2154
OG0002762	YOR207C	augustus_masked-flattened_line_62-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.113&CDS=1-3441
OG0002763	YOR209C	augustus_masked-flattened_line_78-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.22&CDS=1-1302
OG0002764	YOR210W	augustus_masked-flattened_line_78-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.7&CDS=1-228
OG0002765	YOR211C	augustus_masked-flattened_line_78-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.24&CDS=1-2781
OG0002766	YOR212W	augustus_masked-flattened_line_78-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.10&CDS=1-1296
OG0002767	YOR216C	augustus_masked-flattened_line_78-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.26&CDS=1-1494
OG0002768	YOR217W	augustus_masked-flattened_line_78-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.11&CDS=1-2592
OG0002769	YOR219C	augustus_masked-flattened_line_78-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.27&CDS=1-2754
OG0002770	YOR221C	augustus_masked-flattened_line_78-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.30&CDS=1-972
OG0002771	YOR224C	augustus_masked-flattened_line_78-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.32&CDS=1-462
OG0002772	YOR226C	augustus_masked-flattened_line_78-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.33&CDS=1-462
OG0002773	YOR232W	augustus_masked-flattened_line_62-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.101&CDS=1-687
OG0002774	YOR236W	augustus_masked-flattened_line_62-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.103&CDS=1-609
OG0002775	YOR239W	augustus_masked-flattened_line_36-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.97&CDS=1-1671
OG0002776	YOR241W	augustus_masked-flattened_line_36-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.98&CDS=1-1626
OG0002777	YOR242C	augustus_masked-flattened_line_36-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.100&CDS=1-1164
OG0002778	YOR243C	augustus_masked-flattened_line_62-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.114&CDS=1-2070
OG0002779	YOR244W	maker-flattened_line_62-snap-gene-0.44-mRNA-1_1&gene=maker-flattened_line_62-snap-gene-0.44&CDS=1-2346
OG0002780	YOR245C	snap_masked-flattened_line_62-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.74&CDS=1-1101
OG0002781	YOR246C	augustus_masked-flattened_line_62-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.108&CDS=1-1098
OG0002782	YOR250C	genemark-flattened_line_62-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.16&CDS=1-1953
OG0002783	YOR251C	augustus_masked-flattened_line_62-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.124&CDS=1-933
OG0002784	YOR252W	augustus_masked-flattened_line_62-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.107&CDS=1-549
OG0002785	YOR254C	augustus_masked-flattened_line_36-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.95&CDS=1-2190
OG0002786	YOR259C	augustus_masked-flattened_line_36-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.91&CDS=1-1290
OG0002787	YOR260W	augustus_masked-flattened_line_36-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.123&CDS=1-1827
OG0002788	YOR261C	augustus_masked-flattened_line_36-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.89&CDS=1-1017
OG0002789	YOR262W	augustus_masked-flattened_line_36-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.122&CDS=1-1113
OG0002790	YOR264W	augustus_masked-flattened_line_36-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.121&CDS=1-1284
OG0002791	YOR265W	augustus_masked-flattened_line_36-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.120&CDS=1-1656
OG0002792	YOR267C	augustus_masked-flattened_line_36-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.88&CDS=1-2331
OG0002793	YOR270C	augustus_masked-flattened_line_36-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.87&CDS=1-2496
OG0002794	YOR271C	augustus_masked-flattened_line_36-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.86&CDS=1-984
OG0002795	YOR272W	augustus_masked-flattened_line_36-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.118&CDS=1-1341
OG0002796	YOR274W	augustus_masked-flattened_line_36-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.81&CDS=1-1344
OG0002797	YOR276W	augustus_masked-flattened_line_36-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.83&CDS=1-453
OG0002798	YOR278W	augustus_masked-flattened_line_36-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.113&CDS=1-762
OG0002799	YOR279C	genemark-flattened_line_36-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.37&CDS=1-639
OG0002800	YOR281C	augustus_masked-flattened_line_118-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.45&CDS=1-801
OG0002801	YOR283W	augustus_masked-flattened_line_118-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.28&CDS=1-825
OG0002802	YOR287C	augustus_masked-flattened_line_118-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.47&CDS=1-1155
OG0002803	YOR288C	snap_masked-flattened_line_118-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_118-processed-gene-0.20&CDS=1-1554
OG0002804	YOR289W	augustus_masked-flattened_line_118-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.30&CDS=1-828
OG0002805	YOR291W	augustus_masked-flattened_line_46-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.29&CDS=1-4206
OG0002806	YOR292C	augustus_masked-flattened_line_46-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.8&CDS=1-1206
OG0002807	YOR294W	augustus_masked-flattened_line_14-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.43&CDS=1-615
OG0002808	YOR298C-A	augustus_masked-flattened_line_4-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.133&CDS=1-453
OG0002809	YOR298W	augustus_masked-flattened_line_4-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.96&CDS=1-1323
OG0002810	YOR301W	snap_masked-flattened_line_76-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.53&CDS=1-1176
OG0002811	YOR303W	snap_masked-flattened_line_76-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.52&CDS=1-1242
OG0002812	YOR306C	augustus_masked-flattened_line_4-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.142&CDS=1-1536
OG0002813	YOR310C	augustus_masked-flattened_line_140-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.30&CDS=1-1512
OG0002814	YOR311C	augustus_masked-flattened_line_140-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.31&CDS=1-732
OG0002815	YOR313C	augustus_masked-flattened_line_140-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.33&CDS=1-867
OG0002816	YOR317W	augustus_masked-flattened_line_140-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.21&CDS=1-2118
OG0002817	YOR322C	maker-flattened_line_148-snap-gene-0.16-mRNA-1_1&gene=maker-flattened_line_148-snap-gene-0.16&CDS=1-2226
OG0002818	YOR323C	augustus_masked-flattened_line_14-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.26&CDS=1-1350
OG0002819	YOR327C	augustus_masked-flattened_line_198-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_198-processed-gene-0.12&CDS=1-393
OG0002820	YOR329C	genemark-flattened_line_198-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_198-processed-gene-0.6&CDS=1-2253
OG0002821	YOR330C	snap_masked-flattened_line_198-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_198-processed-gene-0.21&CDS=1-3447
OG0002822	YOR332W	augustus_masked-flattened_line_120-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.14&CDS=1-675
OG0002823	YOR335C	augustus_masked-flattened_line_70-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.88&CDS=1-2889
OG0002824	YOR336W	augustus_masked-flattened_line_70-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.90&CDS=1-3939
OG0002825	YOR337W	augustus_masked-flattened_line_70-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.89&CDS=1-2604
OG0002826	YOR339C	augustus_masked-flattened_line_70-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.76&CDS=1-459
OG0002827	YOR340C	augustus_masked-flattened_line_70-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.75&CDS=1-954
OG0002828	YOR341W	augustus_masked-flattened_line_70-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.74&CDS=1-4953
OG0002829	YOR342C	augustus_masked-flattened_line_110-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.34&CDS=1-939
OG0002830	YOR346W	augustus_masked-flattened_line_110-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.27&CDS=1-2559
OG0002831	YOR351C	snap_masked-flattened_line_40-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.103&CDS=1-1635
OG0002832	YOR352W	augustus_masked-flattened_line_40-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.71&CDS=1-987
OG0002833	YOR353C	augustus_masked-flattened_line_40-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.51&CDS=1-2592
OG0002834	YOR355W	genemark-flattened_line_214-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_214-processed-gene-0.3&CDS=1-1410
OG0002835	YOR356W	augustus_masked-flattened_line_214-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_214-processed-gene-0.12&CDS=1-1821
OG0002836	YOR357C	augustus_masked-flattened_line_108-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.34&CDS=1-645
OG0002837	YOR358W	augustus_masked-flattened_line_108-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.47&CDS=1-927
OG0002838	YOR359W	genemark-flattened_line_108-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.21&CDS=1-1485
OG0002839	YOR360C	augustus_masked-flattened_line_108-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.33&CDS=1-1578
OG0002840	YOR361C	augustus_masked-flattened_line_108-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.31&CDS=1-2385
OG0002841	YOR362C	augustus_masked-flattened_line_16-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.4&CDS=1-831
OG0002842	YOR369C	augustus_masked-flattened_line_170-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_170-processed-gene-0.18&CDS=1-417
OG0002843	YOR370C	augustus_masked-flattened_line_52-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.62&CDS=1-1458
OG0002844	YPL001W	augustus_masked-flattened_line_120-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.18&CDS=1-1416
