	Saccharomyces_cerevisiae	yHMPu5000034892_Ogataea_pilisensis
OG0002737	YMR220W	snap_masked-NODE_84_length_45566_cov_15.9488_ID_167-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_84_length_45566_cov_15.9488_ID_167-processed-gene-0.2&CDS=1-1371
OG0002738	YMR223W	genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-1.94-mRNA-1_1&gene=genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-1.94&CDS=1-1809
OG0002739	YMR224C	genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-0.104-mRNA-1_1&gene=genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-0.104&CDS=1-2364
OG0002740	YMR225C	snap_masked-NODE_84_length_45566_cov_15.9488_ID_167-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_84_length_45566_cov_15.9488_ID_167-processed-gene-0.21&CDS=1-288
OG0002741	YMR226C	genemark-NODE_28_length_170189_cov_14.5606_ID_55-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_28_length_170189_cov_14.5606_ID_55-processed-gene-0.35&CDS=1-813
OG0002742	YMR227C	genemark-NODE_40_length_126251_cov_14.2008_ID_79-processed-gene-0.156-mRNA-1_1&gene=genemark-NODE_40_length_126251_cov_14.2008_ID_79-processed-gene-0.156&CDS=1-1833
OG0002743	YMR229C	snap_masked-NODE_77_length_52231_cov_14.6279_ID_153-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_77_length_52231_cov_14.6279_ID_153-processed-gene-0.6&CDS=1-5214
OG0002744	YMR231W	genemark-NODE_21_length_202435_cov_14.3085_ID_41-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_21_length_202435_cov_14.3085_ID_41-processed-gene-1.66&CDS=1-3069
OG0002745	YMR234W	maker-NODE_29_length_159323_cov_14.5535_ID_57-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_29_length_159323_cov_14.5535_ID_57-snap-gene-0.2&CDS=1-1521
OG0002746	YMR235C	genemark-NODE_73_length_59078_cov_14.2134_ID_145-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_73_length_59078_cov_14.2134_ID_145-processed-gene-0.31&CDS=1-1191
OG0002747	YMR241W	genemark-NODE_36_length_131233_cov_14.1379_ID_71-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_36_length_131233_cov_14.1379_ID_71-processed-gene-0.13&CDS=1-927
OG0002748	YMR243C	genemark-NODE_40_length_126251_cov_14.2008_ID_79-processed-gene-0.160-mRNA-1_1&gene=genemark-NODE_40_length_126251_cov_14.2008_ID_79-processed-gene-0.160&CDS=1-1467
OG0002749	YMR244C-A	genemark-NODE_30_length_156807_cov_14.6393_ID_59-processed-gene-0.141-mRNA-1_1&gene=genemark-NODE_30_length_156807_cov_14.6393_ID_59-processed-gene-0.141&CDS=1-336
OG0002750	YMR244W	genemark-NODE_40_length_126251_cov_14.2008_ID_79-processed-gene-0.161-mRNA-1_1&gene=genemark-NODE_40_length_126251_cov_14.2008_ID_79-processed-gene-0.161&CDS=1-903
OG0002751	YMR247C	genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-2.22-mRNA-1_1&gene=genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-2.22&CDS=1-4677
OG0002752	YMR250W	genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-1.132-mRNA-1_1&gene=genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-1.132&CDS=1-1779
OG0002753	YMR256C	snap_masked-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-2.112-mRNA-1_1&gene=snap_masked-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-2.112&CDS=1-177
OG0002754	YMR258C	genemark-NODE_36_length_131233_cov_14.1379_ID_71-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_36_length_131233_cov_14.1379_ID_71-processed-gene-0.8&CDS=1-1668
OG0002755	YMR259C	genemark-NODE_51_length_96064_cov_15.3959_ID_101-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_51_length_96064_cov_15.3959_ID_101-processed-gene-0.37&CDS=1-4458
OG0002756	YMR260C	genemark-NODE_51_length_96064_cov_15.3959_ID_101-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_51_length_96064_cov_15.3959_ID_101-processed-gene-0.38&CDS=1-459
OG0002757	YMR262W	genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-3.43-mRNA-1_1&gene=genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-3.43&CDS=1-1110
OG0002758	YMR263W	genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-1.28-mRNA-1_1&gene=genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-1.28&CDS=1-540
OG0002759	YMR264W	genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-1.12-mRNA-1_1&gene=genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-1.12&CDS=1-546
OG0002760	YMR265C	genemark-NODE_14_length_229610_cov_17.0221_ID_27-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_14_length_229610_cov_17.0221_ID_27-processed-gene-0.51&CDS=1-1188
OG0002761	YMR267W	genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-0.73&CDS=1-927
OG0002762	YMR268C	genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-0.53&CDS=1-2721
OG0002763	YMR269W	genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-0.52&CDS=1-885
OG0002764	YMR272C	genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.99-mRNA-1_1&gene=genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.99&CDS=1-1149
OG0002765	YMR277W	genemark-NODE_48_length_105303_cov_14.6058_ID_95-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_48_length_105303_cov_14.6058_ID_95-processed-gene-0.95&CDS=1-2442
OG0002766	YMR278W	augustus_masked-NODE_48_length_105303_cov_14.6058_ID_95-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_48_length_105303_cov_14.6058_ID_95-processed-gene-0.14&CDS=1-1824
OG0002767	YMR280C	maker-NODE_55_length_93248_cov_14.6245_ID_109-snap-gene-0.40-mRNA-1_1&gene=maker-NODE_55_length_93248_cov_14.6245_ID_109-snap-gene-0.40&CDS=1-3429
OG0002768	YMR281W	genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-2.69-mRNA-1_1&gene=genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-2.69&CDS=1-969
OG0002769	YMR284W	genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-2.19-mRNA-1_1&gene=genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-2.19&CDS=1-2001
OG0002770	YMR285C	genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-1.128-mRNA-1_1&gene=genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-1.128&CDS=1-1470
OG0002771	YMR286W	snap_masked-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-2.133-mRNA-1_1&gene=snap_masked-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-2.133&CDS=1-282
OG0002772	YMR287C	maker-NODE_85_length_45238_cov_13.9336_ID_169-snap-gene-0.52-mRNA-1_1&gene=maker-NODE_85_length_45238_cov_13.9336_ID_169-snap-gene-0.52&CDS=1-3864
OG0002773	YMR288W	genemark-NODE_27_length_175026_cov_18.7202_ID_53-processed-gene-0.191-mRNA-1_1&gene=genemark-NODE_27_length_175026_cov_18.7202_ID_53-processed-gene-0.191&CDS=1-3504
OG0002774	YMR289W	genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-2.78-mRNA-1_1&gene=genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-2.78&CDS=1-873
OG0002775	YMR290C	genemark-NODE_13_length_234245_cov_17.1676_ID_25-processed-gene-1.32-mRNA-1_1&gene=genemark-NODE_13_length_234245_cov_17.1676_ID_25-processed-gene-1.32&CDS=1-1752
OG0002776	YMR292W	genemark-NODE_62_length_76176_cov_13.7781_ID_123-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_62_length_76176_cov_13.7781_ID_123-processed-gene-0.28&CDS=1-417
OG0002777	YMR293C	genemark-NODE_62_length_76176_cov_13.7781_ID_123-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_62_length_76176_cov_13.7781_ID_123-processed-gene-0.15&CDS=1-1578
OG0002778	YMR294W	genemark-NODE_90_length_42952_cov_16.1107_ID_179-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_90_length_42952_cov_16.1107_ID_179-processed-gene-0.46&CDS=1-1047
OG0002779	YMR295C	genemark-NODE_18_length_215947_cov_14.4674_ID_35-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_18_length_215947_cov_14.4674_ID_35-processed-gene-0.89&CDS=1-582
OG0002780	YMR296C	genemark-NODE_48_length_105303_cov_14.6058_ID_95-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_48_length_105303_cov_14.6058_ID_95-processed-gene-0.96&CDS=1-1743
OG0002781	YMR300C	genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-1.23-mRNA-1_1&gene=genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-1.23&CDS=1-1686
OG0002782	YMR301C	genemark-NODE_93_length_41028_cov_14.4543_ID_185-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_93_length_41028_cov_14.4543_ID_185-processed-gene-0.28&CDS=1-2232
OG0002783	YMR302C	genemark-NODE_31_length_152511_cov_13.74_ID_61-processed-gene-0.185-mRNA-1_1&gene=genemark-NODE_31_length_152511_cov_13.74_ID_61-processed-gene-0.185&CDS=1-2418
OG0002784	YMR304W	genemark-NODE_17_length_221594_cov_14.1682_ID_33-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_17_length_221594_cov_14.1682_ID_33-processed-gene-0.65&CDS=1-3807
OG0002785	YMR307W	maker-NODE_67_length_72192_cov_22.8398_ID_133-snap-gene-0.94-mRNA-1_1&gene=maker-NODE_67_length_72192_cov_22.8398_ID_133-snap-gene-0.94&CDS=1-3351
OG0002786	YMR308C	genemark-NODE_67_length_72192_cov_22.8398_ID_133-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_67_length_72192_cov_22.8398_ID_133-processed-gene-0.28&CDS=1-3276
OG0002787	YMR309C	genemark-NODE_22_length_200920_cov_14.465_ID_43-processed-gene-1.11-mRNA-1_1&gene=genemark-NODE_22_length_200920_cov_14.465_ID_43-processed-gene-1.11&CDS=1-2532
OG0002788	YMR311C	genemark-NODE_41_length_124887_cov_20.9297_ID_81-processed-gene-0.118-mRNA-1_1&gene=genemark-NODE_41_length_124887_cov_20.9297_ID_81-processed-gene-0.118&CDS=1-804
OG0002789	YMR312W	genemark-NODE_23_length_198392_cov_14.785_ID_45-processed-gene-0.215-mRNA-1_1&gene=genemark-NODE_23_length_198392_cov_14.785_ID_45-processed-gene-0.215&CDS=1-819
OG0002790	YMR313C	genemark-NODE_23_length_198392_cov_14.785_ID_45-processed-gene-0.176-mRNA-1_1&gene=genemark-NODE_23_length_198392_cov_14.785_ID_45-processed-gene-0.176&CDS=1-1647
OG0002791	YMR314W	augustus_masked-NODE_23_length_198392_cov_14.785_ID_45-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_23_length_198392_cov_14.785_ID_45-processed-gene-0.4&CDS=1-921
OG0002792	YMR315W	genemark-NODE_35_length_140271_cov_15.0964_ID_69-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_35_length_140271_cov_15.0964_ID_69-processed-gene-0.72&CDS=1-1041
OG0002793	YNL001W	maker-NODE_34_length_147541_cov_15.0766_ID_67-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_34_length_147541_cov_15.0766_ID_67-snap-gene-0.0&CDS=1-2289
OG0002794	YNL002C	genemark-NODE_71_length_59880_cov_15.7042_ID_141-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_71_length_59880_cov_15.7042_ID_141-processed-gene-0.52&CDS=1-849
OG0002795	YNL003C	genemark-NODE_71_length_59880_cov_15.7042_ID_141-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_71_length_59880_cov_15.7042_ID_141-processed-gene-0.55&CDS=1-852
OG0002796	YNL005C	augustus_masked-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.157&CDS=1-1113
OG0002797	YNL006W	genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-1.20-mRNA-1_1&gene=genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-1.20&CDS=1-909
OG0002798	YNL007C	genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-1.19-mRNA-1_1&gene=genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-1.19&CDS=1-990
OG0002799	YNL010W	genemark-NODE_29_length_159323_cov_14.5535_ID_57-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_29_length_159323_cov_14.5535_ID_57-processed-gene-0.46&CDS=1-726
OG0002800	YNL011C	genemark-NODE_29_length_159323_cov_14.5535_ID_57-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_29_length_159323_cov_14.5535_ID_57-processed-gene-0.79&CDS=1-1731
OG0002801	YNL014W	snap_masked-NODE_29_length_159323_cov_14.5535_ID_57-processed-gene-0.165-mRNA-1_1&gene=snap_masked-NODE_29_length_159323_cov_14.5535_ID_57-processed-gene-0.165&CDS=1-3078
OG0002802	YNL015W	genemark-NODE_133_length_11897_cov_23.5468_ID_265-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_133_length_11897_cov_23.5468_ID_265-processed-gene-0.4&CDS=1-234
OG0002803	YNL016W	genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-0.93&CDS=1-1203
OG0002804	YNL021W	genemark-NODE_32_length_152021_cov_13.9144_ID_63-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_32_length_152021_cov_13.9144_ID_63-processed-gene-0.51&CDS=1-2466
OG0002805	YNL022C	genemark-NODE_32_length_152021_cov_13.9144_ID_63-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_32_length_152021_cov_13.9144_ID_63-processed-gene-0.8&CDS=1-1317
OG0002806	YNL023C	snap_masked-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-1.2-mRNA-1_1&gene=snap_masked-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-1.2&CDS=1-3096
OG0002807	YNL024C	genemark-NODE_35_length_140271_cov_15.0964_ID_69-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_35_length_140271_cov_15.0964_ID_69-processed-gene-0.103&CDS=1-909
OG0002808	YNL025C	genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-0.69&CDS=1-981
OG0002809	YNL026W	genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-0.95&CDS=1-1506
OG0002810	YNL032W	genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-0.55&CDS=1-1008
OG0002811	YNL035C	genemark-NODE_32_length_152021_cov_13.9144_ID_63-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_32_length_152021_cov_13.9144_ID_63-processed-gene-0.6&CDS=1-1287
OG0002812	YNL036W	genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-2.91-mRNA-1_1&gene=genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-2.91&CDS=1-1032
OG0002813	YNL037C	genemark-NODE_91_length_41462_cov_14.0858_ID_181-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_91_length_41462_cov_14.0858_ID_181-processed-gene-0.43&CDS=1-1095
OG0002814	YNL039W	genemark-NODE_32_length_152021_cov_13.9144_ID_63-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_32_length_152021_cov_13.9144_ID_63-processed-gene-0.50&CDS=1-2340
OG0002815	YNL040W	genemark-NODE_38_length_127932_cov_18.8645_ID_75-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_38_length_127932_cov_18.8645_ID_75-processed-gene-0.80&CDS=1-1281
OG0002816	YNL041C	genemark-NODE_40_length_126251_cov_14.2008_ID_79-processed-gene-0.119-mRNA-1_1&gene=genemark-NODE_40_length_126251_cov_14.2008_ID_79-processed-gene-0.119&CDS=1-2406
OG0002817	YNL042W	genemark-NODE_40_length_126251_cov_14.2008_ID_79-processed-gene-0.150-mRNA-1_1&gene=genemark-NODE_40_length_126251_cov_14.2008_ID_79-processed-gene-0.150&CDS=1-1077
OG0002818	YNL044W	augustus_masked-NODE_18_length_215947_cov_14.4674_ID_35-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-NODE_18_length_215947_cov_14.4674_ID_35-processed-gene-1.118&CDS=1-1722
OG0002819	YNL045W	genemark-NODE_18_length_215947_cov_14.4674_ID_35-processed-gene-1.42-mRNA-1_1&gene=genemark-NODE_18_length_215947_cov_14.4674_ID_35-processed-gene-1.42&CDS=1-1992
OG0002820	YNL048W	genemark-NODE_71_length_59880_cov_15.7042_ID_141-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_71_length_59880_cov_15.7042_ID_141-processed-gene-0.51&CDS=1-1917
OG0002821	YNL049C	genemark-NODE_14_length_229610_cov_17.0221_ID_27-processed-gene-1.138-mRNA-1_1&gene=genemark-NODE_14_length_229610_cov_17.0221_ID_27-processed-gene-1.138&CDS=1-2796
OG0002822	YNL051W	genemark-NODE_14_length_229610_cov_17.0221_ID_27-processed-gene-1.140-mRNA-1_1&gene=genemark-NODE_14_length_229610_cov_17.0221_ID_27-processed-gene-1.140&CDS=1-1260
OG0002823	YNL056W	maker-NODE_31_length_152511_cov_13.74_ID_61-snap-gene-0.198-mRNA-1_1&gene=maker-NODE_31_length_152511_cov_13.74_ID_61-snap-gene-0.198&CDS=1-804
OG0002824	YNL059C	genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-3.48-mRNA-1_1&gene=genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-3.48&CDS=1-2256
OG0002825	YNL061W	genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-3.45-mRNA-1_1&gene=genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-3.45&CDS=1-1905
OG0002826	YNL062C	genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-3.47-mRNA-1_1&gene=genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-3.47&CDS=1-1383
OG0002827	YNL064C	genemark-NODE_41_length_124887_cov_20.9297_ID_81-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_41_length_124887_cov_20.9297_ID_81-processed-gene-0.97&CDS=1-1230
OG0002828	YNL066W	genemark-NODE_59_length_84501_cov_15.2233_ID_117-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_59_length_84501_cov_15.2233_ID_117-processed-gene-0.39&CDS=1-1221
OG0002829	YNL069C	genemark-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.215-mRNA-1_1&gene=genemark-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.215&CDS=1-600
OG0002830	YNL071W	genemark-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-1.15-mRNA-1_1&gene=genemark-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-1.15&CDS=1-1428
OG0002831	YNL072W	genemark-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-0.76&CDS=1-945
OG0002832	YNL073W	augustus_masked-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-0.101&CDS=1-1710
OG0002833	YNL075W	genemark-NODE_18_length_215947_cov_14.4674_ID_35-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_18_length_215947_cov_14.4674_ID_35-processed-gene-0.88&CDS=1-864
OG0002834	YNL081C	maker-NODE_14_length_229610_cov_17.0221_ID_27-snap-gene-0.68-mRNA-1_1&gene=maker-NODE_14_length_229610_cov_17.0221_ID_27-snap-gene-0.68&CDS=1-1617
OG0002835	YNL082W	genemark-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.45-mRNA-1_1&gene=genemark-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.45&CDS=1-2673
OG0002836	YNL083W	genemark-NODE_74_length_56317_cov_14.3643_ID_147-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_74_length_56317_cov_14.3643_ID_147-processed-gene-0.50&CDS=1-1536
OG0002837	YNL084C	genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.86-mRNA-1_1&gene=genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.86&CDS=1-1140
OG0002838	YNL085W	augustus_masked-NODE_97_length_38694_cov_15.2807_ID_193-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_97_length_38694_cov_15.2807_ID_193-processed-gene-0.20&CDS=1-2292
OG0002839	YNL088W	genemark-NODE_70_length_61092_cov_14.2505_ID_139-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_70_length_61092_cov_14.2505_ID_139-processed-gene-0.53&CDS=1-4467
OG0002840	YNL090W	genemark-NODE_28_length_170189_cov_14.5606_ID_55-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_28_length_170189_cov_14.5606_ID_55-processed-gene-0.9&CDS=1-585
OG0002841	YNL091W	genemark-NODE_28_length_170189_cov_14.5606_ID_55-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_28_length_170189_cov_14.5606_ID_55-processed-gene-0.8&CDS=1-4158
OG0002842	YNL092W	genemark-NODE_28_length_170189_cov_14.5606_ID_55-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_28_length_170189_cov_14.5606_ID_55-processed-gene-0.12&CDS=1-1215
OG0002843	YNL094W	genemark-NODE_28_length_170189_cov_14.5606_ID_55-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_28_length_170189_cov_14.5606_ID_55-processed-gene-0.50&CDS=1-2292
OG0002844	YNL097C	genemark-NODE_48_length_105303_cov_14.6058_ID_95-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_48_length_105303_cov_14.6058_ID_95-processed-gene-0.103&CDS=1-1530
OG0002845	YNL099C	genemark-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-0.53&CDS=1-669
OG0002846	YNL101W	genemark-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-0.54&CDS=1-2229
OG0002847	YNL102W	genemark-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-1.150-mRNA-1_1&gene=genemark-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-1.150&CDS=1-4629
OG0002848	YNL103W	maker-NODE_5_length_350234_cov_14.3543_ID_9-snap-gene-1.2-mRNA-1_1&gene=maker-NODE_5_length_350234_cov_14.3543_ID_9-snap-gene-1.2&CDS=1-1449
OG0002849	YNL107W	genemark-NODE_18_length_215947_cov_14.4674_ID_35-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_18_length_215947_cov_14.4674_ID_35-processed-gene-0.73&CDS=1-696
OG0002850	YNL108C	genemark-NODE_49_length_102097_cov_15.3621_ID_97-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_49_length_102097_cov_15.3621_ID_97-processed-gene-0.21&CDS=1-849
OG0002851	YNL110C	genemark-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-1.13-mRNA-1_1&gene=genemark-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-1.13&CDS=1-1032
OG0002852	YNL111C	genemark-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-1.61-mRNA-1_1&gene=genemark-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-1.61&CDS=1-366
OG0002853	YNL113W	genemark-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.162-mRNA-1_1&gene=genemark-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.162&CDS=1-411
OG0002854	YNL118C	genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-1.95-mRNA-1_1&gene=genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-1.95&CDS=1-3612
OG0002855	YNL119W	genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-0.88&CDS=1-1257
OG0002856	YNL122C	snap_masked-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-1.92-mRNA-1_1&gene=snap_masked-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-1.92&CDS=1-279
OG0002857	YNL123W	maker-NODE_9_length_282344_cov_14.2153_ID_17-augustus-gene-1.225-mRNA-1_1&gene=maker-NODE_9_length_282344_cov_14.2153_ID_17-augustus-gene-1.225&CDS=1-4254
