	Saccharomyces_cerevisiae	yHMPu5000035681_Candida_gotoi
OG0003314	YPL085W	snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-2.144-mRNA-1_1&gene=snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-2.144&CDS=1-6855
OG0003315	YPL086C	snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-5.34-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-5.34&CDS=1-1692
OG0003316	YPL091W	augustus_masked-NODE_30_length_122419_cov_77.8929_ID_59-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-NODE_30_length_122419_cov_77.8929_ID_59-processed-gene-0.144&CDS=1-1545
OG0003317	YPL092W	snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-1.118-mRNA-1_1&gene=snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-1.118&CDS=1-1359
OG0003318	YPL093W	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-1.46-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-1.46&CDS=1-1929
OG0003319	YPL094C	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-4.20-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-4.20&CDS=1-852
OG0003320	YPL096W	snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-1.77&CDS=1-1083
OG0003321	YPL097W	snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-1.76-mRNA-1_1&gene=snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-1.76&CDS=1-1542
OG0003322	YPL098C	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-0.75&CDS=1-324
OG0003323	YPL101W	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-1.81-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-1.81&CDS=1-1293
OG0003324	YPL103C	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-4.14-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-4.14&CDS=1-1377
OG0003325	YPL104W	snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-4.104-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-4.104&CDS=1-2046
OG0003326	YPL106C	snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-5.17-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-5.17&CDS=1-2097
OG0003327	YPL107W	snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-2.148-mRNA-1_1&gene=snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-2.148&CDS=1-747
OG0003328	YPL109C	snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.104-mRNA-1_1&gene=snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.104&CDS=1-2022
OG0003329	YPL110C	augustus_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.32&CDS=1-6036
OG0003330	YPL111W	maker-NODE_7_length_591050_cov_76.165_ID_13-snap-gene-4.90-mRNA-1_1&gene=maker-NODE_7_length_591050_cov_76.165_ID_13-snap-gene-4.90&CDS=1-951
OG0003331	YPL112C	genemark-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-1.19-mRNA-1_1&gene=genemark-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-1.19&CDS=1-1440
OG0003332	YPL115C	snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.154-mRNA-1_1&gene=snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.154&CDS=1-4287
OG0003333	YPL116W	snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.155-mRNA-1_1&gene=snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.155&CDS=1-2271
OG0003334	YPL117C	snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.150-mRNA-1_1&gene=snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.150&CDS=1-849
OG0003335	YPL120W	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-2.79-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-2.79&CDS=1-1527
OG0003336	YPL122C	snap_masked-NODE_29_length_136499_cov_66.3125_ID_57-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_29_length_136499_cov_66.3125_ID_57-processed-gene-0.38&CDS=1-1389
OG0003337	YPL123C	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.254-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.254&CDS=1-1203
OG0003338	YPL125W	maker-NODE_7_length_591050_cov_76.165_ID_13-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_7_length_591050_cov_76.165_ID_13-augustus-gene-0.1&CDS=1-4191
OG0003339	YPL126W	snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.113-mRNA-1_1&gene=snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.113&CDS=1-2556
OG0003340	YPL127C	augustus_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-0.25&CDS=1-570
OG0003341	YPL128C	snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-0.42&CDS=1-2238
OG0003342	YPL129W	snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-0.67&CDS=1-777
OG0003343	YPL131W	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-0.58&CDS=1-891
OG0003344	YPL132W	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-0.57&CDS=1-804
OG0003345	YPL133C	snap_masked-NODE_29_length_136499_cov_66.3125_ID_57-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_29_length_136499_cov_66.3125_ID_57-processed-gene-0.6&CDS=1-1728
OG0003346	YPL134C	augustus_masked-NODE_29_length_136499_cov_66.3125_ID_57-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-NODE_29_length_136499_cov_66.3125_ID_57-processed-gene-0.160&CDS=1-861
OG0003347	YPL138C	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-1.101-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-1.101&CDS=1-1272
OG0003348	YPL146C	snap_masked-NODE_25_length_171835_cov_70.1684_ID_49-processed-gene-0.152-mRNA-1_1&gene=snap_masked-NODE_25_length_171835_cov_70.1684_ID_49-processed-gene-0.152&CDS=1-1185
OG0003349	YPL147W	snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-0.18&CDS=1-2460
OG0003350	YPL149W	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.184-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.184&CDS=1-870
OG0003351	YPL150W	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-4.35-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-4.35&CDS=1-3408
OG0003352	YPL151C	augustus_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-0.23&CDS=1-1188
OG0003353	YPL152W	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-0.67&CDS=1-1098
OG0003354	YPL153C	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-1.90-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-1.90&CDS=1-2583
OG0003355	YPL154C	snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-1.67-mRNA-1_1&gene=snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-1.67&CDS=1-1230
OG0003356	YPL155C	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-1.66-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-1.66&CDS=1-2856
OG0003357	YPL157W	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-5.19-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-5.19&CDS=1-855
OG0003358	YPL160W	snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-6.78-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-6.78&CDS=1-3276
OG0003359	YPL162C	augustus_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-3.26&CDS=1-978
OG0003360	YPL164C	augustus_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-5.82-mRNA-1_1&gene=augustus_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-5.82&CDS=1-2745
OG0003361	YPL167C	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-5.87-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-5.87&CDS=1-4446
OG0003362	YPL169C	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.64-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.64&CDS=1-1845
OG0003363	YPL170W	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.63-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.63&CDS=1-471
OG0003364	YPL172C	maker-NODE_20_length_266287_cov_87.4797_ID_39-augustus-gene-1.205-mRNA-1_1&gene=maker-NODE_20_length_266287_cov_87.4797_ID_39-augustus-gene-1.205&CDS=1-2412
OG0003365	YPL173W	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.66-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.66&CDS=1-954
OG0003366	YPL175W	augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.112&CDS=1-1341
OG0003367	YPL178W	snap_masked-NODE_31_length_117061_cov_71.4585_ID_61-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_31_length_117061_cov_71.4585_ID_61-processed-gene-0.85&CDS=1-585
OG0003368	YPL181W	augustus_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.80-mRNA-1_1&gene=augustus_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.80&CDS=1-1335
OG0003369	YPL183C	snap_masked-NODE_33_length_84843_cov_76.1117_ID_65-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_33_length_84843_cov_76.1117_ID_65-processed-gene-0.23&CDS=1-3045
OG0003370	YPL184C	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-2.123-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-2.123&CDS=1-1875
OG0003371	YPL188W	augustus_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.46&CDS=1-1449
OG0003372	YPL189C-A	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-1.28-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-1.28&CDS=1-189
OG0003373	YPL190C	snap_masked-NODE_33_length_84843_cov_76.1117_ID_65-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_33_length_84843_cov_76.1117_ID_65-processed-gene-0.24&CDS=1-2634
OG0003374	YPL195W	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-0.77&CDS=1-3324
OG0003375	YPL196W	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-0.72&CDS=1-939
OG0003376	YPL199C	augustus_masked-NODE_31_length_117061_cov_71.4585_ID_61-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_31_length_117061_cov_71.4585_ID_61-processed-gene-0.5&CDS=1-732
OG0003377	YPL203W	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-4.83-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-4.83&CDS=1-1212
OG0003378	YPL204W	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-3.22-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-3.22&CDS=1-1350
OG0003379	YPL206C	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-3.3-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-3.3&CDS=1-1230
OG0003380	YPL207W	snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-1.109-mRNA-1_1&gene=snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-1.109&CDS=1-2313
OG0003381	YPL208W	snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-3.70-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-3.70&CDS=1-1779
OG0003382	YPL209C	snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-1.110-mRNA-1_1&gene=snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-1.110&CDS=1-1152
OG0003383	YPL210C	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-2.108-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-2.108&CDS=1-1977
OG0003384	YPL211W	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-3.6-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-3.6&CDS=1-543
OG0003385	YPL212C	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-3.1-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-3.1&CDS=1-1530
OG0003386	YPL214C	augustus_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-0.26&CDS=1-1599
OG0003387	YPL215W	augustus_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-2.82&CDS=1-987
OG0003388	YPL217C	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-1.23-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-1.23&CDS=1-3540
OG0003389	YPL218W	augustus_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-4.82&CDS=1-1917
OG0003390	YPL222W	augustus_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-0.123&CDS=1-1926
OG0003391	YPL225W	snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-2.82-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-2.82&CDS=1-435
OG0003392	YPL226W	genemark-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-2.129-mRNA-1_1&gene=genemark-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-2.129&CDS=1-4290
OG0003393	YPL227C	augustus_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-2.144-mRNA-1_1&gene=augustus_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-2.144&CDS=1-2655
OG0003394	YPL231W	snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-1.49&CDS=1-5652
OG0003395	YPL233W	snap_masked-NODE_28_length_139703_cov_65.3203_ID_55-processed-gene-0.147-mRNA-1_1&gene=snap_masked-NODE_28_length_139703_cov_65.3203_ID_55-processed-gene-0.147&CDS=1-678
OG0003396	YPL234C	snap_masked-NODE_28_length_139703_cov_65.3203_ID_55-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_28_length_139703_cov_65.3203_ID_55-processed-gene-0.114&CDS=1-489
OG0003397	YPL235W	maker-NODE_28_length_139703_cov_65.3203_ID_55-snap-gene-0.163-mRNA-1_1&gene=maker-NODE_28_length_139703_cov_65.3203_ID_55-snap-gene-0.163&CDS=1-3672
OG0003398	YPL236C	snap_masked-NODE_28_length_139703_cov_65.3203_ID_55-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_28_length_139703_cov_65.3203_ID_55-processed-gene-0.119&CDS=1-1071
OG0003399	YPL237W	snap_masked-NODE_28_length_139703_cov_65.3203_ID_55-processed-gene-0.152-mRNA-1_1&gene=snap_masked-NODE_28_length_139703_cov_65.3203_ID_55-processed-gene-0.152&CDS=1-840
OG0003400	YPL239W	augustus_masked-NODE_28_length_139703_cov_65.3203_ID_55-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_28_length_139703_cov_65.3203_ID_55-processed-gene-0.99&CDS=1-609
OG0003401	YPL242C	snap_masked-NODE_28_length_139703_cov_65.3203_ID_55-processed-gene-0.146-mRNA-1_1&gene=snap_masked-NODE_28_length_139703_cov_65.3203_ID_55-processed-gene-0.146&CDS=1-4902
OG0003402	YPL244C	maker-NODE_15_length_389707_cov_85.5837_ID_29-snap-gene-2.2-mRNA-1_1&gene=maker-NODE_15_length_389707_cov_85.5837_ID_29-snap-gene-2.2&CDS=1-2844
OG0003403	YPL246C	snap_masked-NODE_28_length_139703_cov_65.3203_ID_55-processed-gene-0.151-mRNA-1_1&gene=snap_masked-NODE_28_length_139703_cov_65.3203_ID_55-processed-gene-0.151&CDS=1-819
OG0003404	YPL247C	snap_masked-NODE_27_length_143028_cov_71.4765_ID_53-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_27_length_143028_cov_71.4765_ID_53-processed-gene-0.119&CDS=1-1656
OG0003405	YPL248C	snap_masked-NODE_27_length_143028_cov_71.4765_ID_53-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_27_length_143028_cov_71.4765_ID_53-processed-gene-0.107&CDS=1-915
OG0003406	YPL249C	snap_masked-NODE_27_length_143028_cov_71.4765_ID_53-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_27_length_143028_cov_71.4765_ID_53-processed-gene-0.105&CDS=1-2121
OG0003407	YPL252C	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-3.50-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-3.50&CDS=1-522
OG0003408	YPL254W	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-3.67-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-3.67&CDS=1-1329
OG0003409	YPL260W	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-5.92-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-5.92&CDS=1-1866
OG0003410	YPL263C	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.226-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.226&CDS=1-1866
OG0003411	YPL265W	maker-NODE_1_length_933283_cov_68.0403_ID_1-snap-gene-5.44-mRNA-1_1&gene=maker-NODE_1_length_933283_cov_68.0403_ID_1-snap-gene-5.44&CDS=1-2892
OG0003412	YPL266W	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.186-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.186&CDS=1-975
OG0003413	YPL268W	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-0.47&CDS=1-2769
OG0003414	YPL269W	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.225-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.225&CDS=1-2226
OG0003415	YPR003C	snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-2.149-mRNA-1_1&gene=snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-2.149&CDS=1-2169
OG0003416	YPR004C	snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.19-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.19&CDS=1-990
OG0003417	YPR007C	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-2.110-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-2.110&CDS=1-1719
OG0003418	YPR010C	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-7.37-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-7.37&CDS=1-3492
OG0003419	YPR011C	maker-NODE_11_length_487754_cov_68.766_ID_21-augustus-gene-0.83-mRNA-1_1&gene=maker-NODE_11_length_487754_cov_68.766_ID_21-augustus-gene-0.83&CDS=1-1245
OG0003420	YPR017C	snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.135-mRNA-1_1&gene=snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.135&CDS=1-456
OG0003421	YPR018W	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-2.60-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-2.60&CDS=1-1869
OG0003422	YPR019W	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-1.80-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-1.80&CDS=1-2703
OG0003423	YPR020W	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-1.61-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-1.61&CDS=1-372
OG0003424	YPR021C	snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-1.62-mRNA-1_1&gene=snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-1.62&CDS=1-2190
OG0003425	YPR023C	snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-3.116-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-3.116&CDS=1-957
OG0003426	YPR024W	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-7.86-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-7.86&CDS=1-2040
OG0003427	YPR025C	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.174-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.174&CDS=1-975
OG0003428	YPR026W	snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-1.100-mRNA-1_1&gene=snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-1.100&CDS=1-3240
OG0003429	YPR028W	snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-2.71-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-2.71&CDS=1-528
OG0003430	YPR029C	snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-2.97-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-2.97&CDS=1-2454
OG0003431	YPR031W	augustus_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-7.82-mRNA-1_1&gene=augustus_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-7.82&CDS=1-2424
OG0003432	YPR033C	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-4.45-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-4.45&CDS=1-1590
