	Lachancea_lanzarotensis	Saccharomyces_cerevisiae
OG0002975	snap_masked-LN736367.1-processed-gene-5.37-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-5.37&CDS=1-882	YLR026C
OG0002976	snap_masked-LN736367.1-processed-gene-5.38-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-5.38&CDS=1-1260	YLR027C
OG0002977	snap_masked-LN736367.1-processed-gene-5.39-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-5.39&CDS=1-1188	YGR156W
OG0002978	snap_masked-LN736367.1-processed-gene-5.40-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-5.40&CDS=1-798	YGL044C
OG0002979	snap_masked-LN736367.1-processed-gene-5.10-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-5.10&CDS=1-1227	YGL043W
OG0002980	snap_masked-LN736367.1-processed-gene-5.41-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-5.41&CDS=1-1488	YGR155W
OG0002981	snap_masked-LN736367.1-processed-gene-5.11-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-5.11&CDS=1-702	YMR077C
OG0002982	snap_masked-LN736367.1-processed-gene-5.42-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-5.42&CDS=1-1020	YGL040C
OG0002983	snap_masked-LN736367.1-processed-gene-5.13-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-5.13&CDS=1-2538	YGR157W
OG0002984	snap_masked-LN736367.1-processed-gene-5.43-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-5.43&CDS=1-744	YGR158C
OG0002985	snap_masked-LN736367.1-processed-gene-5.44-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-5.44&CDS=1-1686	YGL045W
OG0002986	snap_masked-LN736367.1-processed-gene-5.45-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-5.45&CDS=1-1404	YGR159C
OG0002987	snap_masked-LN736367.1-processed-gene-5.47-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-5.47&CDS=1-1062	YGR161C
OG0002988	genemark-LN736367.1-processed-gene-5.95-mRNA-1_1&gene=genemark-LN736367.1-processed-gene-5.95&CDS=1-615	YGL047W
OG0002989	snap_masked-LN736367.1-processed-gene-5.16-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-5.16&CDS=1-1212	YGL048C
OG0002990	snap_masked-LN736367.1-processed-gene-5.49-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-5.49&CDS=1-786	YGL050W
OG0002991	snap_masked-LN736367.1-processed-gene-5.18-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-5.18&CDS=1-1026	YGR163W
OG0002992	snap_masked-LN736367.1-processed-gene-6.130-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.130&CDS=1-1329	YLR303W
OG0002993	snap_masked-LN736367.1-processed-gene-6.157-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.157&CDS=1-5658	YLR305C
OG0002994	augustus_masked-LN736367.1-processed-gene-6.26-mRNA-1_1&gene=augustus_masked-LN736367.1-processed-gene-6.26&CDS=1-951	YKR022C
OG0002995	snap_masked-LN736367.1-processed-gene-6.159-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.159&CDS=1-2580	YJL089W
OG0002996	augustus_masked-LN736367.1-processed-gene-6.3-mRNA-1_1&gene=augustus_masked-LN736367.1-processed-gene-6.3&CDS=1-2172	YJL090C
OG0002997	snap_masked-LN736367.1-processed-gene-6.134-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.134&CDS=1-1470	YJL091C
OG0002998	snap_masked-LN736367.1-processed-gene-6.160-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.160&CDS=1-3249	YJL092W
OG0002999	snap_masked-LN736367.1-processed-gene-6.135-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.135&CDS=1-1776	YJL093C
OG0003000	snap_masked-LN736367.1-processed-gene-6.161-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.161&CDS=1-4395	YJL095W
OG0003001	maker-LN736367.1-augustus-gene-6.126-mRNA-1_1&gene=maker-LN736367.1-augustus-gene-6.126&CDS=1-1110	YJL097W
OG0003002	maker-LN736367.1-augustus-gene-6.127-mRNA-1_1&gene=maker-LN736367.1-augustus-gene-6.127&CDS=1-3744	YJL100W
OG0003003	snap_masked-LN736367.1-processed-gene-6.136-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.136&CDS=1-1962	YJL101C
OG0003004	snap_masked-LN736367.1-processed-gene-6.167-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.167&CDS=1-2394	YJL102W
OG0003005	snap_masked-LN736367.1-processed-gene-6.137-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.137&CDS=1-915	YKR026C
OG0003006	snap_masked-LN736367.1-processed-gene-6.168-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.168&CDS=1-765	YKR025W
OG0003007	snap_masked-LN736367.1-processed-gene-6.138-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.138&CDS=1-2154	YKR024C
OG0003008	snap_masked-LN736367.1-processed-gene-6.169-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.169&CDS=1-1536	YKR023W
OG0003009	snap_masked-LN736367.1-processed-gene-6.170-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.170&CDS=1-408	YJL104W
OG0003010	snap_masked-LN736367.1-processed-gene-6.171-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.171&CDS=1-2226	YKR029C
OG0003011	genemark-LN736367.1-processed-gene-6.98-mRNA-1_1&gene=genemark-LN736367.1-processed-gene-6.98&CDS=1-1980	YJL106W
OG0003012	snap_masked-LN736367.1-processed-gene-6.142-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.142&CDS=1-861	YPR103W
OG0003013	augustus_masked-LN736367.1-processed-gene-6.38-mRNA-1_1&gene=augustus_masked-LN736367.1-processed-gene-6.38&CDS=1-2616	YPR104C
OG0003014	snap_masked-LN736367.1-processed-gene-6.174-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.174&CDS=1-2448	YPR105C
OG0003015	snap_masked-LN736367.1-processed-gene-6.177-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.177&CDS=1-630	YPR107C
OG0003016	snap_masked-LN736367.1-processed-gene-6.178-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.178&CDS=1-588	YAL008W
OG0003017	snap_masked-LN736367.1-processed-gene-6.179-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.179&CDS=1-2988	YOR014W
OG0003018	snap_masked-LN736367.1-processed-gene-6.145-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.145&CDS=1-1317	YAL010C
OG0003019	snap_masked-LN736367.1-processed-gene-6.180-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.180&CDS=1-1797	YAL011W
OG0003020	snap_masked-LN736367.1-processed-gene-6.146-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.146&CDS=1-3276	YOL034W
OG0003021	snap_masked-LN736367.1-processed-gene-6.147-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.147&CDS=1-1662	YOL033W
OG0003022	snap_masked-LN736367.1-processed-gene-6.148-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.148&CDS=1-702	YOL032W
OG0003023	augustus_masked-LN736367.1-processed-gene-6.46-mRNA-1_1&gene=augustus_masked-LN736367.1-processed-gene-6.46&CDS=1-1182	YOL031C
OG0003024	snap_masked-LN736367.1-processed-gene-6.182-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.182&CDS=1-1173	YAL012W
OG0003025	snap_masked-LN736367.1-processed-gene-6.149-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.149&CDS=1-1005	YLR354C
OG0003026	snap_masked-LN736367.1-processed-gene-6.150-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.150&CDS=1-864	YLR351C
OG0003027	genemark-LN736367.1-processed-gene-6.113-mRNA-1_1&gene=genemark-LN736367.1-processed-gene-6.113&CDS=1-615	YGR038W
OG0003028	snap_masked-LN736367.1-processed-gene-6.151-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.151&CDS=1-258	YGR037C
OG0003029	snap_masked-LN736367.1-processed-gene-6.152-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.152&CDS=1-2592	YLR347C
OG0003030	snap_masked-LN736367.1-processed-gene-6.153-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.153&CDS=1-720	YGR036C
OG0003031	snap_masked-LN736367.1-processed-gene-6.188-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.188&CDS=1-1695	YLR345W
OG0003032	snap_masked-LN736367.1-processed-gene-6.154-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.154&CDS=1-702	YGR033C
OG0003033	snap_masked-LN736367.1-processed-gene-6.193-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.193&CDS=1-1089	YGR031W
OG0003034	snap_masked-LN736367.1-processed-gene-6.195-mRNA-1_1&gene=snap_masked-LN736367.1-processed-gene-6.195&CDS=1-933	YLR340W
OG0003035	augustus_masked-LN736367.1-processed-gene-6.23-mRNA-1_1&gene=augustus_masked-LN736367.1-processed-gene-6.23&CDS=1-462	YGR030C
OG0003036	snap_masked-LN736368.1-processed-gene-0.0-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-0.0&CDS=1-1773	YDR440W
OG0003037	snap_masked-LN736368.1-processed-gene-0.20-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-0.20&CDS=1-558	YML022W
OG0003038	snap_masked-LN736368.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-0.1&CDS=1-1578	YML023C
OG0003039	snap_masked-LN736368.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-0.21&CDS=1-4080	YDR443C
OG0003040	snap_masked-LN736368.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-0.2&CDS=1-1884	YDR444W
OG0003041	augustus_masked-LN736368.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-LN736368.1-processed-gene-0.49&CDS=1-972	YDR446W
OG0003042	snap_masked-LN736368.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-0.4&CDS=1-1299	YDR448W
OG0003043	snap_masked-LN736368.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-0.24&CDS=1-1356	YDR449C
OG0003044	snap_masked-LN736368.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-0.5&CDS=1-807	YML025C
OG0003045	snap_masked-LN736368.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-0.7&CDS=1-2010	YDR452W
OG0003046	snap_masked-LN736368.1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-0.26&CDS=1-588	YML028W
OG0003047	snap_masked-LN736368.1-processed-gene-0.27-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-0.27&CDS=1-2346	YML029W
OG0003048	snap_masked-LN736368.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-0.28&CDS=1-480	YML030W
OG0003049	snap_masked-LN736368.1-processed-gene-0.29-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-0.29&CDS=1-555	YDR454C
OG0003050	snap_masked-LN736368.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-0.8&CDS=1-1857	YDR456W
OG0003051	snap_masked-LN736368.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-0.30&CDS=1-1623	YML031W
OG0003052	snap_masked-LN736368.1-processed-gene-0.9-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-0.9&CDS=1-1341	YML032C
OG0003053	snap_masked-LN736368.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-0.10&CDS=1-9741	YDR457W
OG0003054	snap_masked-LN736368.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-0.32&CDS=1-2493	YML034W
OG0003055	snap_masked-LN736368.1-processed-gene-0.11-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-0.11&CDS=1-2289	YML035C
OG0003056	snap_masked-LN736368.1-processed-gene-0.33-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-0.33&CDS=1-1125	YDR459C
OG0003057	snap_masked-LN736368.1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-0.12&CDS=1-972	YDR460W
OG0003058	maker-LN736368.1-snap-gene-0.42-mRNA-1_1&gene=maker-LN736368.1-snap-gene-0.42&CDS=1-528	YML036W
OG0003059	snap_masked-LN736368.1-processed-gene-0.14-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-0.14&CDS=1-438	YDR462W
OG0003060	snap_masked-LN736368.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-0.15&CDS=1-1140	YML038C
OG0003061	snap_masked-LN736368.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-0.17&CDS=1-4905	YDR464W
OG0003062	maker-LN736368.1-snap-gene-0.43-mRNA-1_1&gene=maker-LN736368.1-snap-gene-0.43&CDS=1-3525	YHR007C
OG0003063	snap_masked-LN736368.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-0.18&CDS=1-1833	YDR466W
OG0003064	snap_masked-LN736368.1-processed-gene-0.38-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-0.38&CDS=1-1533	YHR009C
OG0003065	snap_masked-LN736368.1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-0.39&CDS=1-633	YDR468C
OG0003066	snap_masked-LN736368.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-0.19&CDS=1-267	YDR469W
OG0003067	snap_masked-LN736368.1-processed-gene-0.40-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-0.40&CDS=1-1440	YDR470C
OG0003068	augustus_masked-LN736368.1-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-LN736368.1-processed-gene-1.106&CDS=1-2433	YHR011W
OG0003069	snap_masked-LN736368.1-processed-gene-1.63-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-1.63&CDS=1-690	YHR013C
OG0003070	snap_masked-LN736368.1-processed-gene-1.58-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-1.58&CDS=1-873	YDR472W
OG0003071	snap_masked-LN736368.1-processed-gene-1.59-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-1.59&CDS=1-876	YHR014W
OG0003072	snap_masked-LN736368.1-processed-gene-1.60-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-1.60&CDS=1-1698	YOR023C
OG0003073	snap_masked-LN736368.1-processed-gene-1.61-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-1.61&CDS=1-1995	YOR022C
OG0003074	snap_masked-LN736368.1-processed-gene-1.62-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-1.62&CDS=1-636	YOR021C
OG0003075	snap_masked-LN736368.1-processed-gene-1.80-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-1.80&CDS=1-231	YOR020W-A
OG0003076	snap_masked-LN736368.1-processed-gene-1.81-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-1.81&CDS=1-1350	YDR473C
OG0003077	snap_masked-LN736368.1-processed-gene-1.82-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-1.82&CDS=1-2199	YDR475C
OG0003078	snap_masked-LN736368.1-processed-gene-1.84-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-1.84&CDS=1-624	YDR476C
OG0003079	snap_masked-LN736368.1-processed-gene-1.64-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-1.64&CDS=1-1794	YDR477W
OG0003080	augustus_masked-LN736368.1-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-LN736368.1-processed-gene-1.113&CDS=1-1479	YOR025W
OG0003081	maker-LN736368.1-augustus-gene-1.3-mRNA-1_1&gene=maker-LN736368.1-augustus-gene-1.3&CDS=1-1920	YJR096W
OG0003082	snap_masked-LN736368.1-processed-gene-1.67-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-1.67&CDS=1-735	YHR058C
OG0003083	snap_masked-LN736368.1-processed-gene-1.68-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-1.68&CDS=1-618	YDR304C
OG0003084	augustus_masked-LN736368.1-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-LN736368.1-processed-gene-1.131&CDS=1-657	YDR302W
OG0003085	snap_masked-LN736368.1-processed-gene-1.90-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-1.90&CDS=1-3957	YDR301W
OG0003086	snap_masked-LN736368.1-processed-gene-1.70-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-1.70&CDS=1-1251	YDR300C
OG0003087	snap_masked-LN736368.1-processed-gene-1.91-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-1.91&CDS=1-1014	YHR034C
OG0003088	augustus_masked-LN736368.1-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-LN736368.1-processed-gene-1.134&CDS=1-1602	YDR299W
OG0003089	augustus_masked-LN736368.1-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-LN736368.1-processed-gene-1.117&CDS=1-621	YDR298C
OG0003090	snap_masked-LN736368.1-processed-gene-1.93-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-1.93&CDS=1-999	YDR297W
OG0003091	snap_masked-LN736368.1-processed-gene-1.94-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-1.94&CDS=1-630	YDR296W
OG0003092	augustus_masked-LN736368.1-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-LN736368.1-processed-gene-1.118&CDS=1-3732	YDR295C
OG0003093	snap_masked-LN736368.1-processed-gene-1.95-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-1.95&CDS=1-756	YLR126C
OG0003094	snap_masked-LN736368.1-processed-gene-1.96-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-1.96&CDS=1-1233	YHR036W
OG0003095	snap_masked-LN736368.1-processed-gene-1.97-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-1.97&CDS=1-1689	YDR294C
OG0003096	snap_masked-LN736368.1-processed-gene-1.74-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-1.74&CDS=1-1719	YHR037W
OG0003097	augustus_masked-LN736368.1-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-LN736368.1-processed-gene-1.120&CDS=1-4347	YDR293C
OG0003098	snap_masked-LN736368.1-processed-gene-1.98-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-1.98&CDS=1-1908	YHR039C
OG0003099	genemark-LN736368.1-processed-gene-1.49-mRNA-1_1&gene=genemark-LN736368.1-processed-gene-1.49&CDS=1-342	YHR039C-A
OG0003100	snap_masked-LN736368.1-processed-gene-1.77-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-1.77&CDS=1-1182	YHR040W
OG0003101	snap_masked-LN736368.1-processed-gene-1.78-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-1.78&CDS=1-1758	YDR292C
OG0003102	snap_masked-LN736368.1-processed-gene-1.101-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-1.101&CDS=1-3264	YDR291W
OG0003103	snap_masked-LN736368.1-processed-gene-1.79-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-1.79&CDS=1-1095	YDR289C
OG0003104	augustus_masked-LN736368.1-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-LN736368.1-processed-gene-1.144&CDS=1-5643	YDR283C
OG0003105	snap_masked-LN736368.1-processed-gene-1.104-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-1.104&CDS=1-873	YDR284C
OG0003106	snap_masked-LN736368.1-processed-gene-2.49-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-2.49&CDS=1-2316	YDR285W
OG0003107	snap_masked-LN736368.1-processed-gene-1.105-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-1.105&CDS=1-294	YDR286C
OG0003108	snap_masked-LN736368.1-processed-gene-2.50-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-2.50&CDS=1-888	YDR287W
OG0003109	snap_masked-LN736368.1-processed-gene-2.51-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-2.51&CDS=1-852	YDR288W
OG0003110	augustus_masked-LN736368.1-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-LN736368.1-processed-gene-2.97&CDS=1-3039	YHR042W
OG0003111	snap_masked-LN736368.1-processed-gene-2.56-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-2.56&CDS=1-915	YDR280W
OG0003112	augustus_masked-LN736368.1-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-LN736368.1-processed-gene-2.101&CDS=1-1014	YDR279W
OG0003113	snap_masked-LN736368.1-processed-gene-2.54-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-2.54&CDS=1-1653	YHR045W
OG0003114	snap_masked-LN736368.1-processed-gene-2.59-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-2.59&CDS=1-1479	YHR048W
OG0003115	snap_masked-LN736368.1-processed-gene-2.60-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-2.60&CDS=1-714	YHR049W
OG0003116	snap_masked-LN736368.1-processed-gene-2.61-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-2.61&CDS=1-1014	YDL209C
OG0003117	snap_masked-LN736368.1-processed-gene-2.83-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-2.83&CDS=1-1722	YDR243C
OG0003118	snap_masked-LN736368.1-processed-gene-2.64-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-2.64&CDS=1-1719	YDR244W
OG0003119	augustus_masked-LN736368.1-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-LN736368.1-processed-gene-2.109&CDS=1-1011	YDR245W
OG0003120	snap_masked-LN736368.1-processed-gene-2.66-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-2.66&CDS=1-3309	YPL016W
OG0003121	snap_masked-LN736368.1-processed-gene-2.84-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-2.84&CDS=1-3129	YPL022W
OG0003122	augustus_masked-LN736368.1-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-LN736368.1-processed-gene-2.111&CDS=1-6066	YPL110C
OG0003123	snap_masked-LN736368.1-processed-gene-2.69-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-2.69&CDS=1-2085	YOR317W
OG0003124	snap_masked-LN736368.1-processed-gene-2.71-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-2.71&CDS=1-4644	YMR247C
OG0003125	snap_masked-LN736368.1-processed-gene-2.72-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-2.72&CDS=1-1452	YOR320C
OG0003126	snap_masked-LN736368.1-processed-gene-2.86-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-2.86&CDS=1-648	YOR319W
OG0003127	snap_masked-LN736368.1-processed-gene-2.74-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-2.74&CDS=1-1179	YOL052C
OG0003128	snap_masked-LN736368.1-processed-gene-2.75-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-2.75&CDS=1-1716	YMR250W
OG0003129	snap_masked-LN736368.1-processed-gene-2.76-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-2.76&CDS=1-1224	YBR078W
OG0003130	maker-LN736368.1-snap-gene-2.94-mRNA-1_1&gene=maker-LN736368.1-snap-gene-2.94&CDS=1-3468	YBR079C
OG0003131	snap_masked-LN736368.1-processed-gene-2.89-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-2.89&CDS=1-2289	YBR080C
OG0003132	augustus_masked-LN736368.1-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-LN736368.1-processed-gene-2.128&CDS=1-576	YDR056C
OG0003133	augustus_masked-LN736368.1-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-LN736368.1-processed-gene-2.118&CDS=1-1545	YDR057W
OG0003134	snap_masked-LN736368.1-processed-gene-2.91-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-2.91&CDS=1-3900	YBR081C
OG0003135	snap_masked-LN736368.1-processed-gene-2.79-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-2.79&CDS=1-3108	YDR060W
OG0003136	augustus_masked-LN736368.1-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-LN736368.1-processed-gene-2.120&CDS=1-1497	YBR083W
OG0003137	snap_masked-LN736368.1-processed-gene-3.81-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-3.81&CDS=1-336	YBL028C
OG0003138	snap_masked-LN736368.1-processed-gene-3.85-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-3.85&CDS=1-1305	YBL029W
OG0003139	snap_masked-LN736368.1-processed-gene-3.82-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-3.82&CDS=1-285	YBL029C-A
OG0003140	snap_masked-LN736368.1-processed-gene-3.83-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-3.83&CDS=1-912	YBR085W
OG0003141	snap_masked-LN736368.1-processed-gene-3.109-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-3.109&CDS=1-855	YBL032W
OG0003142	snap_masked-LN736368.1-processed-gene-3.87-mRNA-1_1&gene=snap_masked-LN736368.1-processed-gene-3.87&CDS=1-933	YBL033C
