	Saccharomyces_cerevisiae	yHMPu5000035261_Candida_ponderosae
OG0002592	YLR109W	augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-2.43&CDS=1-573
OG0002593	YLR113W	augustus_masked-NODE_54_length_79940_cov_49.0766_ID_16067-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_54_length_79940_cov_49.0766_ID_16067-processed-gene-0.78&CDS=1-1047
OG0002594	YLR114C	augustus_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.157&CDS=1-2073
OG0002595	YLR115W	augustus_masked-NODE_121_length_15073_cov_77.5932_ID_18307-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_121_length_15073_cov_77.5932_ID_18307-processed-gene-0.1&CDS=1-2331
OG0002596	YLR116W	augustus_masked-NODE_121_length_15073_cov_77.5932_ID_18307-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_121_length_15073_cov_77.5932_ID_18307-processed-gene-0.2&CDS=1-1350
OG0002597	YLR117C	augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-0.22&CDS=1-2268
OG0002598	YLR118C	augustus_masked-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.18&CDS=1-684
OG0002599	YLR126C	augustus_masked-NODE_58_length_75986_cov_41.8068_ID_12708-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_58_length_75986_cov_41.8068_ID_12708-processed-gene-0.89&CDS=1-777
OG0002600	YLR127C	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-1.88&CDS=1-1962
OG0002601	YLR128W	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-1.103&CDS=1-876
OG0002602	YLR129W	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-1.86&CDS=1-2790
OG0002603	YLR130C	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-1.100&CDS=1-1188
OG0002604	YLR133W	augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-2.159-mRNA-1_1&gene=augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-2.159&CDS=1-1704
OG0002605	YLR135W	snap_masked-NODE_15_length_232331_cov_45.0676_ID_11356-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NODE_15_length_232331_cov_45.0676_ID_11356-processed-gene-0.84&CDS=1-1962
OG0002606	YLR137W	genemark-NODE_52_length_83865_cov_49.229_ID_12049-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_52_length_83865_cov_49.229_ID_12049-processed-gene-0.105&CDS=1-783
OG0002607	YLR141W	snap_masked-NODE_31_length_156153_cov_45.2555_ID_36829-processed-gene-0.137-mRNA-1_1&gene=snap_masked-NODE_31_length_156153_cov_45.2555_ID_36829-processed-gene-0.137&CDS=1-1812
OG0002608	YLR142W	augustus_masked-NODE_31_length_156153_cov_45.2555_ID_36829-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-NODE_31_length_156153_cov_45.2555_ID_36829-processed-gene-0.178&CDS=1-1395
OG0002609	YLR143W	augustus_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.118&CDS=1-1983
OG0002610	YLR144C	maker-NODE_31_length_156153_cov_45.2555_ID_36829-snap-gene-0.147-mRNA-1_1&gene=maker-NODE_31_length_156153_cov_45.2555_ID_36829-snap-gene-0.147&CDS=1-2787
OG0002611	YLR145W	genemark-NODE_31_length_156153_cov_45.2555_ID_36829-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_31_length_156153_cov_45.2555_ID_36829-processed-gene-0.60&CDS=1-807
OG0002612	YLR147C	snap_masked-NODE_12_length_264300_cov_42.6697_ID_12437-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_12_length_264300_cov_42.6697_ID_12437-processed-gene-0.83&CDS=1-294
OG0002613	YLR148W	maker-NODE_12_length_264300_cov_42.6697_ID_12437-augustus-gene-0.39-mRNA-1_1&gene=maker-NODE_12_length_264300_cov_42.6697_ID_12437-augustus-gene-0.39&CDS=1-3498
OG0002614	YLR149C	maker-NODE_5_length_371884_cov_42.9121_ID_10256-snap-gene-2.263-mRNA-1_1&gene=maker-NODE_5_length_371884_cov_42.9121_ID_10256-snap-gene-2.263&CDS=1-1743
OG0002615	YLR150W	augustus_masked-NODE_37_length_126107_cov_67.1728_ID_12489-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_37_length_126107_cov_67.1728_ID_12489-processed-gene-0.8&CDS=1-789
OG0002616	YLR151C	augustus_masked-NODE_37_length_126107_cov_67.1728_ID_12489-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_37_length_126107_cov_67.1728_ID_12489-processed-gene-0.6&CDS=1-972
OG0002617	YLR152C	augustus_masked-NODE_5_length_371884_cov_42.9121_ID_10256-processed-gene-2.205-mRNA-1_1&gene=augustus_masked-NODE_5_length_371884_cov_42.9121_ID_10256-processed-gene-2.205&CDS=1-1713
OG0002618	YLR163C	snap_masked-NODE_71_length_54778_cov_43.7663_ID_14280-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_71_length_54778_cov_43.7663_ID_14280-processed-gene-0.4&CDS=1-1386
OG0002619	YLR165C	snap_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-1.115-mRNA-1_1&gene=snap_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-1.115&CDS=1-846
OG0002620	YLR166C	maker-NODE_25_length_173609_cov_88.8115_ID_9998-augustus-gene-0.11-mRNA-1_1&gene=maker-NODE_25_length_173609_cov_88.8115_ID_9998-augustus-gene-0.11&CDS=1-2499
OG0002621	YLR168C	augustus_masked-NODE_31_length_156153_cov_45.2555_ID_36829-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-NODE_31_length_156153_cov_45.2555_ID_36829-processed-gene-0.167&CDS=1-657
OG0002622	YLR170C	augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.171-mRNA-1_1&gene=augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.171&CDS=1-459
OG0002623	YLR172C	augustus_masked-NODE_89_length_41286_cov_43.2036_ID_19104-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_89_length_41286_cov_43.2036_ID_19104-processed-gene-0.29&CDS=1-900
OG0002624	YLR175W	augustus_masked-NODE_81_length_49537_cov_39.859_ID_14662-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_81_length_49537_cov_39.859_ID_14662-processed-gene-0.63&CDS=1-1446
OG0002625	YLR176C	augustus_masked-NODE_81_length_49537_cov_39.859_ID_14662-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_81_length_49537_cov_39.859_ID_14662-processed-gene-0.50&CDS=1-2313
OG0002626	YLR181C	augustus_masked-NODE_24_length_174151_cov_81.0224_ID_14581-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_24_length_174151_cov_81.0224_ID_14581-processed-gene-0.10&CDS=1-1074
OG0002627	YLR182W	augustus_masked-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-1.23&CDS=1-2223
OG0002628	YLR186W	augustus_masked-NODE_50_length_86598_cov_30.8001_ID_14809-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_50_length_86598_cov_30.8001_ID_14809-processed-gene-0.35&CDS=1-732
OG0002629	YLR187W	augustus_masked-NODE_71_length_54778_cov_43.7663_ID_14280-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_71_length_54778_cov_43.7663_ID_14280-processed-gene-0.47&CDS=1-3093
OG0002630	YLR191W	augustus_masked-NODE_48_length_96610_cov_87.2662_ID_19200-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_48_length_96610_cov_87.2662_ID_19200-processed-gene-0.53&CDS=1-1158
OG0002631	YLR192C	augustus_masked-NODE_56_length_78334_cov_65.8513_ID_12335-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_56_length_78334_cov_65.8513_ID_12335-processed-gene-0.5&CDS=1-774
OG0002632	YLR195C	genemark-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-0.83&CDS=1-1341
OG0002633	YLR196W	augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-0.112&CDS=1-1695
OG0002634	YLR197W	augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-0.132&CDS=1-1506
OG0002635	YLR200W	augustus_masked-NODE_18_length_213627_cov_46.8687_ID_9249-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-NODE_18_length_213627_cov_46.8687_ID_9249-processed-gene-1.4&CDS=1-339
OG0002636	YLR201C	augustus_masked-NODE_18_length_213627_cov_46.8687_ID_9249-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_18_length_213627_cov_46.8687_ID_9249-processed-gene-1.5&CDS=1-723
OG0002637	YLR203C	augustus_masked-NODE_64_length_68793_cov_42.1034_ID_13158-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_64_length_68793_cov_42.1034_ID_13158-processed-gene-0.0&CDS=1-1284
OG0002638	YLR205C	augustus_masked-NODE_64_length_68793_cov_42.1034_ID_13158-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_64_length_68793_cov_42.1034_ID_13158-processed-gene-0.15&CDS=1-849
OG0002639	YLR207W	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-4.71&CDS=1-2283
OG0002640	YLR208W	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-4.72&CDS=1-900
OG0002641	YLR209C	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-4.99&CDS=1-897
OG0002642	YLR211C	augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.39&CDS=1-861
OG0002643	YLR212C	genemark-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.159-mRNA-1_1&gene=genemark-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.159&CDS=1-1365
OG0002644	YLR214W	genemark-NODE_18_length_213627_cov_46.8687_ID_9249-processed-gene-1.87-mRNA-1_1&gene=genemark-NODE_18_length_213627_cov_46.8687_ID_9249-processed-gene-1.87&CDS=1-2199
OG0002645	YLR215C	augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.10&CDS=1-1095
OG0002646	YLR216C	augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.42&CDS=1-1080
OG0002647	YLR218C	maker-NODE_30_length_156169_cov_46.2821_ID_10106-augustus-gene-0.69-mRNA-1_1&gene=maker-NODE_30_length_156169_cov_46.2821_ID_10106-augustus-gene-0.69&CDS=1-213
OG0002648	YLR220W	augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-0.125&CDS=1-954
OG0002649	YLR221C	augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-0.106&CDS=1-606
OG0002650	YLR222C	augustus_masked-NODE_49_length_89589_cov_40.4721_ID_11937-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_49_length_89589_cov_40.4721_ID_11937-processed-gene-0.26&CDS=1-2343
OG0002651	YLR223C	augustus_masked-NODE_49_length_89589_cov_40.4721_ID_11937-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_49_length_89589_cov_40.4721_ID_11937-processed-gene-0.28&CDS=1-2049
OG0002652	YLR229C	genemark-NODE_12_length_264300_cov_42.6697_ID_12437-processed-gene-1.54-mRNA-1_1&gene=genemark-NODE_12_length_264300_cov_42.6697_ID_12437-processed-gene-1.54&CDS=1-567
OG0002653	YLR231C	genemark-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.173-mRNA-1_1&gene=genemark-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.173&CDS=1-1365
OG0002654	YLR234W	augustus_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.133&CDS=1-1863
OG0002655	YLR239C	augustus_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.121&CDS=1-939
OG0002656	YLR240W	augustus_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.103&CDS=1-2619
OG0002657	YLR241W	augustus_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.143&CDS=1-2793
OG0002658	YLR242C	genemark-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.217-mRNA-1_1&gene=genemark-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.217&CDS=1-945
OG0002659	YLR243W	augustus_masked-NODE_31_length_156153_cov_45.2555_ID_36829-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-NODE_31_length_156153_cov_45.2555_ID_36829-processed-gene-0.186&CDS=1-834
OG0002660	YLR244C	augustus_masked-NODE_31_length_156153_cov_45.2555_ID_36829-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-NODE_31_length_156153_cov_45.2555_ID_36829-processed-gene-0.174&CDS=1-1116
OG0002661	YLR245C	maker-NODE_31_length_156153_cov_45.2555_ID_36829-augustus-gene-0.150-mRNA-1_1&gene=maker-NODE_31_length_156153_cov_45.2555_ID_36829-augustus-gene-0.150&CDS=1-444
OG0002662	YLR246W	augustus_masked-NODE_31_length_156153_cov_45.2555_ID_36829-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-NODE_31_length_156153_cov_45.2555_ID_36829-processed-gene-0.200&CDS=1-1080
OG0002663	YLR247C	augustus_masked-NODE_28_length_163302_cov_43.3837_ID_10044-processed-gene-0.199-mRNA-1_1&gene=augustus_masked-NODE_28_length_163302_cov_43.3837_ID_10044-processed-gene-0.199&CDS=1-4704
OG0002664	YLR248W	snap_masked-NODE_28_length_163302_cov_43.3837_ID_10044-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_28_length_163302_cov_43.3837_ID_10044-processed-gene-0.90&CDS=1-1755
OG0002665	YLR250W	augustus_masked-NODE_39_length_117894_cov_46.3234_ID_18803-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_39_length_117894_cov_46.3234_ID_18803-processed-gene-0.64&CDS=1-720
OG0002666	YLR251W	augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.173-mRNA-1_1&gene=augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.173&CDS=1-645
OG0002667	YLR253W	augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.172-mRNA-1_1&gene=augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.172&CDS=1-1719
OG0002668	YLR256W	augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-1.87&CDS=1-4503
OG0002669	YLR259C	augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-1.125&CDS=1-1707
OG0002670	YLR262C	augustus_masked-NODE_79_length_51446_cov_54.8179_ID_14482-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_79_length_51446_cov_54.8179_ID_14482-processed-gene-0.3&CDS=1-624
OG0002671	YLR268W	augustus_masked-NODE_94_length_39005_cov_40.0266_ID_31418-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_94_length_39005_cov_40.0266_ID_31418-processed-gene-0.17&CDS=1-660
OG0002672	YLR271W	augustus_masked-NODE_38_length_124779_cov_40.7997_ID_14094-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_38_length_124779_cov_40.7997_ID_14094-processed-gene-0.22&CDS=1-1233
OG0002673	YLR272C	augustus_masked-NODE_38_length_124779_cov_40.7997_ID_14094-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_38_length_124779_cov_40.7997_ID_14094-processed-gene-0.19&CDS=1-3360
OG0002674	YLR274W	augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-1.44&CDS=1-2172
OG0002675	YLR275W	maker-NODE_6_length_358001_cov_61.1535_ID_21971-augustus-gene-1.5-mRNA-1_1&gene=maker-NODE_6_length_358001_cov_61.1535_ID_21971-augustus-gene-1.5&CDS=1-336
OG0002676	YLR276C	augustus_masked-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-1.32&CDS=1-1767
OG0002677	YLR277C	maker-NODE_6_length_358001_cov_61.1535_ID_21971-augustus-gene-1.4-mRNA-1_1&gene=maker-NODE_6_length_358001_cov_61.1535_ID_21971-augustus-gene-1.4&CDS=1-2109
OG0002678	YLR278C	augustus_masked-NODE_40_length_114194_cov_67.3686_ID_12750-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-NODE_40_length_114194_cov_67.3686_ID_12750-processed-gene-0.159&CDS=1-3543
OG0002679	YLR281C	augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-1.43&CDS=1-522
OG0002680	YLR283W	snap_masked-NODE_38_length_124779_cov_40.7997_ID_14094-processed-gene-0.146-mRNA-1_1&gene=snap_masked-NODE_38_length_124779_cov_40.7997_ID_14094-processed-gene-0.146&CDS=1-1044
OG0002681	YLR285W	augustus_masked-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-1.34&CDS=1-765
OG0002682	YLR286C	augustus_masked-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-1.61&CDS=1-1821
OG0002683	YLR287C	augustus_masked-NODE_81_length_49537_cov_39.859_ID_14662-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_81_length_49537_cov_39.859_ID_14662-processed-gene-0.51&CDS=1-1035
OG0002684	YLR288C	augustus_masked-NODE_90_length_41005_cov_41.3732_ID_15615-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_90_length_41005_cov_41.3732_ID_15615-processed-gene-0.56&CDS=1-858
OG0002685	YLR289W	augustus_masked-NODE_90_length_41005_cov_41.3732_ID_15615-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_90_length_41005_cov_41.3732_ID_15615-processed-gene-0.53&CDS=1-1782
OG0002686	YLR290C	augustus_masked-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-1.60&CDS=1-798
OG0002687	YLR291C	maker-NODE_73_length_53886_cov_44.0594_ID_17057-augustus-gene-0.60-mRNA-1_1&gene=maker-NODE_73_length_53886_cov_44.0594_ID_17057-augustus-gene-0.60&CDS=1-1146
OG0002688	YLR292C	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-2.19&CDS=1-588
OG0002689	YLR293C	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-2.42&CDS=1-648
OG0002690	YLR298C	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-4.177-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-4.177&CDS=1-312
OG0002691	YLR303W	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-3.18&CDS=1-1311
OG0002692	YLR304C	augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-2.179-mRNA-1_1&gene=augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-2.179&CDS=1-2325
OG0002693	YLR305C	augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-2.151-mRNA-1_1&gene=augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-2.151&CDS=1-5664
OG0002694	YLR306W	augustus_masked-NODE_80_length_49761_cov_51.1621_ID_17254-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_80_length_49761_cov_51.1621_ID_17254-processed-gene-0.24&CDS=1-576
OG0002695	YLR308W	augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-0.102&CDS=1-1005
OG0002696	YLR309C	genemark-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-3.16-mRNA-1_1&gene=genemark-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-3.16&CDS=1-3390
OG0002697	YLR310C	augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-0.116&CDS=1-3870
OG0002698	YLR314C	augustus_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.147&CDS=1-1563
OG0002699	YLR316C	genemark-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-1.211-mRNA-1_1&gene=genemark-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-1.211&CDS=1-978
