	Saccharomyces_cerevisiae	yHMPu5000035296_Priceomyces_carsonii
OG0002711	YNL061W	genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-1.81-mRNA-1_1&gene=genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-1.81&CDS=1-1854
OG0002712	YNL062C	genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-1.101-mRNA-1_1&gene=genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-1.101&CDS=1-1347
OG0002713	YNL070W	snap_masked-NODE_19_length_288652_cov_20.3611_ID_1693-processed-gene-1.85-mRNA-1_1&gene=snap_masked-NODE_19_length_288652_cov_20.3611_ID_1693-processed-gene-1.85&CDS=1-240
OG0002714	YNL071W	genemark-NODE_19_length_288652_cov_20.3611_ID_1693-processed-gene-1.178-mRNA-1_1&gene=genemark-NODE_19_length_288652_cov_20.3611_ID_1693-processed-gene-1.178&CDS=1-1401
OG0002715	YNL072W	genemark-NODE_19_length_288652_cov_20.3611_ID_1693-processed-gene-1.179-mRNA-1_1&gene=genemark-NODE_19_length_288652_cov_20.3611_ID_1693-processed-gene-1.179&CDS=1-1026
OG0002716	YNL075W	genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-3.97-mRNA-1_1&gene=genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-3.97&CDS=1-849
OG0002717	YNL080C	genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-2.60-mRNA-1_1&gene=genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-2.60&CDS=1-936
OG0002718	YNL081C	genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-2.59-mRNA-1_1&gene=genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-2.59&CDS=1-363
OG0002719	YNL082W	maker-NODE_8_length_443067_cov_22.9177_ID_3374-snap-gene-2.176-mRNA-1_1&gene=maker-NODE_8_length_443067_cov_22.9177_ID_3374-snap-gene-2.176&CDS=1-2637
OG0002720	YNL083W	genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-2.103-mRNA-1_1&gene=genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-2.103&CDS=1-1602
OG0002721	YNL084C	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-4.108-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-4.108&CDS=1-1149
OG0002722	YNL085W	snap_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-5.91-mRNA-1_1&gene=snap_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-5.91&CDS=1-2406
OG0002723	YNL086W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-2.28-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-2.28&CDS=1-381
OG0002724	YNL088W	maker-NODE_14_length_379892_cov_20.1739_ID_2446-augustus-gene-2.269-mRNA-1_1&gene=maker-NODE_14_length_379892_cov_20.1739_ID_2446-augustus-gene-2.269&CDS=1-5214
OG0002725	YNL091W	genemark-NODE_18_length_302002_cov_23.6261_ID_1893-processed-gene-1.142-mRNA-1_1&gene=genemark-NODE_18_length_302002_cov_23.6261_ID_1893-processed-gene-1.142&CDS=1-3252
OG0002726	YNL092W	genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-2.98-mRNA-1_1&gene=genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-2.98&CDS=1-1215
OG0002727	YNL094W	snap_masked-NODE_14_length_379892_cov_20.1739_ID_2446-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_14_length_379892_cov_20.1739_ID_2446-processed-gene-0.95&CDS=1-2157
OG0002728	YNL097C	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-0.53&CDS=1-1038
OG0002729	YNL099C	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-0.51&CDS=1-600
OG0002730	YNL102W	augustus_masked-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-0.28&CDS=1-7158
OG0002731	YNL107W	genemark-NODE_19_length_288652_cov_20.3611_ID_1693-processed-gene-1.136-mRNA-1_1&gene=genemark-NODE_19_length_288652_cov_20.3611_ID_1693-processed-gene-1.136&CDS=1-666
OG0002732	YNL108C	genemark-NODE_19_length_288652_cov_20.3611_ID_1693-processed-gene-1.177-mRNA-1_1&gene=genemark-NODE_19_length_288652_cov_20.3611_ID_1693-processed-gene-1.177&CDS=1-1359
OG0002733	YNL110C	genemark-NODE_19_length_288652_cov_20.3611_ID_1693-processed-gene-1.138-mRNA-1_1&gene=genemark-NODE_19_length_288652_cov_20.3611_ID_1693-processed-gene-1.138&CDS=1-732
OG0002734	YNL111C	genemark-NODE_19_length_288652_cov_20.3611_ID_1693-processed-gene-1.139-mRNA-1_1&gene=genemark-NODE_19_length_288652_cov_20.3611_ID_1693-processed-gene-1.139&CDS=1-366
OG0002735	YNL113W	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-5.99-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-5.99&CDS=1-351
OG0002736	YNL115C	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-6.153-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-6.153&CDS=1-1659
OG0002737	YNL118C	genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-2.70-mRNA-1_1&gene=genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-2.70&CDS=1-2337
OG0002738	YNL119W	genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-1.93-mRNA-1_1&gene=genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-1.93&CDS=1-1323
OG0002739	YNL121C	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-1.141-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-1.141&CDS=1-1818
OG0002740	YNL123W	augustus_masked-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-1.45&CDS=1-3939
OG0002741	YNL124W	genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-1.78-mRNA-1_1&gene=genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-1.78&CDS=1-1665
OG0002742	YNL125C	genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-5.92-mRNA-1_1&gene=genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-5.92&CDS=1-1794
OG0002743	YNL126W	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-3.66-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-3.66&CDS=1-2460
OG0002744	YNL127W	maker-NODE_5_length_684771_cov_21.8715_ID_1549-augustus-gene-1.4-mRNA-1_1&gene=maker-NODE_5_length_684771_cov_21.8715_ID_1549-augustus-gene-1.4&CDS=1-3075
OG0002745	YNL128W	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-1.140-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-1.140&CDS=1-1134
OG0002746	YNL129W	genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-1.84-mRNA-1_1&gene=genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-1.84&CDS=1-723
OG0002747	YNL132W	augustus_masked-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-1.53&CDS=1-3108
OG0002748	YNL135C	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-1.124-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-1.124&CDS=1-336
OG0002749	YNL136W	augustus_masked-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-1.48&CDS=1-945
OG0002750	YNL137C	maker-NODE_13_length_391765_cov_19.519_ID_1425-augustus-gene-1.1-mRNA-1_1&gene=maker-NODE_13_length_391765_cov_19.519_ID_1425-augustus-gene-1.1&CDS=1-2322
OG0002751	YNL139C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-0.61&CDS=1-4617
OG0002752	YNL141W	genemark-NODE_19_length_288652_cov_20.3611_ID_1693-processed-gene-1.196-mRNA-1_1&gene=genemark-NODE_19_length_288652_cov_20.3611_ID_1693-processed-gene-1.196&CDS=1-1068
OG0002753	YNL142W	genemark-NODE_19_length_288652_cov_20.3611_ID_1693-processed-gene-1.161-mRNA-1_1&gene=genemark-NODE_19_length_288652_cov_20.3611_ID_1693-processed-gene-1.161&CDS=1-1491
OG0002754	YNL147W	genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-5.97-mRNA-1_1&gene=genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-5.97&CDS=1-354
OG0002755	YNL151C	genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-5.98-mRNA-1_1&gene=genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-5.98&CDS=1-678
OG0002756	YNL152W	genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-5.72-mRNA-1_1&gene=genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-5.72&CDS=1-1629
OG0002757	YNL153C	genemark-NODE_19_length_288652_cov_20.3611_ID_1693-processed-gene-1.121-mRNA-1_1&gene=genemark-NODE_19_length_288652_cov_20.3611_ID_1693-processed-gene-1.121&CDS=1-390
OG0002758	YNL155W	genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-2.50-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-2.50&CDS=1-891
OG0002759	YNL161W	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-3.63-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-3.63&CDS=1-2184
OG0002760	YNL163C	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-5.253-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-5.253&CDS=1-3102
OG0002761	YNL168C	genemark-NODE_25_length_136868_cov_20.0533_ID_2683-processed-gene-0.124-mRNA-1_1&gene=genemark-NODE_25_length_136868_cov_20.0533_ID_2683-processed-gene-0.124&CDS=1-693
OG0002762	YNL169C	augustus_masked-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-0.14&CDS=1-2676
OG0002763	YNL175C	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-3.52-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-3.52&CDS=1-1143
OG0002764	YNL177C	maker-NODE_4_length_685946_cov_20.3066_ID_2302-snap-gene-3.148-mRNA-1_1&gene=maker-NODE_4_length_685946_cov_20.3066_ID_2302-snap-gene-3.148&CDS=1-1755
OG0002765	YNL178W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-4.62-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-4.62&CDS=1-699
OG0002766	YNL181W	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-3.99-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-3.99&CDS=1-1410
OG0002767	YNL182C	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-3.66-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-3.66&CDS=1-1482
OG0002768	YNL185C	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-3.65-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-3.65&CDS=1-438
OG0002769	YNL186W	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-4.36-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-4.36&CDS=1-1947
OG0002770	YNL189W	genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-1.69-mRNA-1_1&gene=genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-1.69&CDS=1-1626
OG0002771	YNL191W	snap_masked-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-1.17&CDS=1-1068
OG0002772	YNL193W	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-0.133-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-0.133&CDS=1-1599
OG0002773	YNL200C	genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-2.63-mRNA-1_1&gene=genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-2.63&CDS=1-747
OG0002774	YNL202W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-3.96-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-3.96&CDS=1-867
OG0002775	YNL206C	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-6.156-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-6.156&CDS=1-1338
OG0002776	YNL207W	genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-2.71-mRNA-1_1&gene=genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-2.71&CDS=1-1293
OG0002777	YNL211C	snap_masked-NODE_10_length_407211_cov_23.1954_ID_2838-processed-gene-3.69-mRNA-1_1&gene=snap_masked-NODE_10_length_407211_cov_23.1954_ID_2838-processed-gene-3.69&CDS=1-219
OG0002778	YNL212W	genemark-NODE_10_length_407211_cov_23.1954_ID_2838-processed-gene-3.166-mRNA-1_1&gene=genemark-NODE_10_length_407211_cov_23.1954_ID_2838-processed-gene-3.166&CDS=1-2571
OG0002779	YNL213C	genemark-NODE_10_length_407211_cov_23.1954_ID_2838-processed-gene-3.135-mRNA-1_1&gene=genemark-NODE_10_length_407211_cov_23.1954_ID_2838-processed-gene-3.135&CDS=1-582
OG0002780	YNL216W	genemark-NODE_10_length_407211_cov_23.1954_ID_2838-processed-gene-3.145-mRNA-1_1&gene=genemark-NODE_10_length_407211_cov_23.1954_ID_2838-processed-gene-3.145&CDS=1-1716
OG0002781	YNL217W	genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-5.52-mRNA-1_1&gene=genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-5.52&CDS=1-1167
OG0002782	YNL218W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-7.15-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-7.15&CDS=1-2415
OG0002783	YNL220W	maker-NODE_4_length_685946_cov_20.3066_ID_2302-augustus-gene-5.11-mRNA-1_1&gene=maker-NODE_4_length_685946_cov_20.3066_ID_2302-augustus-gene-5.11&CDS=1-3030
OG0002784	YNL221C	augustus_masked-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-6.241-mRNA-1_1&gene=augustus_masked-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-6.241&CDS=1-4284
OG0002785	YNL224C	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-6.110-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-6.110&CDS=1-1869
OG0002786	YNL227C	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-6.161-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-6.161&CDS=1-1743
OG0002787	YNL229C	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-1.120-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-1.120&CDS=1-942
OG0002788	YNL230C	genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-2.51-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-2.51&CDS=1-978
OG0002789	YNL231C	genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-2.25-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-2.25&CDS=1-1065
OG0002790	YNL232W	genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-2.52-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-2.52&CDS=1-867
OG0002791	YNL233W	genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-2.53-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-2.53&CDS=1-3792
OG0002792	YNL234W	augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-17.173-mRNA-1_1&gene=augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-17.173&CDS=1-2409
OG0002793	YNL236W	genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-5.33-mRNA-1_1&gene=genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-5.33&CDS=1-2961
OG0002794	YNL237W	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-5.48-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-5.48&CDS=1-1350
OG0002795	YNL238W	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-5.88-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-5.88&CDS=1-2598
OG0002796	YNL239W	genemark-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-2.49-mRNA-1_1&gene=genemark-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-2.49&CDS=1-1500
OG0002797	YNL240C	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-5.49-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-5.49&CDS=1-1590
OG0002798	YNL241C	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-5.87-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-5.87&CDS=1-1506
OG0002799	YNL242W	genemark-NODE_25_length_136868_cov_20.0533_ID_2683-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_25_length_136868_cov_20.0533_ID_2683-processed-gene-0.99&CDS=1-5751
OG0002800	YNL243W	maker-NODE_1_length_1816623_cov_20.064_ID_2006-snap-gene-10.151-mRNA-1_1&gene=maker-NODE_1_length_1816623_cov_20.064_ID_2006-snap-gene-10.151&CDS=1-4836
OG0002801	YNL244C	augustus_masked-NODE_21_length_177165_cov_25.6692_ID_2879-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_21_length_177165_cov_25.6692_ID_2879-processed-gene-0.54&CDS=1-930
OG0002802	YNL246W	snap_masked-NODE_27_length_53047_cov_25.3891_ID_3076-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_27_length_53047_cov_25.3891_ID_3076-processed-gene-0.19&CDS=1-807
OG0002803	YNL247W	genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-1.51-mRNA-1_1&gene=genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-1.51&CDS=1-2295
OG0002804	YNL248C	genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-0.131-mRNA-1_1&gene=genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-0.131&CDS=1-1227
OG0002805	YNL250W	genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-3.15-mRNA-1_1&gene=genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-3.15&CDS=1-3939
OG0002806	YNL252C	genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-3.74-mRNA-1_1&gene=genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-3.74&CDS=1-816
OG0002807	YNL256W	augustus_masked-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-3.98&CDS=1-4788
OG0002808	YNL258C	snap_masked-NODE_17_length_305363_cov_27.5072_ID_2741-processed-gene-2.65-mRNA-1_1&gene=snap_masked-NODE_17_length_305363_cov_27.5072_ID_2741-processed-gene-2.65&CDS=1-2079
OG0002809	YNL259C	maker-NODE_17_length_305363_cov_27.5072_ID_2741-snap-gene-2.184-mRNA-1_1&gene=maker-NODE_17_length_305363_cov_27.5072_ID_2741-snap-gene-2.184&CDS=1-414
OG0002810	YNL260C	genemark-NODE_17_length_305363_cov_27.5072_ID_2741-processed-gene-2.134-mRNA-1_1&gene=genemark-NODE_17_length_305363_cov_27.5072_ID_2741-processed-gene-2.134&CDS=1-447
OG0002811	YNL261W	genemark-NODE_17_length_305363_cov_27.5072_ID_2741-processed-gene-2.133-mRNA-1_1&gene=genemark-NODE_17_length_305363_cov_27.5072_ID_2741-processed-gene-2.133&CDS=1-1464
OG0002812	YNL262W	genemark-NODE_17_length_305363_cov_27.5072_ID_2741-processed-gene-2.160-mRNA-1_1&gene=genemark-NODE_17_length_305363_cov_27.5072_ID_2741-processed-gene-2.160&CDS=1-8265
OG0002813	YNL263C	genemark-NODE_17_length_305363_cov_27.5072_ID_2741-processed-gene-2.161-mRNA-1_1&gene=genemark-NODE_17_length_305363_cov_27.5072_ID_2741-processed-gene-2.161&CDS=1-1059
OG0002814	YNL265C	maker-NODE_12_length_394886_cov_22.9142_ID_2055-snap-gene-2.9-mRNA-1_1&gene=maker-NODE_12_length_394886_cov_22.9142_ID_2055-snap-gene-2.9&CDS=1-714
OG0002815	YNL267W	genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-0.86-mRNA-1_1&gene=genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-0.86&CDS=1-2943
OG0002816	YNL271C	genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-1.73-mRNA-1_1&gene=genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-1.73&CDS=1-5250
OG0002817	YNL272C	genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-1.74-mRNA-1_1&gene=genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-1.74&CDS=1-1881
OG0002818	YNL273W	genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-2.69-mRNA-1_1&gene=genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-2.69&CDS=1-3804
OG0002819	YNL275W	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-3.99-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-3.99&CDS=1-1644
OG0002820	YNL277W	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-3.73-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-3.73&CDS=1-1419
OG0002821	YNL279W	augustus_masked-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-1.18&CDS=1-1905
OG0002822	YNL280C	genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-1.53-mRNA-1_1&gene=genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-1.53&CDS=1-1332
OG0002823	YNL284C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-0.88&CDS=1-837
OG0002824	YNL286W	genemark-NODE_23_length_155774_cov_25.4571_ID_2978-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_23_length_155774_cov_25.4571_ID_2978-processed-gene-0.38&CDS=1-1149
OG0002825	YNL287W	genemark-NODE_23_length_155774_cov_25.4571_ID_2978-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_23_length_155774_cov_25.4571_ID_2978-processed-gene-0.25&CDS=1-2811
OG0002826	YNL289W	genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-2.53-mRNA-1_1&gene=genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-2.53&CDS=1-912
OG0002827	YNL293W	genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-3.61-mRNA-1_1&gene=genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-3.61&CDS=1-1659
OG0002828	YNL294C	genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-3.77-mRNA-1_1&gene=genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-3.77&CDS=1-1518
