	Nakaseomyces_delphensis	Saccharomyces_cerevisiae
OG0003410	snap_masked-NADE0S17-processed-gene-4.44-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-4.44&CDS=1-285	YKL006C-A
OG0003411	snap_masked-NADE0S17-processed-gene-4.45-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-4.45&CDS=1-1794	YKL005C
OG0003412	snap_masked-NADE0S17-processed-gene-5.84-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-5.84&CDS=1-354	YKL003C
OG0003413	augustus_masked-NADE0S17-processed-gene-5.43-mRNA-1_1&gene=augustus_masked-NADE0S17-processed-gene-5.43&CDS=1-1206	YDR005C
OG0003414	snap_masked-NADE0S17-processed-gene-5.85-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-5.85&CDS=1-1386	YDR004W
OG0003415	snap_masked-NADE0S17-processed-gene-5.105-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-5.105&CDS=1-1290	YDL001W
OG0003416	augustus_masked-NADE0S17-processed-gene-5.48-mRNA-1_1&gene=augustus_masked-NADE0S17-processed-gene-5.48&CDS=1-621	YDL002C
OG0003417	augustus_masked-NADE0S17-processed-gene-5.69-mRNA-1_1&gene=augustus_masked-NADE0S17-processed-gene-5.69&CDS=1-7563	YBL004W
OG0003418	snap_masked-NADE0S17-processed-gene-5.87-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-5.87&CDS=1-663	YNR018W
OG0003419	snap_masked-NADE0S17-processed-gene-5.107-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-5.107&CDS=1-681	YNR020C
OG0003420	snap_masked-NADE0S17-processed-gene-5.89-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-5.89&CDS=1-1230	YNR021W
OG0003421	snap_masked-NADE0S17-processed-gene-5.108-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-5.108&CDS=1-381	YNR022C
OG0003422	snap_masked-NADE0S17-processed-gene-5.109-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-5.109&CDS=1-1398	YNR026C
OG0003423	snap_masked-NADE0S17-processed-gene-5.92-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-5.92&CDS=1-936	YNR027W
OG0003424	snap_masked-NADE0S17-processed-gene-5.110-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-5.110&CDS=1-1299	YNR029C
OG0003425	snap_masked-NADE0S17-processed-gene-5.93-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-5.93&CDS=1-1695	YNR030W
OG0003426	snap_masked-NADE0S17-processed-gene-5.111-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-5.111&CDS=1-5076	YNR031C
OG0003427	snap_masked-NADE0S17-processed-gene-5.94-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-5.94&CDS=1-1092	YNR032W
OG0003428	snap_masked-NADE0S17-processed-gene-5.112-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-5.112&CDS=1-219	YNR032C-A
OG0003429	snap_masked-NADE0S17-processed-gene-5.95-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-5.95&CDS=1-2298	YNR033W
OG0003430	snap_masked-NADE0S17-processed-gene-5.96-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-5.96&CDS=1-978	YNR034W
OG0003431	snap_masked-NADE0S17-processed-gene-5.97-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-5.97&CDS=1-276	YNR034W-A
OG0003432	augustus_masked-NADE0S17-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-NADE0S17-processed-gene-5.78&CDS=1-1044	YDR087C
OG0003433	snap_masked-NADE0S17-processed-gene-5.99-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-5.99&CDS=1-3018	YDR060W
OG0003434	snap_masked-NADE0S17-processed-gene-5.102-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-5.102&CDS=1-339	YBL028C
OG0003435	snap_masked-NADE0S17-processed-gene-5.118-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-5.118&CDS=1-1035	YBL029W
OG0003436	snap_masked-NADE0S17-processed-gene-5.103-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-5.103&CDS=1-270	YBL029C-A
OG0003437	snap_masked-NADE0S17-processed-gene-5.121-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-5.121&CDS=1-1035	YBL032W
OG0003438	snap_masked-NADE0S17-processed-gene-6.122-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.122&CDS=1-888	YBL033C
OG0003439	snap_masked-NADE0S17-processed-gene-6.123-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.123&CDS=1-4353	YBL034C
OG0003440	snap_masked-NADE0S17-processed-gene-6.124-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.124&CDS=1-1983	YBL035C
OG0003441	snap_masked-NADE0S17-processed-gene-6.128-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.128&CDS=1-2775	YBR086C
OG0003442	augustus_masked-NADE0S17-processed-gene-6.3-mRNA-1_1&gene=augustus_masked-NADE0S17-processed-gene-6.3&CDS=1-759	YBL036C
OG0003443	snap_masked-NADE0S17-processed-gene-6.129-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.129&CDS=1-3021	YBL037W
OG0003444	augustus_masked-NADE0S17-processed-gene-6.7-mRNA-1_1&gene=augustus_masked-NADE0S17-processed-gene-6.7&CDS=1-660	YBL038W
OG0003445	snap_masked-NADE0S17-processed-gene-6.127-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.127&CDS=1-1734	YBL039C
OG0003446	snap_masked-NADE0S17-processed-gene-6.130-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.130&CDS=1-651	YBL040C
OG0003447	snap_masked-NADE0S17-processed-gene-6.158-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.158&CDS=1-717	YBL041W
OG0003448	snap_masked-NADE0S17-processed-gene-6.159-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.159&CDS=1-597	YBL043W
OG0003449	snap_masked-NADE0S17-processed-gene-6.133-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.133&CDS=1-1347	YBL045C
OG0003450	snap_masked-NADE0S17-processed-gene-6.160-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.160&CDS=1-978	YBL046W
OG0003451	snap_masked-NADE0S17-processed-gene-6.134-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.134&CDS=1-3903	YBL047C
OG0003452	snap_masked-NADE0S17-processed-gene-6.161-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.161&CDS=1-477	YBL049W
OG0003453	snap_masked-NADE0S17-processed-gene-6.162-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.162&CDS=1-876	YBL050W
OG0003454	snap_masked-NADE0S17-processed-gene-6.135-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.135&CDS=1-648	YLR257W
OG0003455	snap_masked-NADE0S17-processed-gene-6.138-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.138&CDS=1-1083	YOL018C
OG0003456	snap_masked-NADE0S17-processed-gene-6.164-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.164&CDS=1-1749	YOL019W
OG0003457	snap_masked-NADE0S17-processed-gene-6.165-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.165&CDS=1-1722	YOL020W
OG0003458	snap_masked-NADE0S17-processed-gene-6.139-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.139&CDS=1-471	YFL017C
OG0003459	snap_masked-NADE0S17-processed-gene-6.166-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.166&CDS=1-225	YFL017W-A
OG0003460	snap_masked-NADE0S17-processed-gene-6.140-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.140&CDS=1-1491	YFL022C
OG0003461	snap_masked-NADE0S17-processed-gene-6.168-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.168&CDS=1-2652	YFL023W
OG0003462	snap_masked-NADE0S17-processed-gene-6.141-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.141&CDS=1-2442	YFL024C
OG0003463	augustus_masked-NADE0S17-processed-gene-6.19-mRNA-1_1&gene=augustus_masked-NADE0S17-processed-gene-6.19&CDS=1-3021	YFL025C
OG0003464	augustus_masked-NADE0S17-processed-gene-6.45-mRNA-1_1&gene=augustus_masked-NADE0S17-processed-gene-6.45&CDS=1-1266	YFL026W
OG0003465	snap_masked-NADE0S17-processed-gene-6.143-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.143&CDS=1-1500	YFL027C
OG0003466	snap_masked-NADE0S17-processed-gene-6.144-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.144&CDS=1-879	YFL028C
OG0003467	snap_masked-NADE0S17-processed-gene-6.145-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.145&CDS=1-1062	YFL029C
OG0003468	snap_masked-NADE0S17-processed-gene-6.169-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.169&CDS=1-1122	YFL030W
OG0003469	augustus_masked-NADE0S17-processed-gene-6.47-mRNA-1_1&gene=augustus_masked-NADE0S17-processed-gene-6.47&CDS=1-1068	YFL031W
OG0003470	snap_masked-NADE0S17-processed-gene-6.147-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.147&CDS=1-5145	YFL033C
OG0003471	snap_masked-NADE0S17-processed-gene-6.171-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.171&CDS=1-3246	YFL034W
OG0003472	genemark-NADE0S17-processed-gene-6.111-mRNA-1_1&gene=genemark-NADE0S17-processed-gene-6.111&CDS=1-408	YBR269C
OG0003473	snap_masked-NADE0S17-processed-gene-6.149-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.149&CDS=1-972	YFL034C-B
OG0003474	snap_masked-NADE0S17-processed-gene-6.175-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.175&CDS=1-3972	YFL036W
OG0003475	augustus_masked-NADE0S17-processed-gene-6.52-mRNA-1_1&gene=augustus_masked-NADE0S17-processed-gene-6.52&CDS=1-1356	YFL037W
OG0003476	snap_masked-NADE0S17-processed-gene-6.150-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.150&CDS=1-615	YFL038C
OG0003477	snap_masked-NADE0S17-processed-gene-6.151-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.151&CDS=1-1125	YFL039C
OG0003478	augustus_masked-NADE0S17-processed-gene-6.53-mRNA-1_1&gene=augustus_masked-NADE0S17-processed-gene-6.53&CDS=1-1491	YFL040W
OG0003479	snap_masked-NADE0S17-processed-gene-6.178-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.178&CDS=1-1860	YFL041W
OG0003480	snap_masked-NADE0S17-processed-gene-6.152-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.152&CDS=1-2151	YFL042C
OG0003481	genemark-NADE0S17-processed-gene-6.89-mRNA-1_1&gene=genemark-NADE0S17-processed-gene-6.89&CDS=1-930	YFL044C
OG0003482	augustus_masked-NADE0S17-processed-gene-6.55-mRNA-1_1&gene=augustus_masked-NADE0S17-processed-gene-6.55&CDS=1-513	YLR074C
OG0003483	snap_masked-NADE0S17-processed-gene-6.154-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.154&CDS=1-660	YLR075W
OG0003484	snap_masked-NADE0S17-processed-gene-6.155-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.155&CDS=1-765	YFL045C
OG0003485	augustus_masked-NADE0S17-processed-gene-6.56-mRNA-1_1&gene=augustus_masked-NADE0S17-processed-gene-6.56&CDS=1-2775	YFL047W
OG0003486	snap_masked-NADE0S17-processed-gene-6.181-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.181&CDS=1-1713	YFL049W
OG0003487	snap_masked-NADE0S17-processed-gene-6.182-mRNA-1_1&gene=snap_masked-NADE0S17-processed-gene-6.182&CDS=1-1086	YML131W
OG0003488	maker-NADE0S18-snap-gene-0.1-mRNA-1_1&gene=maker-NADE0S18-snap-gene-0.1&CDS=1-1959	YKL025C
OG0003489	snap_masked-NADE0S18-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-0.24&CDS=1-876	YKL024C
OG0003490	snap_masked-NADE0S18-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-0.25&CDS=1-2124	YKL022C
OG0003491	snap_masked-NADE0S18-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-0.6&CDS=1-945	YKL019W
OG0003492	snap_masked-NADE0S18-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-0.26&CDS=1-246	YKL018C-A
OG0003493	snap_masked-NADE0S18-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-0.7&CDS=1-978	YKL018W
OG0003494	augustus_masked-NADE0S18-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NADE0S18-processed-gene-0.115&CDS=1-2091	YKL017C
OG0003495	snap_masked-NADE0S18-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-0.28&CDS=1-528	YKL016C
OG0003496	snap_masked-NADE0S18-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-0.8&CDS=1-2433	YKL015W
OG0003497	snap_masked-NADE0S18-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-0.29&CDS=1-5028	YKL014C
OG0003498	snap_masked-NADE0S18-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-0.30&CDS=1-1293	YIR012W
OG0003499	augustus_masked-NADE0S18-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NADE0S18-processed-gene-0.95&CDS=1-813	YIR011C
OG0003500	snap_masked-NADE0S18-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-0.31&CDS=1-1572	YIR010W
OG0003501	snap_masked-NADE0S18-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-0.9&CDS=1-2166	YIR007W
OG0003502	snap_masked-NADE0S18-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-0.32&CDS=1-1221	YIR008C
OG0003503	snap_masked-NADE0S18-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-0.10&CDS=1-336	YIR009W
OG0003504	snap_masked-NADE0S18-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-0.11&CDS=1-1044	YLR097C
OG0003505	snap_masked-NADE0S18-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-0.34&CDS=1-2067	YPR008W
OG0003506	snap_masked-NADE0S18-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-0.12&CDS=1-1842	YPR007C
OG0003507	snap_masked-NADE0S18-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-0.13&CDS=1-1704	YPR006C
OG0003508	snap_masked-NADE0S18-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-0.15&CDS=1-1014	YPR004C
OG0003509	snap_masked-NADE0S18-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-0.16&CDS=1-2214	YPR003C
OG0003510	snap_masked-NADE0S18-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-0.17&CDS=1-1329	YFR005C
OG0003511	snap_masked-NADE0S18-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-0.36&CDS=1-918	YFR004W
OG0003512	snap_masked-NADE0S18-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-0.38&CDS=1-1524	YPR002W
OG0003513	snap_masked-NADE0S18-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-0.39&CDS=1-1431	YPR001W
OG0003514	augustus_masked-NADE0S18-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NADE0S18-processed-gene-0.127&CDS=1-1176	YPL001W
OG0003515	snap_masked-NADE0S18-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-0.18&CDS=1-714	YPL002C
OG0003516	snap_masked-NADE0S18-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-0.41&CDS=1-1293	YFL001W
OG0003517	snap_masked-NADE0S18-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-0.19&CDS=1-1851	YFL002C
OG0003518	snap_masked-NADE0S18-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-0.42&CDS=1-1299	YPL003W
OG0003519	augustus_masked-NADE0S18-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NADE0S18-processed-gene-0.130&CDS=1-1869	YPL005W
OG0003520	augustus_masked-NADE0S18-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NADE0S18-processed-gene-0.131&CDS=1-3528	YPL006W
OG0003521	snap_masked-NADE0S18-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-0.21&CDS=1-1791	YPL007C
OG0003522	snap_masked-NADE0S18-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-0.44&CDS=1-2517	YPL008W
OG0003523	snap_masked-NADE0S18-processed-gene-1.148-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.148&CDS=1-3063	YPL009C
OG0003524	snap_masked-NADE0S18-processed-gene-1.151-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.151&CDS=1-657	YPL010W
OG0003525	snap_masked-NADE0S18-processed-gene-1.149-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.149&CDS=1-2640	YOR211C
OG0003526	snap_masked-NADE0S18-processed-gene-1.152-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.152&CDS=1-210	YOR210W
OG0003527	snap_masked-NADE0S18-processed-gene-1.150-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.150&CDS=1-1290	YOR209C
OG0003528	snap_masked-NADE0S18-processed-gene-1.153-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.153&CDS=1-2013	YOR208W
OG0003529	snap_masked-NADE0S18-processed-gene-1.154-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.154&CDS=1-558	YOR215C
OG0003530	snap_masked-NADE0S18-processed-gene-1.156-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.156&CDS=1-669	YOR213C
OG0003531	snap_masked-NADE0S18-processed-gene-1.193-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.193&CDS=1-1251	YOR212W
OG0003532	snap_masked-NADE0S18-processed-gene-1.194-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.194&CDS=1-1326	YOR216C
OG0003533	snap_masked-NADE0S18-processed-gene-1.157-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.157&CDS=1-2574	YOR217W
OG0003534	snap_masked-NADE0S18-processed-gene-1.195-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.195&CDS=1-2628	YOR219C
OG0003535	snap_masked-NADE0S18-processed-gene-1.158-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.158&CDS=1-2241	YFL009W
OG0003536	augustus_masked-NADE0S18-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-NADE0S18-processed-gene-1.84&CDS=1-1686	YPL020C
OG0003537	augustus_masked-NADE0S18-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-NADE0S18-processed-gene-1.115&CDS=1-1062	YPL015C
OG0003538	snap_masked-NADE0S18-processed-gene-1.162-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.162&CDS=1-1056	YPL014W
OG0003539	snap_masked-NADE0S18-processed-gene-1.196-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.196&CDS=1-363	YPL013C
OG0003540	snap_masked-NADE0S18-processed-gene-1.163-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.163&CDS=1-3645	YPL012W
OG0003541	snap_masked-NADE0S18-processed-gene-1.197-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.197&CDS=1-1194	YPL011C
OG0003542	snap_masked-NADE0S18-processed-gene-1.164-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.164&CDS=1-3396	YOR207C
OG0003543	snap_masked-NADE0S18-processed-gene-1.198-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.198&CDS=1-2130	YOR206W
OG0003544	snap_masked-NADE0S18-processed-gene-1.165-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.165&CDS=1-1617	YOR205C
OG0003545	snap_masked-NADE0S18-processed-gene-1.166-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.166&CDS=1-1242	YBR195C
OG0003546	snap_masked-NADE0S18-processed-gene-1.167-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.167&CDS=1-657	YBR193C
OG0003547	snap_masked-NADE0S18-processed-gene-1.200-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.200&CDS=1-1140	YBR192W
OG0003548	snap_masked-NADE0S18-processed-gene-1.203-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.203&CDS=1-795	YBR187W
OG0003549	snap_masked-NADE0S18-processed-gene-1.204-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.204&CDS=1-1542	YBR186W
OG0003550	snap_masked-NADE0S18-processed-gene-1.205-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.205&CDS=1-2697	YPL084W
OG0003551	snap_masked-NADE0S18-processed-gene-1.169-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.169&CDS=1-843	YBR185C
OG0003552	snap_masked-NADE0S18-processed-gene-1.170-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.170&CDS=1-1671	YPL086C
OG0003553	augustus_masked-NADE0S18-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-NADE0S18-processed-gene-1.125&CDS=1-1620	YBR180W
OG0003554	snap_masked-NADE0S18-processed-gene-1.174-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.174&CDS=1-2547	YBR179C
OG0003555	snap_masked-NADE0S18-processed-gene-1.207-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.207&CDS=1-936	YBR176W
OG0003556	augustus_masked-NADE0S18-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-NADE0S18-processed-gene-1.127&CDS=1-960	YBR175W
OG0003557	augustus_masked-NADE0S18-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-NADE0S18-processed-gene-1.97&CDS=1-447	YBR173C
OG0003558	snap_masked-NADE0S18-processed-gene-1.208-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.208&CDS=1-678	YBR171W
OG0003559	snap_masked-NADE0S18-processed-gene-1.178-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.178&CDS=1-1770	YBR170C
OG0003560	snap_masked-NADE0S18-processed-gene-1.209-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.209&CDS=1-1296	YBR168W
OG0003561	snap_masked-NADE0S18-processed-gene-1.180-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.180&CDS=1-1728	YBR166C
OG0003562	snap_masked-NADE0S18-processed-gene-1.210-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.210&CDS=1-687	YBR165W
OG0003563	genemark-NADE0S18-processed-gene-1.31-mRNA-1_1&gene=genemark-NADE0S18-processed-gene-1.31&CDS=1-549	YBR164C
OG0003564	snap_masked-NADE0S18-processed-gene-1.212-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.212&CDS=1-1350	YBR162C
OG0003565	augustus_masked-NADE0S18-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-NADE0S18-processed-gene-1.104&CDS=1-1611	YBR163W
OG0003566	snap_masked-NADE0S18-processed-gene-1.185-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.185&CDS=1-5502	YBR208C
OG0003567	snap_masked-NADE0S18-processed-gene-1.186-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.186&CDS=1-1086	YBR204C
OG0003568	snap_masked-NADE0S18-processed-gene-1.215-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.215&CDS=1-2754	YBR203W
OG0003569	snap_masked-NADE0S18-processed-gene-1.216-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.216&CDS=1-2427	YBR202W
OG0003570	snap_masked-NADE0S18-processed-gene-1.217-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.217&CDS=1-630	YBR201W
OG0003571	snap_masked-NADE0S18-processed-gene-1.218-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.218&CDS=1-1701	YBR200W
OG0003572	snap_masked-NADE0S18-processed-gene-1.187-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.187&CDS=1-2481	YBR198C
OG0003573	augustus_masked-NADE0S18-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-NADE0S18-processed-gene-1.138&CDS=1-648	YOR202W
OG0003574	snap_masked-NADE0S18-processed-gene-1.190-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.190&CDS=1-1191	YOR201C
OG0003575	snap_masked-NADE0S18-processed-gene-1.191-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.191&CDS=1-1416	YOR198C
OG0003576	snap_masked-NADE0S18-processed-gene-1.219-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.219&CDS=1-1131	YOR197W
OG0003577	snap_masked-NADE0S18-processed-gene-1.192-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.192&CDS=1-1197	YOR196C
OG0003578	snap_masked-NADE0S18-processed-gene-1.220-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.220&CDS=1-2406	YOR195W
OG0003579	snap_masked-NADE0S18-processed-gene-1.221-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.221&CDS=1-1074	YPL112C
OG0003580	augustus_masked-NADE0S19-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NADE0S19-processed-gene-0.5&CDS=1-753	YLR079W
OG0003581	snap_masked-NADE0S23-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NADE0S23-processed-gene-0.3&CDS=1-1932	YDR350C
OG0003582	genemark-NADE0S24-processed-gene-0.65-mRNA-1_1&gene=genemark-NADE0S24-processed-gene-0.65&CDS=1-555	YLR050C
OG0003583	snap_masked-NADE0S24-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NADE0S24-processed-gene-0.32&CDS=1-1263	YLR049C
OG0003584	snap_masked-NADE0S24-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NADE0S24-processed-gene-0.33&CDS=1-1482	YFL018C
OG0003585	snap_masked-NADE0S24-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NADE0S24-processed-gene-0.49&CDS=1-750	YLR051C
OG0003586	snap_masked-NADE0S24-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NADE0S24-processed-gene-0.34&CDS=1-909	YLR052W
