	Alloascoidea_hylecoeti	Saccharomyces_cerevisiae
OG0002470	-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-5.102&CDS=1-1008	YMR041C
OG0002471	-augustus-gene-5.52-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-augustus-gene-5.52&CDS=1-519	YOL129W
OG0002472	-processed-gene-5.106-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-5.106&CDS=1-1782	YHL040C
OG0002473	-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-5.109&CDS=1-1725	YDL017W
OG0002474	-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-5.127&CDS=1-1689	YEL062W
OG0002475	-processed-gene-5.129-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-5.129&CDS=1-1875	YMR013C
OG0002476	-processed-gene-5.111-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-5.111&CDS=1-2181	YJL101C
OG0002477	-processed-gene-5.116-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-5.116&CDS=1-1110	YPL244C
OG0002478	-snap-gene-6.75-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-snap-gene-6.75&CDS=1-1137	YKL113C
OG0002479	-augustus-gene-6.130-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-augustus-gene-6.130&CDS=1-2478	YNL020C
OG0002480	-processed-gene-6.45-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-6.45&CDS=1-2337	YNL021W
OG0002481	-processed-gene-6.43-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-6.43&CDS=1-1335	YNL022C
OG0002482	-augustus-gene-6.134-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-augustus-gene-6.134&CDS=1-1143	YIL094C
OG0002483	-processed-gene-6.47-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-6.47&CDS=1-2181	YIL091C
OG0002484	-processed-gene-6.22-mRNA-1_1&gene=genemark-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-6.22&CDS=1-132	YNL024C-A
OG0002485	-processed-gene-6.97-mRNA-1_1&gene=snap_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-6.97&CDS=1-798	YIL093C
OG0002486	-processed-gene-6.98-mRNA-1_1&gene=snap_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-6.98&CDS=1-1086	YIL090W
OG0002487	-processed-gene-6.13-mRNA-1_1&gene=genemark-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-6.13&CDS=1-264	YJR135W-A
OG0002488	-processed-gene-6.58-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-6.58&CDS=1-1002	YHR198C
OG0002489	-processed-gene-6.59-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-6.59&CDS=1-3084	YJR132W
OG0002490	-processed-gene-6.56-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-6.56&CDS=1-3096	YPL040C
OG0002491	-processed-gene-6.63-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-6.63&CDS=1-2361	YGL045W
OG0002492	-processed-gene-6.57-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-6.57&CDS=1-1545	YMR223W
OG0002493	-processed-gene-6.68-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-6.68&CDS=1-786	YOR281C
OG0002494	-processed-gene-6.124-mRNA-1_1&gene=snap_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-6.124&CDS=1-576	YHR140W
OG0002495	-augustus-gene-6.135-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-augustus-gene-6.135&CDS=1-606	YGL200C
OG0002496	-snap-gene-6.86-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-snap-gene-6.86&CDS=1-1179	YER133W
OG0002497	-processed-gene-7.36-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-7.36&CDS=1-399	YKL170W
OG0002498	-processed-gene-7.37-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-7.37&CDS=1-489	YKL167C
OG0002499	-processed-gene-8.0-mRNA-1_1&gene=snap_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-8.0&CDS=1-717	YDL183C
OG0002500	-processed-gene-8.50-mRNA-1_1&gene=genemark-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-8.50&CDS=1-933	YDL134C
OG0002501	-processed-gene-8.84-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-8.84&CDS=1-1689	YOL033W
OG0002502	-augustus-gene-8.47-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-augustus-gene-8.47&CDS=1-729	YPL065W
OG0002503	-augustus-gene-9.45-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-augustus-gene-9.45&CDS=1-603	YER007C-A
OG0002504	-processed-gene-9.102-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-9.102&CDS=1-735	YIR005W
OG0002505	-processed-gene-9.104-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-9.104&CDS=1-1200	YLR355C
OG0002506	-processed-gene-9.123-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-9.123&CDS=1-1212	YJR149W
OG0002507	-processed-gene-9.126-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-9.126&CDS=1-1011	YHR034C
OG0002508	-processed-gene-9.31-mRNA-1_1&gene=snap_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-9.31&CDS=1-2895	YGR047C
OG0002509	-processed-gene-9.109-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-9.109&CDS=1-1098	YGR048W
OG0002510	-processed-gene-9.15-mRNA-1_1&gene=snap_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-9.15&CDS=1-405	YNL260C
OG0002511	-processed-gene-9.17-mRNA-1_1&gene=snap_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-9.17&CDS=1-1080	YDR126W
OG0002512	-processed-gene-9.114-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-9.114&CDS=1-2286	YBR198C
OG0002513	-processed-gene-9.115-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-9.115&CDS=1-1668	YBR196C
OG0002514	-snap-gene-9.49-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-snap-gene-9.49&CDS=1-1701	YER047C
OG0002515	-processed-gene-9.133-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-9.133&CDS=1-1254	YER048C
OG0002516	-augustus-gene-9.46-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-augustus-gene-9.46&CDS=1-615	YBR193C
OG0002517	-augustus-gene-10.120-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-augustus-gene-10.120&CDS=1-447	YIR015W
OG0002518	-augustus-gene-10.112-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-augustus-gene-10.112&CDS=1-753	YOL038W
OG0002519	-augustus-gene-10.113-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-augustus-gene-10.113&CDS=1-1233	YBR195C
OG0002520	-processed-gene-10.3-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.3&CDS=1-3906	YPL006W
OG0002521	-augustus-gene-10.121-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-augustus-gene-10.121&CDS=1-1974	YOR254C
OG0002522	-augustus-gene-10.114-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-augustus-gene-10.114&CDS=1-642	YER002W
OG0002523	-augustus-gene-10.122-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-augustus-gene-10.122&CDS=1-1281	YER003C
OG0002524	-processed-gene-10.10-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.10&CDS=1-969	YOL110W
OG0002525	-processed-gene-10.33-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.33&CDS=1-1611	YNL291C
OG0002526	-processed-gene-10.11-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.11&CDS=1-588	YBR022W
OG0002527	-processed-gene-10.12-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.12&CDS=1-2217	YDL035C
OG0002528	-processed-gene-10.35-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.35&CDS=1-1923	YEL015W
OG0002529	-processed-gene-10.162-mRNA-1_1&gene=snap_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.162&CDS=1-2157	YFR029W
OG0002530	-processed-gene-10.39-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.39&CDS=1-1059	YKL172W
OG0002531	-processed-gene-10.72-mRNA-1_1&gene=genemark-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.72&CDS=1-1044	YJL167W
OG0002532	-processed-gene-10.40-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.40&CDS=1-3018	YKL173W
OG0002533	-augustus-gene-10.123-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-augustus-gene-10.123&CDS=1-285	YJL166W
OG0002534	-processed-gene-10.22-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.22&CDS=1-1101	YGL100W
OG0002535	-augustus-gene-10.124-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-augustus-gene-10.124&CDS=1-369	YJL179W
OG0002536	-processed-gene-10.23-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.23&CDS=1-1044	YJL180C
OG0002537	-augustus-gene-10.125-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-augustus-gene-10.125&CDS=1-1503	YIL145C
OG0002538	-processed-gene-10.24-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.24&CDS=1-2070	YIL144W
OG0002539	-processed-gene-10.25-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.25&CDS=1-1053	YKR092C
OG0002540	-processed-gene-10.198-mRNA-1_1&gene=snap_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.198&CDS=1-1167	YOR084W
OG0002541	-augustus-gene-10.119-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-augustus-gene-10.119&CDS=1-324	YNL122C
OG0002542	-processed-gene-10.28-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.28&CDS=1-1332	YOR323C
OG0002543	-processed-gene-10.51-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.51&CDS=1-3585	YAL026C
OG0002544	-processed-gene-10.29-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.29&CDS=1-909	YNL006W
OG0002545	-augustus-gene-0.42-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-0.42&CDS=1-1623	YGL179C
OG0002546	-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-0.68&CDS=1-2433	YOR168W
OG0002547	-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-0.57&CDS=1-2571	YPL029W
OG0002548	-augustus-gene-0.40-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-0.40&CDS=1-1188	YPL028W
OG0002549	-augustus-gene-0.46-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-0.46&CDS=1-636	YDR236C
OG0002550	-augustus-gene-0.47-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-0.47&CDS=1-1833	YDL207W
OG0002551	-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-0.61&CDS=1-915	YDR237W
OG0002552	-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-0.75&CDS=1-2859	YDR238C
OG0002553	-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-0.76&CDS=1-1230	YML071C
OG0002554	-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-0.62&CDS=1-1086	YLR447C
OG0002555	-augustus-gene-1.101-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-1.101&CDS=1-546	YML077W
OG0002556	-augustus-gene-1.102-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-1.102&CDS=1-1374	YJR125C
OG0002557	-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-1.32&CDS=1-1311	YML080W
OG0002558	-augustus-gene-1.95-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-1.95&CDS=1-4320	YML072C
OG0002559	-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-1.54&CDS=1-1404	YLR142W
OG0002560	-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-1.56&CDS=1-1128	YLR113W
OG0002561	-processed-gene-2.88-mRNA-1_1&gene=snap_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-2.88&CDS=1-2148	YBR102C
OG0002562	-augustus-gene-2.62-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-2.62&CDS=1-3543	YBR235W
OG0002563	-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-2.6&CDS=1-918	YCL031C
OG0002564	-processed-gene-2.48-mRNA-1_1&gene=genemark-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-2.48&CDS=1-603	YPR107C
OG0002565	-augustus-gene-2.64-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-2.64&CDS=1-3324	YOR304W
OG0002566	-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-2.24&CDS=1-2067	YGR145W
OG0002567	-processed-gene-2.86-mRNA-1_1&gene=snap_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-2.86&CDS=1-1917	YOR037W
OG0002568	-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-3.69&CDS=1-1512	YPR169W
OG0002569	-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-3.86&CDS=1-477	YML030W
OG0002570	-snap-gene-3.47-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-snap-gene-3.47&CDS=1-1731	YIL065C
OG0002571	-augustus-gene-3.58-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-3.58&CDS=1-558	YGL242C
OG0002572	-processed-gene-3.9-mRNA-1_1&gene=snap_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-3.9&CDS=1-3000	YGL241W
OG0002573	-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-3.88&CDS=1-2175	YGL245W
OG0002574	-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-3.74&CDS=1-810	YJR113C
OG0002575	-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-3.94&CDS=1-1830	YLR088W
OG0002576	-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-3.78&CDS=1-1137	YNL001W
OG0002577	-augustus-gene-3.60-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-3.60&CDS=1-1086	YGR031W
OG0002578	-processed-gene-3.21-mRNA-1_1&gene=snap_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-3.21&CDS=1-2730	YGR099W
OG0002579	-augustus-gene-3.61-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-3.61&CDS=1-1491	YDR402C
OG0002580	-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-3.85&CDS=1-1596	YIL001W
OG0002581	-augustus-gene-4.2-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-4.2&CDS=1-1233	YPL048W
OG0002582	-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-4.36&CDS=1-1059	YER027C
OG0002583	-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-4.54&CDS=1-1221	YKR048C
OG0002584	-processed-gene-4.56-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-4.56&CDS=1-1149	YGL211W
OG0002585	-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-4.41&CDS=1-2610	YMR309C
OG0002586	-processed-gene-4.29-mRNA-1_1&gene=genemark-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-4.29&CDS=1-6126	YFL007W
OG0002587	-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-4.43&CDS=1-1005	YCR036W
OG0002588	-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-4.44&CDS=1-1725	YDR124W
OG0002589	-processed-gene-4.77-mRNA-1_1&gene=snap_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-4.77&CDS=1-834	YGR060W
OG0002590	-processed-gene-4.78-mRNA-1_1&gene=snap_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-4.78&CDS=1-2613	YKL034W
OG0002591	-augustus-gene-4.3-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-4.3&CDS=1-960	YHL011C
OG0002592	-processed-gene-4.46-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-4.46&CDS=1-591	YOR289W
OG0002593	-augustus-gene-4.1-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-4.1&CDS=1-1875	YKR008W
OG0002594	-processed-gene-4.20-mRNA-1_1&gene=genemark-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-4.20&CDS=1-3048	YMR080C
OG0002595	-processed-gene-5.53-mRNA-1_1&gene=genemark-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-5.53&CDS=1-3276	YLR071C
OG0002596	-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-5.83&CDS=1-1011	YBL032W
OG0002597	-processed-gene-5.99-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-5.99&CDS=1-1164	YOR063W
OG0002598	-processed-gene-5.88-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-5.88&CDS=1-1794	YKL149C
OG0002599	-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-5.105&CDS=1-1443	YDR299W
OG0002600	-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-5.109&CDS=1-1404	YPL151C
OG0002601	-processed-gene-5.91-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-5.91&CDS=1-2124	YOR243C
OG0002602	-processed-gene-5.94-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-5.94&CDS=1-2571	YDR074W
OG0002603	-processed-gene-5.95-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-5.95&CDS=1-945	YFR025C
OG0002604	-processed-gene-5.37-mRNA-1_1&gene=snap_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-5.37&CDS=1-3759	YNL236W
OG0002605	-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-5.113&CDS=1-1068	YNL231C
OG0002606	-processed-gene-6.75-mRNA-1_1&gene=snap_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-6.75&CDS=1-252	YIL008W
OG0002607	-processed-gene-6.32-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-6.32&CDS=1-243	YGR105W
OG0002608	-processed-gene-6.19-mRNA-1_1&gene=genemark-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-6.19&CDS=1-9861	YGL206C
OG0002609	-processed-gene-6.50-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-6.50&CDS=1-2124	YAL011W
OG0002610	-processed-gene-6.52-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-6.52&CDS=1-2610	YJR036C
OG0002611	-snap-gene-6.65-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-snap-gene-6.65&CDS=1-2664	YGR188C
OG0002612	-processed-gene-6.38-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-6.38&CDS=1-3303	YGR258C
OG0002613	-processed-gene-6.39-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-6.39&CDS=1-1425	YGR046W
OG0002614	-processed-gene-6.42-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-6.42&CDS=1-750	YGR135W
OG0002615	-snap-gene-6.71-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-snap-gene-6.71&CDS=1-426	YPR153W
OG0002616	-augustus-gene-7.117-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-7.117&CDS=1-2655	YBR170C
OG0002617	-augustus-gene-7.115-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-7.115&CDS=1-558	YBR171W
OG0002618	-processed-gene-7.83-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-7.83&CDS=1-744	YKL099C
OG0002619	-processed-gene-7.95-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-7.95&CDS=1-2520	YMR049C
OG0002620	-processed-gene-7.13-mRNA-1_1&gene=snap_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-7.13&CDS=1-5799	YGR098C
OG0002621	-processed-gene-7.101-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-7.101&CDS=1-2559	YGR200C
OG0002622	-processed-gene-7.106-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-7.106&CDS=1-1158	YPR118W
OG0002623	-processed-gene-7.107-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-7.107&CDS=1-984	YOR061W
OG0002624	-processed-gene-7.110-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-7.110&CDS=1-1410	YFR006W
OG0002625	-processed-gene-7.92-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-7.92&CDS=1-1542	YFR005C
OG0002626	-processed-gene-7.111-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-7.111&CDS=1-942	YFR004W
OG0002627	-processed-gene-8.4-mRNA-1_1&gene=snap_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-8.4&CDS=1-1707	YNL193W
OG0002628	-processed-gene-8.93-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-8.93&CDS=1-1905	YBL035C
OG0002629	-processed-gene-8.79-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-8.79&CDS=1-654	YFL010C
OG0002630	-processed-gene-8.94-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-8.94&CDS=1-297	YMR123W
OG0002631	-processed-gene-8.95-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-8.95&CDS=1-1017	YKL085W
OG0002632	-processed-gene-8.30-mRNA-1_1&gene=snap_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-8.30&CDS=1-357	YKL086W
OG0002633	-processed-gene-9.40-mRNA-1_1&gene=genemark-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-9.40&CDS=1-1677	YKR056W
OG0002634	-processed-gene-9.8-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-9.8&CDS=1-531	YDR377W
OG0002635	-augustus-gene-9.3-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-augustus-gene-9.3&CDS=1-1509	YDR376W
