	Saccharomyces_cerevisiae	yHMPu5000034883_Peterozyma_xylosa
OG0003386	YOR375C	snap_masked-flattened_line_0-processed-gene-7.61-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.61&CDS=1-1368
OG0003387	YOR378W	snap_masked-flattened_line_0-processed-gene-5.63-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.63&CDS=1-1560
OG0003388	YOR388C	snap_masked-flattened_line_28-processed-gene-1.89-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.89&CDS=1-1170
OG0003389	YPL002C	snap_masked-flattened_line_8-processed-gene-6.7-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-6.7&CDS=1-759
OG0003390	YPL003W	snap_masked-flattened_line_2-processed-gene-1.11-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.11&CDS=1-1587
OG0003391	YPL005W	snap_masked-flattened_line_44-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.101&CDS=1-2142
OG0003392	YPL006W	snap_masked-flattened_line_44-processed-gene-0.140-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.140&CDS=1-3909
OG0003393	YPL007C	snap_masked-flattened_line_0-processed-gene-5.81-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.81&CDS=1-2112
OG0003394	YPL008W	snap_masked-flattened_line_0-processed-gene-4.4-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.4&CDS=1-2511
OG0003395	YPL009C	genemark-flattened_line_0-processed-gene-7.122-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.122&CDS=1-3210
OG0003396	YPL010W	snap_masked-flattened_line_0-processed-gene-10.83-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-10.83&CDS=1-582
OG0003397	YPL011C	snap_masked-flattened_line_0-processed-gene-10.82-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-10.82&CDS=1-1059
OG0003398	YPL012W	snap_masked-flattened_line_8-processed-gene-1.78-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.78&CDS=1-3666
OG0003399	YPL013C	snap_masked-flattened_line_8-processed-gene-1.57-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.57&CDS=1-363
OG0003400	YPL014W	augustus_masked-flattened_line_0-processed-gene-4.131-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.131&CDS=1-1332
OG0003401	YPL015C	snap_masked-flattened_line_0-processed-gene-6.10-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.10&CDS=1-1128
OG0003402	YPL016W	snap_masked-flattened_line_0-processed-gene-4.40-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.40&CDS=1-3309
OG0003403	YPL020C	genemark-flattened_line_0-processed-gene-10.113-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.113&CDS=1-2388
OG0003404	YPL022W	snap_masked-flattened_line_0-processed-gene-3.74-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.74&CDS=1-3048
OG0003405	YPL023C	snap_masked-flattened_line_0-processed-gene-3.57-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.57&CDS=1-1803
OG0003406	YPL029W	snap_masked-flattened_line_6-processed-gene-5.0-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-5.0&CDS=1-2250
OG0003407	YPL030W	snap_masked-flattened_line_2-processed-gene-3.121-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.121&CDS=1-1689
OG0003408	YPL031C	snap_masked-flattened_line_2-processed-gene-3.100-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.100&CDS=1-993
OG0003409	YPL037C	snap_masked-flattened_line_24-processed-gene-3.162-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-3.162&CDS=1-462
OG0003410	YPL040C	snap_masked-flattened_line_0-processed-gene-6.1-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.1&CDS=1-3177
OG0003411	YPL041C	genemark-flattened_line_0-processed-gene-6.48-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.48&CDS=1-702
OG0003412	YPL042C	snap_masked-flattened_line_0-processed-gene-6.3-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.3&CDS=1-1434
OG0003413	YPL043W	snap_masked-flattened_line_4-processed-gene-4.69-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.69&CDS=1-2235
OG0003414	YPL045W	snap_masked-flattened_line_2-processed-gene-2.28-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.28&CDS=1-2526
OG0003415	YPL046C	genemark-flattened_line_2-processed-gene-2.90-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.90&CDS=1-348
OG0003416	YPL050C	snap_masked-flattened_line_32-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.66&CDS=1-1104
OG0003417	YPL051W	genemark-flattened_line_16-processed-gene-4.132-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-4.132&CDS=1-609
OG0003418	YPL054W	snap_masked-flattened_line_32-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.68&CDS=1-1311
OG0003419	YPL059W	snap_masked-flattened_line_32-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.61&CDS=1-453
OG0003420	YPL060W	maker-flattened_line_2-augustus-gene-0.3-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-0.3&CDS=1-3840
OG0003421	YPL063W	snap_masked-flattened_line_2-processed-gene-6.20-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.20&CDS=1-1386
OG0003422	YPL064C	snap_masked-flattened_line_2-processed-gene-5.96-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.96&CDS=1-1140
OG0003423	YPL066W	snap_masked-flattened_line_8-processed-gene-2.114-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.114&CDS=1-1266
OG0003424	YPL067C	snap_masked-flattened_line_2-processed-gene-9.52-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-9.52&CDS=1-663
OG0003425	YPL069C	snap_masked-flattened_line_12-processed-gene-3.88-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.88&CDS=1-945
OG0003426	YPL072W	maker-flattened_line_18-snap-gene-3.103-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-3.103&CDS=1-1989
OG0003427	YPL078C	snap_masked-flattened_line_34-processed-gene-1.141-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.141&CDS=1-645
OG0003428	YPL082C	snap_masked-flattened_line_34-processed-gene-1.140-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.140&CDS=1-5775
OG0003429	YPL083C	augustus_masked-flattened_line_24-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.155&CDS=1-1461
OG0003430	YPL084W	snap_masked-flattened_line_30-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.49&CDS=1-2442
OG0003431	YPL085W	augustus_masked-flattened_line_14-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-4.104&CDS=1-5511
OG0003432	YPL086C	snap_masked-flattened_line_32-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.51&CDS=1-1683
OG0003433	YPL091W	snap_masked-flattened_line_0-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.64&CDS=1-1476
OG0003434	YPL093W	snap_masked-flattened_line_32-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.69&CDS=1-1914
OG0003435	YPL094C	maker-flattened_line_12-augustus-gene-5.139-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-5.139&CDS=1-897
OG0003436	YPL096W	snap_masked-flattened_line_60-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.14&CDS=1-1131
OG0003437	YPL097W	augustus_masked-flattened_line_60-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.46&CDS=1-1476
OG0003438	YPL098C	maker-flattened_line_12-snap-gene-5.4-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-5.4&CDS=1-342
OG0003439	YPL101W	snap_masked-flattened_line_30-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.61&CDS=1-1353
OG0003440	YPL103C	snap_masked-flattened_line_6-processed-gene-1.17-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.17&CDS=1-1278
OG0003441	YPL104W	augustus_masked-flattened_line_2-processed-gene-8.39-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.39&CDS=1-3093
OG0003442	YPL106C	snap_masked-flattened_line_2-processed-gene-8.88-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-8.88&CDS=1-2067
OG0003443	YPL107W	genemark-flattened_line_46-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.61&CDS=1-594
OG0003444	YPL108W	snap_masked-flattened_line_0-processed-gene-2.43-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.43&CDS=1-438
OG0003445	YPL109C	maker-flattened_line_0-snap-gene-2.4-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-2.4&CDS=1-2106
OG0003446	YPL110C	genemark-flattened_line_0-processed-gene-2.64-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.64&CDS=1-3612
OG0003447	YPL112C	snap_masked-flattened_line_36-processed-gene-1.98-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.98&CDS=1-1089
OG0003448	YPL115C	snap_masked-flattened_line_10-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.58&CDS=1-3471
OG0003449	YPL116W	snap_masked-flattened_line_10-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.41&CDS=1-1767
OG0003450	YPL117C	genemark-flattened_line_12-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.114&CDS=1-804
OG0003451	YPL118W	snap_masked-flattened_line_36-processed-gene-1.100-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.100&CDS=1-1068
OG0003452	YPL120W	snap_masked-flattened_line_28-processed-gene-2.62-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-2.62&CDS=1-1362
OG0003453	YPL122C	snap_masked-flattened_line_28-processed-gene-2.40-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-2.40&CDS=1-1818
OG0003454	YPL123C	snap_masked-flattened_line_6-processed-gene-3.121-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.121&CDS=1-1275
OG0003455	YPL125W	snap_masked-flattened_line_22-processed-gene-3.55-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-3.55&CDS=1-2955
OG0003456	YPL126W	snap_masked-flattened_line_22-processed-gene-3.53-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-3.53&CDS=1-2472
OG0003457	YPL127C	snap_masked-flattened_line_4-processed-gene-2.117-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.117&CDS=1-474
OG0003458	YPL128C	snap_masked-flattened_line_4-processed-gene-2.137-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.137&CDS=1-3054
OG0003459	YPL129W	snap_masked-flattened_line_4-processed-gene-2.116-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.116&CDS=1-699
OG0003460	YPL131W	snap_masked-flattened_line_10-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.38&CDS=1-897
OG0003461	YPL132W	snap_masked-flattened_line_14-processed-gene-5.190-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-5.190&CDS=1-858
OG0003462	YPL133C	augustus_masked-flattened_line_10-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.94&CDS=1-3297
OG0003463	YPL134C	maker-flattened_line_22-augustus-gene-4.157-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-4.157&CDS=1-894
OG0003464	YPL138C	snap_masked-flattened_line_6-processed-gene-3.114-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.114&CDS=1-1176
OG0003465	YPL146C	snap_masked-flattened_line_4-processed-gene-2.147-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.147&CDS=1-1236
OG0003466	YPL147W	snap_masked-flattened_line_4-processed-gene-7.16-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-7.16&CDS=1-2577
OG0003467	YPL149W	genemark-flattened_line_0-processed-gene-8.107-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.107&CDS=1-885
OG0003468	YPL150W	genemark-flattened_line_0-processed-gene-8.128-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.128&CDS=1-2964
OG0003469	YPL151C	snap_masked-flattened_line_16-processed-gene-2.114-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.114&CDS=1-1479
OG0003470	YPL152W	snap_masked-flattened_line_42-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.77&CDS=1-1140
OG0003471	YPL153C	snap_masked-flattened_line_16-processed-gene-2.137-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.137&CDS=1-2547
OG0003472	YPL154C	snap_masked-flattened_line_16-processed-gene-2.136-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.136&CDS=1-1206
OG0003473	YPL155C	snap_masked-flattened_line_38-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.2&CDS=1-2262
OG0003474	YPL157W	snap_masked-flattened_line_18-processed-gene-2.96-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.96&CDS=1-756
OG0003475	YPL160W	maker-flattened_line_34-snap-gene-1.248-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-1.248&CDS=1-3285
OG0003476	YPL162C	genemark-flattened_line_48-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.93&CDS=1-828
OG0003477	YPL164C	snap_masked-flattened_line_22-processed-gene-4.65-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-4.65&CDS=1-2118
OG0003478	YPL165C	snap_masked-flattened_line_30-processed-gene-2.100-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-2.100&CDS=1-1182
OG0003479	YPL167C	snap_masked-flattened_line_6-processed-gene-3.96-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.96&CDS=1-5094
OG0003480	YPL169C	snap_masked-flattened_line_6-processed-gene-2.85-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.85&CDS=1-1899
OG0003481	YPL170W	snap_masked-flattened_line_0-processed-gene-5.45-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.45&CDS=1-462
OG0003482	YPL172C	snap_masked-flattened_line_24-processed-gene-2.92-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.92&CDS=1-1380
OG0003483	YPL173W	snap_masked-flattened_line_34-processed-gene-1.144-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.144&CDS=1-942
OG0003484	YPL175W	genemark-flattened_line_6-processed-gene-2.118-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.118&CDS=1-1341
OG0003485	YPL178W	snap_masked-flattened_line_8-processed-gene-6.3-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-6.3&CDS=1-846
OG0003486	YPL180W	augustus_masked-flattened_line_8-processed-gene-6.106-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-6.106&CDS=1-2007
OG0003487	YPL181W	snap_masked-flattened_line_8-processed-gene-6.1-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-6.1&CDS=1-1599
OG0003488	YPL183C	snap_masked-flattened_line_8-processed-gene-6.2-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-6.2&CDS=1-3222
OG0003489	YPL183W-A	maker-flattened_line_8-snap-gene-6.96-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-6.96&CDS=1-243
OG0003490	YPL184C	snap_masked-flattened_line_4-processed-gene-2.110-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.110&CDS=1-1857
OG0003491	YPL186C	snap_masked-flattened_line_8-processed-gene-3.20-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.20&CDS=1-624
OG0003492	YPL188W	snap_masked-flattened_line_14-processed-gene-5.152-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-5.152&CDS=1-1431
OG0003493	YPL189C-A	snap_masked-flattened_line_0-processed-gene-4.28-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.28&CDS=1-225
OG0003494	YPL190C	snap_masked-flattened_line_6-processed-gene-2.95-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.95&CDS=1-2202
OG0003495	YPL194W	snap_masked-flattened_line_24-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.62&CDS=1-1869
OG0003496	YPL195W	snap_masked-flattened_line_24-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.88&CDS=1-2880
OG0003497	YPL196W	snap_masked-flattened_line_20-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.54&CDS=1-780
OG0003498	YPL199C	snap_masked-flattened_line_2-processed-gene-7.35-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-7.35&CDS=1-864
OG0003499	YPL203W	snap_masked-flattened_line_6-processed-gene-7.139-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-7.139&CDS=1-1425
OG0003500	YPL204W	snap_masked-flattened_line_4-processed-gene-8.105-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-8.105&CDS=1-1194
OG0003501	YPL206C	snap_masked-flattened_line_4-processed-gene-8.106-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-8.106&CDS=1-1062
OG0003502	YPL207W	snap_masked-flattened_line_12-processed-gene-2.160-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.160&CDS=1-2175
OG0003503	YPL208W	snap_masked-flattened_line_4-processed-gene-5.109-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-5.109&CDS=1-1818
OG0003504	YPL209C	snap_masked-flattened_line_32-processed-gene-1.132-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.132&CDS=1-1254
OG0003505	YPL210C	snap_masked-flattened_line_18-processed-gene-3.74-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-3.74&CDS=1-1869
OG0003506	YPL211W	snap_masked-flattened_line_12-processed-gene-2.120-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.120&CDS=1-543
OG0003507	YPL212C	maker-flattened_line_12-augustus-gene-2.5-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-2.5&CDS=1-1656
OG0003508	YPL213W	snap_masked-flattened_line_12-processed-gene-5.91-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-5.91&CDS=1-723
OG0003509	YPL214C	snap_masked-flattened_line_2-processed-gene-1.22-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.22&CDS=1-1563
OG0003510	YPL215W	snap_masked-flattened_line_12-processed-gene-5.119-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-5.119&CDS=1-1005
OG0003511	YPL217C	snap_masked-flattened_line_4-processed-gene-5.121-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-5.121&CDS=1-3564
OG0003512	YPL218W	genemark-flattened_line_4-processed-gene-5.97-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.97&CDS=1-570
OG0003513	YPL222W	snap_masked-flattened_line_4-processed-gene-5.151-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-5.151&CDS=1-1854
OG0003514	YPL225W	snap_masked-flattened_line_2-processed-gene-7.38-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-7.38&CDS=1-441
OG0003515	YPL226W	snap_masked-flattened_line_0-processed-gene-6.35-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.35&CDS=1-3396
OG0003516	YPL227C	snap_masked-flattened_line_26-processed-gene-1.17-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.17&CDS=1-996
OG0003517	YPL228W	genemark-flattened_line_20-processed-gene-1.85-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.85&CDS=1-1656
OG0003518	YPL231W	snap_masked-flattened_line_2-processed-gene-5.61-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.61&CDS=1-6111
OG0003519	YPL233W	maker-flattened_line_10-snap-gene-5.118-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-5.118&CDS=1-642
OG0003520	YPL234C	augustus_masked-flattened_line_10-processed-gene-5.12-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-5.12&CDS=1-495
OG0003521	YPL235W	snap_masked-flattened_line_10-processed-gene-5.185-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.185&CDS=1-1416
OG0003522	YPL236C	snap_masked-flattened_line_10-processed-gene-5.131-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.131&CDS=1-1137
OG0003523	YPL237W	snap_masked-flattened_line_28-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.59&CDS=1-867
OG0003524	YPL239W	snap_masked-flattened_line_28-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.58&CDS=1-603
OG0003525	YPL243W	snap_masked-flattened_line_28-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.55&CDS=1-1728
OG0003526	YPL244C	snap_masked-flattened_line_10-processed-gene-5.191-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.191&CDS=1-1071
OG0003527	YPL245W	snap_masked-flattened_line_48-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.130&CDS=1-1317
OG0003528	YPL246C	maker-flattened_line_10-snap-gene-5.117-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-5.117&CDS=1-879
OG0003529	YPL247C	snap_masked-flattened_line_0-processed-gene-7.64-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.64&CDS=1-1350
