	Metschnikowia_mauinuiana	Saccharomyces_cerevisiae
OG0002428	augustus_masked-mau_s39-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-mau_s39-processed-gene-1.86&CDS=1-834	YHL031C
OG0002429	augustus_masked-mau_s39-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-mau_s39-processed-gene-1.88&CDS=1-894	YPL131W
OG0002430	augustus_masked-mau_s39-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-mau_s39-processed-gene-1.89&CDS=1-1875	YAL016W
OG0002431	augustus_masked-mau_s39-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-mau_s39-processed-gene-1.92&CDS=1-2112	YMR284W
OG0002432	augustus_masked-mau_s39-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-mau_s39-processed-gene-1.69&CDS=1-438	YJR058C
OG0002433	augustus_masked-mau_s39-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-mau_s39-processed-gene-1.93&CDS=1-621	YJR057W
OG0002434	augustus_masked-mau_s39-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-mau_s39-processed-gene-1.73&CDS=1-627	YOL139C
OG0002435	augustus_masked-mau_s39-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-mau_s39-processed-gene-1.74&CDS=1-3531	YOL138C
OG0002436	augustus_masked-mau_s39-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-mau_s39-processed-gene-1.97&CDS=1-696	YDR489W
OG0002437	augustus_masked-mau_s39-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-mau_s39-processed-gene-1.98&CDS=1-1539	YDL003W
OG0002438	augustus_masked-mau_s39-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-mau_s39-processed-gene-1.77&CDS=1-471	YDL004W
OG0002439	augustus_masked-mau_s39-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-mau_s39-processed-gene-1.78&CDS=1-471	YGR076C
OG0002440	augustus_masked-mau_s39-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-mau_s39-processed-gene-1.99&CDS=1-342	YGR074W
OG0002441	augustus_masked-mau_s39-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-mau_s39-processed-gene-1.80&CDS=1-3024	YNL321W
OG0002442	augustus_masked-mau_s40-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-mau_s40-processed-gene-0.58&CDS=1-1341	YER043C
OG0002443	augustus_masked-mau_s40-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-mau_s40-processed-gene-0.72&CDS=1-2445	YGR261C
OG0002444	maker-mau_s40-snap-gene-0.25-mRNA-1_1&gene=maker-mau_s40-snap-gene-0.25&CDS=1-3216	YGR258C
OG0002445	augustus_masked-mau_s40-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-mau_s40-processed-gene-0.62&CDS=1-729	YHR185C
OG0002446	augustus_masked-mau_s40-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-mau_s40-processed-gene-0.74&CDS=1-3303	YMR288W
OG0002447	augustus_masked-mau_s40-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-mau_s40-processed-gene-0.63&CDS=1-846	YHR187W
OG0002448	augustus_masked-mau_s40-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-mau_s40-processed-gene-0.76&CDS=1-1779	YHR188C
OG0002449	augustus_masked-mau_s40-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-mau_s40-processed-gene-0.64&CDS=1-1812	YJL013C
OG0002450	augustus_masked-mau_s40-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-mau_s40-processed-gene-0.66&CDS=1-4830	YMR162C
OG0002451	augustus_masked-mau_s40-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-mau_s40-processed-gene-0.77&CDS=1-2145	YJL012C
OG0002452	augustus_masked-mau_s40-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-mau_s40-processed-gene-0.80&CDS=1-1578	YJL014W
OG0002453	augustus_masked-mau_s40-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-mau_s40-processed-gene-1.36&CDS=1-3636	YDL101C
OG0002454	augustus_masked-mau_s40-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-mau_s40-processed-gene-1.37&CDS=1-3132	YDR080W
OG0002455	augustus_masked-mau_s40-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-mau_s40-processed-gene-1.38&CDS=1-729	YDR084C
OG0002456	augustus_masked-mau_s40-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-mau_s40-processed-gene-1.40&CDS=1-294	YDR079W
OG0002457	augustus_masked-mau_s40-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-mau_s40-processed-gene-1.49&CDS=1-2157	YDR081C
OG0002458	augustus_masked-mau_s40-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-mau_s40-processed-gene-1.51&CDS=1-900	YKL094W
OG0002459	augustus_masked-mau_s40-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-mau_s40-processed-gene-1.41&CDS=1-1350	YDL006W
OG0002460	augustus_masked-mau_s40-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-mau_s40-processed-gene-1.54&CDS=1-645	YHR181W
OG0002461	augustus_masked-mau_s40-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-mau_s40-processed-gene-1.55&CDS=1-5418	YKR031C
OG0002462	snap_masked-mau_s40-processed-gene-1.100-mRNA-1_1&gene=snap_masked-mau_s40-processed-gene-1.100&CDS=1-651	YHR089C
OG0002463	augustus_masked-mau_s40-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-mau_s40-processed-gene-1.44&CDS=1-4104	YBL047C
OG0002464	maker-mau_s40-snap-gene-1.70-mRNA-1_1&gene=maker-mau_s40-snap-gene-1.70&CDS=1-2235	YLL057C
OG0002465	augustus_masked-mau_s40-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-mau_s40-processed-gene-1.62&CDS=1-426	YPR100W
OG0002466	augustus_masked-mau_s40-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-mau_s40-processed-gene-1.65&CDS=1-1629	YGR055W
OG0002467	augustus_masked-mau_s40-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-mau_s40-processed-gene-1.66&CDS=1-3684	YJL080C
OG0002468	augustus_masked-mau_s40-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-mau_s40-processed-gene-1.67&CDS=1-3255	YFR016C
OG0002469	augustus_masked-mau_s40-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-mau_s40-processed-gene-1.47&CDS=1-711	YDR054C
OG0002470	augustus_masked-mau_s40-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-mau_s40-processed-gene-1.48&CDS=1-3825	YOL023W
OG0002471	augustus_masked-mau_s41-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-mau_s41-processed-gene-0.30&CDS=1-2595	YNL238W
OG0002472	augustus_masked-mau_s41-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-mau_s41-processed-gene-0.24&CDS=1-1365	YNL237W
OG0002473	augustus_masked-mau_s41-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-mau_s41-processed-gene-0.25&CDS=1-933	YJR095W
OG0002474	augustus_masked-mau_s41-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-mau_s41-processed-gene-0.26&CDS=1-1038	YJR100C
OG0002475	maker-mau_s41-snap-gene-0.23-mRNA-1_1&gene=maker-mau_s41-snap-gene-0.23&CDS=1-1458	YOR288C
OG0002476	augustus_masked-mau_s41-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-mau_s41-processed-gene-0.29&CDS=1-1443	YFR044C
OG0002477	augustus_masked-mau_s42-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-mau_s42-processed-gene-0.7&CDS=1-1575	YNL026W
OG0002478	augustus_masked-mau_s42-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-mau_s42-processed-gene-0.12&CDS=1-1011	YIL083C
OG0002479	genemark-mau_s42-processed-gene-0.15-mRNA-1_1&gene=genemark-mau_s42-processed-gene-0.15&CDS=1-180	YML081C-A
OG0002480	augustus_masked-mau_s42-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-mau_s42-processed-gene-0.8&CDS=1-441	YML077W
OG0002481	augustus_masked-mau_s42-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-mau_s42-processed-gene-0.9&CDS=1-1530	YOR378W
OG0002482	augustus_masked-mau_s43-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-mau_s43-processed-gene-0.42&CDS=1-426	YNL328C
OG0002483	genemark-mau_s43-processed-gene-0.0-mRNA-1_1&gene=genemark-mau_s43-processed-gene-0.0&CDS=1-1512	YAL038W
OG0002484	augustus_masked-mau_s43-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-mau_s43-processed-gene-0.30&CDS=1-954	YML110C
OG0002485	augustus_masked-mau_s43-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-mau_s43-processed-gene-0.31&CDS=1-1077	YLR291C
OG0002486	augustus_masked-mau_s43-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-mau_s43-processed-gene-0.45&CDS=1-1098	YKL193C
OG0002487	augustus_masked-mau_s43-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-mau_s43-processed-gene-0.46&CDS=1-342	YKL192C
OG0002488	augustus_masked-mau_s43-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-mau_s43-processed-gene-0.47&CDS=1-5643	YLR422W
OG0002489	augustus_masked-mau_s43-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-mau_s43-processed-gene-0.36&CDS=1-2922	YLR129W
OG0002490	augustus_masked-mau_s43-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-mau_s43-processed-gene-0.37&CDS=1-3582	YOL051W
OG0002491	snap_masked-mau_s43-processed-gene-0.70-mRNA-1_1&gene=snap_masked-mau_s43-processed-gene-0.70&CDS=1-477	YPR073C
OG0002492	augustus_masked-mau_s43-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-mau_s43-processed-gene-0.41&CDS=1-2022	YPR074C
OG0002493	augustus_masked-mau_s44-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-mau_s44-processed-gene-0.2&CDS=1-642	YDR140W
OG0002494	augustus_masked-mau_s45-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-0.35&CDS=1-2502	YER130C
OG0002495	augustus_masked-mau_s45-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-0.27&CDS=1-1131	YGL148W
OG0002496	augustus_masked-mau_s45-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-0.28&CDS=1-858	YKL154W
OG0002497	augustus_masked-mau_s45-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-0.37&CDS=1-609	YER128W
OG0002498	augustus_masked-mau_s45-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-0.39&CDS=1-591	YGL200C
OG0002499	augustus_masked-mau_s45-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-0.41&CDS=1-528	YMR295C
OG0002500	augustus_masked-mau_s45-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-0.42&CDS=1-2391	YDR320C
OG0002501	snap_masked-mau_s45-processed-gene-0.57-mRNA-1_1&gene=snap_masked-mau_s45-processed-gene-0.57&CDS=1-177	YHR072W-A
OG0002502	augustus_masked-mau_s45-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-0.43&CDS=1-2652	YLR451W
OG0002503	augustus_masked-mau_s45-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-0.30&CDS=1-1389	YJR124C
OG0002504	augustus_masked-mau_s45-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.69&CDS=1-1407	YJR122W
OG0002505	augustus_masked-mau_s45-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.70&CDS=1-2322	YKL213C
OG0002506	augustus_masked-mau_s45-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.72&CDS=1-1581	YER025W
OG0002507	augustus_masked-mau_s45-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.108&CDS=1-1905	YLR452C
OG0002508	augustus_masked-mau_s45-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.109&CDS=1-2523	YPR162C
OG0002509	augustus_masked-mau_s45-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.76&CDS=1-669	YJR123W
OG0002510	augustus_masked-mau_s45-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.113&CDS=1-333	YPR182W
OG0002511	augustus_masked-mau_s45-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.79&CDS=1-1119	YPR191W
OG0002512	augustus_masked-mau_s45-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.80&CDS=1-468	YPR187W
OG0002513	augustus_masked-mau_s45-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.115&CDS=1-648	YHR128W
OG0002514	augustus_masked-mau_s45-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.116&CDS=1-438	YNL147W
OG0002515	augustus_masked-mau_s45-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.82&CDS=1-717	YNL148C
OG0002516	augustus_masked-mau_s45-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.83&CDS=1-393	YNL149C
OG0002517	augustus_masked-mau_s45-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.84&CDS=1-1545	YPR137W
OG0002518	augustus_masked-mau_s45-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.117&CDS=1-645	YNL151C
OG0002519	augustus_masked-mau_s45-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.85&CDS=1-1572	YNL152W
OG0002520	augustus_masked-mau_s45-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.87&CDS=1-552	YKR085C
OG0002521	augustus_masked-mau_s45-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.118&CDS=1-1911	YIL144W
OG0002522	augustus_masked-mau_s45-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.89&CDS=1-1083	YKR071C
OG0002523	augustus_masked-mau_s45-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.119&CDS=1-1227	YPR065W
OG0002524	augustus_masked-mau_s45-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.92&CDS=1-1935	YGR119C
OG0002525	augustus_masked-mau_s45-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.121&CDS=1-924	YIL145C
OG0002526	augustus_masked-mau_s45-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.94&CDS=1-1122	YOR084W
OG0002527	augustus_masked-mau_s45-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.95&CDS=1-1053	YKR092C
OG0002528	augustus_masked-mau_s45-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.96&CDS=1-2577	YIL143C
OG0002529	augustus_masked-mau_s45-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.123&CDS=1-1272	YNR051C
OG0002530	augustus_masked-mau_s45-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.124&CDS=1-660	YDR177W
OG0002531	snap_masked-mau_s45-processed-gene-1.198-mRNA-1_1&gene=snap_masked-mau_s45-processed-gene-1.198&CDS=1-6708	YCR093W
OG0002532	augustus_masked-mau_s45-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.97&CDS=1-699	YMR132C
OG0002533	augustus_masked-mau_s45-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.126&CDS=1-252	YLR038C
OG0002534	augustus_masked-mau_s45-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.98&CDS=1-2016	YDR026C
OG0002535	augustus_masked-mau_s45-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.100&CDS=1-6369	YJL207C
OG0002536	augustus_masked-mau_s45-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.129&CDS=1-597	YKL001C
OG0002537	augustus_masked-mau_s45-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.103&CDS=1-915	YAR015W
OG0002538	augustus_masked-mau_s45-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.130&CDS=1-1890	YAR018C
OG0002539	augustus_masked-mau_s46-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-mau_s46-processed-gene-0.92&CDS=1-339	YKL138C
OG0002540	augustus_masked-mau_s46-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-mau_s46-processed-gene-0.96&CDS=1-2247	YGL022W
OG0002541	augustus_masked-mau_s46-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-mau_s46-processed-gene-0.97&CDS=1-567	YGL010W
OG0002542	augustus_masked-mau_s46-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-mau_s46-processed-gene-0.121&CDS=1-1557	YGL192W
OG0002543	augustus_masked-mau_s46-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-mau_s46-processed-gene-0.122&CDS=1-3747	YBL007C
OG0002544	augustus_masked-mau_s46-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-mau_s46-processed-gene-0.98&CDS=1-1755	YJR016C
OG0002545	augustus_masked-mau_s46-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-mau_s46-processed-gene-0.127&CDS=1-3453	YPR049C
OG0002546	augustus_masked-mau_s46-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-mau_s46-processed-gene-0.128&CDS=1-1863	YML042W
OG0002547	maker-mau_s47-augustus-gene-0.10-mRNA-1_1&gene=maker-mau_s47-augustus-gene-0.10&CDS=1-2046	YLR186W
OG0002548	augustus_masked-mau_s48-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-mau_s48-processed-gene-0.46&CDS=1-2289	YNR006W
OG0002549	augustus_masked-mau_s48-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-mau_s48-processed-gene-0.47&CDS=1-1311	YKL184W
OG0002550	augustus_masked-mau_s48-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-mau_s48-processed-gene-0.48&CDS=1-1707	YLR433C
OG0002551	augustus_masked-mau_s48-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-mau_s48-processed-gene-0.74&CDS=1-609	YLR435W
OG0002552	augustus_masked-mau_s48-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-mau_s48-processed-gene-0.75&CDS=1-2529	YML065W
OG0002553	augustus_masked-mau_s48-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-mau_s48-processed-gene-0.76&CDS=1-570	YML064C
OG0002554	augustus_masked-mau_s48-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-mau_s48-processed-gene-0.54&CDS=1-1224	YML074C
OG0002555	augustus_masked-mau_s48-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-mau_s48-processed-gene-0.77&CDS=1-1314	YDR393W
OG0002556	augustus_masked-mau_s48-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-mau_s48-processed-gene-0.58&CDS=1-1341	YJL026W
OG0002557	augustus_masked-mau_s48-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-mau_s48-processed-gene-0.60&CDS=1-942	YOR006C
OG0002558	augustus_masked-mau_s48-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-mau_s48-processed-gene-0.61&CDS=1-3684	YML002W
OG0002559	augustus_masked-mau_s48-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-mau_s48-processed-gene-0.63&CDS=1-2487	YGL216W
OG0002560	augustus_masked-mau_s48-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-mau_s48-processed-gene-0.82&CDS=1-4353	YNL102W
OG0002561	augustus_masked-mau_s48-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-mau_s48-processed-gene-0.67&CDS=1-2139	YJR040W
OG0002562	augustus_masked-mau_s48-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-mau_s48-processed-gene-0.84&CDS=1-3657	YJR041C
OG0002563	augustus_masked-mau_s48-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-mau_s48-processed-gene-0.85&CDS=1-375	YEL026W
OG0002564	augustus_masked-mau_s48-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-mau_s48-processed-gene-0.68&CDS=1-480	YEL027W
OG0002565	augustus_masked-mau_s48-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-mau_s48-processed-gene-0.86&CDS=1-2226	YJR042W
OG0002566	augustus_masked-mau_s48-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-mau_s48-processed-gene-0.70&CDS=1-2346	YJR036C
OG0002567	augustus_masked-mau_s48-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-mau_s48-processed-gene-0.71&CDS=1-636	YEL024W
OG0002568	maker-mau_s5-snap-gene-0.105-mRNA-1_1&gene=maker-mau_s5-snap-gene-0.105&CDS=1-5160	YDL140C
OG0002569	augustus_masked-mau_s5-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-0.3&CDS=1-867	YNL282W
OG0002570	augustus_masked-mau_s5-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-0.4&CDS=1-972	YOL094C
OG0002571	augustus_masked-mau_s5-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-0.18&CDS=1-1932	YDR484W
OG0002572	augustus_masked-mau_s5-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-0.19&CDS=1-1431	YDR289C
OG0002573	augustus_masked-mau_s5-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-0.7&CDS=1-1062	YCR086W
OG0002574	maker-mau_s5-snap-gene-0.108-mRNA-1_1&gene=maker-mau_s5-snap-gene-0.108&CDS=1-837	YJL003W
OG0002575	maker-mau_s5-augustus-gene-0.101-mRNA-1_1&gene=maker-mau_s5-augustus-gene-0.101&CDS=1-3135	YNR043W
OG0002576	augustus_masked-mau_s5-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-0.9&CDS=1-927	YDL142C
OG0002577	augustus_masked-mau_s5-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-0.22&CDS=1-648	YER046W
OG0002578	augustus_masked-mau_s5-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-0.11&CDS=1-1665	YJL008C
OG0002579	augustus_masked-mau_s5-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-0.23&CDS=1-741	YDR007W
OG0002580	augustus_masked-mau_s5-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-0.24&CDS=1-2370	YJL029C
OG0002581	augustus_masked-mau_s5-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-0.25&CDS=1-2154	YGL045W
OG0002582	maker-mau_s5-augustus-gene-0.103-mRNA-1_1&gene=maker-mau_s5-augustus-gene-0.103&CDS=1-2610	YGR255C
OG0002583	augustus_masked-mau_s5-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-0.30&CDS=1-663	YMR090W
OG0002584	maker-mau_s5-augustus-gene-0.104-mRNA-1_1&gene=maker-mau_s5-augustus-gene-0.104&CDS=1-2025	YNL248C
OG0002585	augustus_masked-mau_s5-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-0.16&CDS=1-489	YJR097W
OG0002586	augustus_masked-mau_s5-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-1.36&CDS=1-1986	YJR098C
OG0002587	augustus_masked-mau_s5-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-1.35&CDS=1-1314	YMR091C
OG0002588	augustus_masked-mau_s5-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-1.49&CDS=1-1362	YKL140W
OG0002589	augustus_masked-mau_s5-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-1.40&CDS=1-1059	YJL208C
OG0002590	augustus_masked-mau_s5-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-1.41&CDS=1-6183	YKL182W
OG0002591	augustus_masked-mau_s5-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-1.51&CDS=1-3354	YLR410W
OG0002592	augustus_masked-mau_s5-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-1.52&CDS=1-1215	YKL181W
OG0002593	snap_masked-mau_s5-processed-gene-1.21-mRNA-1_1&gene=snap_masked-mau_s5-processed-gene-1.21&CDS=1-2820	YBR229C
OG0002594	augustus_masked-mau_s5-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-1.43&CDS=1-2055	YDL074C
OG0002595	augustus_masked-mau_s5-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-1.46&CDS=1-1002	YLR405W
OG0002596	augustus_masked-mau_s5-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-1.56&CDS=1-4506	YLR086W
OG0002597	augustus_masked-mau_s5-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-1.47&CDS=1-327	YDR115W
OG0002598	augustus_masked-mau_s5-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-1.58&CDS=1-9006	YLR087C
