	Saccharomyces_cerevisiae	yHMPu5000034615_Saturnispora_zaruensis
OG0002420	YMR063W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-12.16-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-12.16&CDS=1-762
OG0002421	YMR066W	augustus_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.162-mRNA-1_1&gene=augustus_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.162&CDS=1-2634
OG0002422	YMR068W	augustus_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-0.61&CDS=1-1068
OG0002423	YMR069W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-9.144-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-9.144&CDS=1-663
OG0002424	YMR071C	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-0.111-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-0.111&CDS=1-495
OG0002425	YMR073C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-5.112-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-5.112&CDS=1-456
OG0002426	YMR074C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-4.122-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-4.122&CDS=1-369
OG0002427	YMR075W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.213-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.213&CDS=1-1974
OG0002428	YMR076C	augustus_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.120-mRNA-1_1&gene=augustus_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.120&CDS=1-3852
OG0002429	YMR077C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-7.16-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-7.16&CDS=1-684
OG0002430	YMR078C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-4.111-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-4.111&CDS=1-2151
OG0002431	YMR079W	genemark-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.203-mRNA-1_1&gene=genemark-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.203&CDS=1-906
OG0002432	YMR080C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-7.29-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-7.29&CDS=1-2907
OG0002433	YMR087W	augustus_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-4.35&CDS=1-738
OG0002434	YMR091C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-8.134-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-8.134&CDS=1-1248
OG0002435	YMR092C	snap_masked-NODE_16_length_136973_cov_53.0823_ID_31-processed-gene-0.158-mRNA-1_1&gene=snap_masked-NODE_16_length_136973_cov_53.0823_ID_31-processed-gene-0.158&CDS=1-1773
OG0002436	YMR093W	snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-1.20-mRNA-1_1&gene=snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-1.20&CDS=1-1494
OG0002437	YMR097C	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-4.22-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-4.22&CDS=1-906
OG0002438	YMR098C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-4.136-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-4.136&CDS=1-1470
OG0002439	YMR099C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-4.44-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-4.44&CDS=1-891
OG0002440	YMR100W	maker-NODE_4_length_1115028_cov_40.7497_ID_7-snap-gene-4.107-mRNA-1_1&gene=maker-NODE_4_length_1115028_cov_40.7497_ID_7-snap-gene-4.107&CDS=1-1641
OG0002441	YMR105C	genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-4.80-mRNA-1_1&gene=genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-4.80&CDS=1-1701
OG0002442	YMR108W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-9.142-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-9.142&CDS=1-2022
OG0002443	YMR110C	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-4.18-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-4.18&CDS=1-1476
OG0002444	YMR113W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.232-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.232&CDS=1-1257
OG0002445	YMR114C	snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-1.19-mRNA-1_1&gene=snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-1.19&CDS=1-1041
OG0002446	YMR116C	maker-NODE_16_length_136973_cov_53.0823_ID_31-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_16_length_136973_cov_53.0823_ID_31-snap-gene-0.4&CDS=1-939
OG0002447	YMR117C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-2.45-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-2.45&CDS=1-612
OG0002448	YMR120C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-5.38-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-5.38&CDS=1-1773
OG0002449	YMR125W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-5.11-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-5.11&CDS=1-3240
OG0002450	YMR127C	snap_masked-NODE_17_length_126295_cov_42.083_ID_33-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_17_length_126295_cov_42.083_ID_33-processed-gene-0.47&CDS=1-1050
OG0002451	YMR128W	genemark-NODE_17_length_126295_cov_42.083_ID_33-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_17_length_126295_cov_42.083_ID_33-processed-gene-0.79&CDS=1-5493
OG0002452	YMR129W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.238-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.238&CDS=1-3765
OG0002453	YMR131C	snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-1.123-mRNA-1_1&gene=snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-1.123&CDS=1-1509
OG0002454	YMR134W	snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.44&CDS=1-651
OG0002455	YMR137C	snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.298-mRNA-1_1&gene=snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.298&CDS=1-1581
OG0002456	YMR139W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-3.44-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-3.44&CDS=1-1146
OG0002457	YMR140W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-5.144-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-5.144&CDS=1-921
OG0002458	YMR146C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-0.36&CDS=1-1071
OG0002459	YMR152W	snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.280-mRNA-1_1&gene=snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.280&CDS=1-1101
OG0002460	YMR155W	augustus_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-6.75-mRNA-1_1&gene=augustus_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-6.75&CDS=1-1377
OG0002461	YMR158W	genemark-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-0.69&CDS=1-471
OG0002462	YMR161W	genemark-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-2.102-mRNA-1_1&gene=genemark-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-2.102&CDS=1-1044
OG0002463	YMR162C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-5.40-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-5.40&CDS=1-4887
OG0002464	YMR165C	maker-NODE_4_length_1115028_cov_40.7497_ID_7-snap-gene-3.43-mRNA-1_1&gene=maker-NODE_4_length_1115028_cov_40.7497_ID_7-snap-gene-3.43&CDS=1-2289
OG0002465	YMR167W	maker-NODE_5_length_949864_cov_43.0886_ID_9-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_5_length_949864_cov_43.0886_ID_9-augustus-gene-0.0&CDS=1-3321
OG0002466	YMR179W	snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-2.5-mRNA-1_1&gene=snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-2.5&CDS=1-2043
OG0002467	YMR185W	snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-0.130-mRNA-1_1&gene=snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-0.130&CDS=1-2799
OG0002468	YMR186W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-9.130-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-9.130&CDS=1-2109
OG0002469	YMR188C	snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-2.208-mRNA-1_1&gene=snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-2.208&CDS=1-738
OG0002470	YMR189W	genemark-NODE_18_length_120857_cov_42.569_ID_35-processed-gene-0.118-mRNA-1_1&gene=genemark-NODE_18_length_120857_cov_42.569_ID_35-processed-gene-0.118&CDS=1-3888
OG0002471	YMR190C	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-5.30-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-5.30&CDS=1-4146
OG0002472	YMR193W	maker-NODE_1_length_1371552_cov_40.6037_ID_1-snap-gene-9.2-mRNA-1_1&gene=maker-NODE_1_length_1371552_cov_40.6037_ID_1-snap-gene-9.2&CDS=1-1035
OG0002473	YMR194C-B	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-9.105-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-9.105&CDS=1-231
OG0002474	YMR196W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-3.13-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-3.13&CDS=1-3147
OG0002475	YMR197C	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-3.33-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-3.33&CDS=1-621
OG0002476	YMR200W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-1.151-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-1.151&CDS=1-774
OG0002477	YMR201C	snap_masked-NODE_18_length_120857_cov_42.569_ID_35-processed-gene-0.148-mRNA-1_1&gene=snap_masked-NODE_18_length_120857_cov_42.569_ID_35-processed-gene-0.148&CDS=1-981
OG0002478	YMR202W	snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.77&CDS=1-663
OG0002479	YMR203W	snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.56&CDS=1-1149
OG0002480	YMR208W	maker-NODE_3_length_1190395_cov_43.5002_ID_5-snap-gene-6.7-mRNA-1_1&gene=maker-NODE_3_length_1190395_cov_43.5002_ID_5-snap-gene-6.7&CDS=1-1278
OG0002481	YMR209C	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-6.26-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-6.26&CDS=1-1254
OG0002482	YMR210W	snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-0.118&CDS=1-1428
OG0002483	YMR211W	augustus_masked-NODE_15_length_154211_cov_41.2508_ID_29-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_15_length_154211_cov_41.2508_ID_29-processed-gene-0.131&CDS=1-1248
OG0002484	YMR212C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-5.139-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-5.139&CDS=1-2520
OG0002485	YMR213W	genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-5.17-mRNA-1_1&gene=genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-5.17&CDS=1-1611
OG0002486	YMR214W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-5.111-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-5.111&CDS=1-1110
OG0002487	YMR217W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-6.25-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-6.25&CDS=1-1584
OG0002488	YMR218C	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-3.48-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-3.48&CDS=1-3507
OG0002489	YMR220W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-1.21-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-1.21&CDS=1-1380
OG0002490	YMR223W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-2.26-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-2.26&CDS=1-1551
OG0002491	YMR224C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-3.54-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-3.54&CDS=1-1929
OG0002492	YMR226C	snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-1.17&CDS=1-813
OG0002493	YMR227C	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-2.34-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-2.34&CDS=1-1728
OG0002494	YMR228W	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-2.49-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-2.49&CDS=1-1095
OG0002495	YMR229C	genemark-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-3.8-mRNA-1_1&gene=genemark-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-3.8&CDS=1-5082
OG0002496	YMR234W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-2.25-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-2.25&CDS=1-939
OG0002497	YMR235C	snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-2.25-mRNA-1_1&gene=snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-2.25&CDS=1-1200
OG0002498	YMR236W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-1.10-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-1.10&CDS=1-399
OG0002499	YMR240C	genemark-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-3.55-mRNA-1_1&gene=genemark-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-3.55&CDS=1-1455
OG0002500	YMR241W	snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.34-mRNA-1_1&gene=snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.34&CDS=1-897
OG0002501	YMR243C	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-2.55-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-2.55&CDS=1-1365
OG0002502	YMR244C-A	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-1.3-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-1.3&CDS=1-309
OG0002503	YMR244W	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-2.56-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-2.56&CDS=1-906
OG0002504	YMR247C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-7.26-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-7.26&CDS=1-4557
OG0002505	YMR250W	snap_masked-NODE_18_length_120857_cov_42.569_ID_35-processed-gene-0.188-mRNA-1_1&gene=snap_masked-NODE_18_length_120857_cov_42.569_ID_35-processed-gene-0.188&CDS=1-1848
OG0002506	YMR256C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-6.108-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-6.108&CDS=1-180
OG0002507	YMR258C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-10.150-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-10.150&CDS=1-1488
OG0002508	YMR259C	genemark-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-10.67-mRNA-1_1&gene=genemark-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-10.67&CDS=1-4701
OG0002509	YMR260C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-10.133-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-10.133&CDS=1-456
OG0002510	YMR262W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-3.26-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-3.26&CDS=1-963
OG0002511	YMR269W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-7.34-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-7.34&CDS=1-621
OG0002512	YMR272C	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-5.27-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-5.27&CDS=1-1131
OG0002513	YMR274C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-0.24&CDS=1-873
OG0002514	YMR276W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-2.22-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-2.22&CDS=1-1074
OG0002515	YMR277W	snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.54&CDS=1-2205
OG0002516	YMR278W	maker-NODE_16_length_136973_cov_53.0823_ID_31-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_16_length_136973_cov_53.0823_ID_31-snap-gene-0.3&CDS=1-3030
OG0002517	YMR281W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-9.145-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-9.145&CDS=1-930
OG0002518	YMR283C	genemark-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-1.103-mRNA-1_1&gene=genemark-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-1.103&CDS=1-1332
OG0002519	YMR284W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-8.106-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-8.106&CDS=1-1860
OG0002520	YMR285C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-6.43-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-6.43&CDS=1-1452
OG0002521	YMR286W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-7.18-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-7.18&CDS=1-258
OG0002522	YMR287C	maker-NODE_7_length_395067_cov_41.3947_ID_13-snap-gene-2.255-mRNA-1_1&gene=maker-NODE_7_length_395067_cov_41.3947_ID_13-snap-gene-2.255&CDS=1-3051
OG0002523	YMR288W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-1.121-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-1.121&CDS=1-3276
OG0002524	YMR290C	snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-1.49&CDS=1-1683
OG0002525	YMR292W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-7.138-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-7.138&CDS=1-417
OG0002526	YMR293C	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-7.115-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-7.115&CDS=1-1449
OG0002527	YMR295C	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-1.113-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-1.113&CDS=1-483
OG0002528	YMR296C	snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.70&CDS=1-1674
OG0002529	YMR300C	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-1.141-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-1.141&CDS=1-1647
OG0002530	YMR301C	augustus_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-2.132&CDS=1-2127
OG0002531	YMR302C	maker-NODE_8_length_383177_cov_39.865_ID_15-augustus-gene-2.216-mRNA-1_1&gene=maker-NODE_8_length_383177_cov_39.865_ID_15-augustus-gene-2.216&CDS=1-3315
OG0002532	YMR304W	snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-1.30-mRNA-1_1&gene=snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-1.30&CDS=1-3669
OG0002533	YMR307W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-2.129-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-2.129&CDS=1-1638
OG0002534	YMR308C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-2.130-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-2.130&CDS=1-3276
OG0002535	YMR309C	snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-2.199-mRNA-1_1&gene=snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-2.199&CDS=1-2601
OG0002536	YMR311C	genemark-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-1.111-mRNA-1_1&gene=genemark-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-1.111&CDS=1-597
OG0002537	YMR314W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-8.124-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-8.124&CDS=1-801
OG0002538	YNL001W	maker-NODE_9_length_358411_cov_42.2046_ID_17-augustus-gene-1.6-mRNA-1_1&gene=maker-NODE_9_length_358411_cov_42.2046_ID_17-augustus-gene-1.6&CDS=1-2130
OG0002539	YNL003C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-11.141-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-11.141&CDS=1-813
