	Ambrosiozyma_kashinagacola	Saccharomyces_cerevisiae
OG0003218	-processed-gene-6.111-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-6.111&CDS=1-1542	YIL104C
OG0003219	-snap-gene-6.141-mRNA-1_1&gene=maker-gi|1002316256|dbj|BCGA01000001.1|-snap-gene-6.141&CDS=1-2985	YKL155C
OG0003220	-processed-gene-6.115-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-6.115&CDS=1-333	YOR265W
OG0003221	-processed-gene-6.135-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-6.135&CDS=1-1158	YOR262W
OG0003222	-snap-gene-6.142-mRNA-1_1&gene=maker-gi|1002316256|dbj|BCGA01000001.1|-snap-gene-6.142&CDS=1-1983	YFL023W
OG0003223	-processed-gene-6.117-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-6.117&CDS=1-966	YOR239W
OG0003224	-processed-gene-6.90-mRNA-1_1&gene=genemark-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-6.90&CDS=1-807	YPL149W
OG0003225	-processed-gene-6.91-mRNA-1_1&gene=genemark-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-6.91&CDS=1-1116	YOR136W
OG0003226	-processed-gene-7.6-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-7.6&CDS=1-735	YDR410C
OG0003227	-augustus-gene-7.54-mRNA-1_1&gene=maker-gi|1002316256|dbj|BCGA01000001.1|-augustus-gene-7.54&CDS=1-1122	YLR291C
OG0003228	-augustus-gene-7.55-mRNA-1_1&gene=maker-gi|1002316256|dbj|BCGA01000001.1|-augustus-gene-7.55&CDS=1-522	YPL170W
OG0003229	-processed-gene-7.32-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-7.32&CDS=1-2034	YDR425W
OG0003230	-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-7.15&CDS=1-642	YEL024W
OG0003231	-processed-gene-7.73-mRNA-1_1&gene=genemark-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-7.73&CDS=1-2598	YJR040W
OG0003232	-processed-gene-7.18-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-7.18&CDS=1-1110	YGL198W
OG0003233	-processed-gene-7.37-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-7.37&CDS=1-1830	YGL183C
OG0003234	-processed-gene-7.38-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-7.38&CDS=1-1287	YBR279W
OG0003235	-processed-gene-7.39-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-7.39&CDS=1-378	YEL026W
OG0003236	-processed-gene-7.20-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-7.20&CDS=1-480	YEL027W
OG0003237	-processed-gene-7.21-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-7.21&CDS=1-327	YNL135C
OG0003238	-processed-gene-7.132-mRNA-1_1&gene=snap_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-7.132&CDS=1-1002	YBR053C
OG0003239	-augustus-gene-7.57-mRNA-1_1&gene=maker-gi|1002316256|dbj|BCGA01000001.1|-augustus-gene-7.57&CDS=1-435	YJR055W
OG0003240	-processed-gene-7.42-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-7.42&CDS=1-279	YJL062W-A
OG0003241	-processed-gene-7.24-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-7.24&CDS=1-1773	YJL069C
OG0003242	-processed-gene-7.43-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-7.43&CDS=1-1572	YNL138W
OG0003243	-processed-gene-7.25-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-7.25&CDS=1-2247	YNL059C
OG0003244	-processed-gene-7.44-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-7.44&CDS=1-1857	YNL061W
OG0003245	-processed-gene-7.26-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-7.26&CDS=1-1377	YNL062C
OG0003246	-processed-gene-7.45-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-7.45&CDS=1-2220	YNL137C
OG0003247	-processed-gene-7.46-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-7.46&CDS=1-285	YMR286W
OG0003248	-processed-gene-7.48-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-7.48&CDS=1-1002	YFR007W
OG0003249	-processed-gene-7.30-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-7.30&CDS=1-1365	YDR148C
OG0003250	-processed-gene-8.2-mRNA-1_1&gene=snap_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-8.2&CDS=1-5556	YLR305C
OG0003251	-augustus-gene-8.38-mRNA-1_1&gene=maker-gi|1002316256|dbj|BCGA01000001.1|-augustus-gene-8.38&CDS=1-735	YPR016C
OG0003252	-processed-gene-8.100-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-8.100&CDS=1-2694	YLL026W
OG0003253	-processed-gene-8.81-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-8.81&CDS=1-1254	YMR091C
OG0003254	-processed-gene-8.82-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-8.82&CDS=1-870	YGR096W
OG0003255	-processed-gene-8.101-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-8.101&CDS=1-1674	YPR144C
OG0003256	-processed-gene-8.102-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-8.102&CDS=1-2256	YHR197W
OG0003257	-processed-gene-8.83-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-8.83&CDS=1-660	YGR095C
OG0003258	-processed-gene-8.103-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-8.103&CDS=1-3174	YGR094W
OG0003259	-processed-gene-8.84-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-8.84&CDS=1-1533	YGR091W
OG0003260	-processed-gene-8.105-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-8.105&CDS=1-4071	YAL024C
OG0003261	-processed-gene-8.87-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-8.87&CDS=1-1560	YMR319C
OG0003262	-processed-gene-8.108-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-8.108&CDS=1-867	YOR358W
OG0003263	-processed-gene-8.89-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-8.89&CDS=1-5670	YNL242W
OG0003264	-processed-gene-8.90-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-8.90&CDS=1-483	YOR357C
OG0003265	-processed-gene-8.91-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-8.91&CDS=1-831	YLR178C
OG0003266	-processed-gene-8.110-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-8.110&CDS=1-399	YNL113W
OG0003267	-processed-gene-8.94-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-8.94&CDS=1-2283	YOR113W
OG0003268	-processed-gene-8.111-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-8.111&CDS=1-3540	YIL130W
OG0003269	-processed-gene-8.96-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-8.96&CDS=1-1251	YKL059C
OG0003270	-processed-gene-8.98-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-8.98&CDS=1-918	YBR085W
OG0003271	-processed-gene-9.6-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-9.6&CDS=1-567	YOR096W
OG0003272	-processed-gene-9.2-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-9.2&CDS=1-708	YOR095C
OG0003273	-processed-gene-9.8-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-9.8&CDS=1-1722	YDL020C
OG0003274	-processed-gene-9.9-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-9.9&CDS=1-2202	YDR172W
OG0003275	-processed-gene-9.26-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-9.26&CDS=1-1848	YAL016W
OG0003276	-processed-gene-9.118-mRNA-1_1&gene=genemark-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-9.118&CDS=1-183	YBR162W-A
OG0003277	-processed-gene-9.28-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-9.28&CDS=1-2334	YOR322C
OG0003278	-processed-gene-9.29-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-9.29&CDS=1-771	YCR016W
OG0003279	-processed-gene-9.30-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-9.30&CDS=1-1374	YBR243C
OG0003280	-processed-gene-9.13-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-9.13&CDS=1-1185	YGL111W
OG0003281	-processed-gene-9.32-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-9.32&CDS=1-1965	YGL110C
OG0003282	-processed-gene-9.33-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-9.33&CDS=1-1101	YGL100W
OG0003283	-processed-gene-9.35-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-9.35&CDS=1-426	YDR397C
OG0003284	-processed-gene-9.36-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-9.36&CDS=1-1194	YGL246C
OG0003285	-processed-gene-9.15-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-9.15&CDS=1-2172	YGL245W
OG0003286	-processed-gene-9.37-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-9.37&CDS=1-2271	YFR048W
OG0003287	-processed-gene-9.16-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-9.16&CDS=1-1581	YGL244W
OG0003288	-processed-gene-9.38-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-9.38&CDS=1-3141	YGL241W
OG0003289	-processed-gene-9.39-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-9.39&CDS=1-1869	YOL152W
OG0003290	-processed-gene-9.17-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-9.17&CDS=1-1884	YER068W
OG0003291	-processed-gene-9.42-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-9.42&CDS=1-1290	YGL247W
OG0003292	-processed-gene-9.19-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-9.19&CDS=1-2058	YDR234W
OG0003293	-processed-gene-9.43-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-9.43&CDS=1-417	YDL208W
OG0003294	-processed-gene-9.20-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-9.20&CDS=1-1566	YDR235W
OG0003295	-processed-gene-10.130-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.130&CDS=1-897	YDR237W
OG0003296	-processed-gene-10.106-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.106&CDS=1-1617	YDL207W
OG0003297	-processed-gene-10.107-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.107&CDS=1-555	YDR236C
OG0003298	-processed-gene-10.131-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.131&CDS=1-891	YPR114W
OG0003299	-augustus-gene-10.1-mRNA-1_1&gene=maker-gi|1002316256|dbj|BCGA01000001.1|-augustus-gene-10.1&CDS=1-2844	YDR238C
OG0003300	-processed-gene-10.108-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.108&CDS=1-1218	YDR331W
OG0003301	-processed-gene-10.109-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.109&CDS=1-1311	YIR008C
OG0003302	-processed-gene-10.110-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.110&CDS=1-975	YPL111W
OG0003303	-processed-gene-10.114-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.114&CDS=1-1386	YNL142W
OG0003304	-processed-gene-10.136-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.136&CDS=1-1650	YFL027C
OG0003305	-processed-gene-10.137-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.137&CDS=1-2691	YMR302C
OG0003306	-processed-gene-10.138-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.138&CDS=1-1674	YJR064W
OG0003307	-processed-gene-10.139-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.139&CDS=1-879	YDL111C
OG0003308	-processed-gene-10.117-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.117&CDS=1-369	YJR063W
OG0003309	-processed-gene-10.140-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.140&CDS=1-954	YJR070C
OG0003310	-processed-gene-10.118-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.118&CDS=1-888	YKL206C
OG0003311	-processed-gene-10.119-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.119&CDS=1-447	YBR282W
OG0003312	-processed-gene-10.142-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.142&CDS=1-750	YJL065C
OG0003313	-processed-gene-10.120-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.120&CDS=1-1131	YJR068W
OG0003314	-processed-gene-10.144-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.144&CDS=1-2523	YGR198W
OG0003315	-processed-gene-10.121-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.121&CDS=1-2229	YPL020C
OG0003316	-processed-gene-10.146-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.146&CDS=1-2754	YFL003C
OG0003317	-processed-gene-10.147-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.147&CDS=1-1014	YPL015C
OG0003318	-processed-gene-10.122-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.122&CDS=1-2970	YPL009C
OG0003319	-processed-gene-10.148-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.148&CDS=1-567	YPL010W
OG0003320	-processed-gene-10.149-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.149&CDS=1-1014	YCR060W
OG0003321	-processed-gene-10.124-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.124&CDS=1-1029	YCR059C
OG0003322	-processed-gene-10.150-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.150&CDS=1-555	YNR024W
OG0003323	-processed-gene-10.126-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.126&CDS=1-2736	YCR057C
OG0003324	-processed-gene-10.28-mRNA-1_1&gene=genemark-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.28&CDS=1-1692	YCR054C
OG0003325	-processed-gene-10.128-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.128&CDS=1-729	YGR271C-A
OG0003326	-processed-gene-11.3-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-11.3&CDS=1-1788	YLR133W
OG0003327	-processed-gene-11.4-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-11.4&CDS=1-3021	YLL031C
OG0003328	-processed-gene-11.5-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-11.5&CDS=1-2643	YHL023C
OG0003329	-processed-gene-11.28-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-11.28&CDS=1-2940	YLL032C
OG0003330	-processed-gene-11.32-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-11.32&CDS=1-2079	YCR008W
OG0003331	-processed-gene-11.34-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-11.34&CDS=1-1218	YCL008C
OG0003332	-augustus-gene-11.56-mRNA-1_1&gene=maker-gi|1002316256|dbj|BCGA01000001.1|-augustus-gene-11.56&CDS=1-216	YCL005W-A
OG0003333	-processed-gene-11.10-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-11.10&CDS=1-1413	YLR175W
OG0003334	-augustus-gene-11.57-mRNA-1_1&gene=maker-gi|1002316256|dbj|BCGA01000001.1|-augustus-gene-11.57&CDS=1-789	YCR009C
OG0003335	-processed-gene-11.12-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-11.12&CDS=1-1047	YNL007C
OG0003336	-processed-gene-11.13-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-11.13&CDS=1-909	YNL006W
OG0003337	-processed-gene-11.39-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-11.39&CDS=1-1347	YDR300C
OG0003338	-augustus-gene-11.58-mRNA-1_1&gene=maker-gi|1002316256|dbj|BCGA01000001.1|-augustus-gene-11.58&CDS=1-441	YDL008W
OG0003339	-processed-gene-11.16-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-11.16&CDS=1-1305	YKL143W
OG0003340	-processed-gene-11.17-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-11.17&CDS=1-1584	YDR299W
OG0003341	-processed-gene-11.18-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-11.18&CDS=1-3699	YDR495C
OG0003342	-processed-gene-11.42-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-11.42&CDS=1-1398	YGL059W
OG0003343	-processed-gene-11.21-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-11.21&CDS=1-1095	YOR388C
OG0003344	-processed-gene-11.22-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-11.22&CDS=1-1020	YNL289W
OG0003345	-processed-gene-11.46-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-11.46&CDS=1-618	YJR133W
OG0003346	-processed-gene-11.48-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-11.48&CDS=1-1068	YOL067C
OG0003347	-processed-gene-11.24-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-11.24&CDS=1-1545	YDR168W
OG0003348	-processed-gene-11.49-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-11.49&CDS=1-450	YOL071W
OG0003349	-processed-gene-11.25-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-11.25&CDS=1-705	YOR202W
OG0003350	-processed-gene-11.26-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-11.26&CDS=1-1419	YPL112C
OG0003351	-processed-gene-12.8-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-12.8&CDS=1-1698	YLR324W
OG0003352	-processed-gene-12.9-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-12.9&CDS=1-1290	YGR005C
OG0003353	-processed-gene-12.5-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-12.5&CDS=1-963	YGR006W
OG0003354	-augustus-gene-12.92-mRNA-1_1&gene=maker-gi|1002316256|dbj|BCGA01000001.1|-augustus-gene-12.92&CDS=1-234	YLR325C
OG0003355	-processed-gene-12.7-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-12.7&CDS=1-657	YLR323C
OG0003356	-processed-gene-12.101-mRNA-1_1&gene=genemark-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-12.101&CDS=1-2925	YBL008W
OG0003357	-processed-gene-12.28-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-12.28&CDS=1-1437	YGL202W
OG0003358	-processed-gene-12.30-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-12.30&CDS=1-1506	YAL038W
OG0003359	-processed-gene-12.14-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-12.14&CDS=1-1794	YPR161C
OG0003360	-processed-gene-12.79-mRNA-1_1&gene=snap_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-12.79&CDS=1-1815	YAL022C
OG0003361	-augustus-gene-12.91-mRNA-1_1&gene=maker-gi|1002316256|dbj|BCGA01000001.1|-augustus-gene-12.91&CDS=1-1464	YFR010W
OG0003362	-processed-gene-12.36-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-12.36&CDS=1-441	YFR011C
OG0003363	-processed-gene-12.37-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-12.37&CDS=1-606	YGL200C
OG0003364	-processed-gene-12.20-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-12.20&CDS=1-912	YJR007W
OG0003365	-processed-gene-12.21-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-12.21&CDS=1-3414	YDR291W
OG0003366	-processed-gene-12.22-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-12.22&CDS=1-591	YJL024C
OG0003367	-processed-gene-12.41-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-12.41&CDS=1-432	YGR174C
OG0003368	-processed-gene-12.43-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-12.43&CDS=1-2019	YGL203C
OG0003369	-processed-gene-12.44-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-12.44&CDS=1-600	YJR074W
OG0003370	-processed-gene-12.24-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-12.24&CDS=1-3291	YNL091W
OG0003371	-processed-gene-12.25-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-12.25&CDS=1-582	YNL090W
OG0003372	-processed-gene-12.26-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-12.26&CDS=1-1506	YMR023C
OG0003373	-processed-gene-12.117-mRNA-1_1&gene=genemark-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-12.117&CDS=1-1320	YNL207W
OG0003374	-processed-gene-12.46-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-12.46&CDS=1-615	YKL117W
OG0003375	-processed-gene-13.1-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-13.1&CDS=1-3318	YLR240W
OG0003376	-processed-gene-13.2-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-13.2&CDS=1-1536	YHR207C
OG0003377	-processed-gene-13.5-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-13.5&CDS=1-945	YDL230W
OG0003378	-processed-gene-13.7-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-13.7&CDS=1-618	YGL096W
OG0003379	-processed-gene-13.21-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-13.21&CDS=1-3630	YBR235W
OG0003380	-processed-gene-13.10-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-13.10&CDS=1-2202	YNL094W
OG0003381	-processed-gene-13.24-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-13.24&CDS=1-1059	YOR091W
OG0003382	-processed-gene-13.25-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-13.25&CDS=1-1464	YNL206C
OG0003383	-processed-gene-13.12-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-13.12&CDS=1-1950	YOR087W
OG0003384	-processed-gene-13.13-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-13.13&CDS=1-1224	YNL092W
