	Saccharomyces_cerevisiae	Saccharomyces_uvarum
OG0004047	YOR371C	genemark-Sbay_8-processed-gene-7.136-mRNA-1_1&gene=genemark-Sbay_8-processed-gene-7.136&CDS=1-2694
OG0004048	YOR372C	genemark-Sbay_8-processed-gene-7.137-mRNA-1_1&gene=genemark-Sbay_8-processed-gene-7.137&CDS=1-1626
OG0004049	YOR373W	snap_masked-Sbay_8-processed-gene-7.60-mRNA-1_1&gene=snap_masked-Sbay_8-processed-gene-7.60&CDS=1-2454
OG0004050	YOR377W	augustus_masked-Sbay_8-processed-gene-7.16-mRNA-1_1&gene=augustus_masked-Sbay_8-processed-gene-7.16&CDS=1-1575
OG0004051	YOR378W	augustus_masked-Sbay_8-processed-gene-7.17-mRNA-1_1&gene=augustus_masked-Sbay_8-processed-gene-7.17&CDS=1-2934
OG0004052	YOR382W	genemark-Sbay_8-processed-gene-7.117-mRNA-1_1&gene=genemark-Sbay_8-processed-gene-7.117&CDS=1-462
OG0004053	YOR383C	maker-Sbay_8-snap-gene-7.150-mRNA-1_1&gene=maker-Sbay_8-snap-gene-7.150&CDS=1-534
OG0004054	YOR384W	maker-Sbay_8-snap-gene-7.148-mRNA-1_1&gene=maker-Sbay_8-snap-gene-7.148&CDS=1-2028
OG0004055	YOR385W	genemark-Sbay_11-processed-gene-0.64-mRNA-1_1&gene=genemark-Sbay_11-processed-gene-0.64&CDS=1-861
OG0004056	YOR386W	augustus_masked-Sbay_16-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-Sbay_16-processed-gene-0.20&CDS=1-1692
OG0004057	YOR388C	genemark-Sbay_2-processed-gene-11.170-mRNA-1_1&gene=genemark-Sbay_2-processed-gene-11.170&CDS=1-1137
OG0004058	YPL001W	genemark-Sbay_16-processed-gene-5.53-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-5.53&CDS=1-1116
OG0004059	YPL002C	genemark-Sbay_16-processed-gene-5.68-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-5.68&CDS=1-699
OG0004060	YPL003W	genemark-Sbay_16-processed-gene-5.52-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-5.52&CDS=1-1386
OG0004061	YPL004C	genemark-Sbay_16-processed-gene-5.67-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-5.67&CDS=1-1023
OG0004062	YPL005W	genemark-Sbay_16-processed-gene-5.51-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-5.51&CDS=1-1818
OG0004063	YPL006W	genemark-Sbay_16-processed-gene-5.50-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-5.50&CDS=1-3510
OG0004064	YPL007C	genemark-Sbay_16-processed-gene-5.66-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-5.66&CDS=1-1764
OG0004065	YPL008W	genemark-Sbay_16-processed-gene-5.49-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-5.49&CDS=1-2571
OG0004066	YPL009C	genemark-Sbay_16-processed-gene-5.65-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-5.65&CDS=1-3633
OG0004067	YPL010W	genemark-Sbay_16-processed-gene-5.48-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-5.48&CDS=1-567
OG0004068	YPL011C	genemark-Sbay_16-processed-gene-5.64-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-5.64&CDS=1-1056
OG0004069	YPL012W	genemark-Sbay_16-processed-gene-5.47-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-5.47&CDS=1-3684
OG0004070	YPL013C	genemark-Sbay_16-processed-gene-5.63-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-5.63&CDS=1-363
OG0004071	YPL014W	genemark-Sbay_16-processed-gene-5.46-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-5.46&CDS=1-1155
OG0004072	YPL015C	genemark-Sbay_16-processed-gene-5.62-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-5.62&CDS=1-1050
OG0004073	YPL016W	genemark-Sbay_16-processed-gene-5.45-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-5.45&CDS=1-3996
OG0004074	YPL017C	genemark-Sbay_16-processed-gene-5.61-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-5.61&CDS=1-1464
OG0004075	YPL018W	snap_masked-Sbay_16-processed-gene-5.84-mRNA-1_1&gene=snap_masked-Sbay_16-processed-gene-5.84&CDS=1-1104
OG0004076	YPL022W	genemark-Sbay_16-processed-gene-5.43-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-5.43&CDS=1-3336
OG0004077	YPL023C	genemark-Sbay_16-processed-gene-5.58-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-5.58&CDS=1-1971
OG0004078	YPL024W	genemark-Sbay_16-processed-gene-5.42-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-5.42&CDS=1-723
OG0004079	YPL026C	genemark-Sbay_16-processed-gene-5.57-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-5.57&CDS=1-1425
OG0004080	YPL027W	genemark-Sbay_16-processed-gene-5.41-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-5.41&CDS=1-741
OG0004081	YPL029W	augustus_masked-Sbay_16-processed-gene-5.2-mRNA-1_1&gene=augustus_masked-Sbay_16-processed-gene-5.2&CDS=1-3354
OG0004082	YPL030W	genemark-Sbay_16-processed-gene-5.35-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-5.35&CDS=1-1701
OG0004083	YPL031C	maker-Sbay_16-augustus-gene-5.120-mRNA-1_1&gene=maker-Sbay_16-augustus-gene-5.120&CDS=1-915
OG0004084	YPL032C	genemark-Sbay_16-processed-gene-5.38-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-5.38&CDS=1-2565
OG0004085	YPL033C	genemark-Sbay_16-processed-gene-5.37-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-5.37&CDS=1-846
OG0004086	YPL034W	snap_masked-Sbay_16-processed-gene-5.74-mRNA-1_1&gene=snap_masked-Sbay_16-processed-gene-5.74&CDS=1-564
OG0004087	YPL037C	genemark-Sbay_16-processed-gene-4.140-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-4.140&CDS=1-471
OG0004088	YPL039W	augustus_masked-Sbay_16-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-Sbay_16-processed-gene-4.29&CDS=1-1389
OG0004089	YPL040C	genemark-Sbay_16-processed-gene-4.139-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-4.139&CDS=1-2988
OG0004090	YPL041C	genemark-Sbay_16-processed-gene-4.138-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-4.138&CDS=1-624
OG0004091	YPL042C	genemark-Sbay_16-processed-gene-4.137-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-4.137&CDS=1-1665
OG0004092	YPL043W	genemark-Sbay_16-processed-gene-4.120-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-4.120&CDS=1-2058
OG0004093	YPL045W	genemark-Sbay_16-processed-gene-4.119-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-4.119&CDS=1-2394
OG0004094	YPL046C	genemark-Sbay_16-processed-gene-4.136-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-4.136&CDS=1-300
OG0004095	YPL049C	genemark-Sbay_16-processed-gene-4.135-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-4.135&CDS=1-1329
OG0004096	YPL050C	genemark-Sbay_16-processed-gene-4.134-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-4.134&CDS=1-1185
OG0004097	YPL051W	augustus_masked-Sbay_16-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-Sbay_16-processed-gene-4.25&CDS=1-1359
OG0004098	YPL053C	augustus_masked-Sbay_16-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-Sbay_16-processed-gene-4.40&CDS=1-1164
OG0004099	YPL054W	genemark-Sbay_16-processed-gene-4.114-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-4.114&CDS=1-900
OG0004100	YPL055C	genemark-Sbay_16-processed-gene-4.132-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-4.132&CDS=1-957
OG0004101	YPL057C	genemark-Sbay_16-processed-gene-4.131-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-4.131&CDS=1-1155
OG0004102	YPL059W	genemark-Sbay_16-processed-gene-4.113-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-4.113&CDS=1-447
OG0004103	YPL060W	genemark-Sbay_16-processed-gene-4.112-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-4.112&CDS=1-1092
OG0004104	YPL061W	genemark-Sbay_16-processed-gene-4.111-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-4.111&CDS=1-1500
OG0004105	YPL063W	genemark-Sbay_16-processed-gene-4.110-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-4.110&CDS=1-1440
OG0004106	YPL064C	genemark-Sbay_16-processed-gene-4.129-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-4.129&CDS=1-897
OG0004107	YPL065W	genemark-Sbay_16-processed-gene-4.109-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-4.109&CDS=1-726
OG0004108	YPL066W	genemark-Sbay_16-processed-gene-4.108-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-4.108&CDS=1-1446
OG0004109	YPL068C	augustus_masked-Sbay_16-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-Sbay_16-processed-gene-4.36&CDS=1-1314
OG0004110	YPL069C	genemark-Sbay_16-processed-gene-4.127-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-4.127&CDS=1-1005
OG0004111	YPL070W	genemark-Sbay_16-processed-gene-4.107-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-4.107&CDS=1-1866
OG0004112	YPL071C	genemark-Sbay_16-processed-gene-4.126-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-4.126&CDS=1-468
OG0004113	YPL072W	snap_masked-Sbay_16-processed-gene-4.58-mRNA-1_1&gene=snap_masked-Sbay_16-processed-gene-4.58&CDS=1-1551
OG0004114	YPL075W	augustus_masked-Sbay_16-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-Sbay_16-processed-gene-4.17&CDS=1-4611
OG0004115	YPL076W	genemark-Sbay_16-processed-gene-4.103-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-4.103&CDS=1-834
OG0004116	YPL077C	genemark-Sbay_16-processed-gene-4.125-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-4.125&CDS=1-735
OG0004117	YPL078C	genemark-Sbay_16-processed-gene-4.124-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-4.124&CDS=1-732
OG0004118	YPL082C	augustus_masked-Sbay_16-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-Sbay_16-processed-gene-4.31&CDS=1-5601
OG0004119	YPL083C	augustus_masked-Sbay_16-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-Sbay_16-processed-gene-4.30&CDS=1-1455
OG0004120	YPL084W	snap_masked-Sbay_16-processed-gene-4.52-mRNA-1_1&gene=snap_masked-Sbay_16-processed-gene-4.52&CDS=1-2532
OG0004121	YPL085W	snap_masked-Sbay_16-processed-gene-4.49-mRNA-1_1&gene=snap_masked-Sbay_16-processed-gene-4.49&CDS=1-6543
OG0004122	YPL086C	genemark-Sbay_16-processed-gene-4.100-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-4.100&CDS=1-1671
OG0004123	YPL087W	genemark-Sbay_16-processed-gene-4.97-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-4.97&CDS=1-951
OG0004124	YPL088W	genemark-Sbay_16-processed-gene-4.96-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-4.96&CDS=1-1026
OG0004125	YPL089C	augustus_masked-Sbay_16-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-Sbay_16-processed-gene-4.12&CDS=1-1953
OG0004126	YPL091W	augustus_masked-Sbay_16-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-Sbay_16-processed-gene-3.116&CDS=1-2796
OG0004127	YPL093W	genemark-Sbay_16-processed-gene-3.22-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-3.22&CDS=1-1941
OG0004128	YPL094C	genemark-Sbay_16-processed-gene-3.47-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-3.47&CDS=1-822
OG0004129	YPL095C	genemark-Sbay_16-processed-gene-3.46-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-3.46&CDS=1-1368
OG0004130	YPL096W	maker-Sbay_16-snap-gene-3.145-mRNA-1_1&gene=maker-Sbay_16-snap-gene-3.145&CDS=1-2490
OG0004131	YPL099C	maker-Sbay_16-augustus-gene-3.142-mRNA-1_1&gene=maker-Sbay_16-augustus-gene-3.142&CDS=1-849
OG0004132	YPL100W	augustus_masked-Sbay_16-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-Sbay_16-processed-gene-3.113&CDS=1-2895
OG0004133	YPL103C	genemark-Sbay_16-processed-gene-3.43-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-3.43&CDS=1-1377
OG0004134	YPL104W	genemark-Sbay_16-processed-gene-3.17-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-3.17&CDS=1-1974
OG0004135	YPL105C	genemark-Sbay_16-processed-gene-3.42-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-3.42&CDS=1-2526
OG0004136	YPL107W	augustus_masked-Sbay_16-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-Sbay_16-processed-gene-3.111&CDS=1-1140
OG0004137	YPL109C	maker-Sbay_16-snap-gene-3.148-mRNA-1_1&gene=maker-Sbay_16-snap-gene-3.148&CDS=1-1971
OG0004138	YPL110C	augustus_masked-Sbay_16-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-Sbay_16-processed-gene-3.128&CDS=1-3657
OG0004139	YPL111W	genemark-Sbay_16-processed-gene-3.14-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-3.14&CDS=1-999
OG0004140	YPL112C	genemark-Sbay_16-processed-gene-3.38-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-3.38&CDS=1-1200
OG0004141	YPL113C	genemark-Sbay_16-processed-gene-3.37-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-3.37&CDS=1-1182
OG0004142	YPL115C	genemark-Sbay_16-processed-gene-3.36-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-3.36&CDS=1-3411
OG0004143	YPL116W	genemark-Sbay_16-processed-gene-3.13-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-3.13&CDS=1-2097
OG0004144	YPL117C	genemark-Sbay_16-processed-gene-3.35-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-3.35&CDS=1-864
OG0004145	YPL118W	genemark-Sbay_16-processed-gene-3.12-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-3.12&CDS=1-1032
OG0004146	YPL120W	genemark-Sbay_16-processed-gene-3.11-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-3.11&CDS=1-1674
OG0004147	YPL121C	genemark-Sbay_16-processed-gene-3.33-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-3.33&CDS=1-663
OG0004148	YPL122C	maker-Sbay_16-augustus-gene-3.140-mRNA-1_1&gene=maker-Sbay_16-augustus-gene-3.140&CDS=1-2739
OG0004149	YPL125W	maker-Sbay_16-augustus-gene-3.138-mRNA-1_1&gene=maker-Sbay_16-augustus-gene-3.138&CDS=1-3849
OG0004150	YPL126W	snap_masked-Sbay_16-processed-gene-3.57-mRNA-1_1&gene=snap_masked-Sbay_16-processed-gene-3.57&CDS=1-2685
OG0004151	YPL127C	genemark-Sbay_16-processed-gene-3.30-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-3.30&CDS=1-804
OG0004152	YPL128C	genemark-Sbay_16-processed-gene-3.29-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-3.29&CDS=1-1692
OG0004153	YPL129W	genemark-Sbay_16-processed-gene-3.8-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-3.8&CDS=1-1350
OG0004154	YPL131W	genemark-Sbay_16-processed-gene-3.7-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-3.7&CDS=1-891
OG0004155	YPL132W	genemark-Sbay_16-processed-gene-3.6-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-3.6&CDS=1-891
OG0004156	YPL135W	augustus_masked-Sbay_16-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-Sbay_16-processed-gene-3.102&CDS=1-495
OG0004157	YPL138C	genemark-Sbay_16-processed-gene-3.25-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-3.25&CDS=1-816
OG0004158	YPL139C	genemark-Sbay_16-processed-gene-3.4-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-3.4&CDS=1-1383
OG0004159	YPL146C	genemark-Sbay_16-processed-gene-2.100-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.100&CDS=1-1356
OG0004160	YPL147W	genemark-Sbay_16-processed-gene-2.76-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.76&CDS=1-2610
OG0004161	YPL148C	genemark-Sbay_16-processed-gene-2.99-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.99&CDS=1-519
OG0004162	YPL149W	genemark-Sbay_16-processed-gene-2.75-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.75&CDS=1-876
OG0004163	YPL150W	genemark-Sbay_16-processed-gene-2.74-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.74&CDS=1-2754
OG0004164	YPL151C	genemark-Sbay_16-processed-gene-2.98-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.98&CDS=1-1353
OG0004165	YPL152W	genemark-Sbay_16-processed-gene-2.73-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.73&CDS=1-1074
OG0004166	YPL153C	genemark-Sbay_16-processed-gene-2.97-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.97&CDS=1-2496
OG0004167	YPL154C	genemark-Sbay_16-processed-gene-2.96-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.96&CDS=1-1218
OG0004168	YPL155C	augustus_masked-Sbay_16-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-Sbay_16-processed-gene-2.136&CDS=1-2112
OG0004169	YPL156C	genemark-Sbay_16-processed-gene-2.94-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.94&CDS=1-849
OG0004170	YPL157W	genemark-Sbay_16-processed-gene-2.72-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.72&CDS=1-924
OG0004171	YPL158C	augustus_masked-Sbay_16-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-Sbay_16-processed-gene-2.134&CDS=1-2772
OG0004172	YPL160W	genemark-Sbay_16-processed-gene-2.71-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.71&CDS=1-3273
OG0004173	YPL161C	genemark-Sbay_16-processed-gene-2.91-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.91&CDS=1-1869
OG0004174	YPL162C	genemark-Sbay_16-processed-gene-2.90-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.90&CDS=1-828
OG0004175	YPL163C	genemark-Sbay_16-processed-gene-2.89-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.89&CDS=1-807
OG0004176	YPL164C	genemark-Sbay_16-processed-gene-2.88-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.88&CDS=1-2181
OG0004177	YPL165C	snap_masked-Sbay_16-processed-gene-2.37-mRNA-1_1&gene=snap_masked-Sbay_16-processed-gene-2.37&CDS=1-1119
OG0004178	YPL166W	augustus_masked-Sbay_16-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-Sbay_16-processed-gene-2.118&CDS=1-639
OG0004179	YPL167C	genemark-Sbay_16-processed-gene-2.86-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.86&CDS=1-4515
OG0004180	YPL168W	genemark-Sbay_16-processed-gene-2.69-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.69&CDS=1-1242
OG0004181	YPL169C	genemark-Sbay_16-processed-gene-2.85-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.85&CDS=1-1818
OG0004182	YPL170W	genemark-Sbay_16-processed-gene-2.68-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.68&CDS=1-462
OG0004183	YPL173W	genemark-Sbay_16-processed-gene-2.67-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.67&CDS=1-909
OG0004184	YPL174C	augustus_masked-Sbay_16-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-Sbay_16-processed-gene-2.127&CDS=1-2559
OG0004185	YPL175W	genemark-Sbay_16-processed-gene-2.66-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.66&CDS=1-1356
OG0004186	YPL176C	genemark-Sbay_16-processed-gene-2.81-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.81&CDS=1-2355
OG0004187	YPL177C	genemark-Sbay_16-processed-gene-2.80-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.80&CDS=1-876
OG0004188	YPL178W	genemark-Sbay_16-processed-gene-2.65-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.65&CDS=1-627
OG0004189	YPL179W	genemark-Sbay_16-processed-gene-2.64-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.64&CDS=1-1644
OG0004190	YPL180W	genemark-Sbay_16-processed-gene-2.63-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.63&CDS=1-2403
OG0004191	YPL181W	augustus_masked-Sbay_16-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-Sbay_16-processed-gene-2.111&CDS=1-1524
OG0004192	YPL183C	genemark-Sbay_16-processed-gene-2.79-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.79&CDS=1-3039
OG0004193	YPL184C	genemark-Sbay_16-processed-gene-2.78-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.78&CDS=1-1788
OG0004194	YPL186C	genemark-Sbay_16-processed-gene-2.77-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.77&CDS=1-891
OG0004195	YPL187W	genemark-Sbay_16-processed-gene-2.61-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.61&CDS=1-342
OG0004196	YPL188W	genemark-Sbay_16-processed-gene-2.60-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.60&CDS=1-1239
OG0004197	YPL189C-A	augustus_masked-Sbay_16-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-Sbay_16-processed-gene-2.109&CDS=1-204
OG0004198	YPL190C	genemark-Sbay_16-processed-gene-2.59-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.59&CDS=1-2340
OG0004199	YPL191C	genemark-Sbay_16-processed-gene-2.58-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.58&CDS=1-1077
OG0004200	YPL192C	genemark-Sbay_16-processed-gene-2.57-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.57&CDS=1-384
OG0004201	YPL193W	genemark-Sbay_16-processed-gene-2.55-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.55&CDS=1-1143
OG0004202	YPL194W	genemark-Sbay_16-processed-gene-2.54-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-2.54&CDS=1-1815
OG0004203	YPL195W	augustus_masked-Sbay_16-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-Sbay_16-processed-gene-2.103&CDS=1-3582
OG0004204	YPL199C	genemark-Sbay_16-processed-gene-1.45-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-1.45&CDS=1-708
OG0004205	YPL200W	snap_masked-Sbay_16-processed-gene-1.77-mRNA-1_1&gene=snap_masked-Sbay_16-processed-gene-1.77&CDS=1-477
OG0004206	YPL201C	genemark-Sbay_16-processed-gene-1.44-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-1.44&CDS=1-1356
OG0004207	YPL202C	genemark-Sbay_16-processed-gene-1.43-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-1.43&CDS=1-1245
OG0004208	YPL204W	genemark-Sbay_16-processed-gene-1.29-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-1.29&CDS=1-1473
OG0004209	YPL206C	genemark-Sbay_16-processed-gene-1.42-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-1.42&CDS=1-963
OG0004210	YPL207W	augustus_masked-Sbay_16-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-Sbay_16-processed-gene-1.121&CDS=1-4197
OG0004211	YPL209C	genemark-Sbay_16-processed-gene-1.41-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-1.41&CDS=1-1104
OG0004212	YPL210C	genemark-Sbay_16-processed-gene-1.40-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-1.40&CDS=1-1920
OG0004213	YPL211W	genemark-Sbay_16-processed-gene-1.26-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-1.26&CDS=1-543
OG0004214	YPL212C	genemark-Sbay_16-processed-gene-1.39-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-1.39&CDS=1-1767
OG0004215	YPL213W	genemark-Sbay_16-processed-gene-1.25-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-1.25&CDS=1-714
OG0004216	YPL214C	genemark-Sbay_16-processed-gene-1.38-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-1.38&CDS=1-1620
OG0004217	YPL216W	augustus_masked-Sbay_16-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-Sbay_16-processed-gene-1.118&CDS=1-4140
OG0004218	YPL217C	genemark-Sbay_16-processed-gene-1.37-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-1.37&CDS=1-3534
OG0004219	YPL218W	snap_masked-Sbay_16-processed-gene-1.69-mRNA-1_1&gene=snap_masked-Sbay_16-processed-gene-1.69&CDS=1-549
OG0004220	YPL219W	augustus_masked-Sbay_16-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-Sbay_16-processed-gene-1.116&CDS=1-1503
OG0004221	YPL222W	genemark-Sbay_16-processed-gene-1.19-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-1.19&CDS=1-2064
OG0004222	YPL223C	genemark-Sbay_16-processed-gene-1.36-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-1.36&CDS=1-519
OG0004223	YPL224C	genemark-Sbay_16-processed-gene-1.35-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-1.35&CDS=1-1401
OG0004224	YPL225W	genemark-Sbay_16-processed-gene-1.18-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-1.18&CDS=1-438
OG0004225	YPL226W	genemark-Sbay_16-processed-gene-1.17-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-1.17&CDS=1-3534
OG0004226	YPL227C	genemark-Sbay_16-processed-gene-1.34-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-1.34&CDS=1-1011
OG0004227	YPL228W	genemark-Sbay_16-processed-gene-1.16-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-1.16&CDS=1-1638
OG0004228	YPL229W	augustus_masked-Sbay_16-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-Sbay_16-processed-gene-1.109&CDS=1-618
OG0004229	YPL230W	genemark-Sbay_16-processed-gene-1.14-mRNA-1_1&gene=genemark-Sbay_16-processed-gene-1.14&CDS=1-1176
OG0004230	YPL231W	augustus_masked-Sbay_16-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-Sbay_16-processed-gene-1.107&CDS=1-6117
