	Pichia_membranifaciens	Saccharomyces_cerevisiae
OG0002516	snap_masked-scaffold_5-processed-gene-1.77-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-1.77&CDS=1-2112	YNR008W
OG0002517	augustus_masked-scaffold_5-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-1.39&CDS=1-1047	YPL244C
OG0002518	genemark-scaffold_5-processed-gene-1.130-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.130&CDS=1-429	YNL328C
OG0002519	genemark-scaffold_5-processed-gene-1.153-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.153&CDS=1-1032	YPL236C
OG0002520	augustus_masked-scaffold_5-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-1.19&CDS=1-1428	YPL235W
OG0002521	augustus_masked-scaffold_5-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-1.41&CDS=1-510	YPL234C
OG0002522	genemark-scaffold_5-processed-gene-1.132-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.132&CDS=1-1215	YPL246C
OG0002523	maker-scaffold_5-snap-gene-1.171-mRNA-1_1&gene=maker-scaffold_5-snap-gene-1.171&CDS=1-3063	YER070W
OG0002524	snap_masked-scaffold_5-processed-gene-1.105-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-1.105&CDS=1-2610	YLR347C
OG0002525	snap_masked-scaffold_5-processed-gene-1.106-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-1.106&CDS=1-1650	YMR137C
OG0002526	snap_masked-scaffold_5-processed-gene-1.107-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-1.107&CDS=1-1248	YCR012W
OG0002527	snap_masked-scaffold_5-processed-gene-1.108-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-1.108&CDS=1-864	YBR039W
OG0002528	snap_masked-scaffold_5-processed-gene-1.109-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-1.109&CDS=1-1917	YGR054W
OG0002529	augustus_masked-scaffold_5-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-1.50&CDS=1-456	YKL067W
OG0002530	genemark-scaffold_5-processed-gene-1.136-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.136&CDS=1-753	YLR445W
OG0002531	snap_masked-scaffold_5-processed-gene-1.89-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-1.89&CDS=1-1074	YGR101W
OG0002532	snap_masked-scaffold_5-processed-gene-1.90-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-1.90&CDS=1-1041	YFR025C
OG0002533	augustus_masked-scaffold_5-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-2.69&CDS=1-1677	YJR122W
OG0002534	snap_masked-scaffold_5-processed-gene-2.123-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.123&CDS=1-369	YOL108C
OG0002535	snap_masked-scaffold_5-processed-gene-2.120-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.120&CDS=1-1122	YOL107W
OG0002536	snap_masked-scaffold_5-processed-gene-2.124-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.124&CDS=1-1521	YJL183W
OG0002537	snap_masked-scaffold_5-processed-gene-2.121-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.121&CDS=1-342	YJL179W
OG0002538	augustus_masked-scaffold_5-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-2.77&CDS=1-3936	YGL251C
OG0002539	snap_masked-scaffold_5-processed-gene-2.147-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.147&CDS=1-573	YJL140W
OG0002540	snap_masked-scaffold_5-processed-gene-2.148-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.148&CDS=1-483	YJL143W
OG0002541	maker-scaffold_5-snap-gene-2.66-mRNA-1_1&gene=maker-scaffold_5-snap-gene-2.66&CDS=1-3879	YJL141C
OG0002542	genemark-scaffold_5-processed-gene-2.43-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.43&CDS=1-864	YIL034C
OG0002543	augustus_masked-scaffold_5-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-2.83&CDS=1-420	YER044C
OG0002544	snap_masked-scaffold_5-processed-gene-2.154-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.154&CDS=1-1068	YIL033C
OG0002545	snap_masked-scaffold_5-processed-gene-2.132-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.132&CDS=1-1734	YAL058W
OG0002546	snap_masked-scaffold_5-processed-gene-2.155-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.155&CDS=1-1092	YBR228W
OG0002547	snap_masked-scaffold_5-processed-gene-2.133-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.133&CDS=1-1470	YOL069W
OG0002548	snap_masked-scaffold_5-processed-gene-2.156-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.156&CDS=1-648	YDL043C
OG0002549	genemark-scaffold_5-processed-gene-2.49-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.49&CDS=1-1401	YLR231C
OG0002550	augustus_masked-scaffold_5-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-2.88&CDS=1-1317	YLR113W
OG0002551	snap_masked-scaffold_5-processed-gene-2.135-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.135&CDS=1-591	YNR018W
OG0002552	snap_masked-scaffold_5-processed-gene-2.164-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.164&CDS=1-1380	YKL046C
OG0002553	augustus_masked-scaffold_5-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-2.90&CDS=1-1578	YBL020W
OG0002554	snap_masked-scaffold_5-processed-gene-2.136-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.136&CDS=1-1500	YER078C
OG0002555	augustus_masked-scaffold_5-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-2.92&CDS=1-1308	YER077C
OG0002556	snap_masked-scaffold_5-processed-gene-2.140-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.140&CDS=1-450	YOR298C-A
OG0002557	augustus_masked-scaffold_5-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-2.95&CDS=1-1200	YMR235C
OG0002558	snap_masked-scaffold_5-processed-gene-2.142-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.142&CDS=1-2604	YPR112C
OG0002559	snap_masked-scaffold_5-processed-gene-2.170-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.170&CDS=1-522	YGR102C
OG0002560	snap_masked-scaffold_5-processed-gene-2.143-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.143&CDS=1-1812	YGR103W
OG0002561	snap_masked-scaffold_5-processed-gene-3.85-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.85&CDS=1-2958	YDL233W
OG0002562	snap_masked-scaffold_5-processed-gene-3.86-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.86&CDS=1-645	YHR081W
OG0002563	snap_masked-scaffold_5-processed-gene-3.87-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.87&CDS=1-1428	YDR329C
OG0002564	snap_masked-scaffold_5-processed-gene-3.88-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.88&CDS=1-2058	YHR042W
OG0002565	snap_masked-scaffold_5-processed-gene-3.89-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.89&CDS=1-885	YHR088W
OG0002566	snap_masked-scaffold_5-processed-gene-3.107-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.107&CDS=1-1005	YML121W
OG0002567	augustus_masked-scaffold_5-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-3.58&CDS=1-3102	YML096W
OG0002568	snap_masked-scaffold_5-processed-gene-3.108-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.108&CDS=1-1170	YJR149W
OG0002569	snap_masked-scaffold_5-processed-gene-3.110-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.110&CDS=1-924	YNL177C
OG0002570	augustus_masked-scaffold_5-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-3.71&CDS=1-6534	YLR176C
OG0002571	snap_masked-scaffold_5-processed-gene-3.114-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.114&CDS=1-2553	YDR520C
OG0002572	snap_masked-scaffold_5-processed-gene-3.94-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.94&CDS=1-3213	YDR017C
OG0002573	snap_masked-scaffold_5-processed-gene-3.116-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.116&CDS=1-342	YDR031W
OG0002574	snap_masked-scaffold_5-processed-gene-3.117-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.117&CDS=1-729	YDR013W
OG0002575	snap_masked-scaffold_5-processed-gene-3.118-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.118&CDS=1-2319	YKR024C
OG0002576	maker-scaffold_5-snap-gene-3.40-mRNA-1_1&gene=maker-scaffold_5-snap-gene-3.40&CDS=1-1899	YJR110W
OG0002577	maker-scaffold_5-snap-gene-3.41-mRNA-1_1&gene=maker-scaffold_5-snap-gene-3.41&CDS=1-5070	YJR111C
OG0002578	maker-scaffold_5-snap-gene-3.42-mRNA-1_1&gene=maker-scaffold_5-snap-gene-3.42&CDS=1-2118	YNL274C
OG0002579	snap_masked-scaffold_5-processed-gene-3.123-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.123&CDS=1-1956	YLR214W
OG0002580	snap_masked-scaffold_5-processed-gene-3.98-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.98&CDS=1-690	YIL064W
OG0002581	snap_masked-scaffold_5-processed-gene-3.124-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.124&CDS=1-1155	YIL063C
OG0002582	snap_masked-scaffold_5-processed-gene-3.104-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.104&CDS=1-753	YLR022C
OG0002583	augustus_masked-scaffold_5-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-3.67&CDS=1-1455	YGR267C
OG0002584	snap_masked-scaffold_5-processed-gene-4.50-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.50&CDS=1-1794	YMR290C
OG0002585	snap_masked-scaffold_5-processed-gene-4.47-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.47&CDS=1-1611	YDL033C
OG0002586	maker-scaffold_5-augustus-gene-4.0-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-4.0&CDS=1-4032	YPR160W
OG0002587	snap_masked-scaffold_5-processed-gene-4.53-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.53&CDS=1-3660	YEL031W
OG0002588	snap_masked-scaffold_5-processed-gene-4.54-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.54&CDS=1-795	YGR152C
OG0002589	snap_masked-scaffold_5-processed-gene-4.55-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.55&CDS=1-1200	YDR126W
OG0002590	snap_masked-scaffold_5-processed-gene-4.71-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.71&CDS=1-4875	YER166W
OG0002591	snap_masked-scaffold_5-processed-gene-4.56-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.56&CDS=1-4617	YDR104C
OG0002592	snap_masked-scaffold_5-processed-gene-4.72-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.72&CDS=1-1104	YDR142C
OG0002593	snap_masked-scaffold_5-processed-gene-4.73-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.73&CDS=1-2496	YMR179W
OG0002594	snap_masked-scaffold_5-processed-gene-4.57-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.57&CDS=1-768	YGR253C
OG0002595	snap_masked-scaffold_5-processed-gene-4.76-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.76&CDS=1-1746	YGR252W
OG0002596	snap_masked-scaffold_5-processed-gene-4.58-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.58&CDS=1-4962	YGR061C
OG0002597	augustus_masked-scaffold_5-processed-gene-4.96-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.96&CDS=1-1590	YLL063C
OG0002598	augustus_masked-scaffold_5-processed-gene-4.117-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.117&CDS=1-798	YER100W
OG0002599	snap_masked-scaffold_5-processed-gene-4.78-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.78&CDS=1-2013	YBL061C
OG0002600	maker-scaffold_5-snap-gene-4.5-mRNA-1_1&gene=maker-scaffold_5-snap-gene-4.5&CDS=1-3507	YNL237W
OG0002601	maker-scaffold_5-snap-gene-4.4-mRNA-1_1&gene=maker-scaffold_5-snap-gene-4.4&CDS=1-1521	YNL240C
OG0002602	snap_masked-scaffold_5-processed-gene-4.63-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.63&CDS=1-2454	YNL201C
OG0002603	augustus_masked-scaffold_5-processed-gene-4.101-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.101&CDS=1-858	YNL202W
OG0002604	augustus_masked-scaffold_5-processed-gene-4.119-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.119&CDS=1-2295	YLR117C
OG0002605	snap_masked-scaffold_5-processed-gene-4.64-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.64&CDS=1-2853	YHR154W
OG0002606	augustus_masked-scaffold_5-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.120&CDS=1-2589	YJL176C
OG0002607	snap_masked-scaffold_5-processed-gene-4.67-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.67&CDS=1-711	YBL095W
OG0002608	augustus_masked-scaffold_5-processed-gene-4.106-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.106&CDS=1-1497	YNL026W
OG0002609	snap_masked-scaffold_5-processed-gene-4.83-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.83&CDS=1-1053	YIL083C
OG0002610	snap_masked-scaffold_5-processed-gene-4.68-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.68&CDS=1-1593	YNL016W
OG0002611	snap_masked-scaffold_5-processed-gene-4.69-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.69&CDS=1-1821	YJL127C
OG0002612	maker-scaffold_5-snap-gene-5.107-mRNA-1_1&gene=maker-scaffold_5-snap-gene-5.107&CDS=1-6360	YKR050W
OG0002613	augustus_masked-scaffold_5-processed-gene-5.2-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-5.2&CDS=1-1698	YKL028W
OG0002614	snap_masked-scaffold_5-processed-gene-5.35-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.35&CDS=1-1746	YHR009C
OG0002615	snap_masked-scaffold_5-processed-gene-5.37-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.37&CDS=1-1200	YDR346C
OG0002616	maker-scaffold_5-augustus-gene-5.115-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-5.115&CDS=1-1476	YLR212C
OG0002617	snap_masked-scaffold_5-processed-gene-5.43-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.43&CDS=1-2769	YBR229C
OG0002618	snap_masked-scaffold_5-processed-gene-5.57-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.57&CDS=1-552	YHR175W
OG0002619	snap_masked-scaffold_5-processed-gene-5.59-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.59&CDS=1-1572	YDR470C
OG0002620	snap_masked-scaffold_5-processed-gene-5.60-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.60&CDS=1-2304	YAL023C
OG0002621	snap_masked-scaffold_5-processed-gene-5.48-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.48&CDS=1-450	YPR062W
OG0002622	snap_masked-scaffold_5-processed-gene-5.49-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.49&CDS=1-387	YIR009W
OG0002623	maker-scaffold_5-snap-gene-5.109-mRNA-1_1&gene=maker-scaffold_5-snap-gene-5.109&CDS=1-3066	YPL150W
OG0002624	snap_masked-scaffold_5-processed-gene-5.65-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.65&CDS=1-1653	YOR241W
OG0002625	snap_masked-scaffold_5-processed-gene-5.66-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.66&CDS=1-1218	YJL026W
OG0002626	maker-scaffold_5-snap-gene-5.110-mRNA-1_1&gene=maker-scaffold_5-snap-gene-5.110&CDS=1-1296	YDL084W
OG0002627	snap_masked-scaffold_5-processed-gene-5.50-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.50&CDS=1-1668	YML069W
OG0002628	genemark-scaffold_5-processed-gene-5.87-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.87&CDS=1-2805	YDR089W
OG0002629	augustus_masked-scaffold_5-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-5.29&CDS=1-1389	YLR085C
OG0002630	snap_masked-scaffold_5-processed-gene-5.68-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.68&CDS=1-2322	YLR277C
OG0002631	snap_masked-scaffold_5-processed-gene-5.54-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.54&CDS=1-264	YLR438C-A
OG0002632	augustus_masked-scaffold_5-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-5.31&CDS=1-4557	YML059C
OG0002633	snap_masked-scaffold_5-processed-gene-5.55-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.55&CDS=1-6168	YKL182W
OG0002634	snap_masked-scaffold_5-processed-gene-5.56-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.56&CDS=1-2265	YDL164C
OG0002635	augustus_masked-scaffold_5-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-5.32&CDS=1-4443	YJL010C
OG0002636	snap_masked-scaffold_5-processed-gene-6.29-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.29&CDS=1-1500	YLR005W
OG0002637	genemark-scaffold_5-processed-gene-6.72-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.72&CDS=1-2547	YOR211C
OG0002638	snap_masked-scaffold_5-processed-gene-6.31-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.31&CDS=1-294	YHR087W
OG0002639	augustus_masked-scaffold_5-processed-gene-6.4-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.4&CDS=1-753	YHR038W
OG0002640	snap_masked-scaffold_5-processed-gene-6.51-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.51&CDS=1-1917	YHR039C
OG0002641	maker-scaffold_5-augustus-gene-6.117-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-6.117&CDS=1-2895	YKR035W-A
OG0002642	augustus_masked-scaffold_5-processed-gene-6.17-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.17&CDS=1-5217	YOR005C
OG0002643	augustus_masked-scaffold_5-processed-gene-6.18-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.18&CDS=1-2790	YMR262W
OG0002644	snap_masked-scaffold_5-processed-gene-6.59-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.59&CDS=1-1182	YGR193C
OG0002645	snap_masked-scaffold_5-processed-gene-6.35-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.35&CDS=1-2049	YLR002C
OG0002646	snap_masked-scaffold_5-processed-gene-6.60-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.60&CDS=1-2985	YHR082C
OG0002647	augustus_masked-scaffold_5-processed-gene-6.23-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.23&CDS=1-3306	YML068W
OG0002648	snap_masked-scaffold_5-processed-gene-6.38-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.38&CDS=1-3711	YLR084C
OG0002649	snap_masked-scaffold_5-processed-gene-6.39-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.39&CDS=1-2046	YDR108W
OG0002650	augustus_masked-scaffold_5-processed-gene-6.24-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.24&CDS=1-3990	YMR012W
OG0002651	augustus_masked-scaffold_5-processed-gene-6.27-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.27&CDS=1-4413	YNL142W
OG0002652	augustus_masked-scaffold_5-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.13&CDS=1-1830	YPL075W
OG0002653	snap_masked-scaffold_5-processed-gene-6.69-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.69&CDS=1-3819	YBL007C
OG0002654	snap_masked-scaffold_5-processed-gene-6.47-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.47&CDS=1-2271	YGL178W
OG0002655	snap_masked-scaffold_5-processed-gene-6.48-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.48&CDS=1-1521	YBR286W
OG0002656	snap_masked-scaffold_5-processed-gene-7.53-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.53&CDS=1-2985	YBL037W
OG0002657	augustus_masked-scaffold_5-processed-gene-7.97-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.97&CDS=1-2703	YBL036C
OG0002658	snap_masked-scaffold_5-processed-gene-7.58-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.58&CDS=1-732	YDL051W
OG0002659	snap_masked-scaffold_5-processed-gene-7.59-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.59&CDS=1-1845	YBL035C
OG0002660	snap_masked-scaffold_5-processed-gene-7.78-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.78&CDS=1-2082	YBR086C
OG0002661	snap_masked-scaffold_5-processed-gene-7.64-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.64&CDS=1-4338	YDL112W
OG0002662	snap_masked-scaffold_5-processed-gene-7.82-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.82&CDS=1-882	YDL111C
OG0002663	augustus_masked-scaffold_5-processed-gene-7.104-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.104&CDS=1-4869	YMR190C
OG0002664	snap_masked-scaffold_5-processed-gene-7.66-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.66&CDS=1-2379	YGL234W
OG0002665	maker-scaffold_5-snap-gene-7.2-mRNA-1_1&gene=maker-scaffold_5-snap-gene-7.2&CDS=1-2289	YDR034C
OG0002666	snap_masked-scaffold_5-processed-gene-7.72-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.72&CDS=1-1572	YBL015W
OG0002667	snap_masked-scaffold_5-processed-gene-7.73-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.73&CDS=1-738	YDR226W
OG0002668	augustus_masked-scaffold_5-processed-gene-7.126-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.126&CDS=1-1569	YJL053W
OG0002669	maker-scaffold_5-snap-gene-7.3-mRNA-1_1&gene=maker-scaffold_5-snap-gene-7.3&CDS=1-3975	YBR080C
OG0002670	augustus_masked-scaffold_5-processed-gene-7.129-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.129&CDS=1-738	YBR261C
OG0002671	maker-scaffold_5-augustus-gene-8.97-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-8.97&CDS=1-1074	YDR510W
OG0002672	snap_masked-scaffold_5-processed-gene-8.82-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.82&CDS=1-2748	YIL137C
OG0002673	maker-scaffold_5-snap-gene-8.1-mRNA-1_1&gene=maker-scaffold_5-snap-gene-8.1&CDS=1-3405	YNL081C
OG0002674	snap_masked-scaffold_5-processed-gene-8.61-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.61&CDS=1-909	YDL052C
OG0002675	snap_masked-scaffold_5-processed-gene-8.65-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.65&CDS=1-1788	YAL067C
OG0002676	snap_masked-scaffold_5-processed-gene-8.66-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.66&CDS=1-1362	YJL213W
OG0002677	snap_masked-scaffold_5-processed-gene-8.68-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.68&CDS=1-1656	YPL208W
OG0002678	augustus_masked-scaffold_5-processed-gene-8.133-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.133&CDS=1-795	YGL098W
OG0002679	snap_masked-scaffold_5-processed-gene-8.69-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.69&CDS=1-1263	YFR024C-A
OG0002680	snap_masked-scaffold_5-processed-gene-8.88-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.88&CDS=1-891	YGL154C
OG0002681	snap_masked-scaffold_5-processed-gene-8.70-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.70&CDS=1-2262	YMR167W
OG0002682	snap_masked-scaffold_5-processed-gene-8.89-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.89&CDS=1-1140	YMR166C
OG0002683	snap_masked-scaffold_5-processed-gene-8.90-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.90&CDS=1-4236	YPL006W
