	Ogataea_methanolica	Saccharomyces_cerevisiae
OG0002875	-processed-gene-4.18-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.18&CDS=1-1383	YPL181W
OG0002876	-processed-gene-4.36-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.36&CDS=1-1785	YGL095C
OG0002877	-augustus-gene-4.47-mRNA-1_1&gene=maker-gi|1002316336|dbj|BCKW01000001.1|-augustus-gene-4.47&CDS=1-3288	YGL094C
OG0002878	-processed-gene-4.60-mRNA-1_1&gene=snap_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.60&CDS=1-213	YPL183W-A
OG0002879	-processed-gene-4.38-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.38&CDS=1-3060	YPL183C
OG0002880	-processed-gene-4.39-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.39&CDS=1-2172	YOR069W
OG0002881	-processed-gene-4.22-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.22&CDS=1-3744	YHR079C
OG0002882	-processed-gene-4.23-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.23&CDS=1-1209	YGL248W
OG0002883	-processed-gene-4.41-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.41&CDS=1-840	YFR050C
OG0002884	-processed-gene-4.25-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.25&CDS=1-2037	YOR254C
OG0002885	-processed-gene-4.42-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.42&CDS=1-1890	YPL122C
OG0002886	-processed-gene-4.108-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.108&CDS=1-3474	YOR207C
OG0002887	-processed-gene-4.27-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.27&CDS=1-2163	YOR206W
OG0002888	-processed-gene-4.45-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.45&CDS=1-2613	YFR034C
OG0002889	-processed-gene-5.43-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.43&CDS=1-2856	YLR115W
OG0002890	-processed-gene-5.46-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.46&CDS=1-2568	YLR268W
OG0002891	-processed-gene-5.5-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.5&CDS=1-666	YDR140W
OG0002892	-processed-gene-5.47-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.47&CDS=1-5616	YDR141C
OG0002893	-processed-gene-5.61-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.61&CDS=1-4659	YBL047C
OG0002894	-processed-gene-5.62-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.62&CDS=1-2121	YNL161W
OG0002895	-processed-gene-5.50-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.50&CDS=1-534	YPR017C
OG0002896	-processed-gene-5.68-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.68&CDS=1-2334	YLR304C
OG0002897	-processed-gene-5.51-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.51&CDS=1-786	YGL098W
OG0002898	-processed-gene-5.53-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.53&CDS=1-462	YJL122W
OG0002899	-processed-gene-5.69-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.69&CDS=1-705	YJL121C
OG0002900	-processed-gene-5.70-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.70&CDS=1-1107	YKR066C
OG0002901	-processed-gene-5.54-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.54&CDS=1-924	YDR337W
OG0002902	-processed-gene-5.74-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.74&CDS=1-2100	YKL104C
OG0002903	-processed-gene-5.75-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.75&CDS=1-1392	YKL082C
OG0002904	-processed-gene-5.56-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.56&CDS=1-1614	YMR211W
OG0002905	-processed-gene-5.59-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.59&CDS=1-969	YGR053C
OG0002906	-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.37&CDS=1-2598	YFL042C
OG0002907	-processed-gene-6.75-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.75&CDS=1-1761	YLR133W
OG0002908	-processed-gene-6.77-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.77&CDS=1-750	YGR271C-A
OG0002909	-processed-gene-6.78-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.78&CDS=1-1722	YCR054C
OG0002910	-processed-gene-6.79-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.79&CDS=1-2811	YCR057C
OG0002911	-processed-gene-6.5-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.5&CDS=1-981	YCR059C
OG0002912	-processed-gene-6.81-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.81&CDS=1-1053	YCR060W
OG0002913	-processed-gene-6.82-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.82&CDS=1-567	YPL010W
OG0002914	-processed-gene-6.98-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.98&CDS=1-2979	YPL009C
OG0002915	-processed-gene-6.83-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.83&CDS=1-1032	YPL015C
OG0002916	-processed-gene-6.84-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.84&CDS=1-2694	YFL003C
OG0002917	-processed-gene-6.23-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.23&CDS=1-2244	YPL020C
OG0002918	-processed-gene-6.88-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.88&CDS=1-1203	YGR185C
OG0002919	-processed-gene-6.89-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.89&CDS=1-3135	YKL015W
OG0002920	-processed-gene-6.102-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.102&CDS=1-1899	YER165W
OG0002921	-processed-gene-6.103-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.103&CDS=1-4305	YER164W
OG0002922	-snap-gene-6.111-mRNA-1_1&gene=maker-gi|1002316336|dbj|BCKW01000001.1|-snap-gene-6.111&CDS=1-1431	YPR083W
OG0002923	-processed-gene-6.105-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.105&CDS=1-378	YKL003C
OG0002924	-processed-gene-6.93-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.93&CDS=1-681	YKL002W
OG0002925	-processed-gene-6.95-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.95&CDS=1-1659	YGL077C
OG0002926	-processed-gene-6.96-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.96&CDS=1-1986	YLR088W
OG0002927	-processed-gene-6.109-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.109&CDS=1-1545	YDR111C
OG0002928	-processed-gene-7.82-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.82&CDS=1-1518	YJL091C
OG0002929	-processed-gene-7.80-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.80&CDS=1-747	YNL265C
OG0002930	-processed-gene-7.84-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.84&CDS=1-2487	YDR258C
OG0002931	-processed-gene-7.81-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.81&CDS=1-3420	YLR032W
OG0002932	-processed-gene-7.103-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.103&CDS=1-1032	YMR127C
OG0002933	-processed-gene-7.85-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.85&CDS=1-3825	YMR128W
OG0002934	-snap-gene-7.74-mRNA-1_1&gene=maker-gi|1002316336|dbj|BCKW01000001.1|-snap-gene-7.74&CDS=1-4422	YHR113W
OG0002935	-processed-gene-7.89-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.89&CDS=1-1335	YLR380W
OG0002936	-processed-gene-7.104-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.104&CDS=1-1470	YJR078W
OG0002937	-processed-gene-7.90-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.90&CDS=1-1470	YOR244W
OG0002938	-processed-gene-7.26-mRNA-1_1&gene=snap_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.26&CDS=1-1119	YPL152W
OG0002939	-processed-gene-7.106-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.106&CDS=1-2565	YNL224C
OG0002940	-processed-gene-7.93-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.93&CDS=1-1863	YNL223W
OG0002941	-processed-gene-7.94-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.94&CDS=1-4113	YNL273W
OG0002942	-processed-gene-7.107-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.107&CDS=1-1479	YEL064C
OG0002943	-processed-gene-7.108-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.108&CDS=1-1254	YLR181C
OG0002944	-processed-gene-7.54-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.54&CDS=1-2310	YLR182W
OG0002945	-processed-gene-7.109-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.109&CDS=1-3009	YLR187W
OG0002946	-processed-gene-7.113-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.113&CDS=1-2649	YOR154W
OG0002947	-processed-gene-7.99-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.99&CDS=1-741	YNL222W
OG0002948	-processed-gene-7.101-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.101&CDS=1-1101	YFR041C
OG0002949	-processed-gene-7.102-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.102&CDS=1-888	YPL131W
OG0002950	-processed-gene-8.52-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.52&CDS=1-1500	YKL211C
OG0002951	-processed-gene-8.53-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.53&CDS=1-801	YJL174W
OG0002952	-processed-gene-8.54-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.54&CDS=1-399	YKL170W
OG0002953	-processed-gene-8.55-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.55&CDS=1-474	YKL167C
OG0002954	-processed-gene-8.56-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.56&CDS=1-1551	YHR007C
OG0002955	-processed-gene-8.59-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.59&CDS=1-927	YDR280W
OG0002956	-processed-gene-8.80-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.80&CDS=1-957	YDR279W
OG0002957	-processed-gene-8.82-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.82&CDS=1-750	YGL123W
OG0002958	-processed-gene-8.63-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.63&CDS=1-1407	YIL074C
OG0002959	-processed-gene-8.64-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.64&CDS=1-2895	YIL075C
OG0002960	-processed-gene-8.33-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.33&CDS=1-1587	YER082C
OG0002961	-processed-gene-8.66-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.66&CDS=1-1026	YER083C
OG0002962	-processed-gene-8.84-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.84&CDS=1-1296	YKL216W
OG0002963	-processed-gene-8.89-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.89&CDS=1-774	YLR186W
OG0002964	-processed-gene-8.41-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.41&CDS=1-1614	YKL116C
OG0002965	-processed-gene-8.74-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.74&CDS=1-3174	YLR071C
OG0002966	-processed-gene-8.121-mRNA-1_1&gene=snap_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.121&CDS=1-1047	YPL206C
OG0002967	-processed-gene-8.92-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.92&CDS=1-780	YGR033C
OG0002968	-processed-gene-8.77-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.77&CDS=1-1695	YMR300C
OG0002969	-processed-gene-8.78-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.78&CDS=1-690	YJL148W
OG0002970	-processed-gene-8.93-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.93&CDS=1-903	YKR062W
OG0002971	-processed-gene-8.79-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.79&CDS=1-1380	YPL063W
OG0002972	-processed-gene-8.44-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.44&CDS=1-1224	YGL067W
OG0002973	-processed-gene-8.95-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.95&CDS=1-1392	YPL204W
OG0002974	-processed-gene-9.44-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-9.44&CDS=1-1416	YGL129C
OG0002975	-processed-gene-9.46-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-9.46&CDS=1-1488	YGL130W
OG0002976	-processed-gene-9.45-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-9.45&CDS=1-4851	YGL131C
OG0002977	-processed-gene-9.65-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-9.65&CDS=1-717	YPL213W
OG0002978	-processed-gene-9.66-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-9.66&CDS=1-966	YPL215W
OG0002979	-processed-gene-9.69-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-9.69&CDS=1-1185	YBR025C
OG0002980	-processed-gene-9.70-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-9.70&CDS=1-1188	YNL286W
OG0002981	-processed-gene-9.48-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-9.48&CDS=1-897	YLR351C
OG0002982	-processed-gene-9.49-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-9.49&CDS=1-1167	YKR042W
OG0002983	-processed-gene-9.50-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-9.50&CDS=1-3453	YGL156W
OG0002984	-processed-gene-9.51-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-9.51&CDS=1-4656	YOR326W
OG0002985	-processed-gene-9.52-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-9.52&CDS=1-438	YPR082C
OG0002986	-processed-gene-9.53-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-9.53&CDS=1-438	YML030W
OG0002987	-processed-gene-9.54-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-9.54&CDS=1-1371	YKL194C
OG0002988	-processed-gene-9.72-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-9.72&CDS=1-1296	YLR423C
OG0002989	-processed-gene-9.76-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-9.76&CDS=1-2361	YIL140W
OG0002990	-processed-gene-9.58-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-9.58&CDS=1-2004	YPR018W
OG0002991	-processed-gene-9.59-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-9.59&CDS=1-2811	YPR019W
OG0002992	-processed-gene-9.60-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-9.60&CDS=1-417	YPR020W
OG0002993	-processed-gene-9.79-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-9.79&CDS=1-1695	YGL171W
OG0002994	-processed-gene-9.61-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-9.61&CDS=1-726	YLR312W-A
OG0002995	-processed-gene-9.62-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-9.62&CDS=1-540	YBL093C
OG0002996	-processed-gene-9.63-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-9.63&CDS=1-1464	YPR163C
OG0002997	-augustus-gene-9.3-mRNA-1_1&gene=maker-gi|1002316336|dbj|BCKW01000001.1|-augustus-gene-9.3&CDS=1-828	YDR064W
OG0002998	-processed-gene-9.84-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-9.84&CDS=1-1347	YER136W
OG0002999	-processed-gene-9.85-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-9.85&CDS=1-1338	YOR323C
OG0003000	-processed-gene-10.95-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-10.95&CDS=1-414	YDR519W
OG0003001	-processed-gene-10.45-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-10.45&CDS=1-2532	YFL055W
OG0003002	-processed-gene-10.99-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-10.99&CDS=1-1326	YDR165W
OG0003003	-processed-gene-10.101-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-10.101&CDS=1-1398	YLR142W
OG0003004	-processed-gene-10.102-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-10.102&CDS=1-876	YDR162C
OG0003005	-processed-gene-10.122-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-10.122&CDS=1-1218	YDR161W
OG0003006	-processed-gene-10.103-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-10.103&CDS=1-756	YDR152W
OG0003007	-processed-gene-10.73-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-10.73&CDS=1-2349	YLR141W
OG0003008	-processed-gene-10.104-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-10.104&CDS=1-2598	YLR139C
OG0003009	-processed-gene-10.105-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-10.105&CDS=1-483	YDR155C
OG0003010	-processed-gene-10.124-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-10.124&CDS=1-1239	YKL004W
OG0003011	-processed-gene-10.126-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-10.126&CDS=1-3291	YLL021W
OG0003012	-processed-gene-10.108-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-10.108&CDS=1-1326	YCL032W
OG0003013	-processed-gene-10.127-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-10.127&CDS=1-894	YCL031C
OG0003014	-processed-gene-10.109-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-10.109&CDS=1-1125	YLR244C
OG0003015	-processed-gene-10.110-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-10.110&CDS=1-1971	YDR189W
OG0003016	-processed-gene-10.128-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-10.128&CDS=1-1401	YDR190C
OG0003017	-processed-gene-10.130-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-10.130&CDS=1-1425	YPL120W
OG0003018	-processed-gene-10.131-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-10.131&CDS=1-1020	YDL100C
OG0003019	-processed-gene-10.82-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-10.82&CDS=1-1326	YOL031C
OG0003020	-processed-gene-10.114-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-10.114&CDS=1-3342	YMR218C
OG0003021	-processed-gene-10.133-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-10.133&CDS=1-552	YOR278W
OG0003022	-processed-gene-10.116-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-10.116&CDS=1-1179	YNL084C
OG0003023	-processed-gene-11.92-mRNA-1_1&gene=snap_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-11.92&CDS=1-1920	YBR041W
OG0003024	-processed-gene-11.50-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-11.50&CDS=1-1338	YDR035W
OG0003025	-processed-gene-11.3-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-11.3&CDS=1-1536	YCL004W
OG0003026	-processed-gene-11.26-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-11.26&CDS=1-1119	YNL005C
OG0003027	-processed-gene-11.5-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-11.5&CDS=1-939	YCL010C
OG0003028	-processed-gene-11.28-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-11.28&CDS=1-924	YBR040W
OG0003029	-processed-gene-11.9-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-11.9&CDS=1-1008	YKL151C
OG0003030	-processed-gene-11.29-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-11.29&CDS=1-663	YKL142W
OG0003031	-processed-gene-11.10-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-11.10&CDS=1-567	YGL010W
OG0003032	-processed-gene-11.11-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-11.11&CDS=1-996	YBR265W
OG0003033	-processed-gene-11.12-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-11.12&CDS=1-657	YJL063C
OG0003034	-processed-gene-11.61-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-11.61&CDS=1-738	YGR235C
OG0003035	-processed-gene-11.32-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-11.32&CDS=1-3087	YOL098C
OG0003036	-processed-gene-11.33-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-11.33&CDS=1-1284	YGR257C
OG0003037	-processed-gene-11.35-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-11.35&CDS=1-4314	YHR186C
OG0003038	-processed-gene-11.15-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-11.15&CDS=1-528	YLR370C
OG0003039	-processed-gene-11.37-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-11.37&CDS=1-1341	YDR306C
OG0003040	-processed-gene-11.17-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-11.17&CDS=1-2421	YNL041C
OG0003041	-processed-gene-11.39-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-11.39&CDS=1-1305	YIL103W
OG0003042	-processed-gene-11.18-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-11.18&CDS=1-1527	YIL104C
OG0003043	-processed-gene-11.40-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-11.40&CDS=1-1272	YNL042W
OG0003044	-snap-gene-11.47-mRNA-1_1&gene=maker-gi|1002316336|dbj|BCKW01000001.1|-snap-gene-11.47&CDS=1-3045	YKL155C
OG0003045	-processed-gene-11.23-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-11.23&CDS=1-858	YLR243W
OG0003046	-processed-gene-11.42-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-11.42&CDS=1-1440	YDR191W
