	Cyberlindnera_fabianii_JCM3601	Saccharomyces_cerevisiae
OG0003314	-processed-gene-15.5-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.5&CDS=1-594	YPL239W
OG0003315	-processed-gene-15.6-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.6&CDS=1-846	YPL237W
OG0003316	-processed-gene-15.9-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.9&CDS=1-567	YMR184W
OG0003317	-processed-gene-15.10-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.10&CDS=1-1116	YPL236C
OG0003318	-processed-gene-15.66-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.66&CDS=1-1452	YPL235W
OG0003319	-augustus-gene-15.2-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-augustus-gene-15.2&CDS=1-480	YPL234C
OG0003320	-augustus-gene-15.0-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-augustus-gene-15.0&CDS=1-657	YPL233W
OG0003321	-processed-gene-15.12-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.12&CDS=1-837	YPL246C
OG0003322	-processed-gene-15.14-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.14&CDS=1-492	YOR104W
OG0003323	-processed-gene-15.15-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.15&CDS=1-588	YJR112W
OG0003324	-snap-gene-15.60-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-15.60&CDS=1-3144	YMR154C
OG0003325	-processed-gene-15.16-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.16&CDS=1-1260	YER020W
OG0003326	-processed-gene-15.39-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.39&CDS=1-1092	YJR107W
OG0003327	-processed-gene-15.40-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.40&CDS=1-2229	YDL095W
OG0003328	-processed-gene-15.41-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.41&CDS=1-1341	YMR153W
OG0003329	-processed-gene-15.17-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.17&CDS=1-1254	YDL097C
OG0003330	-processed-gene-15.42-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.42&CDS=1-2160	YDL116W
OG0003331	-processed-gene-15.43-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.43&CDS=1-1587	YMR155W
OG0003332	-processed-gene-15.44-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.44&CDS=1-4074	YDL112W
OG0003333	-processed-gene-15.19-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.19&CDS=1-2676	YDL117W
OG0003334	-processed-gene-15.20-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.20&CDS=1-1218	YDL090C
OG0003335	-processed-gene-15.102-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.102&CDS=1-387	YDL092W
OG0003336	-processed-gene-15.24-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.24&CDS=1-1422	YBR199W
OG0003337	-processed-gene-15.103-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.103&CDS=1-1203	YPR065W
OG0003338	-processed-gene-15.47-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.47&CDS=1-1629	YPR137W
OG0003339	-processed-gene-15.26-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.26&CDS=1-2526	YPR135W
OG0003340	-processed-gene-15.49-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.49&CDS=1-1554	YGR119C
OG0003341	-processed-gene-15.29-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.29&CDS=1-2445	YPR029C
OG0003342	-processed-gene-15.53-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.53&CDS=1-531	YPR028W
OG0003343	-processed-gene-15.32-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.32&CDS=1-873	YIL076W
OG0003344	-processed-gene-15.56-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-15.56&CDS=1-978	YIL077C
OG0003345	-processed-gene-16.41-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.41&CDS=1-1605	YDL178W
OG0003346	-snap-gene-16.86-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-16.86&CDS=1-435	YDL177C
OG0003347	-processed-gene-16.42-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.42&CDS=1-1224	YNL206C
OG0003348	-processed-gene-16.47-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.47&CDS=1-1293	YNL207W
OG0003349	-augustus-gene-16.89-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-augustus-gene-16.89&CDS=1-3747	YIL078W
OG0003350	-processed-gene-16.70-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.70&CDS=1-4329	YNL102W
OG0003351	-processed-gene-16.49-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.49&CDS=1-843	YOR106W
OG0003352	-processed-gene-16.50-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.50&CDS=1-2055	YMR232W
OG0003353	-processed-gene-16.73-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.73&CDS=1-606	YOR294W
OG0003354	-processed-gene-16.51-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.51&CDS=1-591	YMR233W
OG0003355	-processed-gene-16.54-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.54&CDS=1-2592	YFL042C
OG0003356	-processed-gene-16.12-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.12&CDS=1-4329	YPR003C
OG0003357	-processed-gene-16.30-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.30&CDS=1-495	YNL211C
OG0003358	-processed-gene-16.58-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.58&CDS=1-2892	YMR231W
OG0003359	-processed-gene-16.78-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.78&CDS=1-3315	YDL231C
OG0003360	-processed-gene-16.60-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.60&CDS=1-687	YNL214W
OG0003361	-processed-gene-16.79-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.79&CDS=1-714	YNL213C
OG0003362	-processed-gene-16.61-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.61&CDS=1-2379	YNL212W
OG0003363	-processed-gene-16.80-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.80&CDS=1-1617	YDR188W
OG0003364	-processed-gene-16.81-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.81&CDS=1-1104	YLR244C
OG0003365	-processed-gene-16.82-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.82&CDS=1-423	YLR245C
OG0003366	-processed-gene-16.63-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.63&CDS=1-1302	YKL216W
OG0003367	-processed-gene-16.64-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.64&CDS=1-996	YER083C
OG0003368	-processed-gene-16.66-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.66&CDS=1-3132	YHR079C
OG0003369	-processed-gene-16.67-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.67&CDS=1-1908	YDR189W
OG0003370	-processed-gene-16.39-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-16.39&CDS=1-1989	YDR190C
OG0003371	-processed-gene-17.63-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.63&CDS=1-2352	YJR126C
OG0003372	-processed-gene-17.59-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.59&CDS=1-414	YPR020W
OG0003373	-processed-gene-17.64-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.64&CDS=1-1710	YGL171W
OG0003374	-processed-gene-17.62-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.62&CDS=1-1755	YLR114C
OG0003375	-processed-gene-17.92-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.92&CDS=1-1050	YLR113W
OG0003376	-processed-gene-17.94-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.94&CDS=1-507	YLR109W
OG0003377	-processed-gene-17.96-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.96&CDS=1-1929	YLR143W
OG0003378	-processed-gene-17.9-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.9&CDS=1-2130	YLR214W
OG0003379	-snap-gene-17.123-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-17.123&CDS=1-2073	YDR164C
OG0003380	-processed-gene-17.69-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.69&CDS=1-2298	YLR144C
OG0003381	-processed-gene-17.70-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.70&CDS=1-732	YLR145W
OG0003382	-processed-gene-17.12-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.12&CDS=1-1923	YLR141W
OG0003383	-processed-gene-17.98-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.98&CDS=1-1413	YLR142W
OG0003384	-processed-gene-17.73-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.73&CDS=1-1647	YFL055W
OG0003385	-processed-gene-17.99-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.99&CDS=1-1269	YDR165W
OG0003386	-processed-gene-17.75-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.75&CDS=1-576	YDR162C
OG0003387	-processed-gene-17.101-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.101&CDS=1-1077	YDR161W
OG0003388	-processed-gene-17.76-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.76&CDS=1-714	YDR152W
OG0003389	-processed-gene-17.102-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.102&CDS=1-1098	YDR153C
OG0003390	-processed-gene-17.103-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.103&CDS=1-486	YDR155C
OG0003391	-processed-gene-17.105-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.105&CDS=1-783	YLR168C
OG0003392	-processed-gene-17.18-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.18&CDS=1-2550	YDR205W
OG0003393	-processed-gene-17.106-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.106&CDS=1-816	YNL128W
OG0003394	-processed-gene-17.107-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.107&CDS=1-354	YHR116W
OG0003395	-snap-gene-17.117-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-17.117&CDS=1-1302	YNL119W
OG0003396	-processed-gene-17.81-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.81&CDS=1-285	YNL122C
OG0003397	-processed-gene-17.108-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.108&CDS=1-2970	YNL123W
OG0003398	-processed-gene-17.109-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.109&CDS=1-1086	YHR118C
OG0003399	-processed-gene-17.22-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.22&CDS=1-5991	YHR120W
OG0003400	-processed-gene-17.110-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.110&CDS=1-1548	YNL124W
OG0003401	-processed-gene-17.111-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.111&CDS=1-1704	YHR124W
OG0003402	-processed-gene-17.85-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.85&CDS=1-3120	YNL132W
OG0003403	-processed-gene-17.112-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.112&CDS=1-732	YNL129W
OG0003404	-processed-gene-17.86-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.86&CDS=1-291	YBL026W
OG0003405	-processed-gene-17.88-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.88&CDS=1-2025	YBL024W
OG0003406	-processed-gene-17.115-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-17.115&CDS=1-708	YGR024C
OG0003407	-processed-gene-18.11-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.11&CDS=1-3507	YPR010C
OG0003408	-processed-gene-18.12-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.12&CDS=1-2772	YGL167C
OG0003409	-processed-gene-18.14-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.14&CDS=1-1098	YGL169W
OG0003410	-processed-gene-18.43-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.43&CDS=1-360	YFL014W
OG0003411	-processed-gene-18.16-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.16&CDS=1-471	YNL131W
OG0003412	-snap-gene-18.9-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-18.9&CDS=1-1170	YHR123W
OG0003413	-processed-gene-18.45-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.45&CDS=1-606	YHR122W
OG0003414	-processed-gene-18.46-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.46&CDS=1-1536	YER141W
OG0003415	-processed-gene-18.18-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.18&CDS=1-990	YGL159W
OG0003416	-snap-gene-18.5-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-18.5&CDS=1-762	YDR064W
OG0003417	-processed-gene-18.48-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.48&CDS=1-759	YER139C
OG0003418	-processed-gene-18.22-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.22&CDS=1-1674	YER140W
OG0003419	-processed-gene-18.23-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.23&CDS=1-1500	YDR061W
OG0003420	-processed-gene-18.24-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.24&CDS=1-744	YEL001C
OG0003421	-augustus-gene-18.4-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-augustus-gene-18.4&CDS=1-1626	YIL001W
OG0003422	-processed-gene-18.25-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.25&CDS=1-2700	YIL002C
OG0003423	-processed-gene-18.81-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.81&CDS=1-2565	YJL187C
OG0003424	-processed-gene-18.31-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.31&CDS=1-2670	YCR030C
OG0003425	-processed-gene-18.32-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.32&CDS=1-756	YJL192C
OG0003426	-processed-gene-18.33-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.33&CDS=1-396	YCR028C-A
OG0003427	-processed-gene-18.34-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.34&CDS=1-2040	YKL176C
OG0003428	-processed-gene-18.55-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.55&CDS=1-1341	YKL178C
OG0003429	-processed-gene-18.56-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.56&CDS=1-1233	YJL171C
OG0003430	-processed-gene-18.57-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.57&CDS=1-2259	YJL168C
OG0003431	-processed-gene-18.86-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.86&CDS=1-723	YJL023C
OG0003432	-processed-gene-18.59-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.59&CDS=1-1281	YKL028W
OG0003433	-processed-gene-18.39-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.39&CDS=1-1341	YNL016W
OG0003434	-processed-gene-18.40-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-18.40&CDS=1-2349	YDL122W
OG0003435	-snap-gene-18.6-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-18.6&CDS=1-483	YGL187C
OG0003436	-processed-gene-19.10-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.10&CDS=1-6099	YCR032W
OG0003437	-snap-gene-19.2-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-19.2&CDS=1-1884	YDR129C
OG0003438	-snap-gene-19.1-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-19.1&CDS=1-1041	YLR100W
OG0003439	-processed-gene-19.80-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.80&CDS=1-1374	YLR107W
OG0003440	-snap-gene-19.0-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-19.0&CDS=1-330	YBL018C
OG0003441	-processed-gene-19.61-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.61&CDS=1-1686	YBL019W
OG0003442	-processed-gene-19.13-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.13&CDS=1-393	YLR104W
OG0003443	-processed-gene-19.32-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.32&CDS=1-1068	YLR105C
OG0003444	-processed-gene-19.14-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.14&CDS=1-1572	YIL142W
OG0003445	-processed-gene-19.33-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.33&CDS=1-1914	YLR103C
OG0003446	-processed-gene-19.37-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.37&CDS=1-1176	YKR042W
OG0003447	-processed-gene-19.17-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.17&CDS=1-939	YJL117W
OG0003448	-processed-gene-19.19-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.19&CDS=1-2694	YGL008C
OG0003449	-processed-gene-19.20-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.20&CDS=1-2238	YGL014W
OG0003450	-processed-gene-19.39-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.39&CDS=1-576	YNL090W
OG0003451	-processed-gene-19.21-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.21&CDS=1-2406	YJL200C
OG0003452	-processed-gene-19.41-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.41&CDS=1-1725	YJL201W
OG0003453	-processed-gene-19.22-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.22&CDS=1-1686	YBL020W
OG0003454	-processed-gene-19.42-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.42&CDS=1-2115	YDR452W
OG0003455	-processed-gene-19.23-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.23&CDS=1-1782	YLR343W
OG0003456	-processed-gene-19.44-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.44&CDS=1-723	YGR033C
OG0003457	-processed-gene-19.73-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.73&CDS=1-681	YLR078C
OG0003458	-processed-gene-19.45-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.45&CDS=1-1875	YLR077W
OG0003459	-processed-gene-19.25-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.25&CDS=1-534	YFL046W
OG0003460	-processed-gene-19.46-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.46&CDS=1-750	YFL045C
OG0003461	-processed-gene-19.47-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.47&CDS=1-660	YLR075W
OG0003462	-processed-gene-19.26-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.26&CDS=1-471	YLR074C
OG0003463	-processed-gene-19.48-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.48&CDS=1-987	YFL044C
OG0003464	-processed-gene-19.49-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-19.49&CDS=1-1821	YGR054W
OG0003465	-processed-gene-20.5-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-20.5&CDS=1-5667	YLR342W
OG0003466	-processed-gene-20.6-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-20.6&CDS=1-2847	YGL201C
OG0003467	-augustus-gene-20.48-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-augustus-gene-20.48&CDS=1-741	YGR001C
OG0003468	-processed-gene-20.8-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-20.8&CDS=1-1683	YAR002W
OG0003469	-augustus-gene-20.52-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-augustus-gene-20.52&CDS=1-5238	YGL001C
OG0003470	-processed-gene-20.58-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-20.58&CDS=1-429	YPL099C
OG0003471	-processed-gene-20.83-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-20.83&CDS=1-2619	YLL003W
OG0003472	-processed-gene-20.10-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-20.10&CDS=1-687	YIR030C
OG0003473	-processed-gene-20.37-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-20.37&CDS=1-969	YMR114C
OG0003474	-processed-gene-20.11-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-20.11&CDS=1-1344	YMR115W
OG0003475	-processed-gene-20.12-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-20.12&CDS=1-2103	YKL134C
OG0003476	-processed-gene-20.14-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-20.14&CDS=1-1551	YMR110C
OG0003477	-processed-gene-20.38-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-20.38&CDS=1-420	YMR112C
OG0003478	-snap-gene-20.2-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-20.2&CDS=1-942	YMR116C
OG0003479	-processed-gene-20.19-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-20.19&CDS=1-564	YLR066W
OG0003480	-augustus-gene-20.50-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-augustus-gene-20.50&CDS=1-4248	YLR069C
OG0003481	-processed-gene-20.24-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-20.24&CDS=1-876	YGL161C
OG0003482	-processed-gene-20.46-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-20.46&CDS=1-1278	YKL116C
