	Saccharomyces_cerevisiae	Tortispora_caseinolytica
OG0002070	YMR015C	snap_masked-scaffold_3-processed-gene-9.129-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-9.129&CDS=1-1620
OG0002071	YMR020W	snap_masked-scaffold_1-processed-gene-1.71-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.71&CDS=1-1443
OG0002072	YMR022W	snap_masked-scaffold_2-processed-gene-17.18-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-17.18&CDS=1-501
OG0002073	YMR023C	augustus_masked-scaffold_3-processed-gene-15.26-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.26&CDS=1-2571
OG0002074	YMR024W	snap_masked-scaffold_1-processed-gene-9.5-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.5&CDS=1-996
OG0002075	YMR026C	snap_masked-scaffold_2-processed-gene-19.56-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-19.56&CDS=1-1281
OG0002076	YMR027W	augustus_masked-scaffold_3-processed-gene-11.17-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.17&CDS=1-2268
OG0002077	YMR029C	augustus_masked-scaffold_2-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.162&CDS=1-1323
OG0002078	YMR032W	snap_masked-scaffold_1-processed-gene-14.104-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-14.104&CDS=1-2178
OG0002079	YMR033W	snap_masked-scaffold_4-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-0.14&CDS=1-1425
OG0002080	YMR034C	snap_masked-scaffold_3-processed-gene-24.57-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-24.57&CDS=1-1209
OG0002081	YMR036C	snap_masked-scaffold_1-processed-gene-3.19-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.19&CDS=1-1617
OG0002082	YMR038C	snap_masked-scaffold_3-processed-gene-6.124-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.124&CDS=1-687
OG0002083	YMR039C	augustus_masked-scaffold_2-processed-gene-16.118-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.118&CDS=1-1593
OG0002084	YMR041C	snap_masked-scaffold_3-processed-gene-6.144-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.144&CDS=1-966
OG0002085	YMR043W	snap_masked-scaffold_2-processed-gene-2.80-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.80&CDS=1-738
OG0002086	YMR044W	snap_masked-scaffold_3-processed-gene-21.114-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-21.114&CDS=1-1080
OG0002087	YMR048W	snap_masked-scaffold_2-processed-gene-26.47-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-26.47&CDS=1-753
OG0002088	YMR049C	maker-scaffold_3-augustus-gene-5.44-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-5.44&CDS=1-1935
OG0002089	YMR055C	genemark-scaffold_3-processed-gene-11.62-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.62&CDS=1-894
OG0002090	YMR058W	maker-scaffold_1-augustus-gene-18.54-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-18.54&CDS=1-3702
OG0002091	YMR059W	snap_masked-scaffold_3-processed-gene-1.51-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.51&CDS=1-339
OG0002092	YMR061W	snap_masked-scaffold_2-processed-gene-15.58-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-15.58&CDS=1-1962
OG0002093	YMR062C	snap_masked-scaffold_1-processed-gene-17.78-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-17.78&CDS=1-1239
OG0002094	YMR063W	augustus_masked-scaffold_3-processed-gene-16.122-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.122&CDS=1-4224
OG0002095	YMR065W	genemark-scaffold_1-processed-gene-24.37-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-24.37&CDS=1-1128
OG0002096	YMR067C	snap_masked-scaffold_2-processed-gene-22.21-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.21&CDS=1-1365
OG0002097	YMR071C	snap_masked-scaffold_3-processed-gene-8.72-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.72&CDS=1-456
OG0002098	YMR073C	maker-scaffold_3-augustus-gene-23.203-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-23.203&CDS=1-702
OG0002099	YMR074C	snap_masked-scaffold_1-processed-gene-19.13-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.13&CDS=1-375
OG0002100	YMR075W	snap_masked-scaffold_2-processed-gene-16.27-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-16.27&CDS=1-2094
OG0002101	YMR076C	snap_masked-scaffold_2-processed-gene-16.8-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-16.8&CDS=1-3423
OG0002102	YMR080C	snap_masked-scaffold_2-processed-gene-11.28-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.28&CDS=1-2793
OG0002103	YMR092C	snap_masked-scaffold_3-processed-gene-1.26-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.26&CDS=1-1770
OG0002104	YMR093W	augustus_masked-scaffold_2-processed-gene-23.21-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-23.21&CDS=1-2409
OG0002105	YMR097C	snap_masked-scaffold_1-processed-gene-4.43-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.43&CDS=1-1578
OG0002106	YMR099C	snap_masked-scaffold_2-processed-gene-11.23-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.23&CDS=1-852
OG0002107	YMR100W	snap_masked-scaffold_2-processed-gene-4.83-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.83&CDS=1-2673
OG0002108	YMR105C	snap_masked-scaffold_2-processed-gene-29.26-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-29.26&CDS=1-1659
OG0002109	YMR108W	snap_masked-scaffold_3-processed-gene-6.131-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.131&CDS=1-2061
OG0002110	YMR109W	snap_masked-scaffold_1-processed-gene-20.79-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-20.79&CDS=1-3591
OG0002111	YMR110C	snap_masked-scaffold_3-processed-gene-5.118-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.118&CDS=1-1521
OG0002112	YMR114C	snap_masked-scaffold_2-processed-gene-21.37-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-21.37&CDS=1-897
OG0002113	YMR116C	augustus_masked-scaffold_1-processed-gene-10.74-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.74&CDS=1-2427
OG0002114	YMR120C	snap_masked-scaffold_2-processed-gene-13.143-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.143&CDS=1-1791
OG0002115	YMR125W	augustus_masked-scaffold_2-processed-gene-9.33-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.33&CDS=1-4866
OG0002116	YMR126C	snap_masked-scaffold_1-processed-gene-20.102-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-20.102&CDS=1-1566
OG0002117	YMR128W	snap_masked-scaffold_1-processed-gene-23.48-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-23.48&CDS=1-3579
OG0002118	YMR129W	augustus_masked-scaffold_3-processed-gene-20.107-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-20.107&CDS=1-4032
OG0002119	YMR131C	snap_masked-scaffold_3-processed-gene-11.142-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.142&CDS=1-1491
OG0002120	YMR132C	maker-scaffold_1-snap-gene-3.193-mRNA-1_1&gene=maker-scaffold_1-snap-gene-3.193&CDS=1-633
OG0002121	YMR137C	snap_masked-scaffold_1-processed-gene-3.30-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.30&CDS=1-1728
OG0002122	YMR139W	snap_masked-scaffold_3-processed-gene-22.139-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-22.139&CDS=1-1146
OG0002123	YMR140W	snap_masked-scaffold_2-processed-gene-16.26-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-16.26&CDS=1-1752
OG0002124	YMR146C	augustus_masked-scaffold_1-processed-gene-11.17-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.17&CDS=1-1032
OG0002125	YMR149W	snap_masked-scaffold_2-processed-gene-6.43-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.43&CDS=1-792
OG0002126	YMR150C	snap_masked-scaffold_1-processed-gene-11.150-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.150&CDS=1-513
OG0002127	YMR155W	maker-scaffold_1-snap-gene-24.0-mRNA-1_1&gene=maker-scaffold_1-snap-gene-24.0&CDS=1-1413
OG0002128	YMR156C	snap_masked-scaffold_3-processed-gene-13.47-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-13.47&CDS=1-696
OG0002129	YMR158W	snap_masked-scaffold_3-processed-gene-23.104-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-23.104&CDS=1-468
OG0002130	YMR161W	snap_masked-scaffold_3-processed-gene-8.78-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.78&CDS=1-1017
OG0002131	YMR162C	genemark-scaffold_2-processed-gene-30.5-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-30.5&CDS=1-4923
OG0002132	YMR166C	snap_masked-scaffold_3-processed-gene-23.130-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-23.130&CDS=1-1152
OG0002133	YMR167W	snap_masked-scaffold_2-processed-gene-0.53-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.53&CDS=1-1896
OG0002134	YMR171C	snap_masked-scaffold_1-processed-gene-5.6-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.6&CDS=1-1389
OG0002135	YMR178W	augustus_masked-scaffold_2-processed-gene-14.7-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.7&CDS=1-852
OG0002136	YMR182C	snap_masked-scaffold_2-processed-gene-20.65-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.65&CDS=1-1635
OG0002137	YMR185W	snap_masked-scaffold_1-processed-gene-22.62-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-22.62&CDS=1-2433
OG0002138	YMR186W	snap_masked-scaffold_1-processed-gene-28.20-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-28.20&CDS=1-2124
OG0002139	YMR188C	augustus_masked-scaffold_2-processed-gene-20.150-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.150&CDS=1-702
OG0002140	YMR189W	augustus_masked-scaffold_1-processed-gene-13.53-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.53&CDS=1-3711
OG0002141	YMR190C	snap_masked-scaffold_2-processed-gene-2.67-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.67&CDS=1-3435
OG0002142	YMR193W	snap_masked-scaffold_2-processed-gene-5.128-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.128&CDS=1-516
OG0002143	YMR194C-B	maker-scaffold_3-snap-gene-19.178-mRNA-1_1&gene=maker-scaffold_3-snap-gene-19.178&CDS=1-216
OG0002144	YMR197C	snap_masked-scaffold_1-processed-gene-24.97-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-24.97&CDS=1-666
OG0002145	YMR200W	augustus_masked-scaffold_1-processed-gene-16.104-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-16.104&CDS=1-732
OG0002146	YMR201C	augustus_masked-scaffold_2-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.160&CDS=1-696
OG0002147	YMR202W	snap_masked-scaffold_2-processed-gene-23.130-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-23.130&CDS=1-681
OG0002148	YMR203W	snap_masked-scaffold_3-processed-gene-22.138-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-22.138&CDS=1-1137
OG0002149	YMR205C	snap_masked-scaffold_1-processed-gene-15.52-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-15.52&CDS=1-2808
OG0002150	YMR208W	augustus_masked-scaffold_1-processed-gene-27.27-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-27.27&CDS=1-2502
OG0002151	YMR211W	snap_masked-scaffold_2-processed-gene-14.79-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-14.79&CDS=1-1452
OG0002152	YMR212C	genemark-scaffold_1-processed-gene-30.14-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-30.14&CDS=1-2469
OG0002153	YMR213W	snap_masked-scaffold_2-processed-gene-18.145-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-18.145&CDS=1-1755
OG0002154	YMR214W	snap_masked-scaffold_3-processed-gene-3.4-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.4&CDS=1-1032
OG0002155	YMR216C	snap_masked-scaffold_1-processed-gene-13.96-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.96&CDS=1-2013
OG0002156	YMR217W	augustus_masked-scaffold_2-processed-gene-21.159-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-21.159&CDS=1-1569
OG0002157	YMR218C	snap_masked-scaffold_2-processed-gene-27.141-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-27.141&CDS=1-3456
OG0002158	YMR220W	snap_masked-scaffold_3-processed-gene-16.95-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-16.95&CDS=1-1299
OG0002159	YMR221C	snap_masked-scaffold_3-processed-gene-18.42-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-18.42&CDS=1-1737
OG0002160	YMR223W	maker-scaffold_1-snap-gene-14.51-mRNA-1_1&gene=maker-scaffold_1-snap-gene-14.51&CDS=1-3243
OG0002161	YMR224C	snap_masked-scaffold_3-processed-gene-8.111-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.111&CDS=1-1812
OG0002162	YMR225C	snap_masked-scaffold_2-processed-gene-6.18-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.18&CDS=1-288
OG0002163	YMR226C	snap_masked-scaffold_1-processed-gene-11.127-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.127&CDS=1-807
OG0002164	YMR227C	snap_masked-scaffold_1-processed-gene-11.112-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.112&CDS=1-1356
OG0002165	YMR228W	snap_masked-scaffold_1-processed-gene-22.73-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-22.73&CDS=1-1119
OG0002166	YMR229C	genemark-scaffold_1-processed-gene-6.94-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.94&CDS=1-5853
OG0002167	YMR231W	genemark-scaffold_1-processed-gene-22.112-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-22.112&CDS=1-2883
OG0002168	YMR235C	snap_masked-scaffold_3-processed-gene-10.34-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.34&CDS=1-1188
OG0002169	YMR236W	snap_masked-scaffold_3-processed-gene-7.28-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.28&CDS=1-411
OG0002170	YMR239C	snap_masked-scaffold_2-processed-gene-25.21-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-25.21&CDS=1-1185
OG0002171	YMR240C	snap_masked-scaffold_1-processed-gene-7.126-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.126&CDS=1-1461
OG0002172	YMR241W	snap_masked-scaffold_1-processed-gene-7.143-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.143&CDS=1-918
OG0002173	YMR243C	snap_masked-scaffold_3-processed-gene-0.113-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.113&CDS=1-1215
OG0002174	YMR244C-A	snap_masked-scaffold_1-processed-gene-30.107-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-30.107&CDS=1-333
OG0002175	YMR247C	augustus_masked-scaffold_1-processed-gene-29.56-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-29.56&CDS=1-8136
OG0002176	YMR250W	snap_masked-scaffold_1-processed-gene-25.78-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-25.78&CDS=1-1611
OG0002177	YMR256C	genemark-scaffold_3-processed-gene-25.198-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-25.198&CDS=1-180
OG0002178	YMR259C	snap_masked-scaffold_1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.13&CDS=1-4503
OG0002179	YMR260C	maker-scaffold_3-snap-gene-11.59-mRNA-1_1&gene=maker-scaffold_3-snap-gene-11.59&CDS=1-423
OG0002180	YMR266W	snap_masked-scaffold_2-processed-gene-19.80-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-19.80&CDS=1-2505
OG0002181	YMR272C	snap_masked-scaffold_2-processed-gene-17.49-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-17.49&CDS=1-1110
OG0002182	YMR274C	augustus_masked-scaffold_2-processed-gene-7.125-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.125&CDS=1-552
OG0002183	YMR277W	snap_masked-scaffold_1-processed-gene-15.44-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-15.44&CDS=1-2562
OG0002184	YMR278W	snap_masked-scaffold_1-processed-gene-15.68-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-15.68&CDS=1-1728
OG0002185	YMR281W	snap_masked-scaffold_1-processed-gene-11.131-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.131&CDS=1-711
OG0002186	YMR288W	snap_masked-scaffold_3-processed-gene-21.96-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-21.96&CDS=1-2715
OG0002187	YMR289W	augustus_masked-scaffold_1-processed-gene-28.74-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-28.74&CDS=1-729
OG0002188	YMR292W	maker-scaffold_1-snap-gene-13.48-mRNA-1_1&gene=maker-scaffold_1-snap-gene-13.48&CDS=1-387
OG0002189	YMR293C	augustus_masked-scaffold_1-processed-gene-15.92-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-15.92&CDS=1-1572
OG0002190	YMR300C	augustus_masked-scaffold_3-processed-gene-3.141-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.141&CDS=1-2895
OG0002191	YMR301C	snap_masked-scaffold_1-processed-gene-22.92-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-22.92&CDS=1-2085
OG0002192	YMR302C	snap_masked-scaffold_2-processed-gene-20.83-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.83&CDS=1-2445
OG0002193	YMR304W	snap_masked-scaffold_3-processed-gene-15.132-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-15.132&CDS=1-3480
OG0002194	YMR307W	snap_masked-scaffold_1-processed-gene-14.129-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-14.129&CDS=1-1539
OG0002195	YMR308C	snap_masked-scaffold_2-processed-gene-4.70-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.70&CDS=1-3261
OG0002196	YMR309C	augustus_masked-scaffold_1-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.14&CDS=1-5559
OG0002197	YMR311C	snap_masked-scaffold_1-processed-gene-22.51-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-22.51&CDS=1-600
OG0002198	YMR314W	snap_masked-scaffold_2-processed-gene-6.39-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.39&CDS=1-882
OG0002199	YNL001W	snap_masked-scaffold_2-processed-gene-15.42-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-15.42&CDS=1-1149
OG0002200	YNL003C	snap_masked-scaffold_3-processed-gene-13.62-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-13.62&CDS=1-816
OG0002201	YNL005C	snap_masked-scaffold_3-processed-gene-24.93-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-24.93&CDS=1-1143
OG0002202	YNL006W	snap_masked-scaffold_1-processed-gene-3.13-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.13&CDS=1-909
OG0002203	YNL007C	snap_masked-scaffold_2-processed-gene-11.33-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.33&CDS=1-1137
OG0002204	YNL010W	maker-scaffold_2-snap-gene-30.63-mRNA-1_1&gene=maker-scaffold_2-snap-gene-30.63&CDS=1-714
OG0002205	YNL011C	snap_masked-scaffold_2-processed-gene-0.32-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.32&CDS=1-1551
OG0002206	YNL014W	snap_masked-scaffold_3-processed-gene-7.6-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.6&CDS=1-3174
OG0002207	YNL015W	genemark-scaffold_4-processed-gene-0.124-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.124&CDS=1-1767
OG0002208	YNL020C	snap_masked-scaffold_1-processed-gene-22.74-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-22.74&CDS=1-1722
OG0002209	YNL021W	snap_masked-scaffold_2-processed-gene-16.16-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-16.16&CDS=1-2166
OG0002210	YNL022C	snap_masked-scaffold_2-processed-gene-19.101-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-19.101&CDS=1-1284
OG0002211	YNL025C	snap_masked-scaffold_1-processed-gene-2.76-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.76&CDS=1-852
OG0002212	YNL026W	maker-scaffold_2-augustus-gene-23.48-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-23.48&CDS=1-1527
OG0002213	YNL027W	snap_masked-scaffold_2-processed-gene-2.74-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.74&CDS=1-1770
OG0002214	YNL036W	snap_masked-scaffold_2-processed-gene-6.37-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.37&CDS=1-717
OG0002215	YNL037C	augustus_masked-scaffold_1-processed-gene-4.58-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.58&CDS=1-1428
OG0002216	YNL039W	snap_masked-scaffold_3-processed-gene-14.94-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-14.94&CDS=1-1329
OG0002217	YNL040W	snap_masked-scaffold_1-processed-gene-29.5-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-29.5&CDS=1-1224
OG0002218	YNL041C	snap_masked-scaffold_3-processed-gene-25.124-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-25.124&CDS=1-1896
OG0002219	YNL044W	maker-scaffold_2-snap-gene-13.52-mRNA-1_1&gene=maker-scaffold_2-snap-gene-13.52&CDS=1-528
OG0002220	YNL048W	snap_masked-scaffold_1-processed-gene-20.106-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-20.106&CDS=1-1530
OG0002221	YNL054W	snap_masked-scaffold_3-processed-gene-3.37-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.37&CDS=1-1512
OG0002222	YNL055C	snap_masked-scaffold_1-processed-gene-21.42-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-21.42&CDS=1-855
OG0002223	YNL059C	snap_masked-scaffold_1-processed-gene-12.88-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.88&CDS=1-2148
OG0002224	YNL061W	snap_masked-scaffold_3-processed-gene-5.150-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.150&CDS=1-1695
OG0002225	YNL062C	snap_masked-scaffold_3-processed-gene-5.130-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.130&CDS=1-1224
OG0002226	YNL063W	genemark-scaffold_1-processed-gene-2.125-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.125&CDS=1-729
OG0002227	YNL071W	snap_masked-scaffold_3-processed-gene-7.2-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.2&CDS=1-1446
OG0002228	YNL072W	snap_masked-scaffold_1-processed-gene-11.133-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.133&CDS=1-948
OG0002229	YNL075W	snap_masked-scaffold_1-processed-gene-17.84-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-17.84&CDS=1-858
OG0002230	YNL080C	snap_masked-scaffold_2-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.23&CDS=1-567
OG0002231	YNL081C	snap_masked-scaffold_1-processed-gene-4.29-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.29&CDS=1-363
OG0002232	YNL084C	snap_masked-scaffold_3-processed-gene-0.117-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.117&CDS=1-1185
OG0002233	YNL085W	augustus_masked-scaffold_2-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.17&CDS=1-2172
OG0002234	YNL088W	snap_masked-scaffold_1-processed-gene-7.122-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.122&CDS=1-4206
OG0002235	YNL092W	snap_masked-scaffold_1-processed-gene-18.151-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-18.151&CDS=1-1281
