	Lodderomyces_elongisporus	Saccharomyces_cerevisiae
OG0002577	maker-NW_001813684.1-snap-gene-15.75-mRNA-1_1&gene=maker-NW_001813684.1-snap-gene-15.75&CDS=1-3978	YPR104C
OG0002578	snap_masked-NW_001813684.1-processed-gene-15.6-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-15.6&CDS=1-846	YPR103W
OG0002579	snap_masked-NW_001813684.1-processed-gene-15.26-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-15.26&CDS=1-366	YPR094W
OG0002580	augustus_masked-NW_001813684.1-processed-gene-15.63-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-15.63&CDS=1-1173	YGR080W
OG0002581	snap_masked-NW_001813684.1-processed-gene-15.28-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-15.28&CDS=1-927	YGR086C
OG0002582	snap_masked-NW_001813684.1-processed-gene-15.12-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-15.12&CDS=1-3690	YEL031W
OG0002583	augustus_masked-NW_001813684.1-processed-gene-15.48-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-15.48&CDS=1-930	YGR096W
OG0002584	augustus_masked-NW_001813684.1-processed-gene-15.49-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-15.49&CDS=1-1341	YGL111W
OG0002585	augustus_masked-NW_001813684.1-processed-gene-15.68-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-15.68&CDS=1-1044	YGL100W
OG0002586	snap_masked-NW_001813684.1-processed-gene-15.15-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-15.15&CDS=1-1491	YBR243C
OG0002587	maker-NW_001813684.1-snap-gene-15.77-mRNA-1_1&gene=maker-NW_001813684.1-snap-gene-15.77&CDS=1-2214	YLR337C
OG0002588	augustus_masked-NW_001813684.1-processed-gene-15.69-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-15.69&CDS=1-1053	YBR246W
OG0002589	snap_masked-NW_001813684.1-processed-gene-15.31-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-15.31&CDS=1-3180	YDL215C
OG0002590	snap_masked-NW_001813684.1-processed-gene-15.18-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-15.18&CDS=1-954	YJR142W
OG0002591	snap_masked-NW_001813684.1-processed-gene-15.32-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-15.32&CDS=1-4374	YGL251C
OG0002592	snap_masked-NW_001813684.1-processed-gene-15.22-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-15.22&CDS=1-702	YPL078C
OG0002593	snap_masked-NW_001813684.1-processed-gene-15.33-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-15.33&CDS=1-1485	YBR195C
OG0002594	augustus_masked-NW_001813684.1-processed-gene-15.58-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-15.58&CDS=1-774	YIL064W
OG0002595	snap_masked-NW_001813684.1-processed-gene-15.34-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-15.34&CDS=1-732	YIL063C
OG0002596	augustus_masked-NW_001813684.1-processed-gene-15.74-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-15.74&CDS=1-1290	YIL061C
OG0002597	augustus_masked-NW_001813684.1-processed-gene-16.4-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-16.4&CDS=1-1197	YLR126C
OG0002598	snap_masked-NW_001813684.1-processed-gene-16.39-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.39&CDS=1-1068	YNL229C
OG0002599	snap_masked-NW_001813684.1-processed-gene-16.40-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.40&CDS=1-870	YKR060W
OG0002600	augustus_masked-NW_001813684.1-processed-gene-16.3-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-16.3&CDS=1-2226	YKL174C
OG0002601	snap_masked-NW_001813684.1-processed-gene-16.43-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.43&CDS=1-462	YJL143W
OG0002602	snap_masked-NW_001813684.1-processed-gene-16.44-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.44&CDS=1-2340	YJL141C
OG0002603	snap_masked-NW_001813684.1-processed-gene-16.45-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.45&CDS=1-678	YJL140W
OG0002604	snap_masked-NW_001813684.1-processed-gene-16.46-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.46&CDS=1-3078	YKL173W
OG0002605	augustus_masked-NW_001813684.1-processed-gene-16.17-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-16.17&CDS=1-1875	YGL250W
OG0002606	snap_masked-NW_001813684.1-processed-gene-16.59-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.59&CDS=1-3609	YJL176C
OG0002607	augustus_masked-NW_001813684.1-processed-gene-16.9-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-16.9&CDS=1-1296	YKL172W
OG0002608	snap_masked-NW_001813684.1-processed-gene-16.49-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.49&CDS=1-1053	YJL167W
OG0002609	snap_masked-NW_001813684.1-processed-gene-16.60-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.60&CDS=1-285	YJL166W
OG0002610	snap_masked-NW_001813684.1-processed-gene-16.51-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.51&CDS=1-1026	YBR187W
OG0002611	snap_masked-NW_001813684.1-processed-gene-16.62-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.62&CDS=1-660	YBR193C
OG0002612	snap_masked-NW_001813684.1-processed-gene-16.63-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.63&CDS=1-1155	YBR192W
OG0002613	maker-NW_001813684.1-augustus-gene-16.81-mRNA-1_1&gene=maker-NW_001813684.1-augustus-gene-16.81&CDS=1-4989	YPL082C
OG0002614	snap_masked-NW_001813684.1-processed-gene-16.52-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.52&CDS=1-2229	YBR260C
OG0002615	snap_masked-NW_001813684.1-processed-gene-16.69-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.69&CDS=1-858	YBR258C
OG0002616	snap_masked-NW_001813684.1-processed-gene-16.70-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.70&CDS=1-234	YHR001W-A
OG0002617	snap_masked-NW_001813684.1-processed-gene-16.54-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.54&CDS=1-549	YNR036C
OG0002618	augustus_masked-NW_001813684.1-processed-gene-16.29-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-16.29&CDS=1-1032	YNR035C
OG0002619	snap_masked-NW_001813684.1-processed-gene-16.73-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.73&CDS=1-3063	YMR216C
OG0002620	snap_masked-NW_001813684.1-processed-gene-16.74-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.74&CDS=1-2100	YPL106C
OG0002621	snap_masked-NW_001813684.1-processed-gene-16.75-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.75&CDS=1-1800	YBR170C
OG0002622	snap_masked-NW_001813684.1-processed-gene-16.78-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.78&CDS=1-1395	YFL031W
OG0002623	snap_masked-NW_001813684.1-processed-gene-16.55-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.55&CDS=1-1125	YEL029C
OG0002624	snap_masked-NW_001813684.1-processed-gene-16.80-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.80&CDS=1-582	YNL090W
OG0002625	snap_masked-NW_001813684.1-processed-gene-17.40-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.40&CDS=1-2025	YOR087W
OG0002626	augustus_masked-NW_001813684.1-processed-gene-17.9-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-17.9&CDS=1-1053	YDL144C
OG0002627	snap_masked-NW_001813684.1-processed-gene-17.54-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.54&CDS=1-870	YDR237W
OG0002628	snap_masked-NW_001813684.1-processed-gene-17.42-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.42&CDS=1-1572	YDL207W
OG0002629	snap_masked-NW_001813684.1-processed-gene-17.55-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.55&CDS=1-3951	YMR076C
OG0002630	augustus_masked-NW_001813684.1-processed-gene-17.23-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-17.23&CDS=1-969	YDR044W
OG0002631	augustus_masked-NW_001813684.1-processed-gene-17.24-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-17.24&CDS=1-4686	YOR336W
OG0002632	snap_masked-NW_001813684.1-processed-gene-17.59-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.59&CDS=1-1005	YHR134W
OG0002633	snap_masked-NW_001813684.1-processed-gene-17.60-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.60&CDS=1-1659	YPL214C
OG0002634	augustus_masked-NW_001813684.1-processed-gene-17.27-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-17.27&CDS=1-528	YAL033W
OG0002635	snap_masked-NW_001813684.1-processed-gene-17.61-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.61&CDS=1-3267	YGR047C
OG0002636	snap_masked-NW_001813684.1-processed-gene-17.47-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.47&CDS=1-708	YML077W
OG0002637	snap_masked-NW_001813684.1-processed-gene-17.63-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.63&CDS=1-921	YLR209C
OG0002638	snap_masked-NW_001813684.1-processed-gene-17.64-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.64&CDS=1-1539	YJR122W
OG0002639	snap_masked-NW_001813684.1-processed-gene-17.66-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.66&CDS=1-399	YOL012C
OG0002640	snap_masked-NW_001813684.1-processed-gene-17.67-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.67&CDS=1-2289	YEL062W
OG0002641	snap_masked-NW_001813684.1-processed-gene-17.69-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.69&CDS=1-552	YPL252C
OG0002642	snap_masked-NW_001813684.1-processed-gene-17.70-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.70&CDS=1-663	YMR197C
OG0002643	snap_masked-NW_001813684.1-processed-gene-17.71-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.71&CDS=1-2940	YMR196W
OG0002644	maker-NW_001813684.1-snap-gene-18.81-mRNA-1_1&gene=maker-NW_001813684.1-snap-gene-18.81&CDS=1-1674	YPL254W
OG0002645	augustus_masked-NW_001813684.1-processed-gene-18.46-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-18.46&CDS=1-912	YLR208W
OG0002646	snap_masked-NW_001813684.1-processed-gene-18.26-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-18.26&CDS=1-297	YMR286W
OG0002647	augustus_masked-NW_001813684.1-processed-gene-18.48-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-18.48&CDS=1-3039	YOR349W
OG0002648	snap_masked-NW_001813684.1-processed-gene-18.8-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-18.8&CDS=1-1926	YNL308C
OG0002649	snap_masked-NW_001813684.1-processed-gene-18.28-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-18.28&CDS=1-1947	YHL036W
OG0002650	augustus_masked-NW_001813684.1-processed-gene-18.69-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-18.69&CDS=1-5832	YLL048C
OG0002651	snap_masked-NW_001813684.1-processed-gene-18.31-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-18.31&CDS=1-441	YFR033C
OG0002652	augustus_masked-NW_001813684.1-processed-gene-18.54-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-18.54&CDS=1-864	YDL052C
OG0002653	augustus_masked-NW_001813684.1-processed-gene-18.73-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-18.73&CDS=1-3423	YPL195W
OG0002654	snap_masked-NW_001813684.1-processed-gene-18.12-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-18.12&CDS=1-792	YGL079W
OG0002655	snap_masked-NW_001813684.1-processed-gene-18.35-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-18.35&CDS=1-2187	YIL108W
OG0002656	augustus_masked-NW_001813684.1-processed-gene-18.56-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-18.56&CDS=1-1662	YBR223C
OG0002657	snap_masked-NW_001813684.1-processed-gene-18.36-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-18.36&CDS=1-1551	YPL194W
OG0002658	snap_masked-NW_001813684.1-processed-gene-18.13-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-18.13&CDS=1-696	YIR030C
OG0002659	snap_masked-NW_001813684.1-processed-gene-18.14-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-18.14&CDS=1-1140	YPL196W
OG0002660	snap_masked-NW_001813684.1-processed-gene-18.17-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-18.17&CDS=1-1143	YOL054W
OG0002661	snap_masked-NW_001813684.1-processed-gene-18.18-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-18.18&CDS=1-180	YMR256C
OG0002662	snap_masked-NW_001813684.1-processed-gene-18.19-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-18.19&CDS=1-2265	YKL135C
OG0002663	snap_masked-NW_001813684.1-processed-gene-18.37-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-18.37&CDS=1-720	YOL135C
OG0002664	augustus_masked-NW_001813684.1-processed-gene-18.62-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-18.62&CDS=1-336	YOL133W
OG0002665	augustus_masked-NW_001813684.1-processed-gene-18.77-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-18.77&CDS=1-924	YNL316C
OG0002666	snap_masked-NW_001813684.1-processed-gene-18.39-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-18.39&CDS=1-1182	YKR066C
OG0002667	snap_masked-NW_001813684.1-processed-gene-19.31-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-19.31&CDS=1-567	YKR065C
OG0002668	snap_masked-NW_001813684.1-processed-gene-19.32-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-19.32&CDS=1-3042	YIL125W
OG0002669	snap_masked-NW_001813684.1-processed-gene-19.50-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-19.50&CDS=1-2589	YDR208W
OG0002670	snap_masked-NW_001813684.1-processed-gene-19.36-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-19.36&CDS=1-792	YBR151W
OG0002671	snap_masked-NW_001813684.1-processed-gene-19.52-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-19.52&CDS=1-363	YGL080W
OG0002672	maker-NW_001813684.1-snap-gene-19.0-mRNA-1_1&gene=maker-NW_001813684.1-snap-gene-19.0&CDS=1-1119	YNL084C
OG0002673	snap_masked-NW_001813684.1-processed-gene-19.55-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-19.55&CDS=1-2478	YDR444W
OG0002674	snap_masked-NW_001813684.1-processed-gene-19.38-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-19.38&CDS=1-1146	YDL002C
OG0002675	augustus_masked-NW_001813684.1-processed-gene-19.24-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-19.24&CDS=1-7725	YBL004W
OG0002676	snap_masked-NW_001813684.1-processed-gene-19.39-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-19.39&CDS=1-1458	YDL001W
OG0002677	snap_masked-NW_001813684.1-processed-gene-19.41-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-19.41&CDS=1-1866	YIL099W
OG0002678	snap_masked-NW_001813684.1-processed-gene-19.42-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-19.42&CDS=1-825	YNL036W
OG0002679	snap_masked-NW_001813684.1-processed-gene-19.58-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-19.58&CDS=1-789	YJL055W
OG0002680	snap_masked-NW_001813684.1-processed-gene-19.59-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-19.59&CDS=1-2808	YDL056W
OG0002681	snap_masked-NW_001813684.1-processed-gene-19.61-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-19.61&CDS=1-546	YHR193C
OG0002682	snap_masked-NW_001813684.1-processed-gene-20.39-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-20.39&CDS=1-3201	YLR115W
OG0002683	snap_masked-NW_001813684.1-processed-gene-20.41-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-20.41&CDS=1-1647	YLR116W
OG0002684	augustus_masked-NW_001813684.1-processed-gene-20.6-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-20.6&CDS=1-660	YDR140W
OG0002685	augustus_masked-NW_001813684.1-processed-gene-20.7-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-20.7&CDS=1-2253	YLR117C
OG0002686	snap_masked-NW_001813684.1-processed-gene-20.57-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-20.57&CDS=1-489	YDL219W
OG0002687	augustus_masked-NW_001813684.1-processed-gene-20.23-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-20.23&CDS=1-1428	YHR132C
OG0002688	snap_masked-NW_001813684.1-processed-gene-20.60-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-20.60&CDS=1-1638	YDL178W
OG0002689	snap_masked-NW_001813684.1-processed-gene-20.47-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-20.47&CDS=1-240	YBR162W-A
OG0002690	augustus_masked-NW_001813684.1-processed-gene-20.14-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-20.14&CDS=1-1854	YGL125W
OG0002691	augustus_masked-NW_001813684.1-processed-gene-20.35-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-20.35&CDS=1-1830	YMR013C
OG0002692	snap_masked-NW_001813684.1-processed-gene-20.53-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-20.53&CDS=1-3633	YJL074C
OG0002693	augustus_masked-NW_001813684.1-processed-gene-20.21-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-20.21&CDS=1-2358	YDL164C
OG0002694	augustus_masked-NW_001813684.1-processed-gene-20.37-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-20.37&CDS=1-3204	YMR033W
OG0002695	snap_masked-NW_001813684.1-processed-gene-21.33-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-21.33&CDS=1-3666	YPL217C
OG0002696	augustus_masked-NW_001813684.1-processed-gene-21.24-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-21.24&CDS=1-1371	YDR030C
OG0002697	snap_masked-NW_001813684.1-processed-gene-21.38-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-21.38&CDS=1-1383	YDR023W
OG0002698	augustus_masked-NW_001813684.1-processed-gene-21.26-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-21.26&CDS=1-2310	YIL124W
OG0002699	snap_masked-NW_001813684.1-processed-gene-21.55-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-21.55&CDS=1-345	YDR286C
OG0002700	snap_masked-NW_001813684.1-processed-gene-22.37-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-22.37&CDS=1-567	YER134C
OG0002701	snap_masked-NW_001813684.1-processed-gene-22.39-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-22.39&CDS=1-1488	YJL046W
OG0002702	maker-NW_001813684.1-snap-gene-22.71-mRNA-1_1&gene=maker-NW_001813684.1-snap-gene-22.71&CDS=1-2094	YMR004W
OG0002703	snap_masked-NW_001813684.1-processed-gene-22.56-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-22.56&CDS=1-3840	YGL006W
OG0002704	augustus_masked-NW_001813684.1-processed-gene-22.25-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-22.25&CDS=1-1776	YHR114W
OG0002705	augustus_masked-NW_001813684.1-processed-gene-22.26-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-22.26&CDS=1-7449	YIL129C
OG0002706	snap_masked-NW_001813684.1-processed-gene-22.41-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-22.41&CDS=1-3393	YIL128W
OG0002707	augustus_masked-NW_001813684.1-processed-gene-22.12-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-22.12&CDS=1-903	YGL005C
OG0002708	augustus_masked-NW_001813684.1-processed-gene-22.28-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-22.28&CDS=1-378	YJR034W
OG0002709	snap_masked-NW_001813684.1-processed-gene-22.45-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-22.45&CDS=1-4623	YJR033C
OG0002710	snap_masked-NW_001813684.1-processed-gene-22.46-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-22.46&CDS=1-747	YOR095C
OG0002711	snap_masked-NW_001813684.1-processed-gene-22.63-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-22.63&CDS=1-1407	YBR162C
OG0002712	snap_masked-NW_001813684.1-processed-gene-23.31-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-23.31&CDS=1-4374	YAL002W
OG0002713	augustus_masked-NW_001813684.1-processed-gene-23.1-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-23.1&CDS=1-1395	YAR003W
OG0002714	snap_masked-NW_001813684.1-processed-gene-23.50-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-23.50&CDS=1-3669	YML049C
OG0002715	snap_masked-NW_001813684.1-processed-gene-23.51-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-23.51&CDS=1-795	YEL021W
OG0002716	augustus_masked-NW_001813684.1-processed-gene-23.6-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-23.6&CDS=1-1125	YJR032W
OG0002717	snap_masked-NW_001813684.1-processed-gene-23.37-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-23.37&CDS=1-2688	YGL008C
OG0002718	augustus_masked-NW_001813684.1-processed-gene-23.9-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-23.9&CDS=1-2715	YKR009C
OG0002719	snap_masked-NW_001813684.1-processed-gene-23.40-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-23.40&CDS=1-1383	YGL012W
OG0002720	snap_masked-NW_001813684.1-processed-gene-23.55-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-23.55&CDS=1-741	YGL011C
OG0002721	snap_masked-NW_001813684.1-processed-gene-23.41-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-23.41&CDS=1-1320	YGL194C
OG0002722	snap_masked-NW_001813684.1-processed-gene-23.57-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-23.57&CDS=1-3015	YMR036C
OG0002723	snap_masked-NW_001813684.1-processed-gene-23.45-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-23.45&CDS=1-1212	YDL134C
OG0002724	augustus_masked-NW_001813684.1-processed-gene-23.18-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-23.18&CDS=1-3114	YDL185W
OG0002725	maker-NW_001813684.1-snap-gene-23.61-mRNA-1_1&gene=maker-NW_001813684.1-snap-gene-23.61&CDS=1-1161	YDL183C
OG0002726	augustus_masked-NW_001813684.1-processed-gene-24.0-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-24.0&CDS=1-1107	YDL133W
OG0002727	snap_masked-NW_001813684.1-processed-gene-24.73-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-24.73&CDS=1-2331	YDL132W
OG0002728	snap_masked-NW_001813684.1-processed-gene-24.75-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-24.75&CDS=1-2901	YPL084W
OG0002729	snap_masked-NW_001813684.1-processed-gene-24.78-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-24.78&CDS=1-1371	YEL040W
OG0002730	snap_masked-NW_001813684.1-processed-gene-24.79-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-24.79&CDS=1-3648	YDL145C
