	Saccharomyces_cerevisiae	Yarrowia_deformans
OG0002606	YMR216C	-processed-gene-0.8-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-0.8&CDS=1-1467
OG0002607	YMR217W	-processed-gene-12.15-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-12.15&CDS=1-1581
OG0002608	YMR220W	-processed-gene-0.45-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-0.45&CDS=1-1254
OG0002609	YMR221C	-processed-gene-7.31-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-7.31&CDS=1-1659
OG0002610	YMR223W	-processed-gene-1.75-mRNA-1_1&gene=genemark-gi|1002317468|dbj|BCIW01000021.1|-processed-gene-1.75&CDS=1-1665
OG0002611	YMR224C	-processed-gene-2.29-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-2.29&CDS=1-2127
OG0002612	YMR225C	-processed-gene-3.138-mRNA-1_1&gene=genemark-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-3.138&CDS=1-291
OG0002613	YMR226C	-processed-gene-1.36-mRNA-1_1&gene=genemark-gi|1002317469|dbj|BCIW01000020.1|-processed-gene-1.36&CDS=1-804
OG0002614	YMR227C	-processed-gene-0.15-mRNA-1_1&gene=genemark-gi|1002317466|dbj|BCIW01000023.1|-processed-gene-0.15&CDS=1-1512
OG0002615	YMR228W	-processed-gene-8.11-mRNA-1_1&gene=augustus_masked-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-8.11&CDS=1-1422
OG0002616	YMR229C	-processed-gene-4.21-mRNA-1_1&gene=snap_masked-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-4.21&CDS=1-4728
OG0002617	YMR231W	-processed-gene-9.84-mRNA-1_1&gene=augustus_masked-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-9.84&CDS=1-2844
OG0002618	YMR232W	-processed-gene-6.85-mRNA-1_1&gene=augustus_masked-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-6.85&CDS=1-3075
OG0002619	YMR235C	-processed-gene-5.62-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-5.62&CDS=1-1158
OG0002620	YMR236W	-processed-gene-9.7-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-9.7&CDS=1-627
OG0002621	YMR239C	-processed-gene-2.12-mRNA-1_1&gene=snap_masked-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-2.12&CDS=1-1398
OG0002622	YMR240C	-processed-gene-17.11-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-17.11&CDS=1-1581
OG0002623	YMR241W	-processed-gene-7.53-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-7.53&CDS=1-936
OG0002624	YMR243C	-processed-gene-0.26-mRNA-1_1&gene=genemark-gi|1002317464|dbj|BCIW01000025.1|-processed-gene-0.26&CDS=1-1173
OG0002625	YMR244C-A	-processed-gene-3.68-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-3.68&CDS=1-336
OG0002626	YMR244W	-processed-gene-9.101-mRNA-1_1&gene=snap_masked-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-9.101&CDS=1-1983
OG0002627	YMR247C	-processed-gene-8.63-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-8.63&CDS=1-4299
OG0002628	YMR250W	-processed-gene-5.47-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-5.47&CDS=1-1638
OG0002629	YMR256C	-processed-gene-2.51-mRNA-1_1&gene=snap_masked-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-2.51&CDS=1-192
OG0002630	YMR259C	-processed-gene-1.43-mRNA-1_1&gene=snap_masked-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-1.43&CDS=1-4413
OG0002631	YMR260C	-processed-gene-11.162-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-11.162&CDS=1-447
OG0002632	YMR262W	-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-5.36&CDS=1-513
OG0002633	YMR263W	-processed-gene-9.48-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-9.48&CDS=1-486
OG0002634	YMR264W	-processed-gene-9.47-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-9.47&CDS=1-537
OG0002635	YMR265C	-processed-gene-2.5-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-2.5&CDS=1-1365
OG0002636	YMR266W	-processed-gene-4.64-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-4.64&CDS=1-2733
OG0002637	YMR268C	-processed-gene-11.55-mRNA-1_1&gene=augustus_masked-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-11.55&CDS=1-3600
OG0002638	YMR269W	-processed-gene-11.102-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-11.102&CDS=1-747
OG0002639	YMR272C	-processed-gene-6.53-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-6.53&CDS=1-1086
OG0002640	YMR274C	-processed-gene-2.74-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-2.74&CDS=1-870
OG0002641	YMR276W	-processed-gene-4.27-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-4.27&CDS=1-1023
OG0002642	YMR277W	-processed-gene-3.70-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-3.70&CDS=1-2262
OG0002643	YMR278W	-processed-gene-4.54-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-4.54&CDS=1-1785
OG0002644	YMR280C	-processed-gene-5.58-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-5.58&CDS=1-2802
OG0002645	YMR281W	-processed-gene-8.114-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-8.114&CDS=1-759
OG0002646	YMR283C	-processed-gene-8.92-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-8.92&CDS=1-1284
OG0002647	YMR284W	-processed-gene-0.52-mRNA-1_1&gene=genemark-gi|1002317467|dbj|BCIW01000022.1|-processed-gene-0.52&CDS=1-1770
OG0002648	YMR286W	-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-gi|1002317467|dbj|BCIW01000022.1|-processed-gene-0.66&CDS=1-267
OG0002649	YMR287C	-processed-gene-9.59-mRNA-1_1&gene=snap_masked-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-9.59&CDS=1-2511
OG0002650	YMR288W	-processed-gene-3.52-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-3.52&CDS=1-3348
OG0002651	YMR289W	-processed-gene-10.60-mRNA-1_1&gene=snap_masked-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-10.60&CDS=1-924
OG0002652	YMR290C	-processed-gene-4.17-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-4.17&CDS=1-1842
OG0002653	YMR292W	-processed-gene-13.64-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-13.64&CDS=1-411
OG0002654	YMR293C	-processed-gene-12.81-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-12.81&CDS=1-1404
OG0002655	YMR296C	-processed-gene-3.61-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-3.61&CDS=1-1635
OG0002656	YMR297W	-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-4.10&CDS=1-1479
OG0002657	YMR300C	-processed-gene-1.35-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-1.35&CDS=1-1638
OG0002658	YMR301C	-processed-gene-7.38-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-7.38&CDS=1-2061
OG0002659	YMR302C	-processed-gene-0.73-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-0.73&CDS=1-3285
OG0002660	YMR304W	-processed-gene-3.65-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-3.65&CDS=1-3498
OG0002661	YMR307W	-processed-gene-13.3-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-13.3&CDS=1-1632
OG0002662	YMR308C	-processed-gene-8.27-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-8.27&CDS=1-3279
OG0002663	YMR309C	-processed-gene-10.28-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-10.28&CDS=1-2508
OG0002664	YMR312W	-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-4.51&CDS=1-663
OG0002665	YMR313C	-processed-gene-6.10-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-6.10&CDS=1-2001
OG0002666	YMR314W	-processed-gene-7.25-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-7.25&CDS=1-873
OG0002667	YMR315W	-processed-gene-13.15-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-13.15&CDS=1-1044
OG0002668	YNL003C	-processed-gene-5.22-mRNA-1_1&gene=augustus_masked-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-5.22&CDS=1-846
OG0002669	YNL005C	-processed-gene-5.80-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-5.80&CDS=1-1125
OG0002670	YNL006W	-processed-gene-3.86-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-3.86&CDS=1-1017
OG0002671	YNL007C	-processed-gene-3.101-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-3.101&CDS=1-1116
OG0002672	YNL010W	-processed-gene-5.100-mRNA-1_1&gene=genemark-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-5.100&CDS=1-762
OG0002673	YNL011C	-processed-gene-5.166-mRNA-1_1&gene=augustus_masked-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-5.166&CDS=1-1347
OG0002674	YNL014W	-processed-gene-1.51-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-1.51&CDS=1-3168
OG0002675	YNL015W	-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-3.95&CDS=1-219
OG0002676	YNL016W	-snap-gene-1.113-mRNA-1_1&gene=maker-gi|1002317469|dbj|BCIW01000020.1|-snap-gene-1.113&CDS=1-1356
OG0002677	YNL021W	-processed-gene-0.68-mRNA-1_1&gene=genemark-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-0.68&CDS=1-2922
OG0002678	YNL022C	-processed-gene-9.48-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-9.48&CDS=1-1527
OG0002679	YNL023C	-processed-gene-14.106-mRNA-1_1&gene=augustus_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-14.106&CDS=1-2451
OG0002680	YNL024C	-processed-gene-14.10-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-14.10&CDS=1-693
OG0002681	YNL024C-A	-augustus-gene-10.3-mRNA-1_1&gene=maker-gi|1002317488|dbj|BCIW01000001.1|-augustus-gene-10.3&CDS=1-213
OG0002682	YNL025C	-processed-gene-10.25-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-10.25&CDS=1-840
OG0002683	YNL026W	-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-gi|1002317469|dbj|BCIW01000020.1|-processed-gene-1.123&CDS=1-1443
OG0002684	YNL027W	-processed-gene-2.8-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-2.8&CDS=1-1821
OG0002685	YNL032W	-processed-gene-8.65-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-8.65&CDS=1-876
OG0002686	YNL035C	-processed-gene-2.68-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-2.68&CDS=1-1284
OG0002687	YNL036W	-processed-gene-11.208-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-11.208&CDS=1-669
OG0002688	YNL037C	-processed-gene-5.83-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-5.83&CDS=1-1098
OG0002689	YNL038W	-processed-gene-5.43-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-5.43&CDS=1-660
OG0002690	YNL039W	-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-2.17&CDS=1-1863
OG0002691	YNL040W	-processed-gene-2.95-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-2.95&CDS=1-1245
OG0002692	YNL041C	-processed-gene-10.52-mRNA-1_1&gene=snap_masked-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-10.52&CDS=1-1503
OG0002693	YNL044W	-processed-gene-10.57-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-10.57&CDS=1-531
OG0002694	YNL045W	-processed-gene-0.33-mRNA-1_1&gene=genemark-gi|1002317464|dbj|BCIW01000025.1|-processed-gene-0.33&CDS=1-1878
OG0002695	YNL048W	-processed-gene-6.61-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-6.61&CDS=1-1917
OG0002696	YNL049C	-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-3.7&CDS=1-2808
OG0002697	YNL051W	-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-3.24&CDS=1-1113
OG0002698	YNL054W	-processed-gene-12.126-mRNA-1_1&gene=snap_masked-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-12.126&CDS=1-2673
OG0002699	YNL056W	-processed-gene-4.38-mRNA-1_1&gene=genemark-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-4.38&CDS=1-504
OG0002700	YNL059C	-processed-gene-8.17-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-8.17&CDS=1-2172
OG0002701	YNL061W	-processed-gene-8.7-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-8.7&CDS=1-1836
OG0002702	YNL062C	-processed-gene-8.16-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-8.16&CDS=1-1476
OG0002703	YNL063W	-processed-gene-15.94-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-15.94&CDS=1-897
OG0002704	YNL064C	-processed-gene-12.73-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-12.73&CDS=1-1251
OG0002705	YNL066W	-processed-gene-2.76-mRNA-1_1&gene=genemark-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-2.76&CDS=1-1245
OG0002706	YNL070W	-processed-gene-2.37-mRNA-1_1&gene=genemark-gi|1002317470|dbj|BCIW01000019.1|-processed-gene-2.37&CDS=1-165
OG0002707	YNL071W	-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-0.12&CDS=1-2355
OG0002708	YNL075W	-processed-gene-1.29-mRNA-1_1&gene=genemark-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-1.29&CDS=1-849
OG0002709	YNL080C	-processed-gene-2.28-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-2.28&CDS=1-681
OG0002710	YNL081C	-processed-gene-15.98-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-15.98&CDS=1-468
OG0002711	YNL082W	-processed-gene-0.3-mRNA-1_1&gene=genemark-gi|1002317463|dbj|BCIW01000026.1|-processed-gene-0.3&CDS=1-2706
OG0002712	YNL083W	-processed-gene-0.2-mRNA-1_1&gene=genemark-gi|1002317463|dbj|BCIW01000026.1|-processed-gene-0.2&CDS=1-1653
OG0002713	YNL084C	-processed-gene-11.85-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-11.85&CDS=1-1200
OG0002714	YNL085W	-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-2.27&CDS=1-2124
OG0002715	YNL088W	-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-1.5&CDS=1-4641
OG0002716	YNL090W	-processed-gene-6.32-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-6.32&CDS=1-552
OG0002717	YNL091W	-processed-gene-9.86-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-9.86&CDS=1-2670
OG0002718	YNL092W	-processed-gene-8.45-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-8.45&CDS=1-1155
OG0002719	YNL094W	-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-3.28&CDS=1-2292
OG0002720	YNL097C	-processed-gene-6.61-mRNA-1_1&gene=augustus_masked-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-6.61&CDS=1-1128
OG0002721	YNL099C	-processed-gene-9.73-mRNA-1_1&gene=snap_masked-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-9.73&CDS=1-795
OG0002722	YNL102W	-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-1.0&CDS=1-4134
OG0002723	YNL107W	-processed-gene-7.98-mRNA-1_1&gene=augustus_masked-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-7.98&CDS=1-807
OG0002724	YNL110C	-processed-gene-7.41-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-7.41&CDS=1-825
OG0002725	YNL111C	-augustus-gene-4.0-mRNA-1_1&gene=maker-gi|1002317488|dbj|BCIW01000001.1|-augustus-gene-4.0&CDS=1-423
OG0002726	YNL112W	-processed-gene-7.99-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-7.99&CDS=1-1656
OG0002727	YNL113W	-processed-gene-7.115-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-7.115&CDS=1-453
OG0002728	YNL115C	-processed-gene-3.125-mRNA-1_1&gene=snap_masked-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-3.125&CDS=1-1602
OG0002729	YNL118C	-processed-gene-6.35-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-6.35&CDS=1-3084
OG0002730	YNL119W	-processed-gene-8.13-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-8.13&CDS=1-1278
OG0002731	YNL122C	-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-gi|1002317465|dbj|BCIW01000024.1|-processed-gene-0.145&CDS=1-285
OG0002732	YNL123W	-processed-gene-0.47-mRNA-1_1&gene=genemark-gi|1002317465|dbj|BCIW01000024.1|-processed-gene-0.47&CDS=1-3039
OG0002733	YNL124W	-processed-gene-8.79-mRNA-1_1&gene=snap_masked-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-8.79&CDS=1-2067
OG0002734	YNL126W	-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-gi|1002317468|dbj|BCIW01000021.1|-processed-gene-1.33&CDS=1-1887
OG0002735	YNL127W	-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-gi|1002317468|dbj|BCIW01000021.1|-processed-gene-1.34&CDS=1-2271
OG0002736	YNL128W	-processed-gene-8.95-mRNA-1_1&gene=augustus_masked-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-8.95&CDS=1-1449
OG0002737	YNL129W	-processed-gene-2.27-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-2.27&CDS=1-762
OG0002738	YNL131W	-processed-gene-8.45-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-8.45&CDS=1-453
OG0002739	YNL132W	-processed-gene-2.10-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-2.10&CDS=1-3069
OG0002740	YNL135C	-processed-gene-8.19-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-8.19&CDS=1-324
OG0002741	YNL136W	-processed-gene-8.9-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-8.9&CDS=1-1119
OG0002742	YNL137C	-snap-gene-8.0-mRNA-1_1&gene=maker-gi|1002317487|dbj|BCIW01000002.1|-snap-gene-8.0&CDS=1-1395
OG0002743	YNL138W	-processed-gene-8.8-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-8.8&CDS=1-1620
OG0002744	YNL138W-A	-processed-gene-22.45-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-22.45&CDS=1-258
OG0002745	YNL139C	-processed-gene-22.56-mRNA-1_1&gene=snap_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-22.56&CDS=1-4950
OG0002746	YNL142W	-processed-gene-8.60-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-8.60&CDS=1-1458
OG0002747	YNL147W	-processed-gene-2.55-mRNA-1_1&gene=genemark-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-2.55&CDS=1-501
OG0002748	YNL151C	-processed-gene-15.27-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-15.27&CDS=1-699
OG0002749	YNL153C	-processed-gene-4.48-mRNA-1_1&gene=genemark-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-4.48&CDS=1-390
OG0002750	YNL161W	-processed-gene-16.147-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-16.147&CDS=1-1755
OG0002751	YNL163C	-processed-gene-0.26-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-0.26&CDS=1-3057
OG0002752	YNL167C	-processed-gene-8.8-mRNA-1_1&gene=augustus_masked-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-8.8&CDS=1-1725
OG0002753	YNL168C	-processed-gene-0.27-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-0.27&CDS=1-699
OG0002754	YNL169C	-processed-gene-5.35-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-5.35&CDS=1-1740
OG0002755	YNL172W	-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-1.1&CDS=1-4608
OG0002756	YNL175C	-processed-gene-0.39-mRNA-1_1&gene=genemark-gi|1002317470|dbj|BCIW01000019.1|-processed-gene-0.39&CDS=1-1017
OG0002757	YNL177C	-processed-gene-4.40-mRNA-1_1&gene=genemark-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-4.40&CDS=1-891
OG0002758	YNL178W	-processed-gene-4.38-mRNA-1_1&gene=genemark-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-4.38&CDS=1-738
OG0002759	YNL181W	-processed-gene-13.2-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-13.2&CDS=1-1347
OG0002760	YNL182C	-processed-gene-16.39-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-16.39&CDS=1-1278
OG0002761	YNL185C	-processed-gene-5.38-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-5.38&CDS=1-456
OG0002762	YNL186W	-processed-gene-2.24-mRNA-1_1&gene=genemark-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-2.24&CDS=1-1392
OG0002763	YNL189W	-processed-gene-4.65-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-4.65&CDS=1-1593
OG0002764	YNL191W	-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-3.32&CDS=1-1056
OG0002765	YNL192W	-processed-gene-4.57-mRNA-1_1&gene=genemark-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-4.57&CDS=1-3246
OG0002766	YNL200C	-processed-gene-0.78-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-0.78&CDS=1-735
OG0002767	YNL201C	-snap-gene-21.31-mRNA-1_1&gene=maker-gi|1002317488|dbj|BCIW01000001.1|-snap-gene-21.31&CDS=1-2400
OG0002768	YNL206C	-processed-gene-6.76-mRNA-1_1&gene=genemark-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-6.76&CDS=1-1203
OG0002769	YNL207W	-processed-gene-0.42-mRNA-1_1&gene=genemark-gi|1002317465|dbj|BCIW01000024.1|-processed-gene-0.42&CDS=1-1263
OG0002770	YNL208W	-processed-gene-21.88-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-21.88&CDS=1-636
OG0002771	YNL209W	-processed-gene-0.18-mRNA-1_1&gene=genemark-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-0.18&CDS=1-1833
OG0002772	YNL211C	-processed-gene-17.25-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-17.25&CDS=1-249
OG0002773	YNL212W	-processed-gene-17.12-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-17.12&CDS=1-2436
OG0002774	YNL217W	-processed-gene-0.2-mRNA-1_1&gene=snap_masked-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-0.2&CDS=1-993
OG0002775	YNL218W	-snap-gene-1.117-mRNA-1_1&gene=maker-gi|1002317467|dbj|BCIW01000022.1|-snap-gene-1.117&CDS=1-1827
OG0002776	YNL219C	-snap-gene-6.123-mRNA-1_1&gene=maker-gi|1002317481|dbj|BCIW01000008.1|-snap-gene-6.123&CDS=1-2034
