	Ascoidea_asiatica	Saccharomyces_cerevisiae
OG0002535	-snap-gene-14.85-mRNA-1_1&gene=maker-gi|1002316733|dbj|BCKQ01000003.1|-snap-gene-14.85&CDS=1-654	YJL030W
OG0002536	-processed-gene-14.40-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-14.40&CDS=1-2421	YLR397C
OG0002537	-processed-gene-14.52-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-14.52&CDS=1-2847	YLR240W
OG0002538	-processed-gene-14.44-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-14.44&CDS=1-2904	YMR266W
OG0002539	-processed-gene-14.55-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-14.55&CDS=1-822	YLR192C
OG0002540	-processed-gene-14.46-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-14.46&CDS=1-3231	YPL084W
OG0002541	-processed-gene-14.57-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-14.57&CDS=1-3045	YPL183C
OG0002542	-processed-gene-14.48-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-14.48&CDS=1-813	YGL240W
OG0002543	-processed-gene-14.33-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-14.33&CDS=1-951	YCR002C
OG0002544	-processed-gene-15.46-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-15.46&CDS=1-1116	YJL031C
OG0002545	-processed-gene-15.48-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-15.48&CDS=1-660	YCR003W
OG0002546	-processed-gene-15.87-mRNA-1_1&gene=genemark-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-15.87&CDS=1-5742	YJL039C
OG0002547	-processed-gene-15.65-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-15.65&CDS=1-1611	YPL138C
OG0002548	-processed-gene-15.7-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-15.7&CDS=1-1236	YPL123C
OG0002549	-processed-gene-15.52-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-15.52&CDS=1-903	YMR314W
OG0002550	-processed-gene-15.67-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-15.67&CDS=1-777	YBR261C
OG0002551	-processed-gene-15.29-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-15.29&CDS=1-1761	YDR171W
OG0002552	-processed-gene-15.94-mRNA-1_1&gene=genemark-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-15.94&CDS=1-1890	YFR048W
OG0002553	-processed-gene-15.15-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-15.15&CDS=1-822	YFR050C
OG0002554	-processed-gene-15.18-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-15.18&CDS=1-2847	YPL147W
OG0002555	-processed-gene-15.79-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-15.79&CDS=1-693	YOR238W
OG0002556	-processed-gene-15.80-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-15.80&CDS=1-1692	YLR455W
OG0002557	-processed-gene-15.20-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-15.20&CDS=1-2502	YEL032W
OG0002558	-processed-gene-15.81-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-15.81&CDS=1-1287	YGL111W
OG0002559	-processed-gene-15.43-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-15.43&CDS=1-2919	YHR098C
OG0002560	-processed-gene-15.44-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-15.44&CDS=1-4767	YMR229C
OG0002561	-processed-gene-15.63-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-15.63&CDS=1-1548	YPL165C
OG0002562	-snap-gene-16.102-mRNA-1_1&gene=maker-gi|1002316733|dbj|BCKQ01000003.1|-snap-gene-16.102&CDS=1-321	YPR153W
OG0002563	-processed-gene-16.40-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-16.40&CDS=1-1794	YGL186C
OG0002564	-processed-gene-16.54-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-16.54&CDS=1-2766	YPL184C
OG0002565	-processed-gene-16.55-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-16.55&CDS=1-900	YOL147C
OG0002566	-processed-gene-16.56-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-16.56&CDS=1-1608	YER141W
OG0002567	-processed-gene-16.23-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-16.23&CDS=1-378	YDR529C
OG0002568	-processed-gene-16.58-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-16.58&CDS=1-2760	YLL001W
OG0002569	-processed-gene-16.59-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-16.59&CDS=1-1665	YAL058W
OG0002570	-processed-gene-16.7-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-16.7&CDS=1-2007	YGR093W
OG0002571	-processed-gene-16.8-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-16.8&CDS=1-1782	YNL291C
OG0002572	-processed-gene-16.60-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-16.60&CDS=1-693	YOR148C
OG0002573	-processed-gene-16.12-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-16.12&CDS=1-1101	YAL036C
OG0002574	-processed-gene-16.13-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-16.13&CDS=1-1638	YHR194W
OG0002575	-processed-gene-16.27-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-16.27&CDS=1-966	YGR159C
OG0002576	-processed-gene-16.64-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-16.64&CDS=1-615	YIL004C
OG0002577	-processed-gene-16.30-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-16.30&CDS=1-1563	YGL202W
OG0002578	-processed-gene-16.18-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-16.18&CDS=1-1629	YJR078W
OG0002579	-processed-gene-16.34-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-16.34&CDS=1-1335	YNL092W
OG0002580	-processed-gene-17.64-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-17.64&CDS=1-1899	YCL030C
OG0002581	-processed-gene-17.82-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-17.82&CDS=1-4782	YDR135C
OG0002582	-processed-gene-17.66-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-17.66&CDS=1-1080	YOR388C
OG0002583	-processed-gene-17.15-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-17.15&CDS=1-1323	YNL217W
OG0002584	-augustus-gene-17.56-mRNA-1_1&gene=maker-gi|1002316733|dbj|BCKQ01000003.1|-augustus-gene-17.56&CDS=1-525	YGL058W
OG0002585	-processed-gene-17.71-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-17.71&CDS=1-3738	YBR245C
OG0002586	-processed-gene-17.17-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-17.17&CDS=1-1674	YEL013W
OG0002587	-processed-gene-17.73-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-17.73&CDS=1-2406	YDL051W
OG0002588	-processed-gene-17.10-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-17.10&CDS=1-2859	YBL037W
OG0002589	-processed-gene-17.89-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-17.89&CDS=1-768	YBL036C
OG0002590	-processed-gene-17.48-mRNA-1_1&gene=genemark-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-17.48&CDS=1-2907	YJR126C
OG0002591	-processed-gene-17.20-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-17.20&CDS=1-852	YDL052C
OG0002592	-processed-gene-17.22-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-17.22&CDS=1-2118	YMR013C
OG0002593	-processed-gene-17.23-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-17.23&CDS=1-1746	YGL122C
OG0002594	-processed-gene-17.12-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-17.12&CDS=1-1302	YMR024W
OG0002595	-processed-gene-17.24-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-17.24&CDS=1-3120	YBL008W
OG0002596	-processed-gene-17.40-mRNA-1_1&gene=genemark-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-17.40&CDS=1-2550	YPL207W
OG0002597	-processed-gene-17.80-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-17.80&CDS=1-2097	YGL095C
OG0002598	-processed-gene-18.1-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-18.1&CDS=1-1527	YLR231C
OG0002599	-processed-gene-18.41-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-18.41&CDS=1-1767	YPL120W
OG0002600	-processed-gene-18.39-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-18.39&CDS=1-2583	YCL054W
OG0002601	-processed-gene-18.89-mRNA-1_1&gene=genemark-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-18.89&CDS=1-2226	YMR089C
OG0002602	-processed-gene-18.6-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-18.6&CDS=1-1254	YDR527W
OG0002603	-processed-gene-18.7-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-18.7&CDS=1-3891	YGR274C
OG0002604	-processed-gene-18.8-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-18.8&CDS=1-2889	YDR217C
OG0002605	-processed-gene-18.59-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-18.59&CDS=1-1347	YCL034W
OG0002606	-processed-gene-18.60-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-18.60&CDS=1-5889	YNL271C
OG0002607	-processed-gene-18.46-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-18.46&CDS=1-678	YIR032C
OG0002608	-processed-gene-18.101-mRNA-1_1&gene=genemark-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-18.101&CDS=1-771	YPL218W
OG0002609	-processed-gene-18.67-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-18.67&CDS=1-1359	YPL011C
OG0002610	-processed-gene-19.0-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.0&CDS=1-3312	YPR135W
OG0002611	-processed-gene-19.132-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.132&CDS=1-885	YJR113C
OG0002612	-processed-gene-19.4-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.4&CDS=1-2376	YGL234W
OG0002613	-processed-gene-19.6-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.6&CDS=1-810	YHR038W
OG0002614	-processed-gene-19.7-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.7&CDS=1-2229	YPR181C
OG0002615	-processed-gene-19.141-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.141&CDS=1-1422	YGL219C
OG0002616	-processed-gene-19.42-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.42&CDS=1-1389	YJL145W
OG0002617	-processed-gene-19.144-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.144&CDS=1-1071	YGR165W
OG0002618	-processed-gene-19.145-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.145&CDS=1-465	YOR298C-A
OG0002619	-processed-gene-19.15-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.15&CDS=1-486	YDR155C
OG0002620	-processed-gene-19.178-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.178&CDS=1-1932	YOR269W
OG0002621	-processed-gene-19.147-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.147&CDS=1-1173	YMR028W
OG0002622	-processed-gene-19.148-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.148&CDS=1-1410	YKL082C
OG0002623	-processed-gene-19.18-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.18&CDS=1-1734	YBL039C
OG0002624	-processed-gene-19.45-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.45&CDS=1-2031	YLL002W
OG0002625	-processed-gene-19.180-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.180&CDS=1-711	YGR095C
OG0002626	-processed-gene-19.19-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.19&CDS=1-5856	YIR023W
OG0002627	-processed-gene-19.20-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.20&CDS=1-2502	YOR270C
OG0002628	-processed-gene-19.21-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.21&CDS=1-873	YGR158C
OG0002629	-processed-gene-19.48-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.48&CDS=1-6786	YPL167C
OG0002630	-processed-gene-19.153-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.153&CDS=1-1461	YPL166W
OG0002631	-processed-gene-19.49-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.49&CDS=1-2019	YOR204W
OG0002632	-processed-gene-19.50-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.50&CDS=1-2748	YJL092W
OG0002633	-processed-gene-19.188-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.188&CDS=1-2793	YOR249C
OG0002634	-processed-gene-19.156-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.156&CDS=1-903	YOR251C
OG0002635	-processed-gene-19.157-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.157&CDS=1-1422	YOR250C
OG0002636	-processed-gene-19.55-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.55&CDS=1-3303	YBR237W
OG0002637	-processed-gene-19.161-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.161&CDS=1-1674	YNL277W
OG0002638	-processed-gene-19.194-mRNA-1_1&gene=snap_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.194&CDS=1-1635	YDL006W
OG0002639	-processed-gene-19.60-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.60&CDS=1-2232	YGL113W
OG0002640	-processed-gene-19.34-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.34&CDS=1-2319	YER091C
OG0002641	-processed-gene-19.62-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.62&CDS=1-1617	YEL058W
OG0002642	-processed-gene-19.63-mRNA-1_1&gene=augustus_masked-gi|1002316733|dbj|BCKQ01000003.1|-processed-gene-19.63&CDS=1-3135	YMR205C
OG0002643	-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-0.76&CDS=1-1134	YPL236C
OG0002644	-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-0.65&CDS=1-1503	YPL235W
OG0002645	-processed-gene-0.50-mRNA-1_1&gene=genemark-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-0.50&CDS=1-414	YPL234C
OG0002646	-processed-gene-0.37-mRNA-1_1&gene=genemark-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-0.37&CDS=1-699	YPL233W
OG0002647	-processed-gene-0.51-mRNA-1_1&gene=genemark-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-0.51&CDS=1-1296	YPL247C
OG0002648	-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-0.82&CDS=1-783	YMR193W
OG0002649	-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-0.71&CDS=1-783	YPL237W
OG0002650	-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-0.83&CDS=1-636	YPL239W
OG0002651	-processed-gene-0.45-mRNA-1_1&gene=genemark-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-0.45&CDS=1-3078	YMR185W
OG0002652	-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-0.84&CDS=1-2127	YPL240C
OG0002653	-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-0.73&CDS=1-1380	YPL244C
OG0002654	-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-0.85&CDS=1-6591	YJL207C
OG0002655	-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-0.86&CDS=1-2838	YJL154C
OG0002656	-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-0.87&CDS=1-6228	YKL182W
OG0002657	-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-0.88&CDS=1-846	YCR043C
OG0002658	-processed-gene-0.31-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-0.31&CDS=1-1665	YER019W
OG0002659	-processed-gene-1.0-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-1.0&CDS=1-4458	YLR189C
OG0002660	-processed-gene-1.12-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-1.12&CDS=1-2673	YJL204C
OG0002661	-processed-gene-1.24-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-1.24&CDS=1-1098	YML048W
OG0002662	-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-1.101&CDS=1-1779	YDR120C
OG0002663	-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-1.102&CDS=1-1932	YJR052W
OG0002664	-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-1.90&CDS=1-1215	YEL037C
OG0002665	-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-1.91&CDS=1-1209	YHR016C
OG0002666	-processed-gene-1.14-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-1.14&CDS=1-975	YOL022C
OG0002667	-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-1.107&CDS=1-4626	YLR425W
OG0002668	-processed-gene-1.16-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-1.16&CDS=1-918	YEL019C
OG0002669	-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-1.110&CDS=1-1047	YDR372C
OG0002670	-processed-gene-1.37-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-1.37&CDS=1-324	YJR034W
OG0002671	-processed-gene-1.38-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-1.38&CDS=1-1548	YBR126C
OG0002672	-processed-gene-2.7-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-2.7&CDS=1-1152	YGL148W
OG0002673	-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-2.84&CDS=1-1518	YBR127C
OG0002674	-snap-gene-2.123-mRNA-1_1&gene=maker-gi|1002316734|dbj|BCKQ01000002.1|-snap-gene-2.123&CDS=1-1236	YBR125C
OG0002675	-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-2.90&CDS=1-1431	YGL012W
OG0002676	-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-2.103&CDS=1-1965	YBR123C
OG0002677	-processed-gene-2.13-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-2.13&CDS=1-459	YBR122C
OG0002678	-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-2.104&CDS=1-1023	YHR144C
OG0002679	-processed-gene-2.14-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-2.14&CDS=1-462	YBR269C
OG0002680	-processed-gene-2.31-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-2.31&CDS=1-2502	YJL201W
OG0002681	-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-2.106&CDS=1-1425	YDR165W
OG0002682	-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-2.93&CDS=1-3132	YMR189W
OG0002683	-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-2.107&CDS=1-894	YLR150W
OG0002684	-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-2.94&CDS=1-429	YBR120C
OG0002685	-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-2.108&CDS=1-912	YBR119W
OG0002686	-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-2.95&CDS=1-2040	YPR018W
OG0002687	-processed-gene-2.20-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-2.20&CDS=1-1380	YHR190W
OG0002688	-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-2.112&CDS=1-1899	YNR046W
OG0002689	-snap-gene-2.122-mRNA-1_1&gene=maker-gi|1002316734|dbj|BCKQ01000002.1|-snap-gene-2.122&CDS=1-2421	YFL040W
OG0002690	-processed-gene-2.38-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-2.38&CDS=1-2094	YPL228W
OG0002691	-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-2.101&CDS=1-522	YMR035W
OG0002692	-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-2.116&CDS=1-981	YDR352W
OG0002693	-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-2.119&CDS=1-2481	YBR182C
OG0002694	-processed-gene-3.54-mRNA-1_1&gene=genemark-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-3.54&CDS=1-2922	YOR335C
OG0002695	-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-3.95&CDS=1-1548	YOR051C
OG0002696	-processed-gene-3.4-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-3.4&CDS=1-519	YOR052C
OG0002697	-processed-gene-3.0-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-3.0&CDS=1-1437	YHR004C
OG0002698	-processed-gene-3.1-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-3.1&CDS=1-1188	YKL080W
OG0002699	-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-3.98&CDS=1-1266	YOR311C
OG0002700	-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-3.100&CDS=1-1593	YER082C
