	Lachancea_fantastica	Saccharomyces_cerevisiae
OG0003349	snap_masked-LAFA0G-processed-gene-0.68-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-0.68&CDS=1-1206	YCL044C
OG0003350	snap_masked-LAFA0G-processed-gene-0.69-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-0.69&CDS=1-1566	YCL043C
OG0003351	augustus_masked-LAFA0G-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-0.33&CDS=1-1155	YDR517W
OG0003352	snap_masked-LAFA0G-processed-gene-1.92-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-1.92&CDS=1-1482	YCL040W
OG0003353	snap_masked-LAFA0G-processed-gene-1.93-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-1.93&CDS=1-2250	YCL039W
OG0003354	snap_masked-LAFA0G-processed-gene-1.96-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-1.96&CDS=1-1509	YCL038C
OG0003355	snap_masked-LAFA0G-processed-gene-1.97-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-1.97&CDS=1-1458	YCL037C
OG0003356	snap_masked-LAFA0G-processed-gene-1.94-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-1.94&CDS=1-1302	YDR514C
OG0003357	snap_masked-LAFA0G-processed-gene-1.99-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-1.99&CDS=1-999	YCL034W
OG0003358	snap_masked-LAFA0G-processed-gene-1.123-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-1.123&CDS=1-396	YCL033C
OG0003359	augustus_masked-LAFA0G-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-1.56&CDS=1-264	YDR512C
OG0003360	snap_masked-LAFA0G-processed-gene-1.101-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-1.101&CDS=1-957	YCL032W
OG0003361	snap_masked-LAFA0G-processed-gene-1.124-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-1.124&CDS=1-906	YCL031C
OG0003362	snap_masked-LAFA0G-processed-gene-1.125-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-1.125&CDS=1-360	YDR511W
OG0003363	snap_masked-LAFA0G-processed-gene-1.126-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-1.126&CDS=1-1221	YCL028W
OG0003364	snap_masked-LAFA0G-processed-gene-1.102-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-1.102&CDS=1-1380	YCL029C
OG0003365	snap_masked-LAFA0G-processed-gene-1.103-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-1.103&CDS=1-2427	YCL030C
OG0003366	snap_masked-LAFA0G-processed-gene-1.104-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-1.104&CDS=1-1701	YCL027W
OG0003367	snap_masked-LAFA0G-processed-gene-1.105-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-1.105&CDS=1-285	YDR510W
OG0003368	snap_masked-LAFA0G-processed-gene-1.109-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-1.109&CDS=1-1866	YDR506C
OG0003369	snap_masked-LAFA0G-processed-gene-1.110-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-1.110&CDS=1-2169	YLR177W
OG0003370	snap_masked-LAFA0G-processed-gene-1.131-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-1.131&CDS=1-624	YLR178C
OG0003371	snap_masked-LAFA0G-processed-gene-1.112-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-1.112&CDS=1-795	YDR503C
OG0003372	snap_masked-LAFA0G-processed-gene-1.113-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-1.113&CDS=1-1146	YDR502C
OG0003373	snap_masked-LAFA0G-processed-gene-1.133-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-1.133&CDS=1-1083	YLR181C
OG0003374	snap_masked-LAFA0G-processed-gene-1.114-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-1.114&CDS=1-1077	YMR152W
OG0003375	snap_masked-LAFA0G-processed-gene-1.115-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-1.115&CDS=1-2112	YLR182W
OG0003376	snap_masked-LAFA0G-processed-gene-1.134-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-1.134&CDS=1-1812	YDR501W
OG0003377	snap_masked-LAFA0G-processed-gene-1.135-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-1.135&CDS=1-1677	YIL166C
OG0003378	snap_masked-LAFA0G-processed-gene-1.116-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-1.116&CDS=1-1164	YLL057C
OG0003379	snap_masked-LAFA0G-processed-gene-1.136-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-1.136&CDS=1-2109	YDR499W
OG0003380	augustus_masked-LAFA0G-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-1.74&CDS=1-2508	YLR186W
OG0003381	snap_masked-LAFA0G-processed-gene-1.121-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-1.121&CDS=1-3039	YLR187W
OG0003382	snap_masked-LAFA0G-processed-gene-1.122-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-1.122&CDS=1-2037	YLR188W
OG0003383	snap_masked-LAFA0G-processed-gene-2.44-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-2.44&CDS=1-1458	YNL277W
OG0003384	snap_masked-LAFA0G-processed-gene-1.137-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-1.137&CDS=1-3792	YLR189C
OG0003385	genemark-LAFA0G-processed-gene-1.44-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-1.44&CDS=1-1323	YER019W
OG0003386	augustus_masked-LAFA0G-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-2.92&CDS=1-1581	YCR044C
OG0003387	snap_masked-LAFA0G-processed-gene-2.47-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-2.47&CDS=1-1632	YNL275W
OG0003388	snap_masked-LAFA0G-processed-gene-2.48-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-2.48&CDS=1-1050	YNL274C
OG0003389	snap_masked-LAFA0G-processed-gene-2.51-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-2.51&CDS=1-360	YCR043C
OG0003390	snap_masked-LAFA0G-processed-gene-2.49-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-2.49&CDS=1-4269	YCR042C
OG0003391	snap_masked-LAFA0G-processed-gene-2.50-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-2.50&CDS=1-1815	YOR154W
OG0003392	snap_masked-LAFA0G-processed-gene-2.53-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-2.53&CDS=1-3630	YNL273W
OG0003393	snap_masked-LAFA0G-processed-gene-2.66-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-2.66&CDS=1-1416	YEL064C
OG0003394	snap_masked-LAFA0G-processed-gene-2.67-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-2.67&CDS=1-2154	YNL272C
OG0003395	snap_masked-LAFA0G-processed-gene-2.68-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-2.68&CDS=1-6057	YNL271C
OG0003396	snap_masked-LAFA0G-processed-gene-2.55-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-2.55&CDS=1-3057	YNL267W
OG0003397	snap_masked-LAFA0G-processed-gene-2.56-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-2.56&CDS=1-1161	YGR046W
OG0003398	augustus_masked-LAFA0G-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-2.114&CDS=1-3951	YGR047C
OG0003399	snap_masked-LAFA0G-processed-gene-2.57-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-2.57&CDS=1-1068	YGR048W
OG0003400	snap_masked-LAFA0G-processed-gene-2.71-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-2.71&CDS=1-3582	YGL140C
OG0003401	augustus_masked-LAFA0G-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-2.117&CDS=1-933	YGL128C
OG0003402	snap_masked-LAFA0G-processed-gene-2.74-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-2.74&CDS=1-924	YNL263C
OG0003403	genemark-LAFA0G-processed-gene-2.16-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-2.16&CDS=1-7818	YNL262W
OG0003404	augustus_masked-LAFA0G-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-2.105&CDS=1-1089	YHR156C
OG0003405	snap_masked-LAFA0G-processed-gene-2.75-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-2.75&CDS=1-489	YNL260C
OG0003406	snap_masked-LAFA0G-processed-gene-2.76-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-2.76&CDS=1-219	YNL259C
OG0003407	augustus_masked-LAFA0G-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-2.121&CDS=1-2235	YNL258C
OG0003408	augustus_masked-LAFA0G-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-2.122&CDS=1-3663	YNL257C
OG0003409	augustus_masked-LAFA0G-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-2.123&CDS=1-3303	YGR255C
OG0003410	snap_masked-LAFA0G-processed-gene-2.61-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-2.61&CDS=1-2397	YNL256W
OG0003411	snap_masked-LAFA0G-processed-gene-2.82-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-2.82&CDS=1-516	YNL255C
OG0003412	snap_masked-LAFA0G-processed-gene-2.83-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-2.83&CDS=1-1149	YNL254C
OG0003413	augustus_masked-LAFA0G-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-2.107&CDS=1-1248	YNL253W
OG0003414	snap_masked-LAFA0G-processed-gene-2.84-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-2.84&CDS=1-819	YNL252C
OG0003415	snap_masked-LAFA0G-processed-gene-2.85-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-2.85&CDS=1-1743	YNL251C
OG0003416	snap_masked-LAFA0G-processed-gene-2.63-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-2.63&CDS=1-3894	YNL250W
OG0003417	augustus_masked-LAFA0G-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-2.128&CDS=1-2892	YNL248C
OG0003418	snap_masked-LAFA0G-processed-gene-2.64-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-2.64&CDS=1-489	YJR097W
OG0003419	snap_masked-LAFA0G-processed-gene-2.88-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-2.88&CDS=1-1818	YJR098C
OG0003420	snap_masked-LAFA0G-processed-gene-3.85-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-3.85&CDS=1-2265	YNL247W
OG0003421	snap_masked-LAFA0G-processed-gene-3.86-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-3.86&CDS=1-819	YNL246W
OG0003422	snap_masked-LAFA0G-processed-gene-3.88-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-3.88&CDS=1-582	YNL245C
OG0003423	snap_masked-LAFA0G-processed-gene-3.89-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-3.89&CDS=1-324	YNL244C
OG0003424	augustus_masked-LAFA0G-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-3.52&CDS=1-1521	YJL209W
OG0003425	genemark-LAFA0G-processed-gene-3.25-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-3.25&CDS=1-6843	YJL207C
OG0003426	snap_masked-LAFA0G-processed-gene-3.114-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-3.114&CDS=1-2325	YJL204C
OG0003427	augustus_masked-LAFA0G-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-3.55&CDS=1-1152	YJL203W
OG0003428	snap_masked-LAFA0G-processed-gene-3.95-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-3.95&CDS=1-1860	YJL201W
OG0003429	snap_masked-LAFA0G-processed-gene-3.115-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-3.115&CDS=1-2358	YJL200C
OG0003430	snap_masked-LAFA0G-processed-gene-3.98-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-3.98&CDS=1-3525	YJL197W
OG0003431	snap_masked-LAFA0G-processed-gene-3.116-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-3.116&CDS=1-1011	YCR036W
OG0003432	snap_masked-LAFA0G-processed-gene-3.99-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-3.99&CDS=1-1125	YCR035C
OG0003433	snap_masked-LAFA0G-processed-gene-3.117-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-3.117&CDS=1-1026	YCR034W
OG0003434	augustus_masked-LAFA0G-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-3.77&CDS=1-3741	YCR033W
OG0003435	snap_masked-LAFA0G-processed-gene-3.100-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-3.100&CDS=1-1536	YJL194W
OG0003436	snap_masked-LAFA0G-processed-gene-3.119-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-3.119&CDS=1-6309	YCR032W
OG0003437	snap_masked-LAFA0G-processed-gene-3.120-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-3.120&CDS=1-732	YJL192C
OG0003438	snap_masked-LAFA0G-processed-gene-3.123-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-3.123&CDS=1-2214	YJL187C
OG0003439	augustus_masked-LAFA0G-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-3.64&CDS=1-2520	YCR030C
OG0003440	maker-LAFA0G-augustus-gene-3.44-mRNA-1_1&gene=maker-LAFA0G-augustus-gene-3.44&CDS=1-378	YCR028C-A
OG0003441	snap_masked-LAFA0G-processed-gene-3.105-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-3.105&CDS=1-375	YJL184W
OG0003442	snap_masked-LAFA0G-processed-gene-3.106-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-3.106&CDS=1-1443	YCR028C
OG0003443	snap_masked-LAFA0G-processed-gene-3.107-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-3.107&CDS=1-1242	YJL183W
OG0003444	augustus_masked-LAFA0G-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-3.69&CDS=1-2526	YJR030C
OG0003445	snap_masked-LAFA0G-processed-gene-3.125-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-3.125&CDS=1-984	YJL180C
OG0003446	snap_masked-LAFA0G-processed-gene-3.109-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-3.109&CDS=1-333	YJL179W
OG0003447	snap_masked-LAFA0G-processed-gene-3.126-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-3.126&CDS=1-810	YJL178C
OG0003448	snap_masked-LAFA0G-processed-gene-4.2-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.2&CDS=1-1896	YKL179C
OG0003449	snap_masked-LAFA0G-processed-gene-4.3-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.3&CDS=1-2340	YJL176C
OG0003450	snap_masked-LAFA0G-processed-gene-4.4-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.4&CDS=1-348	YJL173C
OG0003451	snap_masked-LAFA0G-processed-gene-4.5-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.5&CDS=1-1755	YJL172W
OG0003452	snap_masked-LAFA0G-processed-gene-4.24-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.24&CDS=1-1386	YKL178C
OG0003453	snap_masked-LAFA0G-processed-gene-4.25-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.25&CDS=1-1191	YJL171C
OG0003454	snap_masked-LAFA0G-processed-gene-4.26-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.26&CDS=1-612	YJL170C
OG0003455	snap_masked-LAFA0G-processed-gene-4.27-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.27&CDS=1-2079	YJL168C
OG0003456	snap_masked-LAFA0G-processed-gene-4.28-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.28&CDS=1-2088	YKL176C
OG0003457	augustus_masked-LAFA0G-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-4.53&CDS=1-1437	YKL175W
OG0003458	augustus_masked-LAFA0G-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-4.74&CDS=1-1650	YKL174C
OG0003459	snap_masked-LAFA0G-processed-gene-4.7-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.7&CDS=1-2832	YKL173W
OG0003460	snap_masked-LAFA0G-processed-gene-4.8-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.8&CDS=1-1245	YKL172W
OG0003461	maker-LAFA0G-snap-gene-4.99-mRNA-1_1&gene=maker-LAFA0G-snap-gene-4.99&CDS=1-1323	YJL167W
OG0003462	snap_masked-LAFA0G-processed-gene-4.11-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.11&CDS=1-2577	YKL171W
OG0003463	snap_masked-LAFA0G-processed-gene-4.12-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.12&CDS=1-414	YKL170W
OG0003464	snap_masked-LAFA0G-processed-gene-4.29-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.29&CDS=1-2121	YJL165C
OG0003465	snap_masked-LAFA0G-processed-gene-4.31-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.31&CDS=1-393	YKL167C
OG0003466	snap_masked-LAFA0G-processed-gene-4.32-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.32&CDS=1-1185	YKL166C
OG0003467	snap_masked-LAFA0G-processed-gene-4.33-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.33&CDS=1-1803	YJL163C
OG0003468	snap_masked-LAFA0G-processed-gene-4.34-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.34&CDS=1-2766	YKL165C
OG0003469	snap_masked-LAFA0G-processed-gene-4.35-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.35&CDS=1-1794	YJL162C
OG0003470	genemark-LAFA0G-processed-gene-4.116-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-4.116&CDS=1-867	YIL124W
OG0003471	augustus_masked-LAFA0G-processed-gene-4.84-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-4.84&CDS=1-3390	YJL157C
OG0003472	snap_masked-LAFA0G-processed-gene-4.39-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.39&CDS=1-2061	YJL156C
OG0003473	augustus_masked-LAFA0G-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-4.86&CDS=1-3885	YJL154C
OG0003474	snap_masked-LAFA0G-processed-gene-4.15-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.15&CDS=1-1044	YKR066C
OG0003475	snap_masked-LAFA0G-processed-gene-4.16-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.16&CDS=1-582	YKR065C
OG0003476	snap_masked-LAFA0G-processed-gene-4.17-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.17&CDS=1-1803	YJL149W
OG0003477	snap_masked-LAFA0G-processed-gene-4.43-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.43&CDS=1-2400	YKR064W
OG0003478	snap_masked-LAFA0G-processed-gene-4.18-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.18&CDS=1-1392	YKR063C
OG0003479	snap_masked-LAFA0G-processed-gene-4.19-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.19&CDS=1-483	YJL148W
OG0003480	snap_masked-LAFA0G-processed-gene-4.44-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.44&CDS=1-834	YKR062W
OG0003481	augustus_masked-LAFA0G-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-4.90&CDS=1-1080	YJL147C
OG0003482	snap_masked-LAFA0G-processed-gene-4.20-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.20&CDS=1-1134	YJL146W
OG0003483	snap_masked-LAFA0G-processed-gene-4.21-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.21&CDS=1-855	YJL145W
OG0003484	snap_masked-LAFA0G-processed-gene-4.46-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.46&CDS=1-1149	YGR286C
OG0003485	snap_masked-LAFA0G-processed-gene-4.23-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-4.23&CDS=1-474	YJL143W
OG0003486	snap_masked-LAFA0G-processed-gene-5.87-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.87&CDS=1-2031	YJL141C
OG0003487	snap_masked-LAFA0G-processed-gene-5.86-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.86&CDS=1-591	YJL140W
OG0003488	snap_masked-LAFA0G-processed-gene-5.88-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.88&CDS=1-1287	YKR061W
OG0003489	snap_masked-LAFA0G-processed-gene-5.89-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.89&CDS=1-810	YKR060W
OG0003490	genemark-LAFA0G-processed-gene-5.6-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-5.6&CDS=1-1896	YKR056W
OG0003491	genemark-LAFA0G-processed-gene-5.25-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-5.25&CDS=1-708	YKR055W
OG0003492	augustus_masked-LAFA0G-processed-gene-5.52-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-5.52&CDS=1-12309	YKR054C
OG0003493	snap_masked-LAFA0G-processed-gene-5.112-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.112&CDS=1-1101	YKR051W
OG0003494	augustus_masked-LAFA0G-processed-gene-5.55-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-5.55&CDS=1-2196	YJL132W
OG0003495	genemark-LAFA0G-processed-gene-5.27-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-5.27&CDS=1-1113	YJL131C
OG0003496	snap_masked-LAFA0G-processed-gene-5.114-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.114&CDS=1-6654	YJL130C
OG0003497	augustus_masked-LAFA0G-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-5.73&CDS=1-3546	YJL129C
OG0003498	snap_masked-LAFA0G-processed-gene-5.116-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.116&CDS=1-1896	YJL128C
OG0003499	snap_masked-LAFA0G-processed-gene-5.117-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.117&CDS=1-1659	YJL127C
OG0003500	snap_masked-LAFA0G-processed-gene-5.98-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.98&CDS=1-906	YJL126W
OG0003501	snap_masked-LAFA0G-processed-gene-5.118-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.118&CDS=1-1185	YJL125C
OG0003502	snap_masked-LAFA0G-processed-gene-5.119-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.119&CDS=1-489	YJL124C
OG0003503	snap_masked-LAFA0G-processed-gene-5.99-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.99&CDS=1-384	YKR049C
OG0003504	snap_masked-LAFA0G-processed-gene-5.120-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.120&CDS=1-1365	YJL123C
OG0003505	snap_masked-LAFA0G-processed-gene-5.100-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.100&CDS=1-471	YJL122W
OG0003506	snap_masked-LAFA0G-processed-gene-5.121-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.121&CDS=1-708	YJL121C
OG0003507	snap_masked-LAFA0G-processed-gene-5.101-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.101&CDS=1-1344	YKR048C
OG0003508	augustus_masked-LAFA0G-processed-gene-5.61-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-5.61&CDS=1-966	YKR046C
OG0003509	snap_masked-LAFA0G-processed-gene-5.103-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.103&CDS=1-627	YKR045C
OG0003510	snap_masked-LAFA0G-processed-gene-5.104-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.104&CDS=1-909	YJL117W
OG0003511	snap_masked-LAFA0G-processed-gene-5.122-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.122&CDS=1-1203	YKR044W
OG0003512	snap_masked-LAFA0G-processed-gene-5.105-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.105&CDS=1-813	YKR043C
OG0003513	snap_masked-LAFA0G-processed-gene-5.123-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.123&CDS=1-1068	YJL116C
OG0003514	snap_masked-LAFA0G-processed-gene-5.108-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.108&CDS=1-912	YJL115W
OG0003515	augustus_masked-LAFA0G-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-5.68&CDS=1-2385	YDL028C
OG0003516	snap_masked-LAFA0G-processed-gene-5.125-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.125&CDS=1-1245	YDL029W
OG0003517	augustus_masked-LAFA0G-processed-gene-5.84-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-5.84&CDS=1-1107	YDL027C
OG0003518	snap_masked-LAFA0G-processed-gene-5.127-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.127&CDS=1-1392	YOL062C
OG0003519	snap_masked-LAFA0G-processed-gene-5.110-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-5.110&CDS=1-1413	YOL061W
OG0003520	snap_masked-LAFA0G-processed-gene-6.51-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.51&CDS=1-1737	YDL025C
OG0003521	snap_masked-LAFA0G-processed-gene-6.52-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.52&CDS=1-2100	YOL060C
OG0003522	snap_masked-LAFA0G-processed-gene-6.48-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.48&CDS=1-1164	YDL022W
OG0003523	snap_masked-LAFA0G-processed-gene-6.50-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.50&CDS=1-1263	YOL058W
OG0003524	snap_masked-LAFA0G-processed-gene-6.54-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.54&CDS=1-2073	YOL057W
OG0003525	snap_masked-LAFA0G-processed-gene-6.77-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-6.77&CDS=1-1476	YDL020C
