	Pachysolen_tannophilus	Saccharomyces_cerevisiae
OG0003116	augustus_masked-scaffold_7-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.64&CDS=1-1641	YJR010W
OG0003117	augustus_masked-scaffold_7-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.65&CDS=1-1725	YER086W
OG0003118	augustus_masked-scaffold_7-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.66&CDS=1-531	YDL161W
OG0003119	augustus_masked-scaffold_7-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.89&CDS=1-1452	YLR005W
OG0003120	snap_masked-scaffold_7-processed-gene-1.118-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.118&CDS=1-1077	YNR015W
OG0003121	augustus_masked-scaffold_7-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.91&CDS=1-714	YNR017W
OG0003122	snap_masked-scaffold_7-processed-gene-1.120-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.120&CDS=1-6834	YNR016C
OG0003123	maker-scaffold_7-augustus-gene-1.152-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-1.152&CDS=1-1188	YCR045C
OG0003124	augustus_masked-scaffold_7-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.94&CDS=1-717	YCR051W
OG0003125	augustus_masked-scaffold_7-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.72&CDS=1-714	YNR020C
OG0003126	augustus_masked-scaffold_7-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.73&CDS=1-807	YCR047C
OG0003127	maker-scaffold_7-augustus-gene-1.153-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-1.153&CDS=1-513	YCR046C
OG0003128	maker-scaffold_7-augustus-gene-1.154-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-1.154&CDS=1-1098	YNR021W
OG0003129	augustus_masked-scaffold_7-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.78&CDS=1-399	YNR022C
OG0003130	maker-scaffold_7-snap-gene-2.45-mRNA-1_1&gene=maker-scaffold_7-snap-gene-2.45&CDS=1-3159	YCR053W
OG0003131	augustus_masked-scaffold_7-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.103&CDS=1-1728	YCR054C
OG0003132	augustus_masked-scaffold_7-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.104&CDS=1-2736	YCR057C
OG0003133	augustus_masked-scaffold_7-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.105&CDS=1-840	YCR059C
OG0003134	genemark-scaffold_7-processed-gene-2.57-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.57&CDS=1-1725	YDR536W
OG0003135	genemark-scaffold_7-processed-gene-2.58-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.58&CDS=1-1164	YPL092W
OG0003136	augustus_masked-scaffold_7-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.123&CDS=1-5478	YJL168C
OG0003137	snap_masked-scaffold_7-processed-gene-2.9-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.9&CDS=1-1470	YPL204W
OG0003138	augustus_masked-scaffold_7-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.107&CDS=1-1074	YPL206C
OG0003139	augustus_masked-scaffold_7-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.124&CDS=1-1173	YGL067W
OG0003140	augustus_masked-scaffold_7-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.108&CDS=1-1698	YHR109W
OG0003141	augustus_masked-scaffold_7-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.125&CDS=1-1413	YLR195C
OG0003142	maker-scaffold_7-augustus-gene-2.51-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-2.51&CDS=1-1671	YLR196W
OG0003143	augustus_masked-scaffold_7-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.111&CDS=1-1851	YNL227C
OG0003144	augustus_masked-scaffold_7-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.112&CDS=1-516	YER030W
OG0003145	augustus_masked-scaffold_7-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.113&CDS=1-3039	YGL207W
OG0003146	augustus_masked-scaffold_7-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.129&CDS=1-849	YLR393W
OG0003147	augustus_masked-scaffold_7-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.130&CDS=1-717	YMR038C
OG0003148	augustus_masked-scaffold_7-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.117&CDS=1-546	YMR035W
OG0003149	augustus_masked-scaffold_7-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.134&CDS=1-1425	YMR033W
OG0003150	augustus_masked-scaffold_7-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.135&CDS=1-1407	YMR034C
OG0003151	genemark-scaffold_7-processed-gene-2.97-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.97&CDS=1-3177	YLR389C
OG0003152	augustus_masked-scaffold_7-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.120&CDS=1-867	YLR390W-A
OG0003153	augustus_masked-scaffold_7-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.121&CDS=1-2817	YNL221C
OG0003154	augustus_masked-scaffold_7-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.122&CDS=1-1452	YDL238C
OG0003155	augustus_masked-scaffold_7-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.138&CDS=1-660	YNL222W
OG0003156	augustus_masked-scaffold_7-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.110&CDS=1-2151	YNL223W
OG0003157	augustus_masked-scaffold_7-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.106&CDS=1-2127	YNL224C
OG0003158	snap_masked-scaffold_7-processed-gene-3.42-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.42&CDS=1-480	YER029C
OG0003159	maker-scaffold_7-snap-gene-3.96-mRNA-1_1&gene=maker-scaffold_7-snap-gene-3.96&CDS=1-1557	YNL118C
OG0003160	maker-scaffold_7-snap-gene-3.95-mRNA-1_1&gene=maker-scaffold_7-snap-gene-3.95&CDS=1-837	YPR079W
OG0003161	augustus_masked-scaffold_7-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.113&CDS=1-615	YML001W
OG0003162	augustus_masked-scaffold_7-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.114&CDS=1-1554	YOL001W
OG0003163	augustus_masked-scaffold_7-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.115&CDS=1-561	YBR106W
OG0003164	augustus_masked-scaffold_7-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.116&CDS=1-1857	YMR029C
OG0003165	maker-scaffold_7-augustus-gene-3.87-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-3.87&CDS=1-1467	YFR010W
OG0003166	augustus_masked-scaffold_7-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.134&CDS=1-1410	YLR094C
OG0003167	augustus_masked-scaffold_7-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.123&CDS=1-1056	YGL198W
OG0003168	augustus_masked-scaffold_7-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.135&CDS=1-639	YGL183C
OG0003169	augustus_masked-scaffold_7-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.124&CDS=1-1425	YGL181W
OG0003170	augustus_masked-scaffold_7-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.125&CDS=1-2613	YGL180W
OG0003171	maker-scaffold_7-snap-gene-3.100-mRNA-1_1&gene=maker-scaffold_7-snap-gene-3.100&CDS=1-1251	YPL146C
OG0003172	augustus_masked-scaffold_7-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.138&CDS=1-3879	YER129W
OG0003173	augustus_masked-scaffold_7-processed-gene-3.140-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.140&CDS=1-1128	YGL148W
OG0003174	augustus_masked-scaffold_7-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.126&CDS=1-813	YKL154W
OG0003175	maker-scaffold_7-augustus-gene-3.88-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-3.88&CDS=1-624	YGL200C
OG0003176	maker-scaffold_7-augustus-gene-3.92-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-3.92&CDS=1-7245	YHR165C
OG0003177	augustus_masked-scaffold_7-processed-gene-3.144-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.144&CDS=1-1773	YHR166C
OG0003178	augustus_masked-scaffold_7-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.41&CDS=1-6726	YLR430W
OG0003179	augustus_masked-scaffold_7-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.39&CDS=1-1893	YLR429W
OG0003180	augustus_masked-scaffold_7-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.59&CDS=1-1128	YLR420W
OG0003181	augustus_masked-scaffold_7-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.60&CDS=1-990	YFR025C
OG0003182	augustus_masked-scaffold_7-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.43&CDS=1-3237	YGR218W
OG0003183	augustus_masked-scaffold_7-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.44&CDS=1-1581	YPL247C
OG0003184	maker-scaffold_7-snap-gene-4.125-mRNA-1_1&gene=maker-scaffold_7-snap-gene-4.125&CDS=1-3189	YMR189W
OG0003185	augustus_masked-scaffold_7-processed-gene-4.47-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.47&CDS=1-807	YLL027W
OG0003186	genemark-scaffold_7-processed-gene-4.22-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.22&CDS=1-723	YER163C
OG0003187	augustus_masked-scaffold_7-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.63&CDS=1-4500	YIL115C
OG0003188	augustus_masked-scaffold_7-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.64&CDS=1-1083	YDL055C
OG0003189	genemark-scaffold_7-processed-gene-4.28-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.28&CDS=1-1437	YDL054C
OG0003190	augustus_masked-scaffold_7-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.68&CDS=1-2535	YDL122W
OG0003191	augustus_masked-scaffold_7-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.69&CDS=1-1155	YNL016W
OG0003192	augustus_masked-scaffold_7-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.71&CDS=1-2169	YIL083C
OG0003193	augustus_masked-scaffold_7-processed-gene-4.56-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.56&CDS=1-684	YJR133W
OG0003194	augustus_masked-scaffold_7-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.74&CDS=1-753	YMR188C
OG0003195	augustus_masked-scaffold_7-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.57&CDS=1-1476	YIL116W
OG0003196	augustus_masked-scaffold_7-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.76&CDS=1-1326	YGR263C
OG0003197	augustus_masked-scaffold_7-processed-gene-4.58-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.58&CDS=1-3930	YDL240W
OG0003198	augustus_masked-scaffold_7-processed-gene-5.86-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.86&CDS=1-885	YGR017W
OG0003199	augustus_masked-scaffold_7-processed-gene-5.90-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.90&CDS=1-1149	YMR166C
OG0003200	snap_masked-scaffold_7-processed-gene-5.45-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-5.45&CDS=1-1200	YDL104C
OG0003201	maker-scaffold_7-augustus-gene-5.80-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-5.80&CDS=1-1290	YDL105W
OG0003202	augustus_masked-scaffold_7-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.109&CDS=1-555	YDR399W
OG0003203	augustus_masked-scaffold_7-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.110&CDS=1-2166	YDR398W
OG0003204	augustus_masked-scaffold_7-processed-gene-5.91-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.91&CDS=1-453	YDR397C
OG0003205	augustus_masked-scaffold_7-processed-gene-5.92-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.92&CDS=1-861	YOR036W
OG0003206	augustus_masked-scaffold_7-processed-gene-5.111-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.111&CDS=1-1818	YOR118W
OG0003207	maker-scaffold_7-augustus-gene-5.79-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-5.79&CDS=1-3993	YHR111W
OG0003208	augustus_masked-scaffold_7-processed-gene-5.94-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.94&CDS=1-14880	YLR106C
OG0003209	augustus_masked-scaffold_7-processed-gene-5.112-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.112&CDS=1-1905	YDR362C
OG0003210	augustus_masked-scaffold_7-processed-gene-5.95-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.95&CDS=1-1146	YHR112C
OG0003211	augustus_masked-scaffold_7-processed-gene-5.96-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.96&CDS=1-1116	YHR101C
OG0003212	augustus_masked-scaffold_7-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.113&CDS=1-1548	YOR037W
OG0003213	augustus_masked-scaffold_7-processed-gene-5.99-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.99&CDS=1-1086	YDR267C
OG0003214	genemark-scaffold_7-processed-gene-5.32-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.32&CDS=1-492	YHR105W
OG0003215	augustus_masked-scaffold_7-processed-gene-5.115-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.115&CDS=1-2331	YFL024C
OG0003216	augustus_masked-scaffold_7-processed-gene-5.101-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.101&CDS=1-1242	YKR092C
OG0003217	augustus_masked-scaffold_7-processed-gene-5.118-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.118&CDS=1-1416	YOR056C
OG0003218	augustus_masked-scaffold_7-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.102&CDS=1-1092	YOR057W
OG0003219	augustus_masked-scaffold_7-processed-gene-5.119-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.119&CDS=1-2850	YOR058C
OG0003220	augustus_masked-scaffold_7-processed-gene-5.120-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.120&CDS=1-1140	YKR071C
OG0003221	augustus_masked-scaffold_7-processed-gene-5.104-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.104&CDS=1-4362	YOR116C
OG0003222	genemark-scaffold_7-processed-gene-6.96-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.96&CDS=1-3090	YIL073C
OG0003223	augustus_masked-scaffold_7-processed-gene-6.54-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.54&CDS=1-2766	YLR218C
OG0003224	augustus_masked-scaffold_7-processed-gene-6.58-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.58&CDS=1-1116	YLR216C
OG0003225	augustus_masked-scaffold_7-processed-gene-6.59-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.59&CDS=1-5259	YDL140C
OG0003226	augustus_masked-scaffold_7-processed-gene-6.76-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.76&CDS=1-2037	YDL141W
OG0003227	augustus_masked-scaffold_7-processed-gene-6.60-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.60&CDS=1-900	YDL142C
OG0003228	augustus_masked-scaffold_7-processed-gene-6.77-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.77&CDS=1-1599	YDL143W
OG0003229	augustus_masked-scaffold_7-processed-gene-6.61-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.61&CDS=1-1140	YLR215C
OG0003230	maker-scaffold_7-augustus-gene-6.2-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-6.2&CDS=1-2436	YDL154W
OG0003231	augustus_masked-scaffold_7-processed-gene-6.79-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.79&CDS=1-1719	YDL153C
OG0003232	augustus_masked-scaffold_7-processed-gene-6.63-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.63&CDS=1-1386	YDL150W
OG0003233	augustus_masked-scaffold_7-processed-gene-6.80-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.80&CDS=1-1257	YPR025C
OG0003234	maker-scaffold_7-augustus-gene-6.5-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-6.5&CDS=1-1647	YBL099W
OG0003235	augustus_masked-scaffold_7-processed-gene-6.64-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.64&CDS=1-3630	YDL145C
OG0003236	augustus_masked-scaffold_7-processed-gene-6.82-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.82&CDS=1-1611	YER051W
OG0003237	augustus_masked-scaffold_7-processed-gene-6.65-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.65&CDS=1-645	YER050C
OG0003238	augustus_masked-scaffold_7-processed-gene-6.83-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.83&CDS=1-1524	YIL042C
OG0003239	augustus_masked-scaffold_7-processed-gene-6.84-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.84&CDS=1-1830	YDL146W
OG0003240	augustus_masked-scaffold_7-processed-gene-6.85-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.85&CDS=1-1317	YDL147W
OG0003241	augustus_masked-scaffold_7-processed-gene-6.68-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.68&CDS=1-993	YDL193W
OG0003242	augustus_masked-scaffold_7-processed-gene-6.87-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.87&CDS=1-3438	YDL190C
OG0003243	augustus_masked-scaffold_7-processed-gene-6.70-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.70&CDS=1-1692	YDL189W
OG0003244	augustus_masked-scaffold_7-processed-gene-6.88-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.88&CDS=1-600	YDL135C
OG0003245	augustus_masked-scaffold_7-processed-gene-6.72-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.72&CDS=1-4200	YBR115C
OG0003246	augustus_masked-scaffold_7-processed-gene-6.90-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.90&CDS=1-1884	YER080W
OG0003247	augustus_masked-scaffold_7-processed-gene-6.92-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.92&CDS=1-1074	YDL133W
OG0003248	augustus_masked-scaffold_7-processed-gene-6.73-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.73&CDS=1-990	YDL183C
OG0003249	maker-scaffold_7-augustus-gene-6.3-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-6.3&CDS=1-1848	YDL185W
OG0003250	augustus_masked-scaffold_7-processed-gene-6.93-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.93&CDS=1-2346	YDL186W
OG0003251	augustus_masked-scaffold_7-processed-gene-7.4-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.4&CDS=1-2094	YIL072W
OG0003252	augustus_masked-scaffold_7-processed-gene-7.0-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.0&CDS=1-933	YER079W
OG0003253	augustus_masked-scaffold_7-processed-gene-7.5-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.5&CDS=1-792	YGR232W
OG0003254	augustus_masked-scaffold_7-processed-gene-7.1-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.1&CDS=1-915	YGR231C
OG0003255	maker-scaffold_7-augustus-gene-7.99-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-7.99&CDS=1-255	YGR230W
OG0003256	augustus_masked-scaffold_7-processed-gene-7.2-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.2&CDS=1-1326	YGR229C
OG0003257	augustus_masked-scaffold_7-processed-gene-7.7-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.7&CDS=1-1413	YGR227W
OG0003258	genemark-scaffold_7-processed-gene-7.52-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.52&CDS=1-1581	YHR151C
OG0003259	augustus_masked-scaffold_7-processed-gene-7.21-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.21&CDS=1-1812	YGR225W
OG0003260	augustus_masked-scaffold_7-processed-gene-7.22-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.22&CDS=1-1497	YOR301W
OG0003261	augustus_masked-scaffold_7-processed-gene-7.24-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.24&CDS=1-2370	YOR141C
OG0003262	augustus_masked-scaffold_7-processed-gene-7.25-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.25&CDS=1-2241	YMR301C
OG0003263	maker-scaffold_7-augustus-gene-7.97-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-7.97&CDS=1-339	YLL014W
OG0003264	augustus_masked-scaffold_7-processed-gene-7.11-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.11&CDS=1-609	YJR014W
OG0003265	augustus_masked-scaffold_7-processed-gene-7.12-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.12&CDS=1-843	YER023W
OG0003266	maker-scaffold_7-augustus-gene-7.100-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-7.100&CDS=1-597	YJR118C
OG0003267	augustus_masked-scaffold_7-processed-gene-7.13-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.13&CDS=1-2583	YJR119C
OG0003268	augustus_masked-scaffold_7-processed-gene-7.14-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.14&CDS=1-1509	YJR121W
OG0003269	maker-scaffold_7-augustus-gene-7.101-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-7.101&CDS=1-213	YML129C
OG0003270	augustus_masked-scaffold_7-processed-gene-7.34-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.34&CDS=1-2688	YML093W
OG0003271	augustus_masked-scaffold_7-processed-gene-7.35-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.35&CDS=1-1551	YML092C
OG0003272	snap_masked-scaffold_7-processed-gene-7.139-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.139&CDS=1-1287	YML126C
OG0003273	snap_masked-scaffold_7-processed-gene-7.140-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.140&CDS=1-2001	YML128C
OG0003274	augustus_masked-scaffold_7-processed-gene-7.16-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.16&CDS=1-954	YML121W
OG0003275	maker-scaffold_7-snap-gene-7.95-mRNA-1_1&gene=maker-scaffold_7-snap-gene-7.95&CDS=1-1341	YHR190W
OG0003276	augustus_masked-scaffold_7-processed-gene-7.38-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.38&CDS=1-585	YML098W
