	Saccharomyces_cerevisiae	yHMPu5000041833_Candida_tammaniensis
OG0002900	YOL076W	snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-1.112-mRNA-1_1&gene=snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-1.112&CDS=1-2301
OG0002901	YOL077C	augustus_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-0.111&CDS=1-987
OG0002902	YOL078W	snap_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-0.63&CDS=1-2370
OG0002903	YOL080C	snap_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-0.64&CDS=1-711
OG0002904	YOL084W	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-7.86-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-7.86&CDS=1-2757
OG0002905	YOL090W	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-8.116-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-8.116&CDS=1-2898
OG0002906	YOL092W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.42-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.42&CDS=1-864
OG0002907	YOL093W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.44-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-12.44&CDS=1-963
OG0002908	YOL094C	snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-0.52&CDS=1-969
OG0002909	YOL095C	genemark-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-0.107&CDS=1-2007
OG0002910	YOL096C	augustus_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-2.40&CDS=1-918
OG0002911	YOL097C	genemark-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-0.28&CDS=1-1266
OG0002912	YOL098C	augustus_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-11.18-mRNA-1_1&gene=augustus_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-11.18&CDS=1-3135
OG0002913	YOL102C	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-3.94-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-3.94&CDS=1-597
OG0002914	YOL111C	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-7.92-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-7.92&CDS=1-594
OG0002915	YOL115W	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-6.76-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-6.76&CDS=1-1857
OG0002916	YOL122C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-14.93-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-14.93&CDS=1-1539
OG0002917	YOL123W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.101-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.101&CDS=1-1332
OG0002918	YOL124C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.122-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.122&CDS=1-1323
OG0002919	YOL125W	genemark-NODE_20_length_30204_cov_38.121_ID_3543-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_20_length_30204_cov_38.121_ID_3543-processed-gene-0.30&CDS=1-1251
OG0002920	YOL127W	maker-NODE_6_length_830418_cov_53.4946_ID_3973-snap-gene-3.1-mRNA-1_1&gene=maker-NODE_6_length_830418_cov_53.4946_ID_3973-snap-gene-3.1&CDS=1-990
OG0002921	YOL129W	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-3.86-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-3.86&CDS=1-525
OG0002922	YOL132W	maker-NODE_1_length_1639312_cov_47.3867_ID_4086-augustus-gene-14.111-mRNA-1_1&gene=maker-NODE_1_length_1639312_cov_47.3867_ID_4086-augustus-gene-14.111&CDS=1-4293
OG0002923	YOL133W	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-4.148-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-4.148&CDS=1-312
OG0002924	YOL135C	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-4.127-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-4.127&CDS=1-645
OG0002925	YOL136C	augustus_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-8.48-mRNA-1_1&gene=augustus_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-8.48&CDS=1-711
OG0002926	YOL137W	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-6.102-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-6.102&CDS=1-1446
OG0002927	YOL138C	augustus_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-0.57&CDS=1-3210
OG0002928	YOL139C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-0.106&CDS=1-624
OG0002929	YOL140W	genemark-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-2.7-mRNA-1_1&gene=genemark-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-2.7&CDS=1-3168
OG0002930	YOL141W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-8.4-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-8.4&CDS=1-1881
OG0002931	YOL142W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-8.5-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-8.5&CDS=1-753
OG0002932	YOL145C	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-4.194-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-4.194&CDS=1-3384
OG0002933	YOL146W	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-4.163-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-4.163&CDS=1-519
OG0002934	YOL147C	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-4.164-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-4.164&CDS=1-687
OG0002935	YOL148C	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-6.96-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-6.96&CDS=1-2508
OG0002936	YOL149W	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-6.97-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-6.97&CDS=1-528
OG0002937	YOL152W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-3.65-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-3.65&CDS=1-1779
OG0002938	YOL154W	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.61-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.61&CDS=1-864
OG0002939	YOR001W	snap_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-2.91-mRNA-1_1&gene=snap_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-2.91&CDS=1-2250
OG0002940	YOR002W	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-1.98-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-1.98&CDS=1-1647
OG0002941	YOR004W	snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-0.6&CDS=1-732
OG0002942	YOR005C	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-5.5-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-5.5&CDS=1-2856
OG0002943	YOR006C	genemark-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-5.64-mRNA-1_1&gene=genemark-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-5.64&CDS=1-972
OG0002944	YOR007C	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-5.9-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-5.9&CDS=1-1071
OG0002945	YOR008C	augustus_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-7.177-mRNA-1_1&gene=augustus_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-7.177&CDS=1-1029
OG0002946	YOR014W	genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-5.68-mRNA-1_1&gene=genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-5.68&CDS=1-2313
OG0002947	YOR017W	genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-8.177-mRNA-1_1&gene=genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-8.177&CDS=1-3363
OG0002948	YOR018W	maker-NODE_8_length_665094_cov_63.8761_ID_4166-augustus-gene-1.4-mRNA-1_1&gene=maker-NODE_8_length_665094_cov_63.8761_ID_4166-augustus-gene-1.4&CDS=1-3051
OG0002949	YOR021C	maker-NODE_3_length_1269879_cov_49.5199_ID_3585-augustus-gene-9.163-mRNA-1_1&gene=maker-NODE_3_length_1269879_cov_49.5199_ID_3585-augustus-gene-9.163&CDS=1-2739
OG0002950	YOR022C	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-8.100-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-8.100&CDS=1-2301
OG0002951	YOR023C	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-5.36-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-5.36&CDS=1-1323
OG0002952	YOR025W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-7.87-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-7.87&CDS=1-1392
OG0002953	YOR026W	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-4.85-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-4.85&CDS=1-1008
OG0002954	YOR027W	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-2.109-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-2.109&CDS=1-1722
OG0002955	YOR028C	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-1.90-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-1.90&CDS=1-498
OG0002956	YOR035C	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-1.105-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-1.105&CDS=1-2352
OG0002957	YOR036W	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-1.31&CDS=1-852
OG0002958	YOR037W	augustus_masked-NODE_18_length_78222_cov_40.9228_ID_3328-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_18_length_78222_cov_40.9228_ID_3328-processed-gene-0.81&CDS=1-1590
OG0002959	YOR038C	snap_masked-NODE_18_length_78222_cov_40.9228_ID_3328-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_18_length_78222_cov_40.9228_ID_3328-processed-gene-0.58&CDS=1-2946
OG0002960	YOR039W	snap_masked-NODE_18_length_78222_cov_40.9228_ID_3328-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_18_length_78222_cov_40.9228_ID_3328-processed-gene-0.43&CDS=1-741
OG0002961	YOR042W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-11.42-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-11.42&CDS=1-945
OG0002962	YOR043W	snap_masked-NODE_13_length_187598_cov_101.948_ID_5378-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_13_length_187598_cov_101.948_ID_5378-processed-gene-0.33&CDS=1-1023
OG0002963	YOR045W	genemark-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-3.6-mRNA-1_1&gene=genemark-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-3.6&CDS=1-168
OG0002964	YOR046C	snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-3.42-mRNA-1_1&gene=snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-3.42&CDS=1-1470
OG0002965	YOR048C	snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-3.36-mRNA-1_1&gene=snap_masked-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-3.36&CDS=1-3042
OG0002966	YOR049C	augustus_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-5.15&CDS=1-2697
OG0002967	YOR051C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-11.16-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-11.16&CDS=1-1062
OG0002968	YOR056C	genemark-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-9.36-mRNA-1_1&gene=genemark-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-9.36&CDS=1-1383
OG0002969	YOR057W	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-2.24-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-2.24&CDS=1-1110
OG0002970	YOR058C	augustus_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-9.86-mRNA-1_1&gene=augustus_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-9.86&CDS=1-2424
OG0002971	YOR060C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-10.70-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-10.70&CDS=1-723
OG0002972	YOR061W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-10.93-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-10.93&CDS=1-984
OG0002973	YOR063W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-0.113&CDS=1-1164
OG0002974	YOR067C	genemark-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-3.76-mRNA-1_1&gene=genemark-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-3.76&CDS=1-1668
OG0002975	YOR069W	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-11.270-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-11.270&CDS=1-1926
OG0002976	YOR070C	genemark-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-7.150-mRNA-1_1&gene=genemark-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-7.150&CDS=1-1617
OG0002977	YOR074C	genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-9.89-mRNA-1_1&gene=genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-9.89&CDS=1-1053
OG0002978	YOR075W	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-11.249-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-11.249&CDS=1-939
OG0002979	YOR077W	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-7.81-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-7.81&CDS=1-669
OG0002980	YOR079C	genemark-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-3.160-mRNA-1_1&gene=genemark-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-3.160&CDS=1-705
OG0002981	YOR080W	augustus_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-3.30&CDS=1-2397
OG0002982	YOR081C	augustus_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-6.79-mRNA-1_1&gene=augustus_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-6.79&CDS=1-2439
OG0002983	YOR085W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-10.77-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-10.77&CDS=1-1008
OG0002984	YOR087W	snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-1.70-mRNA-1_1&gene=snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-1.70&CDS=1-1956
OG0002985	YOR089C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-13.87-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-13.87&CDS=1-612
OG0002986	YOR090C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-13.78-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-13.78&CDS=1-1749
OG0002987	YOR091W	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-8.20-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-8.20&CDS=1-1089
OG0002988	YOR093C	augustus_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-0.45&CDS=1-4698
OG0002989	YOR095C	genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-8.76-mRNA-1_1&gene=genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-8.76&CDS=1-696
OG0002990	YOR100C	maker-NODE_3_length_1269879_cov_49.5199_ID_3585-augustus-gene-10.3-mRNA-1_1&gene=maker-NODE_3_length_1269879_cov_49.5199_ID_3585-augustus-gene-10.3&CDS=1-1533
OG0002991	YOR101W	genemark-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-0.13&CDS=1-660
OG0002992	YOR103C	snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-0.132-mRNA-1_1&gene=snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-0.132&CDS=1-387
OG0002993	YOR104W	genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-14.25-mRNA-1_1&gene=genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-14.25&CDS=1-417
OG0002994	YOR111W	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-4.158-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-4.158&CDS=1-606
OG0002995	YOR112W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-6.157-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-6.157&CDS=1-2202
OG0002996	YOR113W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-6.158-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-6.158&CDS=1-2259
OG0002997	YOR115C	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-0.83&CDS=1-507
OG0002998	YOR116C	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-0.98&CDS=1-4332
OG0002999	YOR117W	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-0.97&CDS=1-1275
OG0003000	YOR118W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.90-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.90&CDS=1-1842
OG0003001	YOR119C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.118-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.118&CDS=1-1341
OG0003002	YOR122C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.84&CDS=1-378
OG0003003	YOR123C	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-1.22-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-1.22&CDS=1-1173
OG0003004	YOR124C	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-0.58&CDS=1-3597
OG0003005	YOR125C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-7.72-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-7.72&CDS=1-690
OG0003006	YOR126C	genemark-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-0.37&CDS=1-615
OG0003007	YOR128C	augustus_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-1.34&CDS=1-3765
OG0003008	YOR129C	snap_masked-NODE_14_length_186271_cov_96.6982_ID_2666-processed-gene-0.115-mRNA-1_1&gene=snap_masked-NODE_14_length_186271_cov_96.6982_ID_2666-processed-gene-0.115&CDS=1-1887
OG0003009	YOR130C	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-6.129-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-6.129&CDS=1-834
OG0003010	YOR132W	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-5.19-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-5.19&CDS=1-1542
OG0003011	YOR136W	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-9.57-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-9.57&CDS=1-1092
OG0003012	YOR137C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-8.61-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-8.61&CDS=1-1296
OG0003013	YOR142W	maker-NODE_3_length_1269879_cov_49.5199_ID_3585-augustus-gene-4.70-mRNA-1_1&gene=maker-NODE_3_length_1269879_cov_49.5199_ID_3585-augustus-gene-4.70&CDS=1-3279
OG0003014	YOR143C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-8.89-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-8.89&CDS=1-864
OG0003015	YOR144C	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-5.23-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-5.23&CDS=1-2751
