	Geotrichum_candidum	Saccharomyces_cerevisiae
OG0003074	genemark-CCBN010000018.1-processed-gene-2.71-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-2.71&CDS=1-432	YJR058C
OG0003075	genemark-CCBN010000018.1-processed-gene-2.63-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-2.63&CDS=1-303	YBL029C-A
OG0003076	augustus_masked-CCBN010000018.1-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-CCBN010000018.1-processed-gene-2.44&CDS=1-2367	YML088W
OG0003077	genemark-CCBN010000018.1-processed-gene-2.76-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-2.76&CDS=1-1587	YML086C
OG0003078	genemark-CCBN010000018.1-processed-gene-2.77-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-2.77&CDS=1-3300	YHR120W
OG0003079	maker-CCBN010000018.1-augustus-gene-2.87-mRNA-1_1&gene=maker-CCBN010000018.1-augustus-gene-2.87&CDS=1-3264	YHR119W
OG0003080	genemark-CCBN010000018.1-processed-gene-2.69-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-2.69&CDS=1-1638	YER082C
OG0003081	genemark-CCBN010000018.1-processed-gene-2.82-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-2.82&CDS=1-2919	YIL075C
OG0003082	genemark-CCBN010000018.1-processed-gene-3.70-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-3.70&CDS=1-828	YOR077W
OG0003083	genemark-CCBN010000018.1-processed-gene-3.85-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-3.85&CDS=1-1767	YPL222W
OG0003084	genemark-CCBN010000018.1-processed-gene-3.72-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-3.72&CDS=1-708	YHR181W
OG0003085	genemark-CCBN010000018.1-processed-gene-3.73-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-3.73&CDS=1-1176	YBR221C
OG0003086	genemark-CCBN010000018.1-processed-gene-3.86-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-3.86&CDS=1-1623	YBR220C
OG0003087	snap_masked-CCBN010000018.1-processed-gene-3.8-mRNA-1_1&gene=snap_masked-CCBN010000018.1-processed-gene-3.8&CDS=1-1827	YDR341C
OG0003088	genemark-CCBN010000018.1-processed-gene-3.75-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-3.75&CDS=1-1761	YLR361C
OG0003089	maker-CCBN010000018.1-snap-gene-3.62-mRNA-1_1&gene=maker-CCBN010000018.1-snap-gene-3.62&CDS=1-1650	YDR448W
OG0003090	genemark-CCBN010000018.1-processed-gene-3.92-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-3.92&CDS=1-912	YDR302W
OG0003091	genemark-CCBN010000018.1-processed-gene-3.81-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-3.81&CDS=1-942	YKL120W
OG0003092	genemark-CCBN010000018.1-processed-gene-3.95-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-3.95&CDS=1-3969	YLR384C
OG0003093	genemark-CCBN010000018.1-processed-gene-3.83-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-3.83&CDS=1-1275	YPR066W
OG0003094	genemark-CCBN010000018.1-processed-gene-3.96-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-3.96&CDS=1-2091	YLR396C
OG0003095	genemark-CCBN010000018.1-processed-gene-3.97-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-3.97&CDS=1-177	YDL067C
OG0003096	genemark-CCBN010000018.1-processed-gene-3.84-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-3.84&CDS=1-222	YLR395C
OG0003097	genemark-CCBN010000018.1-processed-gene-4.60-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-4.60&CDS=1-1239	YLR174W
OG0003098	snap_masked-CCBN010000018.1-processed-gene-4.133-mRNA-1_1&gene=snap_masked-CCBN010000018.1-processed-gene-4.133&CDS=1-1311	YJR084W
OG0003099	genemark-CCBN010000018.1-processed-gene-4.63-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-4.63&CDS=1-1434	YBR110W
OG0003100	maker-CCBN010000018.1-snap-gene-4.9-mRNA-1_1&gene=maker-CCBN010000018.1-snap-gene-4.9&CDS=1-4809	YMR247C
OG0003101	augustus_masked-CCBN010000018.1-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-CCBN010000018.1-processed-gene-4.22&CDS=1-14820	YLR106C
OG0003102	genemark-CCBN010000018.1-processed-gene-4.86-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-4.86&CDS=1-1101	YOR238W
OG0003103	genemark-CCBN010000018.1-processed-gene-4.87-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-4.87&CDS=1-264	YJL062W-A
OG0003104	genemark-CCBN010000018.1-processed-gene-4.88-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-4.88&CDS=1-1290	YPL146C
OG0003105	genemark-CCBN010000018.1-processed-gene-4.71-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-4.71&CDS=1-627	YOR236W
OG0003106	genemark-CCBN010000018.1-processed-gene-4.72-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-4.72&CDS=1-1602	YJL153C
OG0003107	maker-CCBN010000018.1-snap-gene-4.14-mRNA-1_1&gene=maker-CCBN010000018.1-snap-gene-4.14&CDS=1-5889	YNL139C
OG0003108	genemark-CCBN010000018.1-processed-gene-4.74-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-4.74&CDS=1-249	YNL138W-A
OG0003109	snap_masked-CCBN010000018.1-processed-gene-4.154-mRNA-1_1&gene=snap_masked-CCBN010000018.1-processed-gene-4.154&CDS=1-2274	YNL085W
OG0003110	genemark-CCBN010000018.1-processed-gene-4.76-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-4.76&CDS=1-1569	YBL098W
OG0003111	genemark-CCBN010000018.1-processed-gene-4.78-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-4.78&CDS=1-999	YGL050W
OG0003112	genemark-CCBN010000019.1-processed-gene-0.14-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-0.14&CDS=1-3681	YLR398C
OG0003113	genemark-CCBN010000019.1-processed-gene-0.3-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-0.3&CDS=1-1251	YDR394W
OG0003114	genemark-CCBN010000019.1-processed-gene-0.15-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-0.15&CDS=1-1413	YDR393W
OG0003115	snap_masked-CCBN010000019.1-processed-gene-0.48-mRNA-1_1&gene=snap_masked-CCBN010000019.1-processed-gene-0.48&CDS=1-1233	YOR148C
OG0003116	genemark-CCBN010000019.1-processed-gene-0.6-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-0.6&CDS=1-996	YKL195W
OG0003117	genemark-CCBN010000019.1-processed-gene-0.7-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-0.7&CDS=1-1011	YDR392W
OG0003118	genemark-CCBN010000019.1-processed-gene-0.9-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-0.9&CDS=1-4245	YMR076C
OG0003119	genemark-CCBN010000019.1-processed-gene-0.10-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-0.10&CDS=1-1662	YPL086C
OG0003120	genemark-CCBN010000019.1-processed-gene-1.7-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-1.7&CDS=1-1086	YJR139C
OG0003121	genemark-CCBN010000019.1-processed-gene-1.16-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-1.16&CDS=1-1350	YDL084W
OG0003122	genemark-CCBN010000019.1-processed-gene-1.17-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-1.17&CDS=1-1701	YDR232W
OG0003123	genemark-CCBN010000019.1-processed-gene-1.26-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-1.26&CDS=1-495	YDR231C
OG0003124	genemark-CCBN010000019.1-processed-gene-1.21-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-1.21&CDS=1-1002	YML121W
OG0003125	genemark-CCBN010000019.1-processed-gene-1.28-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-1.28&CDS=1-552	YGR147C
OG0003126	genemark-CCBN010000019.1-processed-gene-1.32-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-1.32&CDS=1-408	YMR112C
OG0003127	genemark-CCBN010000019.1-processed-gene-2.46-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-2.46&CDS=1-1155	YCL034W
OG0003128	genemark-CCBN010000019.1-processed-gene-2.65-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-2.65&CDS=1-1518	YGL247W
OG0003129	genemark-CCBN010000019.1-processed-gene-2.67-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-2.67&CDS=1-1338	YMR210W
OG0003130	maker-CCBN010000019.1-snap-gene-2.99-mRNA-1_1&gene=maker-CCBN010000019.1-snap-gene-2.99&CDS=1-2187	YLL004W
OG0003131	genemark-CCBN010000019.1-processed-gene-2.68-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-2.68&CDS=1-1410	YJL002C
OG0003132	snap_masked-CCBN010000019.1-processed-gene-2.11-mRNA-1_1&gene=snap_masked-CCBN010000019.1-processed-gene-2.11&CDS=1-564	YJL001W
OG0003133	genemark-CCBN010000019.1-processed-gene-2.57-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-2.57&CDS=1-1419	YLL002W
OG0003134	snap_masked-CCBN010000019.1-processed-gene-2.25-mRNA-1_1&gene=snap_masked-CCBN010000019.1-processed-gene-2.25&CDS=1-450	YHL022C
OG0003135	genemark-CCBN010000019.1-processed-gene-2.58-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-2.58&CDS=1-1341	YHL021C
OG0003136	genemark-CCBN010000019.1-processed-gene-3.73-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-3.73&CDS=1-2025	YFR028C
OG0003137	genemark-CCBN010000019.1-processed-gene-3.72-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-3.72&CDS=1-1974	YBR041W
OG0003138	genemark-CCBN010000019.1-processed-gene-3.88-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-3.88&CDS=1-2265	YOR181W
OG0003139	genemark-CCBN010000019.1-processed-gene-3.89-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-3.89&CDS=1-489	YDR155C
OG0003140	genemark-CCBN010000019.1-processed-gene-3.76-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-3.76&CDS=1-2463	YDR176W
OG0003141	genemark-CCBN010000019.1-processed-gene-3.91-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-3.91&CDS=1-1533	YGR155W
OG0003142	snap_masked-CCBN010000019.1-processed-gene-3.20-mRNA-1_1&gene=snap_masked-CCBN010000019.1-processed-gene-3.20&CDS=1-2424	YMR277W
OG0003143	maker-CCBN010000019.1-snap-gene-3.108-mRNA-1_1&gene=maker-CCBN010000019.1-snap-gene-3.108&CDS=1-393	YLR147C
OG0003144	genemark-CCBN010000019.1-processed-gene-3.79-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-3.79&CDS=1-3033	YLR148W
OG0003145	genemark-CCBN010000019.1-processed-gene-3.80-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-3.80&CDS=1-1173	YPL066W
OG0003146	maker-CCBN010000019.1-augustus-gene-3.39-mRNA-1_1&gene=maker-CCBN010000019.1-augustus-gene-3.39&CDS=1-1959	YOL146W
OG0003147	genemark-CCBN010000019.1-processed-gene-3.99-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-3.99&CDS=1-348	YPR063C
OG0003148	genemark-CCBN010000019.1-processed-gene-3.100-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-3.100&CDS=1-2523	YPR029C
OG0003149	genemark-CCBN010000019.1-processed-gene-4.42-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-4.42&CDS=1-5676	YGR098C
OG0003150	genemark-CCBN010000019.1-processed-gene-4.31-mRNA-1_1&gene=genemark-CCBN010000019.1-processed-gene-4.31&CDS=1-1563	YNR053C
OG0003151	snap_masked-CCBN010000019.1-processed-gene-4.24-mRNA-1_1&gene=snap_masked-CCBN010000019.1-processed-gene-4.24&CDS=1-2061, snap_masked-CCBN010000025.1-processed-gene-1.110-mRNA-1_1&gene=snap_masked-CCBN010000025.1-processed-gene-1.110&CDS=1-762	
OG0003152	maker-CCBN010000019.1-snap-gene-4.74-mRNA-1_1&gene=maker-CCBN010000019.1-snap-gene-4.74&CDS=1-1863	YMR284W
OG0003153	genemark-CCBN010000020.1-processed-gene-0.80-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-0.80&CDS=1-1476	YHR132C
OG0003154	snap_masked-CCBN010000020.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-CCBN010000020.1-processed-gene-0.4&CDS=1-1557	YNL125C
OG0003155	genemark-CCBN010000020.1-processed-gene-0.66-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-0.66&CDS=1-591	YJL072C
OG0003156	genemark-CCBN010000020.1-processed-gene-0.67-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-0.67&CDS=1-2313	YLR452C
OG0003157	genemark-CCBN010000020.1-processed-gene-0.84-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-0.84&CDS=1-1401	YAL013W
OG0003158	maker-CCBN010000020.1-snap-gene-0.34-mRNA-1_1&gene=maker-CCBN010000020.1-snap-gene-0.34&CDS=1-1272	YOL041C
OG0003159	genemark-CCBN010000020.1-processed-gene-0.85-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-0.85&CDS=1-558	YLR193C
OG0003160	genemark-CCBN010000020.1-processed-gene-0.71-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-0.71&CDS=1-1449	YDR376W
OG0003161	genemark-CCBN010000020.1-processed-gene-0.72-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-0.72&CDS=1-750	YDL213C
OG0003162	genemark-CCBN010000020.1-processed-gene-1.48-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-1.48&CDS=1-1119	YGR187C
OG0003163	genemark-CCBN010000020.1-processed-gene-1.51-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-1.51&CDS=1-2247	YGR186W
OG0003164	genemark-CCBN010000020.1-processed-gene-1.69-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-1.69&CDS=1-1011	YOR130C
OG0003165	genemark-CCBN010000020.1-processed-gene-1.70-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-1.70&CDS=1-828	YBR257W
OG0003166	genemark-CCBN010000020.1-processed-gene-1.71-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-1.71&CDS=1-1032	YNL128W
OG0003167	genemark-CCBN010000020.1-processed-gene-1.55-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-1.55&CDS=1-510	YNL131W
OG0003168	genemark-CCBN010000020.1-processed-gene-1.56-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-1.56&CDS=1-2166	YJL012C
OG0003169	genemark-CCBN010000020.1-processed-gene-1.73-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-1.73&CDS=1-1689	YOR128C
OG0003170	genemark-CCBN010000020.1-processed-gene-1.57-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-1.57&CDS=1-1290	YJL013C
OG0003171	genemark-CCBN010000020.1-processed-gene-1.74-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-1.74&CDS=1-2544	YGR261C
OG0003172	genemark-CCBN010000020.1-processed-gene-1.75-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-1.75&CDS=1-915	YHR187W
OG0003173	maker-CCBN010000020.1-snap-gene-1.39-mRNA-1_1&gene=maker-CCBN010000020.1-snap-gene-1.39&CDS=1-2385	YGR258C
OG0003174	snap_masked-CCBN010000020.1-processed-gene-1.108-mRNA-1_1&gene=snap_masked-CCBN010000020.1-processed-gene-1.108&CDS=1-1353	YPL175W
OG0003175	snap_masked-CCBN010000020.1-processed-gene-1.109-mRNA-1_1&gene=snap_masked-CCBN010000020.1-processed-gene-1.109&CDS=1-651	YOR257W
OG0003176	genemark-CCBN010000020.1-processed-gene-1.62-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-1.62&CDS=1-939	YPL173W
OG0003177	genemark-CCBN010000020.1-processed-gene-1.67-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-1.67&CDS=1-897	YJR019C
OG0003178	maker-CCBN010000020.1-snap-gene-1.47-mRNA-1_1&gene=maker-CCBN010000020.1-snap-gene-1.47&CDS=1-2073	YLR117C
OG0003179	genemark-CCBN010000020.1-processed-gene-1.68-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-1.68&CDS=1-684	YDR140W
OG0003180	genemark-CCBN010000020.1-processed-gene-2.103-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-2.103&CDS=1-5184	YDR141C
OG0003181	genemark-CCBN010000020.1-processed-gene-2.125-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-2.125&CDS=1-2628	YGL045W
OG0003182	snap_masked-CCBN010000020.1-processed-gene-2.23-mRNA-1_1&gene=snap_masked-CCBN010000020.1-processed-gene-2.23&CDS=1-2874	YGL151W
OG0003183	snap_masked-CCBN010000020.1-processed-gene-2.25-mRNA-1_1&gene=snap_masked-CCBN010000020.1-processed-gene-2.25&CDS=1-1257	YDR126W
OG0003184	genemark-CCBN010000020.1-processed-gene-2.130-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-2.130&CDS=1-2277	YGL120C
OG0003185	genemark-CCBN010000020.1-processed-gene-2.132-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-2.132&CDS=1-1569	YBR222C
OG0003186	genemark-CCBN010000020.1-processed-gene-2.133-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-2.133&CDS=1-2139	YDR266C
OG0003187	genemark-CCBN010000020.1-processed-gene-2.139-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-2.139&CDS=1-990	YER130C
OG0003188	genemark-CCBN010000020.1-processed-gene-2.113-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-2.113&CDS=1-3603	YGR090W
OG0003189	genemark-CCBN010000020.1-processed-gene-2.145-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-2.145&CDS=1-1266	YGR193C
OG0003190	genemark-CCBN010000020.1-processed-gene-2.146-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-2.146&CDS=1-1851	YJR002W
OG0003191	genemark-CCBN010000020.1-processed-gene-2.147-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-2.147&CDS=1-684	YBR035C
OG0003192	genemark-CCBN010000020.1-processed-gene-2.122-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-2.122&CDS=1-1290	YOR155C
OG0003193	genemark-CCBN010000020.1-processed-gene-2.150-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-2.150&CDS=1-894	YJR144W
OG0003194	genemark-CCBN010000021.1-processed-gene-0.61-mRNA-1_1&gene=genemark-CCBN010000021.1-processed-gene-0.61&CDS=1-645	YBL102W
OG0003195	genemark-CCBN010000021.1-processed-gene-0.62-mRNA-1_1&gene=genemark-CCBN010000021.1-processed-gene-0.62&CDS=1-447	YOL071W
OG0003196	genemark-CCBN010000021.1-processed-gene-0.42-mRNA-1_1&gene=genemark-CCBN010000021.1-processed-gene-0.42&CDS=1-1413	YOL069W
OG0003197	genemark-CCBN010000021.1-processed-gene-0.63-mRNA-1_1&gene=genemark-CCBN010000021.1-processed-gene-0.63&CDS=1-222	YNL259C
OG0003198	genemark-CCBN010000021.1-processed-gene-0.44-mRNA-1_1&gene=genemark-CCBN010000021.1-processed-gene-0.44&CDS=1-276	YDL045W-A
OG0003199	genemark-CCBN010000021.1-processed-gene-0.46-mRNA-1_1&gene=genemark-CCBN010000021.1-processed-gene-0.46&CDS=1-1020	YOL064C
OG0003200	genemark-CCBN010000021.1-processed-gene-0.65-mRNA-1_1&gene=genemark-CCBN010000021.1-processed-gene-0.65&CDS=1-1383	YDL104C
OG0003201	genemark-CCBN010000021.1-processed-gene-0.50-mRNA-1_1&gene=genemark-CCBN010000021.1-processed-gene-0.50&CDS=1-840	YJR056C
OG0003202	genemark-CCBN010000021.1-processed-gene-0.53-mRNA-1_1&gene=genemark-CCBN010000021.1-processed-gene-0.53&CDS=1-2346	YBR058C
OG0003203	genemark-CCBN010000021.1-processed-gene-0.55-mRNA-1_1&gene=genemark-CCBN010000021.1-processed-gene-0.55&CDS=1-1779	YDR229W
OG0003204	genemark-CCBN010000021.1-processed-gene-0.56-mRNA-1_1&gene=genemark-CCBN010000021.1-processed-gene-0.56&CDS=1-1074	YIR029W
OG0003205	genemark-CCBN010000021.1-processed-gene-0.57-mRNA-1_1&gene=genemark-CCBN010000021.1-processed-gene-0.57&CDS=1-1239	YJL059W
OG0003206	genemark-CCBN010000021.1-processed-gene-0.74-mRNA-1_1&gene=genemark-CCBN010000021.1-processed-gene-0.74&CDS=1-1020	YCL059C
OG0003207	maker-CCBN010000021.1-snap-gene-0.38-mRNA-1_1&gene=maker-CCBN010000021.1-snap-gene-0.38&CDS=1-1062	YNR029C
OG0003208	genemark-CCBN010000021.1-processed-gene-0.76-mRNA-1_1&gene=genemark-CCBN010000021.1-processed-gene-0.76&CDS=1-681	YMR236W
OG0003209	genemark-CCBN010000021.1-processed-gene-1.97-mRNA-1_1&gene=genemark-CCBN010000021.1-processed-gene-1.97&CDS=1-1452	YHR070W
OG0003210	maker-CCBN010000021.1-snap-gene-1.110-mRNA-1_1&gene=maker-CCBN010000021.1-snap-gene-1.110&CDS=1-624	YBR070C
OG0003211	maker-CCBN010000021.1-snap-gene-1.112-mRNA-1_1&gene=maker-CCBN010000021.1-snap-gene-1.112&CDS=1-741	YDR050C
OG0003212	snap_masked-CCBN010000021.1-processed-gene-1.17-mRNA-1_1&gene=snap_masked-CCBN010000021.1-processed-gene-1.17&CDS=1-1377	YNL051W
OG0003213	snap_masked-CCBN010000021.1-processed-gene-1.20-mRNA-1_1&gene=snap_masked-CCBN010000021.1-processed-gene-1.20&CDS=1-1413	YDR363W
OG0003214	snap_masked-CCBN010000021.1-processed-gene-1.21-mRNA-1_1&gene=snap_masked-CCBN010000021.1-processed-gene-1.21&CDS=1-1212	YHR101C
OG0003215	augustus_masked-CCBN010000021.1-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-CCBN010000021.1-processed-gene-2.42&CDS=1-3288	YGL140C
OG0003216	augustus_masked-CCBN010000021.1-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-CCBN010000021.1-processed-gene-2.56&CDS=1-1005	YGR048W
OG0003217	genemark-CCBN010000021.1-processed-gene-2.86-mRNA-1_1&gene=genemark-CCBN010000021.1-processed-gene-2.86&CDS=1-912	YNR007C
OG0003218	genemark-CCBN010000021.1-processed-gene-2.87-mRNA-1_1&gene=genemark-CCBN010000021.1-processed-gene-2.87&CDS=1-909	YCL055W
OG0003219	genemark-CCBN010000021.1-processed-gene-2.90-mRNA-1_1&gene=genemark-CCBN010000021.1-processed-gene-2.90&CDS=1-2214	YMR078C
OG0003220	genemark-CCBN010000021.1-processed-gene-2.75-mRNA-1_1&gene=genemark-CCBN010000021.1-processed-gene-2.75&CDS=1-1392	YPL054W
OG0003221	genemark-CCBN010000021.1-processed-gene-2.77-mRNA-1_1&gene=genemark-CCBN010000021.1-processed-gene-2.77&CDS=1-3012	YIL125W
OG0003222	genemark-CCBN010000021.1-processed-gene-2.78-mRNA-1_1&gene=genemark-CCBN010000021.1-processed-gene-2.78&CDS=1-489	YIR037W
OG0003223	genemark-CCBN010000021.1-processed-gene-2.81-mRNA-1_1&gene=genemark-CCBN010000021.1-processed-gene-2.81&CDS=1-2643	YKL064W
OG0003224	snap_masked-CCBN010000022.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-CCBN010000022.1-processed-gene-0.4&CDS=1-2751	YCR030C
OG0003225	genemark-CCBN010000022.1-processed-gene-0.39-mRNA-1_1&gene=genemark-CCBN010000022.1-processed-gene-0.39&CDS=1-975	YAL025C
OG0003226	snap_masked-CCBN010000022.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-CCBN010000022.1-processed-gene-0.6&CDS=1-951	YGR080W
OG0003227	genemark-CCBN010000022.1-processed-gene-1.38-mRNA-1_1&gene=genemark-CCBN010000022.1-processed-gene-1.38&CDS=1-1281	YLR438W
OG0003228	genemark-CCBN010000022.1-processed-gene-1.54-mRNA-1_1&gene=genemark-CCBN010000022.1-processed-gene-1.54&CDS=1-2043	YLR002C
OG0003229	genemark-CCBN010000022.1-processed-gene-1.55-mRNA-1_1&gene=genemark-CCBN010000022.1-processed-gene-1.55&CDS=1-642	YML064C
OG0003230	snap_masked-CCBN010000022.1-processed-gene-1.23-mRNA-1_1&gene=snap_masked-CCBN010000022.1-processed-gene-1.23&CDS=1-615	YLR306W
OG0003231	snap_masked-CCBN010000022.1-processed-gene-1.25-mRNA-1_1&gene=snap_masked-CCBN010000022.1-processed-gene-1.25&CDS=1-2814	YDR074W
OG0003232	augustus_masked-CCBN010000022.1-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-CCBN010000022.1-processed-gene-1.93&CDS=1-1083	YKL011C
OG0003233	genemark-CCBN010000022.1-processed-gene-1.62-mRNA-1_1&gene=genemark-CCBN010000022.1-processed-gene-1.62&CDS=1-5478	YBR208C
OG0003234	genemark-CCBN010000022.1-processed-gene-1.49-mRNA-1_1&gene=genemark-CCBN010000022.1-processed-gene-1.49&CDS=1-1158	YDR346C
OG0003235	genemark-CCBN010000022.1-processed-gene-1.67-mRNA-1_1&gene=genemark-CCBN010000022.1-processed-gene-1.67&CDS=1-3309	YDR325W
OG0003236	genemark-CCBN010000022.1-processed-gene-1.68-mRNA-1_1&gene=genemark-CCBN010000022.1-processed-gene-1.68&CDS=1-1440	YMR027W
OG0003237	genemark-CCBN010000022.1-processed-gene-1.51-mRNA-1_1&gene=genemark-CCBN010000022.1-processed-gene-1.51&CDS=1-1062	YMR028W
