	Saccharomyces_cerevisiae	yHMPu5000034862_Zygotorulaspora_florentina
OG0003214	YNL075W	augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.32&CDS=1-867
OG0003215	YNL076W	augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.33&CDS=1-2004
OG0003216	YNL077W	augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.35&CDS=1-1497
OG0003217	YNL078W	snap_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.99&CDS=1-1314
OG0003218	YNL080C	augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.7&CDS=1-1221
OG0003219	YNL081C	augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.8&CDS=1-414
OG0003220	YNL082W	augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.37&CDS=1-2709
OG0003221	YNL083W	augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.38&CDS=1-1614
OG0003222	YNL084C	augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.11&CDS=1-1188
OG0003223	YNL085W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.105&CDS=1-2430
OG0003224	YNL088W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.103&CDS=1-4281
OG0003225	YNL094W	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-8.3-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-8.3&CDS=1-1839
OG0003226	YNL097C	genemark-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.96-mRNA-1_1&gene=genemark-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.96&CDS=1-1068
OG0003227	YNL099C	snap_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.50-mRNA-1_1&gene=snap_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.50&CDS=1-678
OG0003228	YNL100W	snap_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.75-mRNA-1_1&gene=snap_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.75&CDS=1-702
OG0003229	YNL101W	snap_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.76-mRNA-1_1&gene=snap_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.76&CDS=1-2163
OG0003230	YNL102W	genemark-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.123-mRNA-1_1&gene=genemark-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.123&CDS=1-4377
OG0003231	YNL103W	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.29-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.29&CDS=1-1725
OG0003232	YNL104C	genemark-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.102-mRNA-1_1&gene=genemark-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.102&CDS=1-1842
OG0003233	YNL107W	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.30-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.30&CDS=1-633
OG0003234	YNL110C	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.14-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.14&CDS=1-672
OG0003235	YNL112W	maker-NODE_3_length_1025459_cov_24.1215_ID_5-augustus-gene-7.140-mRNA-1_1&gene=maker-NODE_3_length_1025459_cov_24.1215_ID_5-augustus-gene-7.140&CDS=1-1647
OG0003236	YNL113W	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.32-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.32&CDS=1-399
OG0003237	YNL115C	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.19-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.19&CDS=1-1941
OG0003238	YNL117W	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.35-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.35&CDS=1-1662
OG0003239	YNL118C	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.20-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.20&CDS=1-2442
OG0003240	YNL119W	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.37-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.37&CDS=1-1431
OG0003241	YNL121C	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.22-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.22&CDS=1-1800
OG0003242	YNL123W	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.38-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.38&CDS=1-4152
OG0003243	YNL124W	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.39-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-7.39&CDS=1-1497
OG0003244	YNL126W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.97&CDS=1-2571
OG0003245	YNL127W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.96&CDS=1-2826
OG0003246	YNL128W	snap_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.51-mRNA-1_1&gene=snap_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.51&CDS=1-1254
OG0003247	YNL129W	maker-NODE_7_length_539399_cov_24.5113_ID_13-augustus-gene-1.47-mRNA-1_1&gene=maker-NODE_7_length_539399_cov_24.5113_ID_13-augustus-gene-1.47&CDS=1-726
OG0003248	YNL132W	maker-NODE_7_length_539399_cov_24.5113_ID_13-augustus-gene-0.103-mRNA-1_1&gene=maker-NODE_7_length_539399_cov_24.5113_ID_13-augustus-gene-0.103&CDS=1-3597
OG0003249	YNL135C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.45&CDS=1-342
OG0003250	YNL136W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.20&CDS=1-1647
OG0003251	YNL137C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.44&CDS=1-1440
OG0003252	YNL138W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.19&CDS=1-1593
OG0003253	YNL138W-A	snap_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.125-mRNA-1_1&gene=snap_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.125&CDS=1-303
OG0003254	YNL139C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.42&CDS=1-7014
OG0003255	YNL141W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.35&CDS=1-1044
OG0003256	YNL142W	maker-NODE_7_length_539399_cov_24.5113_ID_13-augustus-gene-0.102-mRNA-1_1&gene=maker-NODE_7_length_539399_cov_24.5113_ID_13-augustus-gene-0.102&CDS=1-1722
OG0003257	YNL147W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.41&CDS=1-369
OG0003258	YNL148C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.16&CDS=1-732
OG0003259	YNL149C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.17&CDS=1-381
OG0003260	YNL151C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.18&CDS=1-690
OG0003261	YNL155W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.36&CDS=1-810
OG0003262	YNL156C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.11&CDS=1-855
OG0003263	YNL158W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.39&CDS=1-558
OG0003264	YNL159C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.13&CDS=1-870
OG0003265	YNL161W	genemark-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.57&CDS=1-2424
OG0003266	YNL162W-A	snap_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.108&CDS=1-228
OG0003267	YNL163C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.30&CDS=1-3303
OG0003268	YNL164C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.29&CDS=1-1074
OG0003269	YNL165W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.4&CDS=1-1116
OG0003270	YNL166C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.27&CDS=1-1176
OG0003271	YNL167C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.26&CDS=1-2016
OG0003272	YNL168C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.25&CDS=1-783
OG0003273	YNL169C	genemark-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.76&CDS=1-1470
OG0003274	YNL172W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-0.2&CDS=1-5346
OG0003275	YNL175C	genemark-NODE_18_length_155097_cov_25.367_ID_35-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_18_length_155097_cov_25.367_ID_35-processed-gene-0.5&CDS=1-1257
OG0003276	YNL176C	snap_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.39-mRNA-1_1&gene=snap_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.39&CDS=1-1563
OG0003277	YNL177C	snap_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.38-mRNA-1_1&gene=snap_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.38&CDS=1-918
OG0003278	YNL178W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.135&CDS=1-744
OG0003279	YNL180C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.159-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.159&CDS=1-846
OG0003280	YNL181W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.134&CDS=1-1188
OG0003281	YNL182C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.158-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.158&CDS=1-1590
OG0003282	YNL183C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.156-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.156&CDS=1-2250
OG0003283	YNL185C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.155-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.155&CDS=1-447
OG0003284	YNL186W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.133&CDS=1-2019
OG0003285	YNL187W	genemark-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.64-mRNA-1_1&gene=genemark-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.64&CDS=1-1119
OG0003286	YNL188W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.128&CDS=1-1047
OG0003287	YNL189W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.127&CDS=1-1632
OG0003288	YNL191W	snap_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.4-mRNA-1_1&gene=snap_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.4&CDS=1-1071
OG0003289	YNL192W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.124&CDS=1-3336
OG0003290	YNL193W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-2.123&CDS=1-1524
OG0003291	YNL199C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.124&CDS=1-1719
OG0003292	YNL200C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.123&CDS=1-735
OG0003293	YNL201C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.122&CDS=1-2586
OG0003294	YNL202W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.112&CDS=1-867
OG0003295	YNL206C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.120&CDS=1-1350
OG0003296	YNL207W	snap_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.73-mRNA-1_1&gene=snap_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.73&CDS=1-1266
OG0003297	YNL210W	snap_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.69-mRNA-1_1&gene=snap_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.69&CDS=1-840
OG0003298	YNL212W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.107&CDS=1-2394
OG0003299	YNL213C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.117&CDS=1-639
OG0003300	YNL214W	snap_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.66-mRNA-1_1&gene=snap_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.66&CDS=1-597
OG0003301	YNL215W	snap_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-1.64&CDS=1-846
OG0003302	YNL216W	augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.41&CDS=1-2511
OG0003303	YNL217W	snap_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.105&CDS=1-897
OG0003304	YNL218W	augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.43&CDS=1-1713
OG0003305	YNL219C	snap_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.73&CDS=1-1653
OG0003306	YNL220W	augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.45&CDS=1-1296
OG0003307	YNL221C	augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.14&CDS=1-2631
OG0003308	YNL222W	augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.47&CDS=1-618
OG0003309	YNL223W	augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.48&CDS=1-1389
OG0003310	YNL224C	augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.16&CDS=1-2277
OG0003311	YNL225C	snap_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.77&CDS=1-2490
OG0003312	YNL227C	augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.18&CDS=1-1761
OG0003313	YNL229C	augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.19&CDS=1-1059
OG0003314	YNL230C	augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.20&CDS=1-1113
OG0003315	YNL231C	augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.21&CDS=1-1041
OG0003316	YNL232W	augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.49&CDS=1-870
OG0003317	YNL233W	snap_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.112&CDS=1-2493
OG0003318	YNL234W	augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.51&CDS=1-1347
OG0003319	YNL236W	augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.52&CDS=1-2916
OG0003320	YNL237W	augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.53&CDS=1-1317
OG0003321	YNL238W	augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.54&CDS=1-2301
OG0003322	YNL239W	augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.55&CDS=1-1347
OG0003323	YNL240C	snap_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.83&CDS=1-1452
OG0003324	YNL241C	snap_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.84&CDS=1-1518
OG0003325	YNL242W	augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_20_length_143656_cov_23.9501_ID_39-processed-gene-0.57&CDS=1-4653
OG0003326	YNL243W	augustus_masked-NODE_19_length_146505_cov_24.2614_ID_37-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-NODE_19_length_146505_cov_24.2614_ID_37-processed-gene-0.157&CDS=1-1416
