	Saccharomyces_cerevisiae	yHMPu5000034952_Citeromyces_siamensis
OG0002433	YPR178W	augustus_masked-scf7180000056015-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000056015-processed-gene-0.0&CDS=1-1125, augustus_masked-scf7180000061774-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000061774-processed-gene-0.2&CDS=1-1329
OG0002434	YPR181C	augustus_masked-scf7180000058109-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000058109-processed-gene-0.0&CDS=1-2145, maker-scf7180000055497-snap-gene-0.2-mRNA-1_1&gene=maker-scf7180000055497-snap-gene-0.2&CDS=1-1671
OG0002435	YPR182W	augustus_masked-scf7180000053557-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000053557-processed-gene-0.22&CDS=1-270, augustus_masked-scf7180000057593-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000057593-processed-gene-0.0&CDS=1-270
OG0002436	YPR183W	augustus_masked-scf7180000054424-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000054424-processed-gene-0.4&CDS=1-708, snap_masked-scf7180000055995-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000055995-processed-gene-0.1&CDS=1-204
OG0002437	YPR185W	augustus_masked-scf7180000055454-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000055454-processed-gene-0.4&CDS=1-1830, augustus_masked-scf7180000055568-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000055568-processed-gene-0.1&CDS=1-1767
OG0002438	YPR186C	augustus_masked-scf7180000055454-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000055454-processed-gene-0.3&CDS=1-1014, snap_masked-scf7180000055786-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000055786-processed-gene-0.1&CDS=1-477
OG0002439	YPR187W	augustus_masked-scf7180000059379-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000059379-processed-gene-0.8&CDS=1-456, augustus_masked-scf7180000059732-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000059732-processed-gene-0.6&CDS=1-456
OG0002440	YPR191W	augustus_masked-scf7180000056403-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000056403-processed-gene-0.2&CDS=1-744, augustus_masked-scf7180000060485-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000060485-processed-gene-0.2&CDS=1-747
OG0002441	YPR194C	augustus_masked-scf7180000059705-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000059705-processed-gene-0.5&CDS=1-2547, maker-scf7180000054766-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000054766-augustus-gene-0.0&CDS=1-2355
OG0002442	YAL003W	augustus_masked-scf7180000061101-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000061101-processed-gene-0.3&CDS=1-618
OG0002443	YAL010C	augustus_masked-scf7180000061104-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000061104-processed-gene-0.2&CDS=1-1029
OG0002444	YAL012W	augustus_masked-scf7180000058130-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000058130-processed-gene-0.4&CDS=1-1167
OG0002445	YAL014C	snap_masked-scf7180000061002-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000061002-processed-gene-0.1&CDS=1-687
OG0002446	YAL016W	augustus_masked-scf7180000059724-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000059724-processed-gene-0.2&CDS=1-1803
OG0002447	YAL023C	augustus_masked-scf7180000058606-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000058606-processed-gene-0.19&CDS=1-2232
OG0002448	YAL025C	augustus_masked-scf7180000060062-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000060062-processed-gene-0.3&CDS=1-1527
OG0002449	YAL026C	augustus_masked-scf7180000059658-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000059658-processed-gene-0.2&CDS=1-3792
OG0002450	YAL035W	snap_masked-scf7180000061673-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000061673-processed-gene-0.3&CDS=1-2925
OG0002451	YAL036C	augustus_masked-scf7180000053672-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000053672-processed-gene-0.2&CDS=1-1017
OG0002452	YAL038W	augustus_masked-scf7180000061085-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000061085-processed-gene-0.7&CDS=1-1521
OG0002453	YAL044C	augustus_masked-scf7180000060324-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000060324-processed-gene-0.0&CDS=1-522
OG0002454	YAL048C	augustus_masked-scf7180000053721-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000053721-processed-gene-0.1&CDS=1-1911
OG0002455	YAL049C	augustus_masked-scf7180000059917-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000059917-processed-gene-0.6&CDS=1-732
OG0002456	YAL051W, YOR363C	
OG0002457	YAL053W	augustus_masked-scf7180000059667-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000059667-processed-gene-0.4&CDS=1-2097
OG0002458	YAL054C	augustus_masked-scf7180000054039-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000054039-processed-gene-0.0&CDS=1-2028
OG0002459	YAL067C	augustus_masked-scf7180000054412-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000054412-processed-gene-0.3&CDS=1-1713
OG0002460	YAR009C, YPR137C-B	
OG0002461	YAR014C	augustus_masked-scf7180000058501-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000058501-processed-gene-0.4&CDS=1-957
OG0002462	YAR015W	augustus_masked-scf7180000053638-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000053638-processed-gene-0.4&CDS=1-912
OG0002463	YAR035W	augustus_masked-scf7180000061695-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000061695-processed-gene-0.6&CDS=1-2157
OG0002464	YBL001C	maker-scf7180000059628-augustus-gene-0.25-mRNA-1_1&gene=maker-scf7180000059628-augustus-gene-0.25&CDS=1-327
OG0002465	YBL008W	snap_masked-scf7180000059466-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000059466-processed-gene-0.0&CDS=1-840
OG0002466	YBL011W	augustus_masked-scf7180000053705-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000053705-processed-gene-0.1&CDS=1-2097
OG0002467	YBL015W	augustus_masked-scf7180000053700-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000053700-processed-gene-0.6&CDS=1-1569
OG0002468	YBL018C	snap_masked-scf7180000057519-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000057519-processed-gene-0.2&CDS=1-360
OG0002469	YBL022C	genemark-scf7180000059693-processed-gene-0.23-mRNA-1_1&gene=genemark-scf7180000059693-processed-gene-0.23&CDS=1-3291
OG0002470	YBL023C	augustus_masked-scf7180000059685-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000059685-processed-gene-0.8&CDS=1-2397
OG0002471	YBL024W	augustus_masked-scf7180000053815-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000053815-processed-gene-0.1&CDS=1-2106
OG0002472	YBL025W	augustus_masked-scf7180000060081-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000060081-processed-gene-0.4&CDS=1-501
OG0002473	YBL036C	snap_masked-scf7180000053554-processed-gene-0.34-mRNA-1_1&gene=snap_masked-scf7180000053554-processed-gene-0.34&CDS=1-708
OG0002474	YBL039C	augustus_masked-scf7180000053601-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000053601-processed-gene-0.20&CDS=1-1728
OG0002475	YBL041W	augustus_masked-scf7180000054029-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000054029-processed-gene-0.3&CDS=1-681
OG0002476	YBL045C	augustus_masked-scf7180000055420-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000055420-processed-gene-0.10&CDS=1-1317
OG0002477	YBL050W	augustus_masked-scf7180000060818-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000060818-processed-gene-0.18&CDS=1-894
OG0002478	YBL055C	augustus_masked-scf7180000056323-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000056323-processed-gene-0.0&CDS=1-1002
OG0002479	YBL061C	augustus_masked-scf7180000060408-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000060408-processed-gene-0.9&CDS=1-1542
OG0002480	YBL071W-A	snap_masked-scf7180000060896-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000060896-processed-gene-0.6&CDS=1-222
OG0002481	YBL076C	augustus_masked-scf7180000053578-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000053578-processed-gene-0.29&CDS=1-3213
OG0002482	YBL084C	snap_masked-scf7180000059773-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scf7180000059773-processed-gene-0.38&CDS=1-1866
OG0002483	YBL090W	snap_masked-scf7180000054580-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000054580-processed-gene-0.1&CDS=1-243
OG0002484	YBL095W	augustus_masked-scf7180000061095-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000061095-processed-gene-0.5&CDS=1-651
OG0002485	YBL098W	augustus_masked-scf7180000061095-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000061095-processed-gene-0.6&CDS=1-1347
OG0002486	YBL099W	maker-scf7180000061236-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000061236-augustus-gene-0.0&CDS=1-1644
OG0002487	YBR003W	augustus_masked-scf7180000057758-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000057758-processed-gene-0.5&CDS=1-1410
OG0002488	YBR006W	augustus_masked-scf7180000058139-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000058139-processed-gene-0.27&CDS=1-1515
OG0002489	YBR008C	augustus_masked-scf7180000053595-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scf7180000053595-processed-gene-0.35&CDS=1-1587
OG0002490	YBR011C	augustus_masked-scf7180000058139-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000058139-processed-gene-0.30&CDS=1-861
OG0002491	YBR025C	augustus_masked-scf7180000055299-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000055299-processed-gene-0.12&CDS=1-1185
OG0002492	YBR028C	augustus_masked-scf7180000059626-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000059626-processed-gene-0.8&CDS=1-1116
OG0002493	YBR029C	augustus_masked-scf7180000059649-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000059649-processed-gene-0.2&CDS=1-1296
OG0002494	YBR037C	augustus_masked-scf7180000058924-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000058924-processed-gene-0.1&CDS=1-432
OG0002495	YBR040W	snap_masked-scf7180000061128-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000061128-processed-gene-0.2&CDS=1-633
OG0002496	YBR046C	augustus_masked-scf7180000059666-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000059666-processed-gene-0.6&CDS=1-984
OG0002497	YBR070C	augustus_masked-scf7180000055590-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000055590-processed-gene-0.8&CDS=1-633
OG0002498	YBR082C	augustus_masked-scf7180000059756-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000059756-processed-gene-0.6&CDS=1-441
OG0002499	YBR084W	augustus_masked-scf7180000059819-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000059819-processed-gene-0.1&CDS=1-2856
OG0002500	YBR087W	maker-scf7180000061080-snap-gene-0.15-mRNA-1_1&gene=maker-scf7180000061080-snap-gene-0.15&CDS=1-1500
OG0002501	YBR095C	augustus_masked-scf7180000061094-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000061094-processed-gene-0.18&CDS=1-924
OG0002502	YBR096W	maker-scf7180000059361-snap-gene-0.0-mRNA-1_1&gene=maker-scf7180000059361-snap-gene-0.0&CDS=1-381
OG0002503	YBR109C	augustus_masked-scf7180000059730-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000059730-processed-gene-0.9&CDS=1-447
OG0002504	YBR111C	maker-scf7180000053876-augustus-gene-0.7-mRNA-1_1&gene=maker-scf7180000053876-augustus-gene-0.7&CDS=1-627
OG0002505	YBR114W	augustus_masked-scf7180000059524-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000059524-processed-gene-0.1&CDS=1-2340
OG0002506	YBR115C	augustus_masked-scf7180000059524-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000059524-processed-gene-0.4&CDS=1-3108
OG0002507	YBR126C	augustus_masked-scf7180000054075-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000054075-processed-gene-0.6&CDS=1-1407
OG0002508	YBR127C	maker-scf7180000054075-augustus-gene-0.25-mRNA-1_1&gene=maker-scf7180000054075-augustus-gene-0.25&CDS=1-1518
OG0002509	YBR133C	snap_masked-scf7180000059824-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000059824-processed-gene-0.0&CDS=1-1494
OG0002510	YBR137W	augustus_masked-scf7180000059693-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000059693-processed-gene-0.3&CDS=1-492
OG0002511	YBR139W	augustus_masked-scf7180000053706-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000053706-processed-gene-0.1&CDS=1-1590
OG0002512	YBR143C	augustus_masked-scf7180000060031-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000060031-processed-gene-0.3&CDS=1-1314
OG0002513	YBR151W	augustus_masked-scf7180000053706-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000053706-processed-gene-0.0&CDS=1-840
OG0002514	YBR154C	snap_masked-scf7180000060354-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000060354-processed-gene-0.5&CDS=1-642
OG0002515	YBR159W	maker-scf7180000053828-augustus-gene-0.2-mRNA-1_1&gene=maker-scf7180000053828-augustus-gene-0.2&CDS=1-1029
OG0002516	YBR162C	augustus_masked-scf7180000057712-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000057712-processed-gene-0.4&CDS=1-1353
OG0002517	YBR164C	augustus_masked-scf7180000055198-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000055198-processed-gene-0.0&CDS=1-549
OG0002518	YBR170C	genemark-scf7180000055423-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000055423-processed-gene-0.1&CDS=1-1521
OG0002519	YBR173C	augustus_masked-scf7180000054804-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000054804-processed-gene-0.0&CDS=1-435
OG0002520	YBR185C	augustus_masked-scf7180000054415-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000054415-processed-gene-0.15&CDS=1-750
OG0002521	YBR189W	augustus_masked-scf7180000055272-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000055272-processed-gene-0.9&CDS=1-576
OG0002522	YBR196C	augustus_masked-scf7180000059854-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000059854-processed-gene-0.1&CDS=1-1647
OG0002523	YBR201W	augustus_masked-scf7180000058534-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000058534-processed-gene-0.1&CDS=1-750
OG0002524	YBR202W	snap_masked-scf7180000059906-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000059906-processed-gene-0.23&CDS=1-2427
OG0002525	YBR208C	genemark-scf7180000061550-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000061550-processed-gene-0.1&CDS=1-5451
OG0002526	YBR220C	augustus_masked-scf7180000060445-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000060445-processed-gene-0.5&CDS=1-1551
OG0002527	YBR221C	snap_masked-scf7180000053544-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000053544-processed-gene-0.3&CDS=1-1170
OG0002528	YBR229C	augustus_masked-scf7180000053631-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000053631-processed-gene-0.0&CDS=1-2586
OG0002529	YBR234C	augustus_masked-scf7180000053641-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000053641-processed-gene-0.7&CDS=1-1053
OG0002530	YBR235W	augustus_masked-scf7180000059620-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000059620-processed-gene-0.6&CDS=1-3375
OG0002531	YBR239C	genemark-scf7180000054104-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000054104-processed-gene-0.3&CDS=1-1320
OG0002532	YBR243C	augustus_masked-scf7180000059641-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000059641-processed-gene-0.4&CDS=1-1344
OG0002533	YBR247C	augustus_masked-scf7180000059834-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000059834-processed-gene-0.30&CDS=1-1338
OG0002534	YBR248C	augustus_masked-scf7180000059583-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000059583-processed-gene-0.9&CDS=1-1668
OG0002535	YBR263W	augustus_masked-scf7180000053620-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-scf7180000053620-processed-gene-0.68&CDS=1-1443
OG0002536	YBR268W	snap_masked-scf7180000061721-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scf7180000061721-processed-gene-0.38&CDS=1-282
OG0002537	YBR269C	snap_masked-scf7180000061721-processed-gene-0.37-mRNA-1_1&gene=snap_masked-scf7180000061721-processed-gene-0.37&CDS=1-384
OG0002538	YBR288C	augustus_masked-scf7180000053813-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000053813-processed-gene-0.4&CDS=1-1590
OG0002539	YBR289W	augustus_masked-scf7180000061730-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000061730-processed-gene-0.24&CDS=1-1419
OG0002540	YBR291C	augustus_masked-scf7180000061730-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000061730-processed-gene-0.12&CDS=1-876
OG0002541	YBR296C	augustus_masked-scf7180000053722-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000053722-processed-gene-0.5&CDS=1-1749
OG0002542	YCL005W-A	augustus_masked-scf7180000055430-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000055430-processed-gene-0.8&CDS=1-216
OG0002543	YCL009C	augustus_masked-scf7180000061714-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000061714-processed-gene-0.5&CDS=1-882
OG0002544	YCL017C	snap_masked-scf7180000058289-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000058289-processed-gene-0.4&CDS=1-1182
OG0002545	YCL018W	augustus_masked-scf7180000060827-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000060827-processed-gene-0.5&CDS=1-1122
OG0002546	YCL030C	augustus_masked-scf7180000061620-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000061620-processed-gene-0.20&CDS=1-2466
OG0002547	YCL033C	snap_masked-scf7180000060813-processed-gene-0.20-mRNA-1_1&gene=snap_masked-scf7180000060813-processed-gene-0.20&CDS=1-426
OG0002548	YCL044C	augustus_masked-scf7180000053819-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-scf7180000053819-processed-gene-0.51&CDS=1-870
OG0002549	YCL047C	snap_masked-scf7180000054852-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000054852-processed-gene-0.5&CDS=1-717
OG0002550	YCL054W	augustus_masked-scf7180000058039-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000058039-processed-gene-0.33&CDS=1-2433
OG0002551	YCL057C-A	augustus_masked-scf7180000058039-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000058039-processed-gene-0.22&CDS=1-243
OG0002552	YCL057W	augustus_masked-scf7180000053578-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000053578-processed-gene-0.32&CDS=1-2076
OG0002553	YCL059C	augustus_masked-scf7180000058039-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000058039-processed-gene-0.26&CDS=1-1026
OG0002554	YCR002C	augustus_masked-scf7180000054450-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000054450-processed-gene-0.11&CDS=1-993
OG0002555	YCR009C	augustus_masked-scf7180000053633-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000053633-processed-gene-0.14&CDS=1-783
OG0002556	YCR012W	augustus_masked-scf7180000057515-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000057515-processed-gene-0.9&CDS=1-1245
OG0002557	YCR017C	augustus_masked-scf7180000057515-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000057515-processed-gene-0.11&CDS=1-2676
OG0002558	YCR031C	augustus_masked-scf7180000053597-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000053597-processed-gene-0.9&CDS=1-429
OG0002559	YCR034W	augustus_masked-scf7180000060097-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000060097-processed-gene-0.4&CDS=1-987
OG0002560	YCR047C	augustus_masked-scf7180000053670-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000053670-processed-gene-0.3&CDS=1-807
OG0002561	YCR057C	augustus_masked-scf7180000059737-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000059737-processed-gene-0.13&CDS=1-2607
OG0002562	YCR068W	snap_masked-scf7180000059750-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000059750-processed-gene-0.1&CDS=1-1392
OG0002563	YCR090C	maker-scf7180000053579-snap-gene-0.6-mRNA-1_1&gene=maker-scf7180000053579-snap-gene-0.6&CDS=1-459
OG0002564	YCR094W	augustus_masked-scf7180000059683-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000059683-processed-gene-0.31&CDS=1-1143
OG0002565	YCR097W	augustus_masked-scf7180000061690-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000061690-processed-gene-0.10&CDS=1-513
OG0002566	YCR106W, YLL054C	
OG0002567	YDL001W	snap_masked-scf7180000059697-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000059697-processed-gene-0.8&CDS=1-1068
