	Saccharomyces_cerevisiae	yHAB159_Kazachstania_solicola
OG0003513	YOR023C	augustus_masked-scf7180000046297-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000046297-processed-gene-0.29&CDS=1-1704
OG0003514	YOR025W	genemark-scf7180000046297-processed-gene-0.99-mRNA-1_1&gene=genemark-scf7180000046297-processed-gene-0.99&CDS=1-1509
OG0003515	YOR026W	genemark-scf7180000046297-processed-gene-0.98-mRNA-1_1&gene=genemark-scf7180000046297-processed-gene-0.98&CDS=1-975
OG0003516	YOR027W	genemark-scf7180000046297-processed-gene-0.97-mRNA-1_1&gene=genemark-scf7180000046297-processed-gene-0.97&CDS=1-1764
OG0003517	YOR028C	augustus_masked-scf7180000046297-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000046297-processed-gene-0.14&CDS=1-1044
OG0003518	YOR030W	augustus_masked-scf7180000046297-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000046297-processed-gene-0.24&CDS=1-2262
OG0003519	YOR032C	genemark-scf7180000046297-processed-gene-0.81-mRNA-1_1&gene=genemark-scf7180000046297-processed-gene-0.81&CDS=1-1224
OG0003520	YOR035C	genemark-scf7180000046297-processed-gene-0.79-mRNA-1_1&gene=genemark-scf7180000046297-processed-gene-0.79&CDS=1-2352
OG0003521	YOR036W	augustus_masked-scf7180000046297-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000046297-processed-gene-0.23&CDS=1-1638
OG0003522	YOR038C	genemark-scf7180000046297-processed-gene-0.77-mRNA-1_1&gene=genemark-scf7180000046297-processed-gene-0.77&CDS=1-2679
OG0003523	YOR039W	genemark-scf7180000046297-processed-gene-0.93-mRNA-1_1&gene=genemark-scf7180000046297-processed-gene-0.93&CDS=1-783
OG0003524	YOR042W	genemark-scf7180000046297-processed-gene-0.91-mRNA-1_1&gene=genemark-scf7180000046297-processed-gene-0.91&CDS=1-1521
OG0003525	YOR043W	genemark-scf7180000046297-processed-gene-0.90-mRNA-1_1&gene=genemark-scf7180000046297-processed-gene-0.90&CDS=1-1620
OG0003526	YOR045W	snap_masked-scf7180000046297-processed-gene-0.54-mRNA-1_1&gene=snap_masked-scf7180000046297-processed-gene-0.54&CDS=1-189
OG0003527	YOR046C	genemark-scf7180000046297-processed-gene-0.75-mRNA-1_1&gene=genemark-scf7180000046297-processed-gene-0.75&CDS=1-1506
OG0003528	YOR048C	genemark-scf7180000046300-processed-gene-0.119-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.119&CDS=1-2997
OG0003529	YOR049C	genemark-scf7180000046300-processed-gene-0.120-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.120&CDS=1-1236
OG0003530	YOR051C	genemark-scf7180000046300-processed-gene-0.121-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.121&CDS=1-1311
OG0003531	YOR052C	genemark-scf7180000046300-processed-gene-0.122-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.122&CDS=1-570
OG0003532	YOR056C	genemark-scf7180000046117-processed-gene-0.35-mRNA-1_1&gene=genemark-scf7180000046117-processed-gene-0.35&CDS=1-1434
OG0003533	YOR057W	genemark-scf7180000046117-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000046117-processed-gene-0.26&CDS=1-1206
OG0003534	YOR058C	snap_masked-scf7180000046300-processed-gene-0.53-mRNA-1_1&gene=snap_masked-scf7180000046300-processed-gene-0.53&CDS=1-2991
OG0003535	YOR059C	genemark-scf7180000046300-processed-gene-0.125-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.125&CDS=1-1503
OG0003536	YOR060C	augustus_masked-scf7180000046300-processed-gene-0.190-mRNA-1_1&gene=augustus_masked-scf7180000046300-processed-gene-0.190&CDS=1-666
OG0003537	YOR061W	genemark-scf7180000046300-processed-gene-0.89-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.89&CDS=1-1017
OG0003538	YOR062C	genemark-scf7180000046300-processed-gene-0.127-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.127&CDS=1-801
OG0003539	YOR063W	genemark-scf7180000046300-processed-gene-0.90-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.90&CDS=1-1161
OG0003540	YOR064C	snap_masked-scf7180000046300-processed-gene-0.57-mRNA-1_1&gene=snap_masked-scf7180000046300-processed-gene-0.57&CDS=1-279
OG0003541	YOR065W	genemark-scf7180000046300-processed-gene-0.91-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.91&CDS=1-933
OG0003542	YOR066W	snap_masked-scf7180000046300-processed-gene-0.21-mRNA-1_1&gene=snap_masked-scf7180000046300-processed-gene-0.21&CDS=1-1689
OG0003543	YOR067C	genemark-scf7180000046300-processed-gene-0.129-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.129&CDS=1-1713
OG0003544	YOR069W	genemark-scf7180000046300-processed-gene-0.93-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.93&CDS=1-2022
OG0003545	YOR070C	genemark-scf7180000046300-processed-gene-0.130-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.130&CDS=1-1968
OG0003546	YOR073W	genemark-scf7180000046298-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000046298-processed-gene-0.1&CDS=1-2247
OG0003547	YOR074C	genemark-scf7180000046058-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000046058-processed-gene-0.16&CDS=1-894
OG0003548	YOR077W	genemark-scf7180000046298-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000046298-processed-gene-0.2&CDS=1-723
OG0003549	YOR078W	snap_masked-scf7180000046298-processed-gene-0.43-mRNA-1_1&gene=snap_masked-scf7180000046298-processed-gene-0.43&CDS=1-669
OG0003550	YOR079C	genemark-scf7180000046298-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000046298-processed-gene-0.26&CDS=1-1050
OG0003551	YOR080W	genemark-scf7180000046298-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000046298-processed-gene-0.4&CDS=1-2130
OG0003552	YOR083W	augustus_masked-scf7180000046298-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-scf7180000046298-processed-gene-0.94&CDS=1-1053
OG0003553	YOR084W	snap_masked-scf7180000046298-processed-gene-0.47-mRNA-1_1&gene=snap_masked-scf7180000046298-processed-gene-0.47&CDS=1-1140
OG0003554	YOR086C	snap_masked-scf7180000046142-processed-gene-0.46-mRNA-1_1&gene=snap_masked-scf7180000046142-processed-gene-0.46&CDS=1-3582
OG0003555	YOR087W	genemark-scf7180000046268-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000046268-processed-gene-0.11&CDS=1-2097
OG0003556	YOR089C	genemark-scf7180000046268-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000046268-processed-gene-0.16&CDS=1-636
OG0003557	YOR090C	genemark-scf7180000046268-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000046268-processed-gene-0.17&CDS=1-1539
OG0003558	YOR091W	genemark-scf7180000046268-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000046268-processed-gene-0.12&CDS=1-1074
OG0003559	YOR092W	maker-scf7180000046318-augustus-gene-0.64-mRNA-1_1&gene=maker-scf7180000046318-augustus-gene-0.64&CDS=1-1941
OG0003560	YOR093C	genemark-scf7180000046318-processed-gene-0.93-mRNA-1_1&gene=genemark-scf7180000046318-processed-gene-0.93&CDS=1-5055
OG0003561	YOR094W	genemark-scf7180000046318-processed-gene-0.132-mRNA-1_1&gene=genemark-scf7180000046318-processed-gene-0.132&CDS=1-543
OG0003562	YOR095C	genemark-scf7180000046318-processed-gene-0.92-mRNA-1_1&gene=genemark-scf7180000046318-processed-gene-0.92&CDS=1-771
OG0003563	YOR096W	genemark-scf7180000046318-processed-gene-0.131-mRNA-1_1&gene=genemark-scf7180000046318-processed-gene-0.131&CDS=1-561
OG0003564	YOR098C	augustus_masked-scf7180000046318-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000046318-processed-gene-0.17&CDS=1-2970
OG0003565	YOR099W	genemark-scf7180000046318-processed-gene-0.127-mRNA-1_1&gene=genemark-scf7180000046318-processed-gene-0.127&CDS=1-1200
OG0003566	YOR100C	genemark-scf7180000046318-processed-gene-0.89-mRNA-1_1&gene=genemark-scf7180000046318-processed-gene-0.89&CDS=1-963
OG0003567	YOR103C	genemark-scf7180000046323-processed-gene-0.63-mRNA-1_1&gene=genemark-scf7180000046323-processed-gene-0.63&CDS=1-399
OG0003568	YOR107W	snap_masked-scf7180000046318-processed-gene-0.196-mRNA-1_1&gene=snap_masked-scf7180000046318-processed-gene-0.196&CDS=1-801
OG0003569	YOR111W	genemark-scf7180000046318-processed-gene-0.120-mRNA-1_1&gene=genemark-scf7180000046318-processed-gene-0.120&CDS=1-672
OG0003570	YOR112W	snap_masked-scf7180000046318-processed-gene-0.191-mRNA-1_1&gene=snap_masked-scf7180000046318-processed-gene-0.191&CDS=1-2376
OG0003571	YOR113W	genemark-scf7180000046209-processed-gene-0.39-mRNA-1_1&gene=genemark-scf7180000046209-processed-gene-0.39&CDS=1-2598
OG0003572	YOR115C	genemark-scf7180000046318-processed-gene-0.87-mRNA-1_1&gene=genemark-scf7180000046318-processed-gene-0.87&CDS=1-813
OG0003573	YOR116C	genemark-scf7180000046300-processed-gene-0.106-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.106&CDS=1-4386
OG0003574	YOR117W	genemark-scf7180000046319-processed-gene-0.151-mRNA-1_1&gene=genemark-scf7180000046319-processed-gene-0.151&CDS=1-1239
OG0003575	YOR118W	genemark-scf7180000046300-processed-gene-0.79-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.79&CDS=1-1719
OG0003576	YOR119C	genemark-scf7180000046319-processed-gene-0.178-mRNA-1_1&gene=genemark-scf7180000046319-processed-gene-0.178&CDS=1-1512
OG0003577	YOR122C	genemark-scf7180000046300-processed-gene-0.107-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.107&CDS=1-399
OG0003578	YOR123C	genemark-scf7180000046300-processed-gene-0.108-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.108&CDS=1-1455
OG0003579	YOR124C	maker-scf7180000046300-snap-gene-0.206-mRNA-1_1&gene=maker-scf7180000046300-snap-gene-0.206&CDS=1-4107
OG0003580	YOR125C	genemark-scf7180000046300-processed-gene-0.112-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.112&CDS=1-708
OG0003581	YOR126C	genemark-scf7180000046169-processed-gene-0.66-mRNA-1_1&gene=genemark-scf7180000046169-processed-gene-0.66&CDS=1-702
OG0003582	YOR127W	genemark-scf7180000046169-processed-gene-0.47-mRNA-1_1&gene=genemark-scf7180000046169-processed-gene-0.47&CDS=1-2382
OG0003583	YOR128C	genemark-scf7180000046169-processed-gene-0.67-mRNA-1_1&gene=genemark-scf7180000046169-processed-gene-0.67&CDS=1-1713
OG0003584	YOR129C	augustus_masked-scf7180000046169-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000046169-processed-gene-0.29&CDS=1-2811
OG0003585	YOR130C	snap_masked-scf7180000046299-processed-gene-0.48-mRNA-1_1&gene=snap_masked-scf7180000046299-processed-gene-0.48&CDS=1-882
OG0003586	YOR131C	genemark-scf7180000046169-processed-gene-0.70-mRNA-1_1&gene=genemark-scf7180000046169-processed-gene-0.70&CDS=1-666
OG0003587	YOR132W	snap_masked-scf7180000046169-processed-gene-0.87-mRNA-1_1&gene=snap_masked-scf7180000046169-processed-gene-0.87&CDS=1-1701
OG0003588	YOR136W	genemark-scf7180000046169-processed-gene-0.49-mRNA-1_1&gene=genemark-scf7180000046169-processed-gene-0.49&CDS=1-1122
OG0003589	YOR140W	genemark-scf7180000046169-processed-gene-0.50-mRNA-1_1&gene=genemark-scf7180000046169-processed-gene-0.50&CDS=1-2055
OG0003590	YOR141C	genemark-scf7180000046169-processed-gene-0.72-mRNA-1_1&gene=genemark-scf7180000046169-processed-gene-0.72&CDS=1-2922
OG0003591	YOR142W	genemark-scf7180000046169-processed-gene-0.51-mRNA-1_1&gene=genemark-scf7180000046169-processed-gene-0.51&CDS=1-990
OG0003592	YOR143C	genemark-scf7180000046169-processed-gene-0.73-mRNA-1_1&gene=genemark-scf7180000046169-processed-gene-0.73&CDS=1-972
OG0003593	YOR144C	snap_masked-scf7180000046169-processed-gene-0.116-mRNA-1_1&gene=snap_masked-scf7180000046169-processed-gene-0.116&CDS=1-2346
OG0003594	YOR145C	genemark-scf7180000046299-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000046299-processed-gene-0.9&CDS=1-840
OG0003595	YOR147W	genemark-scf7180000046236-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000046236-processed-gene-0.12&CDS=1-1941
OG0003596	YOR148C	augustus_masked-scf7180000046236-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000046236-processed-gene-0.16&CDS=1-540
OG0003597	YOR149C	genemark-scf7180000046299-processed-gene-0.8-mRNA-1_1&gene=genemark-scf7180000046299-processed-gene-0.8&CDS=1-1530
OG0003598	YOR150W	genemark-scf7180000046236-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000046236-processed-gene-0.10&CDS=1-483
OG0003599	YOR151C	genemark-scf7180000046236-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000046236-processed-gene-0.7&CDS=1-3657
OG0003600	YOR152C	snap_masked-scf7180000046236-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000046236-processed-gene-0.0&CDS=1-945
OG0003601	YOR155C	genemark-scf7180000046274-processed-gene-0.53-mRNA-1_1&gene=genemark-scf7180000046274-processed-gene-0.53&CDS=1-1383
OG0003602	YOR156C	genemark-scf7180000046274-processed-gene-0.39-mRNA-1_1&gene=genemark-scf7180000046274-processed-gene-0.39&CDS=1-2466
OG0003603	YOR157C	genemark-scf7180000046274-processed-gene-0.38-mRNA-1_1&gene=genemark-scf7180000046274-processed-gene-0.38&CDS=1-786
OG0003604	YOR158W	genemark-scf7180000046274-processed-gene-0.55-mRNA-1_1&gene=genemark-scf7180000046274-processed-gene-0.55&CDS=1-864
OG0003605	YOR159C	snap_masked-scf7180000046274-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000046274-processed-gene-0.2&CDS=1-282
OG0003606	YOR160W	genemark-scf7180000046274-processed-gene-0.54-mRNA-1_1&gene=genemark-scf7180000046274-processed-gene-0.54&CDS=1-2937
OG0003607	YOR161C	genemark-scf7180000046274-processed-gene-0.35-mRNA-1_1&gene=genemark-scf7180000046274-processed-gene-0.35&CDS=1-1677
OG0003608	YOR163W	genemark-scf7180000046309-processed-gene-2.71-mRNA-1_1&gene=genemark-scf7180000046309-processed-gene-2.71&CDS=1-549
OG0003609	YOR164C	augustus_masked-scf7180000046309-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-scf7180000046309-processed-gene-2.125&CDS=1-1098
OG0003610	YOR165W	genemark-scf7180000046309-processed-gene-2.70-mRNA-1_1&gene=genemark-scf7180000046309-processed-gene-2.70&CDS=1-2364
OG0003611	YOR166C	genemark-scf7180000046309-processed-gene-1.62-mRNA-1_1&gene=genemark-scf7180000046309-processed-gene-1.62&CDS=1-1506
OG0003612	YOR168W	genemark-scf7180000046309-processed-gene-1.77-mRNA-1_1&gene=genemark-scf7180000046309-processed-gene-1.77&CDS=1-2415
OG0003613	YOR174W	genemark-scf7180000046309-processed-gene-0.24-mRNA-1_1&gene=genemark-scf7180000046309-processed-gene-0.24&CDS=1-870
OG0003614	YOR175C	genemark-scf7180000046309-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000046309-processed-gene-0.1&CDS=1-1851
OG0003615	YOR176W	augustus_masked-scf7180000046309-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-scf7180000046309-processed-gene-0.109&CDS=1-1119
OG0003616	YOR179C	snap_masked-scf7180000046332-processed-gene-0.65-mRNA-1_1&gene=snap_masked-scf7180000046332-processed-gene-0.65&CDS=1-264
OG0003617	YOR181W	maker-scf7180000046332-snap-gene-0.31-mRNA-1_1&gene=maker-scf7180000046332-snap-gene-0.31&CDS=1-2052
OG0003618	YOR184W	genemark-scf7180000046332-processed-gene-0.82-mRNA-1_1&gene=genemark-scf7180000046332-processed-gene-0.82&CDS=1-1185
OG0003619	YOR187W	augustus_masked-scf7180000046332-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000046332-processed-gene-0.11&CDS=1-1326
OG0003620	YOR188W	genemark-scf7180000046332-processed-gene-0.85-mRNA-1_1&gene=genemark-scf7180000046332-processed-gene-0.85&CDS=1-4008
OG0003621	YOR189W	snap_masked-scf7180000046332-processed-gene-0.48-mRNA-1_1&gene=snap_masked-scf7180000046332-processed-gene-0.48&CDS=1-393
OG0003622	YOR191W	snap_masked-scf7180000046332-processed-gene-0.50-mRNA-1_1&gene=snap_masked-scf7180000046332-processed-gene-0.50&CDS=1-5427
OG0003623	YOR194C	genemark-scf7180000046287-processed-gene-0.65-mRNA-1_1&gene=genemark-scf7180000046287-processed-gene-0.65&CDS=1-882
OG0003624	YOR195W	genemark-scf7180000046325-processed-gene-2.124-mRNA-1_1&gene=genemark-scf7180000046325-processed-gene-2.124&CDS=1-2223
OG0003625	YOR196C	genemark-scf7180000046325-processed-gene-2.145-mRNA-1_1&gene=genemark-scf7180000046325-processed-gene-2.145&CDS=1-1155
OG0003626	YOR197W	genemark-scf7180000046325-processed-gene-2.125-mRNA-1_1&gene=genemark-scf7180000046325-processed-gene-2.125&CDS=1-1257
OG0003627	YOR198C	genemark-scf7180000046325-processed-gene-2.146-mRNA-1_1&gene=genemark-scf7180000046325-processed-gene-2.146&CDS=1-1422
OG0003628	YOR201C	genemark-scf7180000046325-processed-gene-2.147-mRNA-1_1&gene=genemark-scf7180000046325-processed-gene-2.147&CDS=1-1239
OG0003629	YOR202W	genemark-scf7180000046325-processed-gene-2.126-mRNA-1_1&gene=genemark-scf7180000046325-processed-gene-2.126&CDS=1-672
OG0003630	YOR205C	genemark-scf7180000046325-processed-gene-2.148-mRNA-1_1&gene=genemark-scf7180000046325-processed-gene-2.148&CDS=1-1695
OG0003631	YOR206W	genemark-scf7180000046325-processed-gene-2.128-mRNA-1_1&gene=genemark-scf7180000046325-processed-gene-2.128&CDS=1-2094
OG0003632	YOR207C	genemark-scf7180000046325-processed-gene-2.149-mRNA-1_1&gene=genemark-scf7180000046325-processed-gene-2.149&CDS=1-3441
OG0003633	YOR208W	snap_masked-scf7180000046325-processed-gene-2.79-mRNA-1_1&gene=snap_masked-scf7180000046325-processed-gene-2.79&CDS=1-1629
OG0003634	YOR209C	genemark-scf7180000046287-processed-gene-0.103-mRNA-1_1&gene=genemark-scf7180000046287-processed-gene-0.103&CDS=1-1302
OG0003635	YOR210W	snap_masked-scf7180000046287-processed-gene-0.131-mRNA-1_1&gene=snap_masked-scf7180000046287-processed-gene-0.131&CDS=1-210
OG0003636	YOR211C	genemark-scf7180000046325-processed-gene-2.150-mRNA-1_1&gene=genemark-scf7180000046325-processed-gene-2.150&CDS=1-2751
OG0003637	YOR212W	genemark-scf7180000046325-processed-gene-2.131-mRNA-1_1&gene=genemark-scf7180000046325-processed-gene-2.131&CDS=1-1269
OG0003638	YOR213C	genemark-scf7180000046325-processed-gene-3.119-mRNA-1_1&gene=genemark-scf7180000046325-processed-gene-3.119&CDS=1-711
OG0003639	YOR215C	maker-scf7180000046325-augustus-gene-3.12-mRNA-1_1&gene=maker-scf7180000046325-augustus-gene-3.12&CDS=1-2094
OG0003640	YOR217W	augustus_masked-scf7180000046325-processed-gene-3.212-mRNA-1_1&gene=augustus_masked-scf7180000046325-processed-gene-3.212&CDS=1-2667
OG0003641	YOR219C	genemark-scf7180000046287-processed-gene-0.107-mRNA-1_1&gene=genemark-scf7180000046287-processed-gene-0.107&CDS=1-2703
OG0003642	YOR220W	augustus_masked-scf7180000046325-processed-gene-3.213-mRNA-1_1&gene=augustus_masked-scf7180000046325-processed-gene-3.213&CDS=1-813
OG0003643	YOR221C	genemark-scf7180000046325-processed-gene-3.123-mRNA-1_1&gene=genemark-scf7180000046325-processed-gene-3.123&CDS=1-1101
OG0003644	YOR223W	augustus_masked-scf7180000046325-processed-gene-3.217-mRNA-1_1&gene=augustus_masked-scf7180000046325-processed-gene-3.217&CDS=1-804
OG0003645	YOR224C	genemark-scf7180000046325-processed-gene-3.174-mRNA-1_1&gene=genemark-scf7180000046325-processed-gene-3.174&CDS=1-435
OG0003646	YOR236W	genemark-scf7180000046325-processed-gene-3.131-mRNA-1_1&gene=genemark-scf7180000046325-processed-gene-3.131&CDS=1-645
OG0003647	YOR238W	genemark-scf7180000046325-processed-gene-3.133-mRNA-1_1&gene=genemark-scf7180000046325-processed-gene-3.133&CDS=1-897
OG0003648	YOR239W	maker-scf7180000046325-augustus-gene-3.2-mRNA-1_1&gene=maker-scf7180000046325-augustus-gene-3.2&CDS=1-1551
OG0003649	YOR241W	augustus_masked-scf7180000046325-processed-gene-3.229-mRNA-1_1&gene=augustus_masked-scf7180000046325-processed-gene-3.229&CDS=1-1416
OG0003650	YOR242C	augustus_masked-scf7180000046325-processed-gene-3.265-mRNA-1_1&gene=augustus_masked-scf7180000046325-processed-gene-3.265&CDS=1-1029
OG0003651	YOR243C	genemark-scf7180000046325-processed-gene-3.182-mRNA-1_1&gene=genemark-scf7180000046325-processed-gene-3.182&CDS=1-2016
OG0003652	YOR244W	genemark-scf7180000046325-processed-gene-3.137-mRNA-1_1&gene=genemark-scf7180000046325-processed-gene-3.137&CDS=1-1344
OG0003653	YOR245C	genemark-scf7180000046325-processed-gene-3.183-mRNA-1_1&gene=genemark-scf7180000046325-processed-gene-3.183&CDS=1-1218
OG0003654	YOR246C	snap_masked-scf7180000046325-processed-gene-3.88-mRNA-1_1&gene=snap_masked-scf7180000046325-processed-gene-3.88&CDS=1-336
OG0003655	YOR249C	snap_masked-scf7180000046325-processed-gene-3.89-mRNA-1_1&gene=snap_masked-scf7180000046325-processed-gene-3.89&CDS=1-1947
OG0003656	YOR250C	genemark-scf7180000046325-processed-gene-3.187-mRNA-1_1&gene=genemark-scf7180000046325-processed-gene-3.187&CDS=1-1491
OG0003657	YOR251C	genemark-scf7180000046325-processed-gene-3.188-mRNA-1_1&gene=genemark-scf7180000046325-processed-gene-3.188&CDS=1-945
OG0003658	YOR252W	genemark-scf7180000046325-processed-gene-3.141-mRNA-1_1&gene=genemark-scf7180000046325-processed-gene-3.141&CDS=1-540
OG0003659	YOR254C	genemark-scf7180000046129-processed-gene-0.32-mRNA-1_1&gene=genemark-scf7180000046129-processed-gene-0.32&CDS=1-1965
OG0003660	YOR255W	snap_masked-scf7180000046129-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scf7180000046129-processed-gene-0.17&CDS=1-807
