	Candida_glabrata	Saccharomyces_cerevisiae
OG0003660	snap_masked-CR380958-processed-gene-11.32-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-11.32&CDS=1-1608	YHR064C
OG0003661	snap_masked-CR380958-processed-gene-11.33-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-11.33&CDS=1-675	YMR197C
OG0003662	snap_masked-CR380958-processed-gene-11.15-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-11.15&CDS=1-789	YMR200W
OG0003663	snap_masked-CR380958-processed-gene-11.34-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-11.34&CDS=1-1038	YMR201C
OG0003664	snap_masked-CR380958-processed-gene-11.16-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-11.16&CDS=1-672	YMR202W
OG0003665	snap_masked-CR380958-processed-gene-11.35-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-11.35&CDS=1-1026	YMR204C
OG0003666	snap_masked-CR380958-processed-gene-11.37-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-11.37&CDS=1-6699	YNR016C
OG0003667	snap_masked-CR380958-processed-gene-11.38-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-11.38&CDS=1-1551	YCR045C
OG0003668	snap_masked-CR380958-processed-gene-11.39-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-11.39&CDS=1-531	YCR046C
OG0003669	snap_masked-CR380958-processed-gene-11.40-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-11.40&CDS=1-819	YCR047C
OG0003670	snap_masked-CR380958-processed-gene-11.41-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-11.41&CDS=1-981	YOR271C
OG0003671	snap_masked-CR380958-processed-gene-11.17-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-11.17&CDS=1-1371	YOR272W
OG0003672	snap_masked-CR380958-processed-gene-11.42-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-11.42&CDS=1-1953	YOR273C
OG0003673	snap_masked-CR380958-processed-gene-11.18-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-11.18&CDS=1-1281	YOR274W
OG0003674	snap_masked-CR380958-processed-gene-11.43-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-11.43&CDS=1-2073	YOR275C
OG0003675	snap_masked-CR380958-processed-gene-11.19-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-11.19&CDS=1-462	YOR276W
OG0003676	snap_masked-CR380958-processed-gene-11.21-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-11.21&CDS=1-816	YOR278W
OG0003677	augustus_masked-CR380958-processed-gene-11.88-mRNA-1_1&gene=augustus_masked-CR380958-processed-gene-11.88&CDS=1-924	YOR279C
OG0003678	snap_masked-CR380958-processed-gene-11.45-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-11.45&CDS=1-840	YOR280C
OG0003679	snap_masked-CR380958-processed-gene-11.46-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-11.46&CDS=1-834	YOR281C
OG0003680	snap_masked-CR380958-processed-gene-11.22-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-11.22&CDS=1-699	YOR283W
OG0003681	snap_masked-CR380958-processed-gene-11.47-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-11.47&CDS=1-1725	YML057W
OG0003682	snap_masked-CR380958-processed-gene-11.48-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-11.48&CDS=1-288	YML058W
OG0003683	snap_masked-CR380958-processed-gene-12.3-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-12.3&CDS=1-5184	YML059C
OG0003684	snap_masked-CR380958-processed-gene-12.7-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-12.7&CDS=1-1098	YML060W
OG0003685	snap_masked-CR380958-processed-gene-12.4-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-12.4&CDS=1-2523	YML061C
OG0003686	augustus_masked-CR380958-processed-gene-12.40-mRNA-1_1&gene=augustus_masked-CR380958-processed-gene-12.40&CDS=1-1317	YML062C
OG0003687	augustus_masked-CR380958-processed-gene-12.41-mRNA-1_1&gene=augustus_masked-CR380958-processed-gene-12.41&CDS=1-747	YML064C
OG0003688	snap_masked-CR380958-processed-gene-12.27-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-12.27&CDS=1-3051	YML065W
OG0003689	augustus_masked-CR380958-processed-gene-12.43-mRNA-1_1&gene=augustus_masked-CR380958-processed-gene-12.43&CDS=1-2055	YML067C
OG0003690	snap_masked-CR380958-processed-gene-12.28-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-12.28&CDS=1-1386	YML068W
OG0003691	snap_masked-CR380958-processed-gene-12.29-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-12.29&CDS=1-1629	YML069W
OG0003692	snap_masked-CR380958-processed-gene-12.30-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-12.30&CDS=1-1746	YML070W
OG0003693	snap_masked-CR380958-processed-gene-12.10-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-12.10&CDS=1-1692	YML071C
OG0003694	snap_masked-CR380958-processed-gene-12.11-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-12.11&CDS=1-4590	YML072C
OG0003695	genemark-CR380958-processed-gene-12.81-mRNA-1_1&gene=genemark-CR380958-processed-gene-12.81&CDS=1-528	YML073C
OG0003696	snap_masked-CR380958-processed-gene-12.14-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-12.14&CDS=1-3168	YML075C
OG0003697	snap_masked-CR380958-processed-gene-12.31-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-12.31&CDS=1-957	YHR101C
OG0003698	snap_masked-CR380958-processed-gene-12.15-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-12.15&CDS=1-3216	YHR102W
OG0003699	snap_masked-CR380958-processed-gene-12.17-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-12.17&CDS=1-1521	YOR119C
OG0003700	snap_masked-CR380958-processed-gene-12.32-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-12.32&CDS=1-1665	YOR118W
OG0003701	snap_masked-CR380958-processed-gene-12.18-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-12.18&CDS=1-1824	YDR365C
OG0003702	snap_masked-CR380958-processed-gene-12.19-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-12.19&CDS=1-4377	YOR116C
OG0003703	snap_masked-CR380958-processed-gene-12.33-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-12.33&CDS=1-1008	YER161C
OG0003704	snap_masked-CR380958-processed-gene-12.34-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-12.34&CDS=1-2475	YER162C
OG0003705	snap_masked-CR380958-processed-gene-12.35-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-12.35&CDS=1-708	YER163C
OG0003706	snap_masked-CR380958-processed-gene-12.20-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-12.20&CDS=1-4428	YER164W
OG0003707	snap_masked-CR380958-processed-gene-12.21-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-12.21&CDS=1-1737	YER165W
OG0003708	augustus_masked-CR380958-processed-gene-12.57-mRNA-1_1&gene=augustus_masked-CR380958-processed-gene-12.57&CDS=1-2541	YER167W
OG0003709	snap_masked-CR380958-processed-gene-12.36-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-12.36&CDS=1-1593	YER168C
OG0003710	snap_masked-CR380958-processed-gene-12.24-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-12.24&CDS=1-2940	YER169W
OG0003711	maker-CR380958-snap-gene-12.2-mRNA-1_1&gene=maker-CR380958-snap-gene-12.2&CDS=1-3033	YER171W
OG0003712	snap_masked-CR380958-processed-gene-13.120-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.120&CDS=1-1983	YER173W
OG0003713	snap_masked-CR380958-processed-gene-13.121-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.121&CDS=1-3375	YER176W
OG0003714	snap_masked-CR380958-processed-gene-13.125-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.125&CDS=1-1224	YER178W
OG0003715	snap_masked-CR380958-processed-gene-13.126-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.126&CDS=1-1002	YER179W
OG0003716	augustus_masked-CR380958-processed-gene-13.33-mRNA-1_1&gene=augustus_masked-CR380958-processed-gene-13.33&CDS=1-789	YER180C
OG0003717	augustus_masked-CR380958-processed-gene-13.34-mRNA-1_1&gene=augustus_masked-CR380958-processed-gene-13.34&CDS=1-4611	YLR085C
OG0003718	snap_masked-CR380958-processed-gene-13.127-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.127&CDS=1-4194	YLR086W
OG0003719	snap_masked-CR380958-processed-gene-13.156-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.156&CDS=1-8943	YLR087C
OG0003720	snap_masked-CR380958-processed-gene-13.128-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.128&CDS=1-1773	YLR088W
OG0003721	augustus_masked-CR380958-processed-gene-13.36-mRNA-1_1&gene=augustus_masked-CR380958-processed-gene-13.36&CDS=1-1722	YLR089C
OG0003722	snap_masked-CR380958-processed-gene-13.129-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.129&CDS=1-1356	YLR090W
OG0003723	snap_masked-CR380958-processed-gene-13.158-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.158&CDS=1-858	YDR113C
OG0003724	snap_masked-CR380958-processed-gene-13.162-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.162&CDS=1-2679	YPL032C
OG0003725	snap_masked-CR380958-processed-gene-13.163-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.163&CDS=1-906	YPL031C
OG0003726	snap_masked-CR380958-processed-gene-13.132-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.132&CDS=1-468	YPL037C
OG0003727	snap_masked-CR380958-processed-gene-13.166-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.166&CDS=1-882	YPL039W
OG0003728	augustus_masked-CR380958-processed-gene-13.13-mRNA-1_1&gene=augustus_masked-CR380958-processed-gene-13.13&CDS=1-2949	YPL040C
OG0003729	snap_masked-CR380958-processed-gene-13.134-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.134&CDS=1-609	YPL041C
OG0003730	snap_masked-CR380958-processed-gene-13.135-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.135&CDS=1-1701	YPL042C
OG0003731	snap_masked-CR380958-processed-gene-13.167-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.167&CDS=1-2046	YPL043W
OG0003732	snap_masked-CR380958-processed-gene-13.168-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.168&CDS=1-2418	YPL045W
OG0003733	snap_masked-CR380958-processed-gene-13.136-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.136&CDS=1-291	YPL046C
OG0003734	snap_masked-CR380958-processed-gene-13.169-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.169&CDS=1-297	YPL047W
OG0003735	snap_masked-CR380958-processed-gene-13.137-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.137&CDS=1-795	YPL049C
OG0003736	snap_masked-CR380958-processed-gene-13.138-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.138&CDS=1-1179	YPL050C
OG0003737	snap_masked-CR380958-processed-gene-13.171-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.171&CDS=1-597	YPL051W
OG0003738	snap_masked-CR380958-processed-gene-13.172-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.172&CDS=1-1671	YMR029C
OG0003739	snap_masked-CR380958-processed-gene-13.173-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.173&CDS=1-501	YKL056C
OG0003740	snap_masked-CR380958-processed-gene-13.174-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.174&CDS=1-2655	YMR031C
OG0003741	snap_masked-CR380958-processed-gene-13.175-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.175&CDS=1-1311	YHR118C
OG0003742	augustus_masked-CR380958-processed-gene-13.21-mRNA-1_1&gene=augustus_masked-CR380958-processed-gene-13.21&CDS=1-6210	YHR120W
OG0003743	snap_masked-CR380958-processed-gene-13.143-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.143&CDS=1-555	YHR121W
OG0003744	snap_masked-CR380958-processed-gene-13.144-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.144&CDS=1-669	YHR122W
OG0003745	snap_masked-CR380958-processed-gene-13.146-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.146&CDS=1-2244	YHR124W
OG0003746	snap_masked-CR380958-processed-gene-13.176-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.176&CDS=1-3111	YLR071C
OG0003747	snap_masked-CR380958-processed-gene-13.177-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.177&CDS=1-609	YLR073C
OG0003748	augustus_masked-CR380958-processed-gene-13.27-mRNA-1_1&gene=augustus_masked-CR380958-processed-gene-13.27&CDS=1-1719	YLR077W
OG0003749	snap_masked-CR380958-processed-gene-13.178-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.178&CDS=1-720	YLR078C
OG0003750	snap_masked-CR380958-processed-gene-13.149-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.149&CDS=1-846	YLR079W
OG0003751	snap_masked-CR380958-processed-gene-13.179-mRNA-1_1&gene=snap_masked-CR380958-processed-gene-13.179&CDS=1-1938	YEL062W
OG0003752	snap_masked-CR380959-processed-gene-0.21-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-0.21&CDS=1-732	YJR144W
OG0003753	snap_masked-CR380959-processed-gene-0.3-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-0.3&CDS=1-2295	YJR143C
OG0003754	snap_masked-CR380959-processed-gene-0.22-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-0.22&CDS=1-1035	YJR142W
OG0003755	snap_masked-CR380959-processed-gene-0.23-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-0.23&CDS=1-1071	YJR141W
OG0003756	snap_masked-CR380959-processed-gene-0.4-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-0.4&CDS=1-4845	YJR140C
OG0003757	snap_masked-CR380959-processed-gene-0.5-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-0.5&CDS=1-1086	YJR139C
OG0003758	snap_masked-CR380959-processed-gene-0.25-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-0.25&CDS=1-5412	YJR138W
OG0003759	snap_masked-CR380959-processed-gene-0.6-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-0.6&CDS=1-4206	YJR137C
OG0003760	snap_masked-CR380959-processed-gene-0.7-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-0.7&CDS=1-1260	YJR136C
OG0003761	snap_masked-CR380959-processed-gene-0.26-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-0.26&CDS=1-261	YJR135W-A
OG0003762	snap_masked-CR380959-processed-gene-0.8-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-0.8&CDS=1-696	YJR135C
OG0003763	snap_masked-CR380959-processed-gene-0.9-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-0.9&CDS=1-1833	YJR134C
OG0003764	snap_masked-CR380959-processed-gene-0.27-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-0.27&CDS=1-624	YJR133W
OG0003765	snap_masked-CR380959-processed-gene-0.28-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-0.28&CDS=1-3138	YJR132W
OG0003766	snap_masked-CR380959-processed-gene-0.29-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-0.29&CDS=1-1641	YJR131W
OG0003767	snap_masked-CR380959-processed-gene-0.11-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-0.11&CDS=1-981	YJR129C
OG0003768	snap_masked-CR380959-processed-gene-0.14-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-0.14&CDS=1-2316	YJR126C
OG0003769	snap_masked-CR380959-processed-gene-0.15-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-0.15&CDS=1-1035	YLR447C
OG0003770	augustus_masked-CR380959-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-CR380959-processed-gene-0.91&CDS=1-1317	YLR446W
OG0003771	snap_masked-CR380959-processed-gene-0.32-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-0.32&CDS=1-570	YLR445W
OG0003772	snap_masked-CR380959-processed-gene-0.33-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-0.33&CDS=1-1311	YLR443W
OG0003773	snap_masked-CR380959-processed-gene-1.73-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-1.73&CDS=1-765	YLR441C
OG0003774	snap_masked-CR380959-processed-gene-1.74-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-1.74&CDS=1-1983	YLR440C
OG0003775	snap_masked-CR380959-processed-gene-1.77-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-1.77&CDS=1-945	YLR439W
OG0003776	snap_masked-CR380959-processed-gene-1.75-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-1.75&CDS=1-255	YLR438C-A
OG0003777	snap_masked-CR380959-processed-gene-1.78-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-1.78&CDS=1-1293	YLR438W
OG0003778	snap_masked-CR380959-processed-gene-1.76-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-1.76&CDS=1-348	YLR437C
OG0003779	snap_masked-CR380959-processed-gene-1.79-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-1.79&CDS=1-3909	YLR436C
OG0003780	snap_masked-CR380959-processed-gene-1.97-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-1.97&CDS=1-630	YLR435W
OG0003781	snap_masked-CR380959-processed-gene-1.80-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-1.80&CDS=1-1320	YLR431C
OG0003782	snap_masked-CR380959-processed-gene-1.98-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-1.98&CDS=1-5937	YLR430W
OG0003783	genemark-CR380959-processed-gene-1.11-mRNA-1_1&gene=genemark-CR380959-processed-gene-1.11&CDS=1-567	YDR339C
OG0003784	snap_masked-CR380959-processed-gene-1.82-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-1.82&CDS=1-2085	YDR338C
OG0003785	snap_masked-CR380959-processed-gene-1.99-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-1.99&CDS=1-882	YDR337W
OG0003786	snap_masked-CR380959-processed-gene-1.100-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-1.100&CDS=1-984	YDR336W
OG0003787	snap_masked-CR380959-processed-gene-1.101-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-1.101&CDS=1-3663	YDR335W
OG0003788	snap_masked-CR380959-processed-gene-1.83-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-1.83&CDS=1-972	YGR144W
OG0003789	snap_masked-CR380959-processed-gene-1.102-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-1.102&CDS=1-4350	YDR334W
OG0003790	snap_masked-CR380959-processed-gene-1.103-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-1.103&CDS=1-1002	YHR085W
OG0003791	snap_masked-CR380959-processed-gene-1.84-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-1.84&CDS=1-2157	YDR333C
OG0003792	augustus_masked-CR380959-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-CR380959-processed-gene-1.67&CDS=1-4572	YDR331W
OG0003793	snap_masked-CR380959-processed-gene-1.85-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-1.85&CDS=1-1416	YDR329C
OG0003794	snap_masked-CR380959-processed-gene-1.86-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-1.86&CDS=1-537	YDR328C
OG0003795	augustus_masked-CR380959-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-CR380959-processed-gene-1.68&CDS=1-3144	YDR325W
OG0003796	augustus_masked-CR380959-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-CR380959-processed-gene-1.53&CDS=1-2253	YDR324C
OG0003797	snap_masked-CR380959-processed-gene-1.89-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-1.89&CDS=1-1602	YDR323C
OG0003798	snap_masked-CR380959-processed-gene-1.90-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-1.90&CDS=1-432	YDR397C
OG0003799	snap_masked-CR380959-processed-gene-1.108-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-1.108&CDS=1-2853	YDR395W
OG0003800	augustus_masked-CR380959-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-CR380959-processed-gene-1.70&CDS=1-2145	YDR392W
OG0003801	snap_masked-CR380959-processed-gene-1.91-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-1.91&CDS=1-651	YDR391C
OG0003802	snap_masked-CR380959-processed-gene-1.92-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-1.92&CDS=1-1896	YDR390C
OG0003803	augustus_masked-CR380959-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-CR380959-processed-gene-1.71&CDS=1-1767	YDR389W
OG0003804	augustus_masked-CR380959-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-CR380959-processed-gene-1.72&CDS=1-1398	YDR388W
OG0003805	snap_masked-CR380959-processed-gene-1.95-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-1.95&CDS=1-1641	YDR387C
OG0003806	snap_masked-CR380959-processed-gene-2.0-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-2.0&CDS=1-4155	YBR081C
OG0003807	snap_masked-CR380959-processed-gene-2.5-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-2.5&CDS=1-2853	YBR079C
OG0003808	augustus_masked-CR380959-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-CR380959-processed-gene-2.75&CDS=1-453	YBR077C
OG0003809	augustus_masked-CR380959-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-CR380959-processed-gene-2.86&CDS=1-747	YBR076W
OG0003810	augustus_masked-CR380959-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-CR380959-processed-gene-2.87&CDS=1-5490	YBR073W
OG0003811	augustus_masked-CR380959-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-CR380959-processed-gene-2.77&CDS=1-2208	YPL164C
OG0003812	snap_masked-CR380959-processed-gene-2.20-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-2.20&CDS=1-651	YPL166W
OG0003813	snap_masked-CR380959-processed-gene-2.9-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-2.9&CDS=1-4443	YPL167C
OG0003814	snap_masked-CR380959-processed-gene-2.21-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-2.21&CDS=1-867	YPL162C
OG0003815	augustus_masked-CR380959-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-CR380959-processed-gene-2.90&CDS=1-1812	YPL161C
OG0003816	augustus_masked-CR380959-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-CR380959-processed-gene-2.91&CDS=1-723	YPL159C
OG0003817	snap_masked-CR380959-processed-gene-2.24-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-2.24&CDS=1-2034	YPL158C
OG0003818	snap_masked-CR380959-processed-gene-2.10-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-2.10&CDS=1-999	YPL157W
OG0003819	snap_masked-CR380959-processed-gene-2.25-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-2.25&CDS=1-699	YPL156C
OG0003820	augustus_masked-CR380959-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-CR380959-processed-gene-2.94&CDS=1-1965	YPL155C
OG0003821	snap_masked-CR380959-processed-gene-2.27-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-2.27&CDS=1-1245	YPL154C
OG0003822	augustus_masked-CR380959-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-CR380959-processed-gene-2.96&CDS=1-2301	YPL153C
OG0003823	snap_masked-CR380959-processed-gene-2.11-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-2.11&CDS=1-1074	YPL152W
OG0003824	snap_masked-CR380959-processed-gene-2.29-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-2.29&CDS=1-1281	YPL151C
OG0003825	snap_masked-CR380959-processed-gene-2.12-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-2.12&CDS=1-2679	YPL150W
OG0003826	snap_masked-CR380959-processed-gene-2.13-mRNA-1_1&gene=snap_masked-CR380959-processed-gene-2.13&CDS=1-810	YPL149W
