	Saccharomyces_cerevisiae	yHMPu5000035046_Barnettozyma_populi
OG0002624	YLR438C-A	maker-NODE_25_length_128994_cov_14.253_ID_6542-snap-gene-0.63-mRNA-1_1&gene=maker-NODE_25_length_128994_cov_14.253_ID_6542-snap-gene-0.63&CDS=1-267
OG0002625	YLR438W	snap_masked-NODE_34_length_93528_cov_12.5073_ID_5348-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_34_length_93528_cov_12.5073_ID_5348-processed-gene-0.23&CDS=1-1281
OG0002626	YLR439W	snap_masked-NODE_25_length_128994_cov_14.253_ID_6542-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_25_length_128994_cov_14.253_ID_6542-processed-gene-0.96&CDS=1-822
OG0002627	YLR443W	augustus_masked-NODE_34_length_93528_cov_12.5073_ID_5348-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_34_length_93528_cov_12.5073_ID_5348-processed-gene-0.89&CDS=1-1308
OG0002628	YLR446W	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-1.79-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-1.79&CDS=1-1263
OG0002629	YLR447C	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-0.104&CDS=1-1032
OG0002630	YLR451W	maker-NODE_1_length_973885_cov_13.6909_ID_9548-augustus-gene-8.286-mRNA-1_1&gene=maker-NODE_1_length_973885_cov_13.6909_ID_9548-augustus-gene-8.286&CDS=1-4944
OG0002631	YLR452C	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-8.88-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-8.88&CDS=1-2130
OG0002632	YLR454W	augustus_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-0.31&CDS=1-8049
OG0002633	YLR459W	snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-2.82-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-2.82&CDS=1-1197
OG0002634	YML001W	maker-NODE_40_length_71274_cov_11.9838_ID_5744-augustus-gene-0.134-mRNA-1_1&gene=maker-NODE_40_length_71274_cov_11.9838_ID_5744-augustus-gene-0.134&CDS=1-714
OG0002635	YML002W	snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-4.132-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-4.132&CDS=1-3528
OG0002636	YML004C	augustus_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.120&CDS=1-1008
OG0002637	YML005W	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.100-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.100&CDS=1-1284
OG0002638	YML006C	augustus_masked-NODE_20_length_167655_cov_13.194_ID_8468-processed-gene-0.234-mRNA-1_1&gene=augustus_masked-NODE_20_length_167655_cov_13.194_ID_8468-processed-gene-0.234&CDS=1-1344
OG0002639	YML007W	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-7.237-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-7.237&CDS=1-1302
OG0002640	YML008C	snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-2.263-mRNA-1_1&gene=snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-2.263&CDS=1-1119
OG0002641	YML009C	maker-NODE_3_length_802383_cov_13.3796_ID_5639-snap-gene-7.73-mRNA-1_1&gene=maker-NODE_3_length_802383_cov_13.3796_ID_5639-snap-gene-7.73&CDS=1-222
OG0002642	YML010W	augustus_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.132-mRNA-1_1&gene=augustus_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.132&CDS=1-3165
OG0002643	YML011C	augustus_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.109-mRNA-1_1&gene=augustus_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.109&CDS=1-528
OG0002644	YML012W	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.199-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.199&CDS=1-633
OG0002645	YML013W	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-4.12-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-4.12&CDS=1-1542
OG0002646	YML014W	genemark-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.47-mRNA-1_1&gene=genemark-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.47&CDS=1-1998
OG0002647	YML015C	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.161-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.161&CDS=1-834
OG0002648	YML017W	augustus_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.102-mRNA-1_1&gene=augustus_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.102&CDS=1-2064
OG0002649	YML018C	maker-NODE_3_length_802383_cov_13.3796_ID_5639-snap-gene-7.79-mRNA-1_1&gene=maker-NODE_3_length_802383_cov_13.3796_ID_5639-snap-gene-7.79&CDS=1-1968
OG0002650	YML020W	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.195-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.195&CDS=1-2016
OG0002651	YML021C	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.165-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.165&CDS=1-987
OG0002652	YML022W	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.167-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.167&CDS=1-567
OG0002653	YML023C	augustus_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.106-mRNA-1_1&gene=augustus_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.106&CDS=1-1728
OG0002654	YML025C	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-8.32-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-8.32&CDS=1-765
OG0002655	YML028W	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-3.99-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-3.99&CDS=1-594
OG0002656	YML029W	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-3.72-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-3.72&CDS=1-2238
OG0002657	YML030W	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-3.66-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-3.66&CDS=1-441
OG0002658	YML031W	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-3.94-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-3.94&CDS=1-1719
OG0002659	YML032C	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-3.70-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-3.70&CDS=1-1257
OG0002660	YML034W	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-4.146-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-4.146&CDS=1-2712
OG0002661	YML035C	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.83-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.83&CDS=1-2343
OG0002662	YML036W	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-2.92-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-2.92&CDS=1-516
OG0002663	YML038C	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-2.128-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-2.128&CDS=1-1224
OG0002664	YML042W	augustus_masked-NODE_20_length_167655_cov_13.194_ID_8468-processed-gene-0.224-mRNA-1_1&gene=augustus_masked-NODE_20_length_167655_cov_13.194_ID_8468-processed-gene-0.224&CDS=1-1863
OG0002665	YML043C	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-6.123-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-6.123&CDS=1-1467
OG0002666	YML046W	augustus_masked-NODE_24_length_130896_cov_16.6656_ID_9097-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_24_length_130896_cov_16.6656_ID_9097-processed-gene-0.113&CDS=1-1758
OG0002667	YML048W	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-6.124-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-6.124&CDS=1-1158
OG0002668	YML049C	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-6.108-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-6.108&CDS=1-3384
OG0002669	YML052W	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-1.97-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-1.97&CDS=1-834
OG0002670	YML054C	augustus_masked-NODE_24_length_130896_cov_16.6656_ID_9097-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-NODE_24_length_130896_cov_16.6656_ID_9097-processed-gene-0.152&CDS=1-1725
OG0002671	YML055W	snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-4.84-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-4.84&CDS=1-528
OG0002672	YML056C	maker-NODE_34_length_93528_cov_12.5073_ID_5348-snap-gene-0.50-mRNA-1_1&gene=maker-NODE_34_length_93528_cov_12.5073_ID_5348-snap-gene-0.50&CDS=1-1566
OG0002673	YML057W	snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-4.83-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-4.83&CDS=1-1716
OG0002674	YML059C	augustus_masked-NODE_25_length_128994_cov_14.253_ID_6542-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_25_length_128994_cov_14.253_ID_6542-processed-gene-0.27&CDS=1-4047
OG0002675	YML060W	snap_masked-NODE_25_length_128994_cov_14.253_ID_6542-processed-gene-0.125-mRNA-1_1&gene=snap_masked-NODE_25_length_128994_cov_14.253_ID_6542-processed-gene-0.125&CDS=1-1044
OG0002676	YML061C	snap_masked-NODE_25_length_128994_cov_14.253_ID_6542-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_25_length_128994_cov_14.253_ID_6542-processed-gene-0.97&CDS=1-2556
OG0002677	YML064C	snap_masked-NODE_34_length_93528_cov_12.5073_ID_5348-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_34_length_93528_cov_12.5073_ID_5348-processed-gene-0.41&CDS=1-618
OG0002678	YML065W	snap_masked-NODE_34_length_93528_cov_12.5073_ID_5348-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_34_length_93528_cov_12.5073_ID_5348-processed-gene-0.20&CDS=1-2205
OG0002679	YML066C	snap_masked-NODE_34_length_93528_cov_12.5073_ID_5348-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_34_length_93528_cov_12.5073_ID_5348-processed-gene-0.39&CDS=1-1488
OG0002680	YML067C	genemark-NODE_20_length_167655_cov_13.194_ID_8468-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_20_length_167655_cov_13.194_ID_8468-processed-gene-0.83&CDS=1-1017
OG0002681	YML068W	snap_masked-NODE_20_length_167655_cov_13.194_ID_8468-processed-gene-0.120-mRNA-1_1&gene=snap_masked-NODE_20_length_167655_cov_13.194_ID_8468-processed-gene-0.120&CDS=1-1383
OG0002682	YML069W	snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.109-mRNA-1_1&gene=snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.109&CDS=1-1611
OG0002683	YML070W	snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.149-mRNA-1_1&gene=snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.149&CDS=1-1740
OG0002684	YML071C	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-0.103&CDS=1-1602
OG0002685	YML072C	genemark-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-0.19&CDS=1-4770
OG0002686	YML073C	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-4.115-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-4.115&CDS=1-528
OG0002687	YML076C	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-0.83&CDS=1-2280
OG0002688	YML077W	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.117-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.117&CDS=1-492
OG0002689	YML080W	augustus_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.60&CDS=1-3402
OG0002690	YML081C-A	snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-3.183-mRNA-1_1&gene=snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-3.183&CDS=1-183
OG0002691	YML081W	snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-3.184-mRNA-1_1&gene=snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-3.184&CDS=1-3396
OG0002692	YML085C	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-2.109-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-2.109&CDS=1-1347
OG0002693	YML086C	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-2.110-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-2.110&CDS=1-1587
OG0002694	YML088W	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.149-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.149&CDS=1-1815
OG0002695	YML091C	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.151-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.151&CDS=1-2229
OG0002696	YML092C	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.173-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.173&CDS=1-750
OG0002697	YML093W	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.153-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.153&CDS=1-2634
OG0002698	YML094W	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.172-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.172&CDS=1-468
OG0002699	YML095C	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-2.56-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-2.56&CDS=1-651
OG0002700	YML096W	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-2.64-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-2.64&CDS=1-1440
OG0002701	YML097C	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-2.90-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-2.90&CDS=1-789
OG0002702	YML098W	snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-1.55-mRNA-1_1&gene=snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-1.55&CDS=1-549
OG0002703	YML099C	snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-1.32-mRNA-1_1&gene=snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-1.32&CDS=1-2619
OG0002704	YML102W	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-1.123-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-1.123&CDS=1-1758
OG0002705	YML103C	snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-3.185-mRNA-1_1&gene=snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-3.185&CDS=1-4668
OG0002706	YML104C	genemark-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.152-mRNA-1_1&gene=genemark-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.152&CDS=1-3459
OG0002707	YML105C	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.95-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.95&CDS=1-789
OG0002708	YML110C	snap_masked-NODE_26_length_128712_cov_13.768_ID_5260-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_26_length_128712_cov_13.768_ID_5260-processed-gene-0.114&CDS=1-840
OG0002709	YML112W	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.169-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.169&CDS=1-804
OG0002710	YML114C	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-0.99&CDS=1-1461
OG0002711	YML115C	maker-NODE_25_length_128994_cov_14.253_ID_6542-snap-gene-0.65-mRNA-1_1&gene=maker-NODE_25_length_128994_cov_14.253_ID_6542-snap-gene-0.65&CDS=1-1500
OG0002712	YML121W	maker-NODE_30_length_117652_cov_15.2091_ID_5561-snap-gene-0.59-mRNA-1_1&gene=maker-NODE_30_length_117652_cov_15.2091_ID_5561-snap-gene-0.59&CDS=1-906
OG0002713	YML123C	snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.212-mRNA-1_1&gene=snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.212&CDS=1-1704
OG0002714	YML125C	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-4.50-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-4.50&CDS=1-918
OG0002715	YML126C	maker-NODE_7_length_436048_cov_13.5576_ID_3675-snap-gene-1.61-mRNA-1_1&gene=maker-NODE_7_length_436048_cov_13.5576_ID_3675-snap-gene-1.61&CDS=1-1341
OG0002716	YML127W	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.171-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.171&CDS=1-1518
OG0002717	YML128C	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.152-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.152&CDS=1-1668
OG0002718	YML129C	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.175-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.175&CDS=1-177
OG0002719	YML130C	snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-1.31&CDS=1-1434
OG0002720	YML131W	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-3.98-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-3.98&CDS=1-1098
OG0002721	YMR001C	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-1.126-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-1.126&CDS=1-2070
OG0002722	YMR002W	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-1.111-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-1.111&CDS=1-450
OG0002723	YMR003W	augustus_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-1.65&CDS=1-897
OG0002724	YMR004W	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-1.133-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-1.133&CDS=1-1347
OG0002725	YMR005W	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-1.114-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-1.114&CDS=1-1110
OG0002726	YMR009W	maker-NODE_8_length_421371_cov_15.4557_ID_6383-snap-gene-2.113-mRNA-1_1&gene=maker-NODE_8_length_421371_cov_15.4557_ID_6383-snap-gene-2.113&CDS=1-921
OG0002727	YMR010W	snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-0.57&CDS=1-414
OG0002728	YMR012W	snap_masked-NODE_33_length_98008_cov_13.4306_ID_6337-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_33_length_98008_cov_13.4306_ID_6337-processed-gene-0.49&CDS=1-3768
OG0002729	YMR013C	snap_masked-NODE_40_length_71274_cov_11.9838_ID_5744-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_40_length_71274_cov_11.9838_ID_5744-processed-gene-0.37&CDS=1-1611
OG0002730	YMR014W	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-7.229-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-7.229&CDS=1-1401
OG0002731	YMR015C	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-4.111-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-4.111&CDS=1-1623
OG0002732	YMR020W	genemark-NODE_22_length_135631_cov_14.9371_ID_10957-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_22_length_135631_cov_14.9371_ID_10957-processed-gene-0.32&CDS=1-1392
OG0002733	YMR022W	snap_masked-NODE_33_length_98008_cov_13.4306_ID_6337-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_33_length_98008_cov_13.4306_ID_6337-processed-gene-0.50&CDS=1-510
OG0002734	YMR023C	genemark-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-5.38-mRNA-1_1&gene=genemark-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-5.38&CDS=1-1473
OG0002735	YMR024W	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-4.136-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-4.136&CDS=1-1017
OG0002736	YMR027W	snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.99&CDS=1-1353
OG0002737	YMR028W	snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.75&CDS=1-1017
OG0002738	YMR029C	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-6.125-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-6.125&CDS=1-594
