	Metschnikowia_shivogae	Saccharomyces_cerevisiae
OG0002672	snap_masked-shi_s76-processed-gene-5.74-mRNA-1_1&gene=snap_masked-shi_s76-processed-gene-5.74&CDS=1-4743	YNL139C
OG0002673	genemark-shi_s76-processed-gene-5.150-mRNA-1_1&gene=genemark-shi_s76-processed-gene-5.150&CDS=1-1155	YPR186C
OG0002674	genemark-shi_s76-processed-gene-5.129-mRNA-1_1&gene=genemark-shi_s76-processed-gene-5.129&CDS=1-453	YDR397C
OG0002675	snap_masked-shi_s76-processed-gene-5.102-mRNA-1_1&gene=snap_masked-shi_s76-processed-gene-5.102&CDS=1-270	YER074W-A
OG0002676	genemark-shi_s76-processed-gene-5.131-mRNA-1_1&gene=genemark-shi_s76-processed-gene-5.131&CDS=1-1062	YGR048W
OG0002677	genemark-shi_s76-processed-gene-5.132-mRNA-1_1&gene=genemark-shi_s76-processed-gene-5.132&CDS=1-2688	YKL073W
OG0002678	snap_masked-shi_s76-processed-gene-5.82-mRNA-1_1&gene=snap_masked-shi_s76-processed-gene-5.82&CDS=1-1764	YKL074C
OG0002679	genemark-shi_s76-processed-gene-5.153-mRNA-1_1&gene=genemark-shi_s76-processed-gene-5.153&CDS=1-963	YMR055C
OG0002680	genemark-shi_s76-processed-gene-5.134-mRNA-1_1&gene=genemark-shi_s76-processed-gene-5.134&CDS=1-861	YCL031C
OG0002681	snap_masked-shi_s76-processed-gene-5.84-mRNA-1_1&gene=snap_masked-shi_s76-processed-gene-5.84&CDS=1-810	YMR289W
OG0002682	genemark-shi_s76-processed-gene-5.154-mRNA-1_1&gene=genemark-shi_s76-processed-gene-5.154&CDS=1-906	YGR208W
OG0002683	snap_masked-shi_s76-processed-gene-5.107-mRNA-1_1&gene=snap_masked-shi_s76-processed-gene-5.107&CDS=1-1443	YJL025W
OG0002684	genemark-shi_s76-processed-gene-5.158-mRNA-1_1&gene=genemark-shi_s76-processed-gene-5.158&CDS=1-2157	YDR017C
OG0002685	genemark-shi_s76-processed-gene-5.139-mRNA-1_1&gene=genemark-shi_s76-processed-gene-5.139&CDS=1-459	YLR170C
OG0002686	genemark-shi_s76-processed-gene-5.140-mRNA-1_1&gene=genemark-shi_s76-processed-gene-5.140&CDS=1-2817	YDL031W
OG0002687	genemark-shi_s76-processed-gene-5.159-mRNA-1_1&gene=genemark-shi_s76-processed-gene-5.159&CDS=1-1419	YOL123W
OG0002688	genemark-shi_s76-processed-gene-5.141-mRNA-1_1&gene=genemark-shi_s76-processed-gene-5.141&CDS=1-1314	YOL124C
OG0002689	genemark-shi_s76-processed-gene-6.60-mRNA-1_1&gene=genemark-shi_s76-processed-gene-6.60&CDS=1-969	YGR144W
OG0002690	genemark-shi_s76-processed-gene-6.61-mRNA-1_1&gene=genemark-shi_s76-processed-gene-6.61&CDS=1-2850	YLR277C
OG0002691	maker-shi_s76-snap-gene-6.175-mRNA-1_1&gene=maker-shi_s76-snap-gene-6.175&CDS=1-3939	YLR289W
OG0002692	genemark-shi_s76-processed-gene-6.65-mRNA-1_1&gene=genemark-shi_s76-processed-gene-6.65&CDS=1-1683	YER086W
OG0002693	snap_masked-shi_s76-processed-gene-6.7-mRNA-1_1&gene=snap_masked-shi_s76-processed-gene-6.7&CDS=1-588	YGR058W
OG0002694	genemark-shi_s76-processed-gene-6.70-mRNA-1_1&gene=genemark-shi_s76-processed-gene-6.70&CDS=1-1092	YMR228W
OG0002695	genemark-shi_s76-processed-gene-6.94-mRNA-1_1&gene=genemark-shi_s76-processed-gene-6.94&CDS=1-2214	YMR061W
OG0002696	genemark-shi_s76-processed-gene-6.71-mRNA-1_1&gene=genemark-shi_s76-processed-gene-6.71&CDS=1-1023	YMR060C
OG0002697	genemark-shi_s76-processed-gene-6.72-mRNA-1_1&gene=genemark-shi_s76-processed-gene-6.72&CDS=1-1326	YKL077W
OG0002698	snap_masked-shi_s76-processed-gene-6.16-mRNA-1_1&gene=snap_masked-shi_s76-processed-gene-6.16&CDS=1-1428	YKL175W
OG0002699	snap_masked-shi_s76-processed-gene-6.41-mRNA-1_1&gene=snap_masked-shi_s76-processed-gene-6.41&CDS=1-1239	YHL020C
OG0002700	genemark-shi_s76-processed-gene-6.75-mRNA-1_1&gene=genemark-shi_s76-processed-gene-6.75&CDS=1-603	YFL010C
OG0002701	genemark-shi_s76-processed-gene-6.97-mRNA-1_1&gene=genemark-shi_s76-processed-gene-6.97&CDS=1-612	YFL005W
OG0002702	maker-shi_s76-augustus-gene-6.172-mRNA-1_1&gene=maker-shi_s76-augustus-gene-6.172&CDS=1-4644	YLR060W
OG0002703	snap_masked-shi_s76-processed-gene-6.21-mRNA-1_1&gene=snap_masked-shi_s76-processed-gene-6.21&CDS=1-3738	YJL197W
OG0002704	augustus_masked-shi_s76-processed-gene-6.133-mRNA-1_1&gene=augustus_masked-shi_s76-processed-gene-6.133&CDS=1-867	YLR063W
OG0002705	genemark-shi_s76-processed-gene-6.100-mRNA-1_1&gene=genemark-shi_s76-processed-gene-6.100&CDS=1-1041	YPL015C
OG0002706	genemark-shi_s76-processed-gene-6.78-mRNA-1_1&gene=genemark-shi_s76-processed-gene-6.78&CDS=1-3009	YPL009C
OG0002707	genemark-shi_s76-processed-gene-6.101-mRNA-1_1&gene=genemark-shi_s76-processed-gene-6.101&CDS=1-960	YNL229C
OG0002708	genemark-shi_s76-processed-gene-6.80-mRNA-1_1&gene=genemark-shi_s76-processed-gene-6.80&CDS=1-861	YLR126C
OG0002709	augustus_masked-shi_s76-processed-gene-6.137-mRNA-1_1&gene=augustus_masked-shi_s76-processed-gene-6.137&CDS=1-969	YIL061C
OG0002710	genemark-shi_s76-processed-gene-6.82-mRNA-1_1&gene=genemark-shi_s76-processed-gene-6.82&CDS=1-1746	YNL308C
OG0002711	maker-shi_s76-augustus-gene-6.173-mRNA-1_1&gene=maker-shi_s76-augustus-gene-6.173&CDS=1-1641	YDR044W
OG0002712	genemark-shi_s76-processed-gene-6.108-mRNA-1_1&gene=genemark-shi_s76-processed-gene-6.108&CDS=1-1119	YOR166C
OG0002713	genemark-shi_s76-processed-gene-6.109-mRNA-1_1&gene=genemark-shi_s76-processed-gene-6.109&CDS=1-1821	YFR048W
OG0002714	snap_masked-shi_s76-processed-gene-6.28-mRNA-1_1&gene=snap_masked-shi_s76-processed-gene-6.28&CDS=1-2148	YGL245W
OG0002715	genemark-shi_s76-processed-gene-6.85-mRNA-1_1&gene=genemark-shi_s76-processed-gene-6.85&CDS=1-741	YDL087C
OG0002716	genemark-shi_s76-processed-gene-6.111-mRNA-1_1&gene=genemark-shi_s76-processed-gene-6.111&CDS=1-1365	YJR117W
OG0002717	genemark-shi_s76-processed-gene-6.86-mRNA-1_1&gene=genemark-shi_s76-processed-gene-6.86&CDS=1-1995	YLL007C
OG0002718	maker-shi_s76-augustus-gene-6.170-mRNA-1_1&gene=maker-shi_s76-augustus-gene-6.170&CDS=1-2718	YLL008W
OG0002719	genemark-shi_s77-processed-gene-0.26-mRNA-1_1&gene=genemark-shi_s77-processed-gene-0.26&CDS=1-936	YMR161W
OG0002720	genemark-shi_s77-processed-gene-0.27-mRNA-1_1&gene=genemark-shi_s77-processed-gene-0.27&CDS=1-3255	YDL102W
OG0002721	maker-shi_s77-augustus-gene-0.133-mRNA-1_1&gene=maker-shi_s77-augustus-gene-0.133&CDS=1-2076	YDL119C
OG0002722	augustus_masked-shi_s77-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-shi_s77-processed-gene-0.119&CDS=1-1809	YGL155W
OG0002723	genemark-shi_s77-processed-gene-0.6-mRNA-1_1&gene=genemark-shi_s77-processed-gene-0.6&CDS=1-321	YJR085C
OG0002724	genemark-shi_s77-processed-gene-0.34-mRNA-1_1&gene=genemark-shi_s77-processed-gene-0.34&CDS=1-729	YNL178W
OG0002725	genemark-shi_s77-processed-gene-0.35-mRNA-1_1&gene=genemark-shi_s77-processed-gene-0.35&CDS=1-4044	YGR061C
OG0002726	genemark-shi_s77-processed-gene-0.8-mRNA-1_1&gene=genemark-shi_s77-processed-gene-0.8&CDS=1-444	YOR224C
OG0002727	augustus_masked-shi_s77-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-shi_s77-processed-gene-0.126&CDS=1-1494	YKL035W
OG0002728	genemark-shi_s77-processed-gene-0.11-mRNA-1_1&gene=genemark-shi_s77-processed-gene-0.11&CDS=1-1263	YOR209C
OG0002729	genemark-shi_s77-processed-gene-0.12-mRNA-1_1&gene=genemark-shi_s77-processed-gene-0.12&CDS=1-2964	YPL125W
OG0002730	genemark-shi_s77-processed-gene-0.13-mRNA-1_1&gene=genemark-shi_s77-processed-gene-0.13&CDS=1-756	YPL132W
OG0002731	maker-shi_s77-augustus-gene-0.131-mRNA-1_1&gene=maker-shi_s77-augustus-gene-0.131&CDS=1-1095	YJL031C
OG0002732	genemark-shi_s77-processed-gene-0.41-mRNA-1_1&gene=genemark-shi_s77-processed-gene-0.41&CDS=1-1356	YBR199W
OG0002733	genemark-shi_s77-processed-gene-0.16-mRNA-1_1&gene=genemark-shi_s77-processed-gene-0.16&CDS=1-1995	YPL104W
OG0002734	genemark-shi_s77-processed-gene-0.42-mRNA-1_1&gene=genemark-shi_s77-processed-gene-0.42&CDS=1-2109	YJL010C
OG0002735	genemark-shi_s77-processed-gene-0.17-mRNA-1_1&gene=genemark-shi_s77-processed-gene-0.17&CDS=1-1383	YOR056C
OG0002736	genemark-shi_s77-processed-gene-0.19-mRNA-1_1&gene=genemark-shi_s77-processed-gene-0.19&CDS=1-2061	YDR295C
OG0002737	genemark-shi_s77-processed-gene-0.20-mRNA-1_1&gene=genemark-shi_s77-processed-gene-0.20&CDS=1-1758	YDR294C
OG0002738	augustus_masked-shi_s77-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-shi_s77-processed-gene-0.110&CDS=1-4866	YOR058C
OG0002739	maker-shi_s77-augustus-gene-1.8-mRNA-1_1&gene=maker-shi_s77-augustus-gene-1.8&CDS=1-3834	YGL099W
OG0002740	genemark-shi_s77-processed-gene-1.102-mRNA-1_1&gene=genemark-shi_s77-processed-gene-1.102&CDS=1-1815	YER080W
OG0002741	genemark-shi_s77-processed-gene-1.106-mRNA-1_1&gene=genemark-shi_s77-processed-gene-1.106&CDS=1-489	YBR254C
OG0002742	augustus_masked-shi_s77-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-shi_s77-processed-gene-1.15&CDS=1-2019	YBR255W
OG0002743	genemark-shi_s77-processed-gene-1.109-mRNA-1_1&gene=genemark-shi_s77-processed-gene-1.109&CDS=1-1410	YOL027C
OG0002744	snap_masked-shi_s77-processed-gene-1.63-mRNA-1_1&gene=snap_masked-shi_s77-processed-gene-1.63&CDS=1-1611	YPR018W
OG0002745	maker-shi_s77-augustus-gene-1.6-mRNA-1_1&gene=maker-shi_s77-augustus-gene-1.6&CDS=1-3930	YER169W
OG0002746	genemark-shi_s77-processed-gene-1.131-mRNA-1_1&gene=genemark-shi_s77-processed-gene-1.131&CDS=1-483	YPR098C
OG0002747	genemark-shi_s77-processed-gene-1.132-mRNA-1_1&gene=genemark-shi_s77-processed-gene-1.132&CDS=1-3624	YDR097C
OG0002748	snap_masked-shi_s77-processed-gene-1.87-mRNA-1_1&gene=snap_masked-shi_s77-processed-gene-1.87&CDS=1-1638	YLR107W
OG0002749	augustus_masked-shi_s77-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-shi_s77-processed-gene-1.41&CDS=1-2403	YDR264C
OG0002750	snap_masked-shi_s77-processed-gene-1.74-mRNA-1_1&gene=snap_masked-shi_s77-processed-gene-1.74&CDS=1-14850	YLR106C
OG0002751	maker-shi_s77-snap-gene-1.4-mRNA-1_1&gene=maker-shi_s77-snap-gene-1.4&CDS=1-7710	YDR127W
OG0002752	genemark-shi_s77-processed-gene-1.121-mRNA-1_1&gene=genemark-shi_s77-processed-gene-1.121&CDS=1-1014	YDR460W
OG0002753	genemark-shi_s77-processed-gene-1.123-mRNA-1_1&gene=genemark-shi_s77-processed-gene-1.123&CDS=1-1344	YDR527W
OG0002754	snap_masked-shi_s77-processed-gene-1.99-mRNA-1_1&gene=snap_masked-shi_s77-processed-gene-1.99&CDS=1-234	YDR525W-A
OG0002755	genemark-shi_s77-processed-gene-1.125-mRNA-1_1&gene=genemark-shi_s77-processed-gene-1.125&CDS=1-2502	YCL045C
OG0002756	genemark-shi_s77-processed-gene-2.116-mRNA-1_1&gene=genemark-shi_s77-processed-gene-2.116&CDS=1-1596	YDR479C
OG0002757	genemark-shi_s77-processed-gene-2.117-mRNA-1_1&gene=genemark-shi_s77-processed-gene-2.117&CDS=1-1332	YOR025W
OG0002758	maker-shi_s77-augustus-gene-2.52-mRNA-1_1&gene=maker-shi_s77-augustus-gene-2.52&CDS=1-2949	YOR125C
OG0002759	genemark-shi_s77-processed-gene-2.141-mRNA-1_1&gene=genemark-shi_s77-processed-gene-2.141&CDS=1-1914	YDL035C
OG0002760	genemark-shi_s77-processed-gene-2.121-mRNA-1_1&gene=genemark-shi_s77-processed-gene-2.121&CDS=1-1062	YFL026W
OG0002761	genemark-shi_s77-processed-gene-2.122-mRNA-1_1&gene=genemark-shi_s77-processed-gene-2.122&CDS=1-804	YNL032W
OG0002762	genemark-shi_s77-processed-gene-2.144-mRNA-1_1&gene=genemark-shi_s77-processed-gene-2.144&CDS=1-426	YIL087C
OG0002763	maker-shi_s77-augustus-gene-2.53-mRNA-1_1&gene=maker-shi_s77-augustus-gene-2.53&CDS=1-2409	YJL127C
OG0002764	genemark-shi_s77-processed-gene-2.126-mRNA-1_1&gene=genemark-shi_s77-processed-gene-2.126&CDS=1-2925	YKR050W
OG0002765	genemark-shi_s77-processed-gene-2.127-mRNA-1_1&gene=genemark-shi_s77-processed-gene-2.127&CDS=1-855	YNL075W
OG0002766	genemark-shi_s77-processed-gene-2.128-mRNA-1_1&gene=genemark-shi_s77-processed-gene-2.128&CDS=1-3810	YER093C
OG0002767	genemark-shi_s77-processed-gene-2.129-mRNA-1_1&gene=genemark-shi_s77-processed-gene-2.129&CDS=1-711	YJL115W
OG0002768	maker-shi_s77-snap-gene-2.170-mRNA-1_1&gene=maker-shi_s77-snap-gene-2.170&CDS=1-1878	YBR287W
OG0002769	snap_masked-shi_s77-processed-gene-2.78-mRNA-1_1&gene=snap_masked-shi_s77-processed-gene-2.78&CDS=1-633	YGR053C
OG0002770	genemark-shi_s77-processed-gene-2.154-mRNA-1_1&gene=genemark-shi_s77-processed-gene-2.154&CDS=1-1194	YLR355C
OG0002771	genemark-shi_s77-processed-gene-2.156-mRNA-1_1&gene=genemark-shi_s77-processed-gene-2.156&CDS=1-483	YIR037W
OG0002772	genemark-shi_s77-processed-gene-2.158-mRNA-1_1&gene=genemark-shi_s77-processed-gene-2.158&CDS=1-573	YNL099C
OG0002773	genemark-shi_s77-processed-gene-2.134-mRNA-1_1&gene=genemark-shi_s77-processed-gene-2.134&CDS=1-447	YOR103C
OG0002774	genemark-shi_s77-processed-gene-2.159-mRNA-1_1&gene=genemark-shi_s77-processed-gene-2.159&CDS=1-729	YOR101W
OG0002775	genemark-shi_s77-processed-gene-2.160-mRNA-1_1&gene=genemark-shi_s77-processed-gene-2.160&CDS=1-993	YNL097C
OG0002776	genemark-shi_s77-processed-gene-2.161-mRNA-1_1&gene=genemark-shi_s77-processed-gene-2.161&CDS=1-2067	YJL168C
OG0002777	genemark-shi_s77-processed-gene-2.137-mRNA-1_1&gene=genemark-shi_s77-processed-gene-2.137&CDS=1-1248	YOL016C
OG0002778	genemark-shi_s77-processed-gene-2.138-mRNA-1_1&gene=genemark-shi_s77-processed-gene-2.138&CDS=1-1320	YLR231C
OG0002779	genemark-shi_s77-processed-gene-2.165-mRNA-1_1&gene=genemark-shi_s77-processed-gene-2.165&CDS=1-1317	YGR254W
OG0002780	genemark-shi_s77-processed-gene-2.139-mRNA-1_1&gene=genemark-shi_s77-processed-gene-2.139&CDS=1-408	YJR082C
OG0002781	genemark-shi_s77-processed-gene-2.166-mRNA-1_1&gene=genemark-shi_s77-processed-gene-2.166&CDS=1-405	YDR462W
OG0002782	maker-shi_s77-augustus-gene-2.57-mRNA-1_1&gene=maker-shi_s77-augustus-gene-2.57&CDS=1-1584	YLR025W
OG0002783	genemark-shi_s77-processed-gene-3.89-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.89&CDS=1-1344	YFL037W
OG0002784	genemark-shi_s77-processed-gene-3.94-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.94&CDS=1-312	YDL081C
OG0002785	genemark-shi_s77-processed-gene-3.97-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.97&CDS=1-1857	YHR194W
OG0002786	genemark-shi_s77-processed-gene-3.138-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.138&CDS=1-1065	YLR418C
OG0002787	genemark-shi_s77-processed-gene-3.101-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.101&CDS=1-2424	YLR424W
OG0002788	genemark-shi_s77-processed-gene-3.102-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.102&CDS=1-792	YKL195W
OG0002789	genemark-shi_s77-processed-gene-3.103-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.103&CDS=1-597	YKL196C
OG0002790	genemark-shi_s77-processed-gene-3.140-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.140&CDS=1-1512	YOR359W
OG0002791	genemark-shi_s77-processed-gene-3.141-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.141&CDS=1-1737	YOR360C
OG0002792	genemark-shi_s77-processed-gene-3.144-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.144&CDS=1-4164	YBR115C
OG0002793	augustus_masked-shi_s77-processed-gene-3.240-mRNA-1_1&gene=augustus_masked-shi_s77-processed-gene-3.240&CDS=1-705	YML025C
OG0002794	maker-shi_s77-augustus-gene-3.185-mRNA-1_1&gene=maker-shi_s77-augustus-gene-3.185&CDS=1-4605	YPR160W
OG0002795	genemark-shi_s77-processed-gene-3.108-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.108&CDS=1-4665	YFL033C
OG0002796	genemark-shi_s77-processed-gene-3.149-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.149&CDS=1-888	YLR059C
OG0002797	genemark-shi_s77-processed-gene-3.109-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.109&CDS=1-516	YLR050C
OG0002798	genemark-shi_s77-processed-gene-3.150-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.150&CDS=1-258	YGR037C
OG0002799	genemark-shi_s77-processed-gene-3.151-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.151&CDS=1-1590	YGL244W
OG0002800	augustus_masked-shi_s77-processed-gene-3.207-mRNA-1_1&gene=augustus_masked-shi_s77-processed-gene-3.207&CDS=1-3762	YOR168W
OG0002801	genemark-shi_s77-processed-gene-3.154-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.154&CDS=1-1818	YDR120C
OG0002802	genemark-shi_s77-processed-gene-3.115-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.115&CDS=1-267	YLR099W-A
OG0002803	genemark-shi_s77-processed-gene-3.116-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.116&CDS=1-1026	YDR126W
OG0002804	genemark-shi_s77-processed-gene-3.117-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.117&CDS=1-2910	YIR023W
OG0002805	augustus_masked-shi_s77-processed-gene-3.250-mRNA-1_1&gene=augustus_masked-shi_s77-processed-gene-3.250&CDS=1-513	YKL013C
OG0002806	genemark-shi_s77-processed-gene-3.158-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.158&CDS=1-1956	YKL012W
OG0002807	snap_masked-shi_s77-processed-gene-3.74-mRNA-1_1&gene=snap_masked-shi_s77-processed-gene-3.74&CDS=1-3996	YLR084C
OG0002808	genemark-shi_s77-processed-gene-3.121-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.121&CDS=1-1980	YDR108W
OG0002809	genemark-shi_s77-processed-gene-3.160-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.160&CDS=1-2658	YPR019W
OG0002810	genemark-shi_s77-processed-gene-3.161-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.161&CDS=1-1221	YPL101W
OG0002811	genemark-shi_s77-processed-gene-3.123-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.123&CDS=1-1395	YDR105C
OG0002812	genemark-shi_s77-processed-gene-3.124-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.124&CDS=1-372	YPR020W
OG0002813	genemark-shi_s77-processed-gene-3.162-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.162&CDS=1-1629	YGL171W
OG0002814	genemark-shi_s77-processed-gene-3.125-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.125&CDS=1-609	YLR312W-A
OG0002815	snap_masked-shi_s77-processed-gene-3.39-mRNA-1_1&gene=snap_masked-shi_s77-processed-gene-3.39&CDS=1-675	YDL237W
OG0002816	genemark-shi_s77-processed-gene-3.163-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.163&CDS=1-840	YOR130C
OG0002817	snap_masked-shi_s77-processed-gene-3.79-mRNA-1_1&gene=snap_masked-shi_s77-processed-gene-3.79&CDS=1-408	YOL040C
OG0002818	genemark-shi_s77-processed-gene-3.128-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.128&CDS=1-324	YDR382W
OG0002819	genemark-shi_s77-processed-gene-3.166-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.166&CDS=1-945	YLR242C
OG0002820	genemark-shi_s77-processed-gene-3.168-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.168&CDS=1-1863	YLR234W
OG0002821	snap_masked-shi_s77-processed-gene-3.42-mRNA-1_1&gene=snap_masked-shi_s77-processed-gene-3.42&CDS=1-1254	YDR198C
OG0002822	genemark-shi_s77-processed-gene-3.169-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.169&CDS=1-1044	YHR063C
OG0002823	augustus_masked-shi_s77-processed-gene-3.263-mRNA-1_1&gene=augustus_masked-shi_s77-processed-gene-3.263&CDS=1-2898	YLR240W
OG0002824	snap_masked-shi_s77-processed-gene-3.44-mRNA-1_1&gene=snap_masked-shi_s77-processed-gene-3.44&CDS=1-324	YLR245C
OG0002825	genemark-shi_s77-processed-gene-3.133-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.133&CDS=1-1107	YLR244C
OG0002826	genemark-shi_s77-processed-gene-3.173-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.173&CDS=1-1689	YDR266C
OG0002827	genemark-shi_s77-processed-gene-3.135-mRNA-1_1&gene=genemark-shi_s77-processed-gene-3.135&CDS=1-609	YHR100C
OG0002828	genemark-shi_s79-processed-gene-0.41-mRNA-1_1&gene=genemark-shi_s79-processed-gene-0.41&CDS=1-810	YMR312W
OG0002829	snap_masked-shi_s79-processed-gene-0.25-mRNA-1_1&gene=snap_masked-shi_s79-processed-gene-0.25&CDS=1-1878	YMR313C
OG0002830	genemark-shi_s79-processed-gene-0.42-mRNA-1_1&gene=genemark-shi_s79-processed-gene-0.42&CDS=1-1494	YMR093W
OG0002831	genemark-shi_s79-processed-gene-0.63-mRNA-1_1&gene=genemark-shi_s79-processed-gene-0.63&CDS=1-1164	YOR063W
OG0002832	genemark-shi_s79-processed-gene-0.44-mRNA-1_1&gene=genemark-shi_s79-processed-gene-0.44&CDS=1-1320	YNL280C
OG0002833	genemark-shi_s79-processed-gene-0.45-mRNA-1_1&gene=genemark-shi_s79-processed-gene-0.45&CDS=1-228	YGR105W
OG0002834	genemark-shi_s79-processed-gene-0.46-mRNA-1_1&gene=genemark-shi_s79-processed-gene-0.46&CDS=1-1035	YGR104C
OG0002835	snap_masked-shi_s79-processed-gene-0.31-mRNA-1_1&gene=snap_masked-shi_s79-processed-gene-0.31&CDS=1-12480	YKR054C
OG0002836	genemark-shi_s79-processed-gene-0.68-mRNA-1_1&gene=genemark-shi_s79-processed-gene-0.68&CDS=1-3501	YPR010C
OG0002837	genemark-shi_s79-processed-gene-0.51-mRNA-1_1&gene=genemark-shi_s79-processed-gene-0.51&CDS=1-798	YGR024C
OG0002838	genemark-shi_s79-processed-gene-0.69-mRNA-1_1&gene=genemark-shi_s79-processed-gene-0.69&CDS=1-825	YKL024C
OG0002839	genemark-shi_s79-processed-gene-0.52-mRNA-1_1&gene=genemark-shi_s79-processed-gene-0.52&CDS=1-2172	YKL025C
OG0002840	genemark-shi_s79-processed-gene-0.53-mRNA-1_1&gene=genemark-shi_s79-processed-gene-0.53&CDS=1-849	YHR071W
OG0002841	genemark-shi_s79-processed-gene-0.72-mRNA-1_1&gene=genemark-shi_s79-processed-gene-0.72&CDS=1-1200	YKR048C
OG0002842	maker-shi_s79-augustus-gene-0.4-mRNA-1_1&gene=maker-shi_s79-augustus-gene-0.4&CDS=1-1209	YKL120W
OG0002843	genemark-shi_s79-processed-gene-0.55-mRNA-1_1&gene=genemark-shi_s79-processed-gene-0.55&CDS=1-2787	YFL024C
OG0002844	genemark-shi_s79-processed-gene-1.67-mRNA-1_1&gene=genemark-shi_s79-processed-gene-1.67&CDS=1-1221	YIL153W
OG0002845	genemark-shi_s79-processed-gene-1.50-mRNA-1_1&gene=genemark-shi_s79-processed-gene-1.50&CDS=1-1656	YKR097W
OG0002846	genemark-shi_s79-processed-gene-1.52-mRNA-1_1&gene=genemark-shi_s79-processed-gene-1.52&CDS=1-5619	YJL039C
OG0002847	maker-shi_s79-augustus-gene-1.42-mRNA-1_1&gene=maker-shi_s79-augustus-gene-1.42&CDS=1-3759	YOR048C
OG0002848	genemark-shi_s79-processed-gene-1.56-mRNA-1_1&gene=genemark-shi_s79-processed-gene-1.56&CDS=1-1590	YBR163W
OG0002849	genemark-shi_s79-processed-gene-1.57-mRNA-1_1&gene=genemark-shi_s79-processed-gene-1.57&CDS=1-1386	YNR001C
OG0002850	genemark-shi_s79-processed-gene-1.58-mRNA-1_1&gene=genemark-shi_s79-processed-gene-1.58&CDS=1-2874	YPL040C
OG0002851	augustus_masked-shi_s79-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-shi_s79-processed-gene-1.29&CDS=1-1845	YER068W
OG0002852	genemark-shi_s79-processed-gene-1.60-mRNA-1_1&gene=genemark-shi_s79-processed-gene-1.60&CDS=1-360	YMR123W
OG0002853	maker-shi_s79-snap-gene-1.35-mRNA-1_1&gene=maker-shi_s79-snap-gene-1.35&CDS=1-594	YOR258W
OG0002854	genemark-shi_s79-processed-gene-1.62-mRNA-1_1&gene=genemark-shi_s79-processed-gene-1.62&CDS=1-1008	YIR026C
OG0002855	genemark-shi_s79-processed-gene-1.77-mRNA-1_1&gene=genemark-shi_s79-processed-gene-1.77&CDS=1-1266	YNL119W
OG0002856	snap_masked-shi_s79-processed-gene-1.102-mRNA-1_1&gene=snap_masked-shi_s79-processed-gene-1.102&CDS=1-519	YNL208W
OG0002857	snap_masked-shi_s79-processed-gene-1.103-mRNA-1_1&gene=snap_masked-shi_s79-processed-gene-1.103&CDS=1-339	YHR116W
OG0002858	snap_masked-shi_s79-processed-gene-1.105-mRNA-1_1&gene=snap_masked-shi_s79-processed-gene-1.105&CDS=1-2697	YER114C
OG0002859	genemark-shi_s79-processed-gene-1.65-mRNA-1_1&gene=genemark-shi_s79-processed-gene-1.65&CDS=1-2061	YBL084C
