	Meyerozyma_guilliermondii	Saccharomyces_cerevisiae
OG0002826	genemark-NW_001809800.1-processed-gene-10.116-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-10.116&CDS=1-1032	YDL183C
OG0002827	maker-NW_001809800.1-augustus-gene-10.56-mRNA-1_1&gene=maker-NW_001809800.1-augustus-gene-10.56&CDS=1-3603	YDL132W
OG0002828	augustus_masked-NW_001809800.1-processed-gene-10.73-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-10.73&CDS=1-2742	YPL084W
OG0002829	genemark-NW_001809800.1-processed-gene-10.119-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-10.119&CDS=1-1314	YEL040W
OG0002830	maker-NW_001809800.1-augustus-gene-10.57-mRNA-1_1&gene=maker-NW_001809800.1-augustus-gene-10.57&CDS=1-5208	YDL145C
OG0002831	snap_masked-NW_001809800.1-processed-gene-10.13-mRNA-1_1&gene=snap_masked-NW_001809800.1-processed-gene-10.13&CDS=1-213	YLR218C
OG0002832	snap_masked-NW_001809800.1-processed-gene-10.14-mRNA-1_1&gene=snap_masked-NW_001809800.1-processed-gene-10.14&CDS=1-1455	YDL139C
OG0002833	maker-NW_001809800.1-snap-gene-10.106-mRNA-1_1&gene=maker-NW_001809800.1-snap-gene-10.106&CDS=1-2508	YOR099W
OG0002834	augustus_masked-NW_001809800.1-processed-gene-10.76-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-10.76&CDS=1-2001	YMR216C
OG0002835	augustus_masked-NW_001809800.1-processed-gene-10.91-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-10.91&CDS=1-1602	YPL086C
OG0002836	augustus_masked-NW_001809800.1-processed-gene-10.77-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-10.77&CDS=1-873	YBR185C
OG0002837	genemark-NW_001809800.1-processed-gene-10.144-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-10.144&CDS=1-1917	YPL093W
OG0002838	augustus_masked-NW_001809800.1-processed-gene-10.93-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-10.93&CDS=1-1104	YPL050C
OG0002839	augustus_masked-NW_001809800.1-processed-gene-10.79-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-10.79&CDS=1-1473	YKR072C
OG0002840	augustus_masked-NW_001809800.1-processed-gene-10.95-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-10.95&CDS=1-2724	YOR058C
OG0002841	genemark-NW_001809800.1-processed-gene-10.150-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-10.150&CDS=1-903	YDR352W
OG0002842	genemark-NW_001809800.1-processed-gene-10.151-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-10.151&CDS=1-1491	YDR294C
OG0002843	snap_masked-NW_001809800.1-processed-gene-10.45-mRNA-1_1&gene=snap_masked-NW_001809800.1-processed-gene-10.45&CDS=1-2031	YDR295C
OG0002844	genemark-NW_001809800.1-processed-gene-10.154-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-10.154&CDS=1-1455	YOR056C
OG0002845	augustus_masked-NW_001809800.1-processed-gene-10.80-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-10.80&CDS=1-2109	YIR038C
OG0002846	augustus_masked-NW_001809800.1-processed-gene-10.97-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-10.97&CDS=1-1386	YBR199W
OG0002847	genemark-NW_001809800.1-processed-gene-10.130-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-10.130&CDS=1-2061	YPL104W
OG0002848	augustus_masked-NW_001809800.1-processed-gene-10.98-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-10.98&CDS=1-3096	YJL010C
OG0002849	genemark-NW_001809800.1-processed-gene-10.131-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-10.131&CDS=1-536	YJL030W
OG0002850	augustus_masked-NW_001809800.1-processed-gene-10.100-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-10.100&CDS=1-2370	YMR049C
OG0002851	augustus_masked-NW_001809800.1-processed-gene-10.84-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-10.84&CDS=1-642	YIR005W
OG0002852	augustus_masked-NW_001809800.1-processed-gene-11.123-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-11.123&CDS=1-2949	YFL025C
OG0002853	augustus_masked-NW_001809800.1-processed-gene-11.119-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-11.119&CDS=1-579	YKL142W
OG0002854	augustus_masked-NW_001809800.1-processed-gene-11.120-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-11.120&CDS=1-639	YBR171W
OG0002855	augustus_masked-NW_001809800.1-processed-gene-11.121-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-11.121&CDS=1-3903	YER008C
OG0002856	genemark-NW_001809800.1-processed-gene-11.3-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-11.3&CDS=1-2001	YER005W
OG0002857	augustus_masked-NW_001809800.1-processed-gene-11.126-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-11.126&CDS=1-1542	YER006W
OG0002858	augustus_masked-NW_001809800.1-processed-gene-11.127-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-11.127&CDS=1-1497	YER007W
OG0002859	augustus_masked-NW_001809800.1-processed-gene-11.147-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-11.147&CDS=1-537	YER007C-A
OG0002860	genemark-NW_001809800.1-processed-gene-11.33-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-11.33&CDS=1-2703	YIR002C
OG0002861	augustus_masked-NW_001809800.1-processed-gene-11.130-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-11.130&CDS=1-2064	YLR098C
OG0002862	augustus_masked-NW_001809800.1-processed-gene-11.151-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-11.151&CDS=1-1650	YOR067C
OG0002863	augustus_masked-NW_001809800.1-processed-gene-11.131-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-11.131&CDS=1-1446	YOR046C
OG0002864	augustus_masked-NW_001809800.1-processed-gene-11.152-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-11.152&CDS=1-2364	YDR347W
OG0002865	genemark-NW_001809800.1-processed-gene-11.39-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-11.39&CDS=1-183	YDR276C
OG0002866	augustus_masked-NW_001809800.1-processed-gene-11.133-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-11.133&CDS=1-1242	YMR235C
OG0002867	augustus_masked-NW_001809800.1-processed-gene-11.134-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-11.134&CDS=1-3906	YNL250W
OG0002868	maker-NW_001809800.1-snap-gene-11.163-mRNA-1_1&gene=maker-NW_001809800.1-snap-gene-11.163&CDS=1-3384	YPR112C
OG0002869	augustus_masked-NW_001809800.1-processed-gene-11.155-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-11.155&CDS=1-600	YFR001W
OG0002870	maker-NW_001809800.1-augustus-gene-11.110-mRNA-1_1&gene=maker-NW_001809800.1-augustus-gene-11.110&CDS=1-2988	YDR324C
OG0002871	maker-NW_001809800.1-augustus-gene-11.114-mRNA-1_1&gene=maker-NW_001809800.1-augustus-gene-11.114&CDS=1-4380	YML008C
OG0002872	augustus_masked-NW_001809800.1-processed-gene-11.139-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-11.139&CDS=1-2340	YEL053C
OG0002873	augustus_masked-NW_001809800.1-processed-gene-11.140-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-11.140&CDS=1-1725	YDR423C
OG0002874	augustus_masked-NW_001809800.1-processed-gene-11.141-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-11.141&CDS=1-1125	YHR068W
OG0002875	augustus_masked-NW_001809800.1-processed-gene-11.143-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-11.143&CDS=1-1953	YML017W
OG0002876	augustus_masked-NW_001809800.1-processed-gene-11.158-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-11.158&CDS=1-1254	YER020W
OG0002877	augustus_masked-NW_001809800.1-processed-gene-11.159-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-11.159&CDS=1-1995	YKL139W
OG0002878	maker-NW_001809800.1-augustus-gene-11.111-mRNA-1_1&gene=maker-NW_001809800.1-augustus-gene-11.111&CDS=1-210	YIL156W-B
OG0002879	snap_masked-NW_001809800.1-processed-gene-11.106-mRNA-1_1&gene=snap_masked-NW_001809800.1-processed-gene-11.106&CDS=1-1098	YKL104C
OG0002880	augustus_masked-NW_001809800.1-processed-gene-11.144-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-11.144&CDS=1-1077	YDR282C
OG0002881	genemark-NW_001809800.1-processed-gene-12.95-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-12.95&CDS=1-2043	YMR108W
OG0002882	snap_masked-NW_001809800.1-processed-gene-12.50-mRNA-1_1&gene=snap_masked-NW_001809800.1-processed-gene-12.50&CDS=1-3201	YOR349W
OG0002883	genemark-NW_001809800.1-processed-gene-12.103-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-12.103&CDS=1-3480	YPL217C
OG0002884	genemark-NW_001809800.1-processed-gene-12.124-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-12.124&CDS=1-1053	YDR030C
OG0002885	augustus_masked-NW_001809800.1-processed-gene-12.13-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-12.13&CDS=1-1377	YDR023W
OG0002886	augustus_masked-NW_001809800.1-processed-gene-12.28-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-12.28&CDS=1-12342	YPR086W
OG0002887	genemark-NW_001809800.1-processed-gene-12.111-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-12.111&CDS=1-621	YLR178C
OG0002888	genemark-NW_001809800.1-processed-gene-12.128-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-12.128&CDS=1-429	YPR082C
OG0002889	augustus_masked-NW_001809800.1-processed-gene-12.18-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-12.18&CDS=1-1080	YLR420W
OG0002890	augustus_masked-NW_001809800.1-processed-gene-12.20-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-12.20&CDS=1-2442	YDR160W
OG0002891	augustus_masked-NW_001809800.1-processed-gene-12.21-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-12.21&CDS=1-6276	YLR422W
OG0002892	genemark-NW_001809800.1-processed-gene-12.130-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-12.130&CDS=1-1044	YLR291C
OG0002893	augustus_masked-NW_001809800.1-processed-gene-12.32-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-12.32&CDS=1-876	YML110C
OG0002894	augustus_masked-NW_001809800.1-processed-gene-12.33-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-12.33&CDS=1-1512	YAL038W
OG0002895	augustus_masked-NW_001809800.1-processed-gene-12.23-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-12.23&CDS=1-432	YNL328C
OG0002896	snap_masked-NW_001809800.1-processed-gene-12.88-mRNA-1_1&gene=snap_masked-NW_001809800.1-processed-gene-12.88&CDS=1-3477	YNL329C
OG0002897	augustus_masked-NW_001809800.1-processed-gene-12.36-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-12.36&CDS=1-798	YLR407W
OG0002898	augustus_masked-NW_001809800.1-processed-gene-12.37-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-12.37&CDS=1-6930	YLR409C
OG0002899	augustus_masked-NW_001809800.1-processed-gene-13.140-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.140&CDS=1-1821	YLR401C
OG0002900	augustus_masked-NW_001809800.1-processed-gene-13.144-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.144&CDS=1-2082	YLR152C
OG0002901	augustus_masked-NW_001809800.1-processed-gene-13.146-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.146&CDS=1-1545	YML069W
OG0002902	augustus_masked-NW_001809800.1-processed-gene-13.141-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.141&CDS=1-1086	YDR158W
OG0002903	augustus_masked-NW_001809800.1-processed-gene-13.142-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.142&CDS=1-834	YLR137W
OG0002904	augustus_masked-NW_001809800.1-processed-gene-13.143-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.143&CDS=1-3636	YDR159W
OG0002905	genemark-NW_001809800.1-processed-gene-13.79-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-13.79&CDS=1-429	YML077W
OG0002906	maker-NW_001809800.1-augustus-gene-13.0-mRNA-1_1&gene=maker-NW_001809800.1-augustus-gene-13.0&CDS=1-1281	YJR125C
OG0002907	augustus_masked-NW_001809800.1-processed-gene-13.173-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.173&CDS=1-627	YDL098C
OG0002908	augustus_masked-NW_001809800.1-processed-gene-13.149-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.149&CDS=1-510	YMR156C
OG0002909	augustus_masked-NW_001809800.1-processed-gene-13.150-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.150&CDS=1-468	YMR158W
OG0002910	augustus_masked-NW_001809800.1-processed-gene-13.151-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.151&CDS=1-1110	YLR130C
OG0002911	augustus_masked-NW_001809800.1-processed-gene-13.152-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.152&CDS=1-2841	YGL114W
OG0002912	augustus_masked-NW_001809800.1-processed-gene-13.176-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.176&CDS=1-1635	YBR233W
OG0002913	augustus_masked-NW_001809800.1-processed-gene-13.177-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.177&CDS=1-972	YBR231C
OG0002914	augustus_masked-NW_001809800.1-processed-gene-13.153-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.153&CDS=1-2106	YOL057W
OG0002915	maker-NW_001809800.1-augustus-gene-13.3-mRNA-1_1&gene=maker-NW_001809800.1-augustus-gene-13.3&CDS=1-3012	YEL055C
OG0002916	augustus_masked-NW_001809800.1-processed-gene-13.179-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.179&CDS=1-1041	YJR105W
OG0002917	augustus_masked-NW_001809800.1-processed-gene-13.155-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.155&CDS=1-864	YJR116W
OG0002918	augustus_masked-NW_001809800.1-processed-gene-13.156-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.156&CDS=1-621	YFL038C
OG0002919	augustus_masked-NW_001809800.1-processed-gene-13.157-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.157&CDS=1-1413	YER021W
OG0002920	maker-NW_001809800.1-snap-gene-13.136-mRNA-1_1&gene=maker-NW_001809800.1-snap-gene-13.136&CDS=1-1719	YER022W
OG0002921	genemark-NW_001809800.1-processed-gene-13.119-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-13.119&CDS=1-369	YJR118C
OG0002922	augustus_masked-NW_001809800.1-processed-gene-13.159-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.159&CDS=1-1104	YGL255W
OG0002923	augustus_masked-NW_001809800.1-processed-gene-13.160-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.160&CDS=1-849	YMR149W
OG0002924	augustus_masked-NW_001809800.1-processed-gene-13.181-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.181&CDS=1-564	YMR150C
OG0002925	snap_masked-NW_001809800.1-processed-gene-13.32-mRNA-1_1&gene=snap_masked-NW_001809800.1-processed-gene-13.32&CDS=1-3396	YKL033W
OG0002926	augustus_masked-NW_001809800.1-processed-gene-13.183-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.183&CDS=1-726	YBR278W
OG0002927	genemark-NW_001809800.1-processed-gene-13.123-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-13.123&CDS=1-498	YBR282W
OG0002928	augustus_masked-NW_001809800.1-processed-gene-13.186-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.186&CDS=1-609	YEL012W
OG0002929	augustus_masked-NW_001809800.1-processed-gene-13.188-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.188&CDS=1-1200	YPR108W
OG0002930	augustus_masked-NW_001809800.1-processed-gene-13.189-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.189&CDS=1-471	YJL124C
OG0002931	augustus_masked-NW_001809800.1-processed-gene-13.166-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.166&CDS=1-2190	YDL029W
OG0002932	augustus_masked-NW_001809800.1-processed-gene-13.190-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.190&CDS=1-2064	YDL028C
OG0002933	augustus_masked-NW_001809800.1-processed-gene-13.191-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.191&CDS=1-1617	YOR329C
OG0002934	augustus_masked-NW_001809800.1-processed-gene-13.193-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.193&CDS=1-450	YNL131W
OG0002935	snap_masked-NW_001809800.1-processed-gene-13.70-mRNA-1_1&gene=snap_masked-NW_001809800.1-processed-gene-13.70&CDS=1-2508	YNL127W
OG0002936	augustus_masked-NW_001809800.1-processed-gene-14.114-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-14.114&CDS=1-990	YNL128W
OG0002937	augustus_masked-NW_001809800.1-processed-gene-13.171-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-13.171&CDS=1-333	YNL135C
OG0002938	augustus_masked-NW_001809800.1-processed-gene-14.112-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-14.112&CDS=1-618	YHR122W
OG0002939	augustus_masked-NW_001809800.1-processed-gene-14.113-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-14.113&CDS=1-1194	YBL086C
OG0002940	maker-NW_001809800.1-augustus-gene-14.52-mRNA-1_1&gene=maker-NW_001809800.1-augustus-gene-14.52&CDS=1-2511	YFR015C
OG0002941	augustus_masked-NW_001809800.1-processed-gene-14.139-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-14.139&CDS=1-2736	YCR057C
OG0002942	augustus_masked-NW_001809800.1-processed-gene-14.140-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-14.140&CDS=1-852	YCR059C
OG0002943	augustus_masked-NW_001809800.1-processed-gene-14.121-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-14.121&CDS=1-882	YCR060W
OG0002944	maker-NW_001809800.1-augustus-gene-14.53-mRNA-1_1&gene=maker-NW_001809800.1-augustus-gene-14.53&CDS=1-7776	YNR016C
OG0002945	augustus_masked-NW_001809800.1-processed-gene-14.123-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-14.123&CDS=1-624	YNR017W
OG0002946	augustus_masked-NW_001809800.1-processed-gene-14.144-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-14.144&CDS=1-1086	YNR015W
OG0002947	genemark-NW_001809800.1-processed-gene-14.93-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-14.93&CDS=1-1029	YAL034W-A
OG0002948	augustus_masked-NW_001809800.1-processed-gene-14.127-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-14.127&CDS=1-915	YOR340C
OG0002949	augustus_masked-NW_001809800.1-processed-gene-14.146-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-14.146&CDS=1-2643	YOR334W
OG0002950	snap_masked-NW_001809800.1-processed-gene-14.36-mRNA-1_1&gene=snap_masked-NW_001809800.1-processed-gene-14.36&CDS=1-2274	YNL126W
OG0002951	genemark-NW_001809800.1-processed-gene-14.97-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-14.97&CDS=1-1719	YDR232W
OG0002952	augustus_masked-NW_001809800.1-processed-gene-14.129-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-14.129&CDS=1-1212	YGR286C
OG0002953	augustus_masked-NW_001809800.1-processed-gene-14.149-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-14.149&CDS=1-1137	YDR229W
OG0002954	augustus_masked-NW_001809800.1-processed-gene-14.151-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-14.151&CDS=1-1575	YMR239C
OG0002955	augustus_masked-NW_001809800.1-processed-gene-14.131-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-14.131&CDS=1-759	YDL202W
OG0002956	augustus_masked-NW_001809800.1-processed-gene-14.132-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-14.132&CDS=1-816	YDL201W
OG0002957	augustus_masked-NW_001809800.1-processed-gene-14.152-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-14.152&CDS=1-819	YDR233C
OG0002958	augustus_masked-NW_001809800.1-processed-gene-14.153-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-14.153&CDS=1-2910	YMR231W
OG0002959	augustus_masked-NW_001809800.1-processed-gene-14.133-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-14.133&CDS=1-2238	YFL013C
OG0002960	augustus_masked-NW_001809800.1-processed-gene-14.134-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-14.134&CDS=1-207	YFL017W-A
OG0002961	augustus_masked-NW_001809800.1-processed-gene-14.155-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-14.155&CDS=1-474	YFL017C
OG0002962	snap_masked-NW_001809800.1-processed-gene-14.19-mRNA-1_1&gene=snap_masked-NW_001809800.1-processed-gene-14.19&CDS=1-2601	YCL045C
OG0002963	snap_masked-NW_001809800.1-processed-gene-14.20-mRNA-1_1&gene=snap_masked-NW_001809800.1-processed-gene-14.20&CDS=1-456	YDR478W
OG0002964	maker-NW_001809800.1-augustus-gene-14.57-mRNA-1_1&gene=maker-NW_001809800.1-augustus-gene-14.57&CDS=1-2952	YOR025W
OG0002965	snap_masked-NW_001809800.1-processed-gene-14.46-mRNA-1_1&gene=snap_masked-NW_001809800.1-processed-gene-14.46&CDS=1-2115	YDR477W
OG0002966	augustus_masked-NW_001809800.1-processed-gene-14.136-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-14.136&CDS=1-684	YDR374C
OG0002967	augustus_masked-NW_001809800.1-processed-gene-14.137-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-14.137&CDS=1-732	YOR125C
OG0002968	augustus_masked-NW_001809800.1-processed-gene-14.138-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-14.138&CDS=1-1455	YOL069W
OG0002969	augustus_masked-NW_001809800.1-processed-gene-15.117-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-15.117&CDS=1-1518	YKL140W
OG0002970	augustus_masked-NW_001809800.1-processed-gene-15.139-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-15.139&CDS=1-1320	YMR091C
OG0002971	augustus_masked-NW_001809800.1-processed-gene-15.122-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-15.122&CDS=1-1431	YGL059W
OG0002972	augustus_masked-NW_001809800.1-processed-gene-15.123-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-15.123&CDS=1-1836	YBR215W
OG0002973	augustus_masked-NW_001809800.1-processed-gene-15.140-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-15.140&CDS=1-7836	YNL102W
