	Metschnikowia_continentalis	Saccharomyces_cerevisiae
OG0002761	augustus_masked-con_s708-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.152&CDS=1-1362	YJL155C
OG0002762	augustus_masked-con_s708-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.180&CDS=1-474	YDL064W
OG0002763	augustus_masked-con_s708-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.153&CDS=1-861	YDL065C
OG0002764	augustus_masked-con_s708-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.181&CDS=1-2295	YLR397C
OG0002765	augustus_masked-con_s708-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.182&CDS=1-3636	YLR398C
OG0002766	augustus_masked-con_s708-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.183&CDS=1-1689	YOR090C
OG0002767	augustus_masked-con_s708-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.184&CDS=1-354	YHL015W
OG0002768	augustus_masked-con_s708-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.185&CDS=1-843	YLR393W
OG0002769	augustus_masked-con_s708-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.155&CDS=1-2223	YNL118C
OG0002770	augustus_masked-con_s708-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.156&CDS=1-1239	YNL207W
OG0002771	augustus_masked-con_s708-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.189&CDS=1-921	YDL230W
OG0002772	augustus_masked-con_s708-processed-gene-0.192-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.192&CDS=1-1134	YNL092W
OG0002773	augustus_masked-con_s708-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.195&CDS=1-2730	YNL082W
OG0002774	augustus_masked-con_s708-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.196&CDS=1-1656	YNL083W
OG0002775	augustus_masked-con_s708-processed-gene-0.197-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.197&CDS=1-3045	YGL140C
OG0002776	genemark-con_s708-processed-gene-0.131-mRNA-1_1&gene=genemark-con_s708-processed-gene-0.131&CDS=1-1767	YGL119W
OG0002777	augustus_masked-con_s708-processed-gene-0.199-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.199&CDS=1-789	YOR095C
OG0002778	augustus_masked-con_s708-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.200&CDS=1-1809	YHR114W
OG0002779	genemark-con_s708-processed-gene-0.94-mRNA-1_1&gene=genemark-con_s708-processed-gene-0.94&CDS=1-2298	YNL094W
OG0002780	augustus_masked-con_s708-processed-gene-0.201-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.201&CDS=1-1110	YOR091W
OG0002781	augustus_masked-con_s708-processed-gene-0.202-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.202&CDS=1-8241	YIL129C
OG0002782	augustus_masked-con_s708-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.162&CDS=1-3177	YIL128W
OG0002783	augustus_masked-con_s708-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-con_s708-processed-gene-0.203&CDS=1-576	YIL127C
OG0002784	augustus_masked-con_s71-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.81&CDS=1-4995	YGL206C
OG0002785	augustus_masked-con_s71-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.68&CDS=1-1809	YMR213W
OG0002786	augustus_masked-con_s71-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.69&CDS=1-2265	YOR275C
OG0002787	maker-con_s71-augustus-gene-0.32-mRNA-1_1&gene=maker-con_s71-augustus-gene-0.32&CDS=1-1428	YOR274W
OG0002788	augustus_masked-con_s71-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.71&CDS=1-543	YDR246W
OG0002789	augustus_masked-con_s71-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.72&CDS=1-954	YOR239W
OG0002790	augustus_masked-con_s71-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.83&CDS=1-489	YPL149W
OG0002791	augustus_masked-con_s71-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.84&CDS=1-750	YNL200C
OG0002792	augustus_masked-con_s71-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.74&CDS=1-1809	YDL225W
OG0002793	augustus_masked-con_s71-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.75&CDS=1-2610	YLR347C
OG0002794	augustus_masked-con_s71-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.76&CDS=1-669	YGR036C
OG0002795	augustus_masked-con_s71-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.85&CDS=1-1041	YDL226C
OG0002796	augustus_masked-con_s71-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.87&CDS=1-2559	YNL201C
OG0002797	augustus_masked-con_s71-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.88&CDS=1-1044	YJL180C
OG0002798	augustus_masked-con_s71-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.77&CDS=1-360	YJL179W
OG0002799	genemark-con_s71-processed-gene-0.60-mRNA-1_1&gene=genemark-con_s71-processed-gene-0.60&CDS=1-1893	YLR345W
OG0002800	augustus_masked-con_s71-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.78&CDS=1-759	YGR033C
OG0002801	augustus_masked-con_s71-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.94&CDS=1-552	YMR138W
OG0002802	augustus_masked-con_s71-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.79&CDS=1-2094	YMR137C
OG0002803	augustus_masked-con_s71-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-con_s71-processed-gene-0.80&CDS=1-981	YOL107W
OG0002804	augustus_masked-con_s710-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-con_s710-processed-gene-0.7&CDS=1-3786	YBR235W
OG0002805	augustus_masked-con_s710-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-con_s710-processed-gene-0.13&CDS=1-921	YGR026W
OG0002806	augustus_masked-con_s710-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-con_s710-processed-gene-0.8&CDS=1-312	YBR233W-A
OG0002807	augustus_masked-con_s714-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-con_s714-processed-gene-0.1&CDS=1-1692	YMR296C
OG0002808	augustus_masked-con_s714-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-con_s714-processed-gene-0.9&CDS=1-1719	YHR166C
OG0002809	augustus_masked-con_s714-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-con_s714-processed-gene-0.3&CDS=1-2337	YLR304C
OG0002810	genemark-con_s714-processed-gene-0.21-mRNA-1_1&gene=genemark-con_s714-processed-gene-0.21&CDS=1-1929	YPR069C
OG0002811	augustus_masked-con_s714-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-con_s714-processed-gene-0.7&CDS=1-2100	YMR186W
OG0002812	snap_masked-con_s715-processed-gene-0.0-mRNA-1_1&gene=snap_masked-con_s715-processed-gene-0.0&CDS=1-3753	YOR330C
OG0002813	augustus_masked-con_s72-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-con_s72-processed-gene-0.26&CDS=1-3900	YPL006W
OG0002814	augustus_masked-con_s72-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-con_s72-processed-gene-0.22&CDS=1-1092	YHR144C
OG0002815	augustus_masked-con_s72-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-con_s72-processed-gene-0.27&CDS=1-693	YNL168C
OG0002816	augustus_masked-con_s721-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-con_s721-processed-gene-0.0&CDS=1-1245	YJL183W
OG0002817	augustus_masked-con_s721-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-con_s721-processed-gene-0.5&CDS=1-5655	YGR032W
OG0002818	augustus_masked-con_s721-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-con_s721-processed-gene-0.6&CDS=1-1797	YGR054W
OG0002819	augustus_masked-con_s721-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-con_s721-processed-gene-0.9&CDS=1-1941	YCL029C
OG0002820	augustus_masked-con_s721-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-con_s721-processed-gene-0.10&CDS=1-3222	YIL115C
OG0002821	augustus_masked-con_s721-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-con_s721-processed-gene-0.11&CDS=1-696	YLR051C
OG0002822	augustus_masked-con_s721-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-con_s721-processed-gene-0.13&CDS=1-1488	YFL022C
OG0002823	augustus_masked-con_s721-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-con_s721-processed-gene-0.14&CDS=1-1452	YFL018C
OG0002824	augustus_masked-con_s726-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-0.41&CDS=1-1470	YPL262W
OG0002825	augustus_masked-con_s726-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-0.42&CDS=1-1527	YPL214C
OG0002826	augustus_masked-con_s726-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-0.43&CDS=1-942	YHR134W
OG0002827	augustus_masked-con_s726-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-0.46&CDS=1-1404	YHR111W
OG0002828	augustus_masked-con_s726-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-0.47&CDS=1-1206	YDR363W
OG0002829	maker-con_s726-augustus-gene-0.39-mRNA-1_1&gene=maker-con_s726-augustus-gene-0.39&CDS=1-1083	YDL125C
OG0002830	augustus_masked-con_s726-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-0.48&CDS=1-2478	YDL126C
OG0002831	augustus_masked-con_s726-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-0.67&CDS=1-378	YOR122C
OG0002832	augustus_masked-con_s726-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-0.68&CDS=1-1752	YDR390C
OG0002833	augustus_masked-con_s726-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-0.69&CDS=1-714	YPR183W
OG0002834	augustus_masked-con_s726-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-0.70&CDS=1-1983	YDL167C
OG0002835	augustus_masked-con_s726-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-0.52&CDS=1-708	YJR099W
OG0002836	augustus_masked-con_s726-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-0.73&CDS=1-1686	YPR045C
OG0002837	augustus_masked-con_s726-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-0.54&CDS=1-1857	YNL045W
OG0002838	snap_masked-con_s726-processed-gene-0.19-mRNA-1_1&gene=snap_masked-con_s726-processed-gene-0.19&CDS=1-528	YNL044W
OG0002839	augustus_masked-con_s726-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-0.57&CDS=1-396	YCR031C
OG0002840	augustus_masked-con_s726-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.8&CDS=1-8283	YCR032W
OG0002841	augustus_masked-con_s726-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.9&CDS=1-1056	YCR035C
OG0002842	augustus_masked-con_s726-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.6&CDS=1-6363	YDL171C
OG0002843	augustus_masked-con_s726-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.11&CDS=1-699	YDR262W
OG0002844	augustus_masked-con_s726-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.12&CDS=1-324	YDR357C
OG0002845	augustus_masked-con_s726-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.29&CDS=1-1605	YDR204W
OG0002846	augustus_masked-con_s726-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.13&CDS=1-495	YDR201W
OG0002847	augustus_masked-con_s726-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.31&CDS=1-897	YLR239C
OG0002848	augustus_masked-con_s726-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.16&CDS=1-1074	YLR246W
OG0002849	augustus_masked-con_s726-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.17&CDS=1-4488	YDR180W
OG0002850	augustus_masked-con_s726-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.34&CDS=1-801	YDR181C
OG0002851	augustus_masked-con_s726-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.18&CDS=1-1314	YDR182W
OG0002852	augustus_masked-con_s726-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.35&CDS=1-2481	YLR166C
OG0002853	genemark-con_s726-processed-gene-1.87-mRNA-1_1&gene=genemark-con_s726-processed-gene-1.87&CDS=1-450	YLR167W
OG0002854	augustus_masked-con_s726-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.36&CDS=1-654	YDR183W
OG0002855	augustus_masked-con_s726-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.19&CDS=1-1413	YLR163C
OG0002856	augustus_masked-con_s726-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.39&CDS=1-1875	YDR176W
OG0002857	augustus_masked-con_s726-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.40&CDS=1-918	YDR175C
OG0002858	augustus_masked-con_s726-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.44&CDS=1-2349	YBR080C
OG0002859	augustus_masked-con_s726-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.21&CDS=1-540	YDR305C
OG0002860	augustus_masked-con_s726-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.22&CDS=1-801	YHR058C
OG0002861	maker-con_s726-augustus-gene-1.3-mRNA-1_1&gene=maker-con_s726-augustus-gene-1.3&CDS=1-1491	YOR142W
OG0002862	augustus_masked-con_s726-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.47&CDS=1-2451	YOR141C
OG0002863	augustus_masked-con_s726-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.23&CDS=1-1128	YDR346C
OG0002864	maker-con_s726-augustus-gene-1.5-mRNA-1_1&gene=maker-con_s726-augustus-gene-1.5&CDS=1-6738	YCR011C
OG0002865	augustus_masked-con_s726-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.25&CDS=1-1338	YDR375C
OG0002866	augustus_masked-con_s726-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.26&CDS=1-2244	YDR006C
OG0002867	augustus_masked-con_s726-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.27&CDS=1-486	YML030W
OG0002868	augustus_masked-con_s726-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.75&CDS=1-912	YOR143C
OG0002869	augustus_masked-con_s726-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.77&CDS=1-576	YJR069C
OG0002870	augustus_masked-con_s726-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.106&CDS=1-558	YDR339C
OG0002871	augustus_masked-con_s726-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.81&CDS=1-1812	YDR341C
OG0002872	augustus_masked-con_s726-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.109&CDS=1-519	YDR404C
OG0002873	augustus_masked-con_s726-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.83&CDS=1-519	YOR150W
OG0002874	augustus_masked-con_s726-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.110&CDS=1-3705	YOR151C
OG0002875	augustus_masked-con_s726-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.84&CDS=1-855	YDR405W
OG0002876	augustus_masked-con_s726-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.85&CDS=1-219	YNL259C
OG0002877	snap_masked-con_s726-processed-gene-2.177-mRNA-1_1&gene=snap_masked-con_s726-processed-gene-2.177&CDS=1-2247	YNL258C
OG0002878	augustus_masked-con_s726-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.86&CDS=1-2550	YNL127W
OG0002879	augustus_masked-con_s726-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.87&CDS=1-435	YNL131W
OG0002880	augustus_masked-con_s726-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.88&CDS=1-618	YHR121W
OG0002881	augustus_masked-con_s726-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.116&CDS=1-1080	YNL128W
OG0002882	augustus_masked-con_s726-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.118&CDS=1-1683	YLR392C
OG0002883	augustus_masked-con_s726-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.89&CDS=1-336	YNL135C
OG0002884	augustus_masked-con_s726-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.90&CDS=1-636	YHR122W
OG0002885	augustus_masked-con_s726-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.91&CDS=1-1161	YBL086C
OG0002886	augustus_masked-con_s726-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.123&CDS=1-2784	YCR057C
OG0002887	augustus_masked-con_s726-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.124&CDS=1-840	YCR059C
OG0002888	augustus_masked-con_s726-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.127&CDS=1-6633	YNR016C
OG0002889	augustus_masked-con_s726-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.95&CDS=1-621	YNR017W
OG0002890	genemark-con_s726-processed-gene-2.61-mRNA-1_1&gene=genemark-con_s726-processed-gene-2.61&CDS=1-1071	YNR015W
OG0002891	augustus_masked-con_s726-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.129&CDS=1-1077	YAL034W-A
OG0002892	augustus_masked-con_s726-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.99&CDS=1-876	YOR340C
OG0002893	augustus_masked-con_s726-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.130&CDS=1-1320	YOR334W
OG0002894	augustus_masked-con_s726-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.131&CDS=1-1470	YOR100C
OG0002895	augustus_masked-con_s726-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.132&CDS=1-2499	YNL126W
OG0002896	augustus_masked-con_s726-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.133&CDS=1-1698	YDR232W
OG0002897	augustus_masked-con_s726-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.101&CDS=1-1107	YGR286C
OG0002898	maker-con_s726-augustus-gene-2.0-mRNA-1_1&gene=maker-con_s726-augustus-gene-2.0&CDS=1-1587	YBR062C
OG0002899	snap_masked-con_s726-processed-gene-2.203-mRNA-1_1&gene=snap_masked-con_s726-processed-gene-2.203&CDS=1-777	YDR041W
OG0002900	augustus_masked-con_s726-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.104&CDS=1-906	YBR061C
OG0002901	augustus_masked-con_s726-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.105&CDS=1-1827	YDR051C
OG0002902	augustus_masked-con_s727-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-con_s727-processed-gene-0.8&CDS=1-1500	YHR070W
OG0002903	augustus_masked-con_s727-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-con_s727-processed-gene-0.6&CDS=1-1068	YHR069C
OG0002904	augustus_masked-con_s728-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-con_s728-processed-gene-0.9&CDS=1-447	YML077W
OG0002905	genemark-con_s728-processed-gene-0.5-mRNA-1_1&gene=genemark-con_s728-processed-gene-0.5&CDS=1-180	YML081C-A
OG0002906	augustus_masked-con_s729-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-con_s729-processed-gene-0.9&CDS=1-2523	YMR165C
OG0002907	augustus_masked-con_s729-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-con_s729-processed-gene-0.10&CDS=1-888	YDR432W
OG0002908	genemark-con_s729-processed-gene-0.3-mRNA-1_1&gene=genemark-con_s729-processed-gene-0.3&CDS=1-753	YDR428C
OG0002909	augustus_masked-con_s729-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-con_s729-processed-gene-0.12&CDS=1-780	YDR429C
OG0002910	augustus_masked-con_s73-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-con_s73-processed-gene-0.26&CDS=1-495	YOL143C
OG0002911	snap_masked-con_s73-processed-gene-0.3-mRNA-1_1&gene=snap_masked-con_s73-processed-gene-0.3&CDS=1-1461	YBR283C
OG0002912	snap_masked-con_s73-processed-gene-0.16-mRNA-1_1&gene=snap_masked-con_s73-processed-gene-0.16&CDS=1-2157	YJL057C
OG0002913	augustus_masked-con_s73-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-con_s73-processed-gene-0.39&CDS=1-627	YOL114C
OG0002914	augustus_masked-con_s73-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-con_s73-processed-gene-0.31&CDS=1-507	YOL149W
OG0002915	augustus_masked-con_s730-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-con_s730-processed-gene-0.15&CDS=1-1035	YCR019W
OG0002916	augustus_masked-con_s730-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-con_s730-processed-gene-0.16&CDS=1-1209	YML018C
OG0002917	augustus_masked-con_s730-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-con_s730-processed-gene-0.17&CDS=1-1077	YML019W
OG0002918	augustus_masked-con_s730-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-con_s730-processed-gene-0.18&CDS=1-1230	YML021C
OG0002919	augustus_masked-con_s731-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-con_s731-processed-gene-0.10&CDS=1-954	YJR129C
